PeakID (cmd=annotatePeaks.pl GATA2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_14913	chr4	52855218	52855414	+	0	NA	Intergenic	NA	-7012	RASL11B								
Interval_21254	chr9	126379137	126379434	+	0	NA	intron (MVB12B, intron 2 of 9)	NA	31219	NRON								
Interval_15986	chr5	65779703	65779953	+	0	NA	intron (NLN, intron 4 of 12)	NA	57623	NLN								
Interval_11102	chr2	150358137	150358279	+	0	NA	Intergenic	NA	129487	RND3								
Interval_19085	chr7	140870422	140870595	+	0	NA	intron (BRAF, intron 1 of 17)	NA	54256	BRAF								
Interval_5416	chr13	36448024	36448169	+	0	NA	Intergenic	NA	15824	CCNA1								
Interval_18701	chr7	80643669	80644066	+	0	NA	intron (CD36, intron 1 of 13)	NA	5326	CD36								
Interval_2681	chr10	78301858	78302128	+	0	NA	Intergenic	NA	34665	LINC00595								
Interval_16432	chr5	134279647	134280068	+	0	NA	intron (CDKL3, intron 12 of 12)	NA	-53598	PPP2CA								
Interval_8136	chr17	30545182	30545347	+	0	NA	Intergenic	NA	-6685	LOC101927037								
Interval_7919	chr17	7239628	7239772	+	0	NA	promoter-TSS (PHF23)	NA	-194	PHF23								
Interval_1913	chr1	229935216	229935676	+	0	NA	Intergenic	NA	-49652	LOC101927504								
Interval_11447	chr2	199757210	199757431	+	0	NA	Intergenic	NA	-89904	LOC101927665								
Interval_2713	chr10	84293595	84294107	+	0	NA	exon (LINC00858, exon 6 of 6)	NA	13871	LINC00858								
Interval_19809	chr8	63147099	63147229	+	0	NA	Intergenic	NA	21278	YTHDF3-AS1								
Interval_14606	chr4	4625664	4626233	+	0	NA	intron (STX18-AS1, intron 2 of 5)	NA	-50063	LOC101928237								
Interval_11496	chr2	204692814	204693143	+	0	NA	intron (PARD3B, intron 2 of 22)	NA	147185	PARD3B								
Interval_4745	chr12	81808135	81808334	+	0	NA	Intergenic	NA	-49727	PPFIA2								
Interval_13312	chr3	23987579	23987712	+	0	NA	Intergenic	NA	42385	NR1D2								
Interval_10454	chr2	48677523	48677952	+	0	NA	intron (STON1-GTF2A1L, intron 10 of 10)	NA	59939	GTF2A1L								
Interval_13847	chr3	104606930	104607100	+	0	NA	Intergenic	NA	-759698	ALCAM								
Interval_17042	chr6	21241185	21241350	+	0	NA	Intergenic	NA	270625	LINC00581								
Interval_14530	chr3	196093276	196093584	+	0	NA	Intergenic	NA	-11340	TFRC								
Interval_4256	chr12	15683021	15683213	+	0	NA	intron (EPS8, intron 1 of 20)	NA	29871	EPS8								
Interval_6068	chr14	70947490	70947629	+	0	NA	intron (PCNX, intron 2 of 35)	NA	-48274	PCNX								
Interval_17000	chr6	16215616	16215817	+	0	NA	Intergenic	NA	-22864	GMPR								
Interval_19420	chr8	23072926	23073071	+	0	NA	intron (RP11-875O11.2, intron 1 of 2)	NA	-3811	TNFRSF10B								
Interval_18301	chr7	21366384	21366758	+	0	NA	Intergenic	NA	-61500	SP4								
Interval_5164	chr12	129524636	129524935	+	0	NA	intron (TMEM132D, intron 3 of 8)	NA	316184	RP11-669N7.3								
Interval_13422	chr3	38147312	38147941	+	0	NA	Intergenic	NA	9148	MYD88								
Interval_19747	chr8	56669239	56669432	+	0	NA	Intergenic	NA	-109512	LINC00968								
Interval_12506	chr21	29064758	29065200	+	0	NA	exon (CCT8, exon 6 of 14)	NA	8818	CCT8								
Interval_6791	chr15	61680976	61681324	+	0	NA	Intergenic	NA	-27753	LOC101928828								
Interval_13722	chr3	72274857	72274987	+	0	NA	Intergenic	NA	123665	LINC00870								
Interval_12611	chr21	38831511	38831762	+	0	NA	Intergenic	NA	-25903	LOC101928398								
Interval_19193	chr7	156889185	156889379	+	0	NA	intron (LMBR1, intron 1 of 16)	NA	3926	LMBR1								
Interval_7399	chr16	27995427	27995667	+	0	NA	intron (GSG1L, intron 1 of 5)	NA	67956	GSG1L								
Interval_20229	chr8	108363403	108363603	+	0	NA	Intergenic	NA	-80121	EMC2								
Interval_21891	chrX	130224970	130225134	+	0	NA	intron (ZNF280C, intron 11 of 17)	NA	43896	ZNF280C								
Interval_273	chr1	28157964	28158230	+	0	NA	intron (PTAFR, intron 1 of 1)	NA	18847	PTAFR								
Interval_10709	chr2	88060511	88061141	+	0	NA	Intergenic	NA	-5097	KRCC1								
Interval_1023	chr1	118552760	118552999	+	0	NA	Intergenic	NA	435369	TBX15								
Interval_16090	chr5	78687299	78687437	+	0	NA	Intergenic	NA	-38543	LHFPL2								
Interval_21112	chr9	109422667	109422844	+	0	NA	exon (PTPN3, exon 10 of 23)	NA	75565	PTPN3								
Interval_12000	chr20	21599015	21599272	+	0	NA	intron (LOC101929625, intron 1 of 3)	NA	29119	LOC101929625								
Interval_1041	chr1	121458574	121459102	+	0	NA	Intergenic	NA	-60274	EMBP1								
Interval_9221	chr18	79504469	79504615	+	0	NA	intron (NFATC1, intron 8 of 8)	NA	18804	LOC102723506								
Interval_3450	chr11	58845427	58845663	+	0	NA	Intergenic	NA	-1021	GLYATL2								
Interval_139	chr1	17004011	17004141	+	0	NA	intron (ATP13A2, intron 6 of 26)	NA	7896	ATP13A2								
Interval_13701	chr3	70954401	70954636	+	0	NA	TTS (FOXP1)	NA	587542	MIR1284								
Interval_5176	chr12	132084108	132084354	+	0	NA	promoter-TSS (EP400NL)	NA	-52	EP400NL								
Interval_17401	chr6	65332062	65332198	+	0	NA	exon (EYS, exon 12 of 12)	NA	30712	LOC441155								
Interval_7096	chr15	93171942	93172072	+	0	NA	Intergenic	NA	-34065	UNQ9370								
Interval_15976	chr5	64766953	64767216	+	0	NA	intron (SREK1IP1, intron 1 of 4)	NA	1585	SREK1IP1								
Interval_4371	chr12	29255052	29255286	+	0	NA	intron (FAR2, intron 1 of 10)	NA	31546	FAR2								
Interval_5782	chr14	27823403	27823645	+	0	NA	Intergenic	NA	-150305	LOC728755								
Interval_65	chr1	8989687	8989973	+	0	NA	Intergenic	NA	36515	SLC2A7								
Interval_12135	chr20	36932635	36932813	+	0	NA	intron (SAMHD1, intron 4 of 15)	NA	19119	SAMHD1								
Interval_13437	chr3	39214262	39214442	+	0	NA	exon (DSTNP4, exon 2 of 2)	NA	1691	DSTNP4								
Interval_2888	chr10	102743733	102743891	+	0	NA	promoter-TSS (WBP1L)	NA	29271	SFXN2								
Interval_5744	chr14	22921848	22922186	+	0	NA	intron (PRMT5, intron 16 of 16)	NA	-2833	RBM23								
Interval_9096	chr18	61973127	61973260	+	0	NA	Intergenic	NA	-78792	RNF152								
Interval_6709	chr15	52086133	52086356	+	0	NA	Intergenic	NA	26518	BCL2L10								
Interval_922	chr1	109634663	109634793	+	0	NA	Intergenic	NA	10740	AMPD2								
Interval_16245	chr5	107166421	107166718	+	0	NA	Intergenic	NA	-155555	LOC102467213								
Interval_21983	chrY	10825550	10825746	+	0	NA	Intergenic	NA	914850	TTTY23								
Interval_9442	chr19	11155794	11156134	+	0	NA	promoter-TSS (SPC24)	NA	-77	SPC24								
Interval_13305	chr3	23440458	23440755	+	0	NA	intron (UBE2E2, intron 3 of 5)	NA	-235829	UBE2E2-AS1								
Interval_2844	chr10	97653415	97653555	+	0	NA	intron (PI4K2A, intron 2 of 8)	NA	12799	PI4K2A								
Interval_19274	chr8	9002740	9002881	+	0	NA	promoter-TSS (ERI1)	NA	-60	ERI1								
Interval_13461	chr3	42811611	42811767	+	0	NA	intron (ACKR2, intron 1 of 2)	NA	2217	ACKR2								
Interval_1596	chr1	195806130	195806301	+	0	NA	Intergenic	NA	776266	MIR4735								
Interval_11812	chr20	671564	671709	+	0	NA	intron (SCRT2, intron 1 of 1)	NA	4543	SCRT2								
Interval_4537	chr12	53625996	53626167	+	0	NA	promoter-TSS (ATF7)	NA	334	ATF7								
Interval_6542	chr15	34835109	34835239	+	0	NA	Intergenic	NA	-39448	ACTC1								
Interval_1250	chr1	157045020	157045201	+	0	NA	exon (ARHGEF11, exon 1 of 40)	NA	605	ARHGEF11								
Interval_18107	chr6	166521558	166521688	+	0	NA	intron (RPS6KA2, intron 5 of 22)	NA	-12190	MIR1913								
Interval_5406	chr13	35993052	35993289	+	0	NA	intron (DCLK1, intron 3 of 16)	NA	-137309	DCLK1								
Interval_2940	chr10	111015173	111015460	+	0	NA	Intergenic	NA	26390	MIR548E								
Interval_16977	chr6	14942145	14942322	+	0	NA	Intergenic	NA	280780	LOC102724463								
Interval_5997	chr14	63601973	63602147	+	0	NA	intron (WDR89, intron 3 of 3)	NA	39863	WDR89								
Interval_12443	chr21	19669451	19669581	+	0	NA	Intergenic	NA	-909704	AL109763.2								
Interval_21458	chrUn_KI270752v1	12427	12985	+	0	NA	intron (LOC102723822, intron 1 of 14)	NA	1326	LOC102723822								
Interval_7462	chr16	34590769	34590973	+	0	NA	Intergenic	NA	158879	LOC102724523								
Interval_8574	chr17	72608222	72608430	+	0	NA	intron (LINC00511, intron 3 of 4)	NA	-15522	LINC00673								
Interval_14362	chr3	174216995	174217205	+	0	NA	intron (NLGN1, intron 4 of 6)	NA	-82358	LOC101928640								
Interval_7809	chr16	88526199	88526441	+	0	NA	intron (LOC100128882, intron 2 of 3)	NA	5673	LOC100128882								
Interval_10453	chr2	48605863	48606070	+	0	NA	intron (STON1-GTF2A1L, intron 3 of 10)	NA	-11832	GTF2A1L								
Interval_17036	chr6	20575157	20575620	+	0	NA	intron (CDKAL1, intron 4 of 12)	NA	40699	CDKAL1								
Interval_2628	chr10	73424716	73424882	+	0	NA	intron (MSS51, intron 6 of 6)	NA	8762	MSS51								
Interval_17368	chr6	55022846	55022976	+	0	NA	Intergenic	NA	-83549	HCRTR2								
Interval_14692	chr4	22508450	22508682	+	0	NA	intron (GPR125, intron 1 of 18)	NA	7479	GPR125								
Interval_1918	chr1	230542160	230542369	+	0	NA	Intergenic	NA	53319	LOC101927553								
Interval_9440	chr19	10942671	10942900	+	0	NA	Intergenic	NA	14037	C19orf52								
Interval_977	chr1	114490400	114490530	+	0	NA	intron (TRIM33, intron 1 of 18)	NA	20620	TRIM33								
Interval_14680	chr4	17142430	17142695	+	0	NA	Intergenic	NA	43495	RP11-576E20.1								
Interval_5469	chr13	44590196	44590495	+	0	NA	Intergenic	NA	-13198	TSC22D1								
Interval_93	chr1	11805853	11806058	+	0	NA	promoter-TSS (CLCN6)	NA	-74	MTHFR								
Interval_5539	chr13	59531392	59531925	+	0	NA	Intergenic	NA	164686	LOC101926912								
Interval_8132	chr17	30104855	30105021	+	0	NA	intron (EFCAB5, intron 23 of 23)	NA	-11869	NSRP1								
Interval_6923	chr15	70926902	70927095	+	0	NA	intron (LRRC49, intron 7 of 15)	NA	34555	LRRC49								
Interval_1533	chr1	185015677	185015807	+	0	NA	Intergenic	NA	14215	LOC101929069								
Interval_19593	chr8	38082067	38082252	+	0	NA	Intergenic	NA	-22806	ASH2L								
Interval_219	chr1	24420762	24420899	+	0	NA	intron (NIPAL3, intron 2 of 11)	NA	5028	NIPAL3								
Interval_5906	chr14	51009769	51009899	+	0	NA	intron (TRIM9, intron 4 of 11)	NA	-65304	PYGL								
Interval_10952	chr2	128728037	128728271	+	0	NA	Intergenic	NA	-136446	LOC101927881								
Interval_8985	chr18	46098655	46098798	+	0	NA	promoter-TSS (ATP5A1)	NA	-373	ATP5A1								
Interval_10789	chr2	100644015	100644215	+	0	NA	Intergenic	NA	81159	PDCL3								
Interval_7536	chr16	53417193	53417352	+	0	NA	Intergenic	NA	-17167	RBL2								
Interval_15531	chr4	173334394	173334765	+	0	NA	promoter-TSS (HMGB2)	NA	-810	HMGB2								
Interval_20142	chr8	100794772	100795051	+	0	NA	Intergenic	NA	-72429	PABPC1								
Interval_9936	chr19	48637532	48637779	+	0	NA	promoter-TSS (DBP)	NA	-273	DBP								
Interval_5422	chr13	37076258	37076555	+	0	NA	Intergenic	NA	-16720	SUPT20H								
Interval_20905	chr9	77712908	77713097	+	0	NA	Intergenic	NA	-64686	GNA14								
Interval_18956	chr7	119537207	119537698	+	0	NA	Intergenic	NA	-736183	KCND2								
Interval_466	chr1	47224857	47225148	+	0	NA	intron (TAL1, intron 2 of 3)	NA	7246	TAL1								
Interval_18973	chr7	123867402	123867557	+	0	NA	intron (HYAL4, intron 3 of 5)	NA	22313	HYAL4								
Interval_5673	chr13	104869555	104869841	+	0	NA	Intergenic	NA	-596518	DAOA								
Interval_3102	chr11	2992385	2992534	+	0	NA	promoter-TSS (NAP1L4)	NA	-82	NAP1L4								
Interval_6436	chr14_GL000225v1_random	108596	108786	+	0	NA	Intergenic	NA	72402	LOC100287823								
Interval_17876	chr6	139126376	139126636	+	0	NA	Intergenic	NA	-8606	HECA								
Interval_2633	chr10	73660921	73661221	+	0	NA	Intergenic	NA	-10032	SYNPO2L								
Interval_16345	chr5	124998655	124998851	+	0	NA	Intergenic	NA	-38078	RP11-257I8.2								
Interval_11763	chr2	237690237	237690372	+	0	NA	intron (LRRFIP1, intron 1 of 15)	NA	-1852	LRRFIP1								
Interval_3251	chr11	20042125	20042289	+	0	NA	intron (NAV2, intron 2 of 26)	NA	19364	NAV2								
Interval_13814	chr3	100289396	100289677	+	0	NA	intron (TBC1D23, intron 4 of 17)	NA	28719	TBC1D23								
Interval_4380	chr12	31733832	31734089	+	0	NA	Intergenic	NA	-31189	AMN1								
Interval_18824	chr7	102890607	102890838	+	0	NA	intron (FBXL13, intron 11 of 18)	NA	-22175	LRRC17								
Interval_6524	chr15	31641827	31642197	+	0	NA	intron (OTUD7A, intron 1 of 10)	NA	228660	OTUD7A								
Interval_3480	chr11	60821764	60822272	+	0	NA	Intergenic	NA	-19938	CCDC86								
Interval_9307	chr19	4007373	4007722	+	0	NA	promoter-TSS (PIAS4)	NA	-204	PIAS4								
Interval_12560	chr21	34908041	34908277	+	0	NA	intron (RUNX1, intron 2 of 8)	NA	-18338	RUNX1								
Interval_11427	chr2	197453264	197453525	+	0	NA	promoter-TSS (COQ10B)	NA	-428	COQ10B								
Interval_17185	chr6	35343911	35344243	+	0	NA	intron (PPARD, intron 1 of 7)	NA	1506	PPARD								
Interval_16574	chr5	148746860	148747138	+	0	NA	Intergenic	NA	-79594	ADRB2								
Interval_16298	chr5	116382623	116382802	+	0	NA	intron (LOC101927212, intron 1 of 2)	NA	497	LOC101927212								
Interval_9387	chr19	8390002	8390393	+	0	NA	promoter-TSS (MIR4999)	NA	-124	RAB11B								
Interval_10907	chr2	118847248	118847453	+	0	NA	exon (EN1, exon 1 of 2)	NA	833	EN1								
Interval_14658	chr4	14023661	14023795	+	0	NA	Intergenic	NA	-88240	LINC01085								
Interval_11996	chr20	20913578	20913780	+	0	NA	Intergenic	NA	-201041	RALGAPA2								
Interval_10842	chr2	107805102	107805233	+	0	NA	Intergenic	NA	21602	RGPD4-AS1								
Interval_7534	chr16	53202498	53202628	+	0	NA	intron (CHD9, intron 2 of 38)	NA	147570	CHD9								
Interval_5115	chr12	122226080	122226226	+	0	NA	promoter-TSS (LOC101593348)	NA	-289	LOC101593348								
Interval_9920	chr19	47438781	47438925	+	0	NA	intron (SLC8A2, intron 5 of 8)	NA	-19325	MEIS3								
Interval_3239	chr11	18616010	18616321	+	0	NA	intron (SPTY2D1, intron 2 of 5)	NA	16361	SPTY2D1-AS1								
Interval_13871	chr3	107522785	107522902	+	0	NA	promoter-TSS (BBX)	NA	-2548	BBX								
Interval_15407	chr4	145196819	145197012	+	0	NA	Intergenic	NA	-17235	OTUD4								
Interval_5837	chr14	39114172	39114396	+	0	NA	promoter-TSS (GEMIN2)	NA	0	GEMIN2								
Interval_14830	chr4	46561785	46561974	+	0	NA	Intergenic	NA	-172497	GABRA2								
Interval_7885	chr17	4161583	4161991	+	0	NA	Intergenic	NA	18611	CYB5D2								
Interval_2870	chr10	101032742	101033362	+	0	NA	intron (SFXN3, intron 1 of 6)	NA	1813	SFXN3								
Interval_19995	chr8	82847863	82848160	+	0	NA	Intergenic	NA	-64093	LOC101927141								
Interval_13451	chr3	40832935	40833138	+	0	NA	Intergenic	NA	308139	ZNF621								
Interval_1398	chr1	171680420	171680717	+	0	NA	Intergenic	NA	-27935	MYOC								
Interval_19086	chr7	140992538	140992668	+	0	NA	Intergenic	NA	22378	MRPS33								
Interval_18097	chr6	165309490	165309787	+	0	NA	promoter-TSS (C6orf118)	NA	-22	C6orf118								
Interval_15716	chr5	20509969	20510150	+	0	NA	intron (CDH18, intron 1 of 12)	NA	-521815	CDH18								
Interval_3138	chr11	7935886	7936068	+	0	NA	Intergenic	NA	3543	OR10A3								
Interval_5448	chr13	40974717	40974881	+	0	NA	intron (ELF1, intron 2 of 8)	NA	44573	ELF1								
Interval_21876	chrX	124217917	124218406	+	0	NA	Intergenic	NA	-115830	LOC101928426								
Interval_20978	chr9	94163867	94164033	+	0	NA	Intergenic	NA	-12012	MIRLET7A1								
Interval_18553	chr7	55348479	55348786	+	0	NA	Intergenic	NA	-16816	LANCL2								
Interval_16308	chr5	118857781	118858045	+	0	NA	intron (DTWD2, intron 4 of 5)	NA	130632	DTWD2								
Interval_1377	chr1	168397034	168397203	+	0	NA	Intergenic	NA	21594	MIR557								
Interval_18994	chr7	128455492	128455865	+	0	NA	promoter-TSS (HILPDA)	NA	-152	HILPDA								
Interval_4456	chr12	46661013	46661541	+	0	NA	Intergenic	NA	171145	SLC38A4								
Interval_21986	chrY	10906246	10906508	+	0	NA	Intergenic	NA	995579	TTTY23								
Interval_3493	chr11	62112530	62112770	+	0	NA	Intergenic	NA	-11361	INCENP								
Interval_4512	chr12	51368834	51369289	+	0	NA	intron (GALNT6, intron 3 of 10)	NA	-22256	SLC4A8								
Interval_16696	chr5	165139851	165139981	+	0	NA	Intergenic	NA	669637	LOC102546299								
Interval_15825	chr5	40590858	40591050	+	0	NA	Intergenic	NA	-89997	PTGER4								
Interval_16577	chr5	148809034	148809432	+	0	NA	Intergenic	NA	-17360	ADRB2								
Interval_16266	chr5	111447788	111448167	+	0	NA	intron (CAMK4, intron 6 of 10)	NA	-64249	STARD4-AS1								
Interval_6047	chr14	68851269	68851684	+	0	NA	Intergenic	NA	-57562	ZFP36L1								
Interval_21151	chr9	112824707	112824837	+	0	NA	intron (SNX30, intron 3 of 8)	NA	66141	SLC46A2								
Interval_21890	chrX	130097739	130098157	+	0	NA	intron (ELF4, intron 1 of 8)	NA	12765	ELF4								
Interval_15296	chr4	119145525	119145824	+	0	NA	intron (MYOZ2, intron 2 of 5)	NA	9858	MYOZ2								
Interval_14496	chr3	192862521	192862651	+	0	NA	intron (MB21D2, intron 1 of 1)	NA	55575	MB21D2								
Interval_461	chr1	46581861	46582192	+	0	NA	intron (MKNK1, intron 3 of 12)	NA	-2400	LOC101929673								
Interval_20230	chr8	108441068	108441207	+	0	NA	Intergenic	NA	-2487	EMC2								
Interval_6095	chr14	73852492	73852905	+	0	NA	intron (PTGR2, intron 1 of 9)	NA	867	PTGR2								
Interval_3617	chr11	71963574	71963763	+	0	NA	intron (RNF121, intron 4 of 9)	NA	34634	RNF121								
Interval_19060	chr7	138357279	138357576	+	0	NA	Intergenic	NA	-102907	TRIM24								
Interval_3389	chr11	46336893	46337124	+	0	NA	intron (DGKZ, intron 1 of 30)	NA	-8402	DGKZ								
Interval_16042	chr5	73241418	73241548	+	0	NA	Intergenic	NA	-39522	LOC340090								
Interval_10885	chr2	113227838	113227997	+	0	NA	intron (PAX8, intron 7 of 9)	NA	-7610	PAX8-AS1								
Interval_3345	chr11	36392466	36392601	+	0	NA	intron (PRR5L, intron 2 of 9)	NA	16548	PRR5L								
Interval_11339	chr2	186440657	186440798	+	0	NA	Intergenic	NA	-45431	ZC3H15								
Interval_1582	chr1	193141845	193142029	+	0	NA	exon (CDC73, exon 7 of 11)	NA	5434	MIR1278								
Interval_9761	chr19	39540102	39540273	+	0	NA	promoter-TSS (EID2)	NA	11	EID2								
Interval_6766	chr15	58877099	58877430	+	0	NA	Intergenic	NA	56389	SLTM								
Interval_7813	chr16	88781968	88782128	+	0	NA	intron (PIEZO1, intron 1 of 49)	NA	2916	PIEZO1								
Interval_14412	chr3	183698865	183699010	+	0	NA	intron (YEATS2, intron 1 of 30)	NA	-11327	YEATS2								
Interval_7026	chr15	83800684	83800893	+	0	NA	intron (ADAMTSL3, intron 4 of 29)	NA	146693	ADAMTSL3								
Interval_20654	chr9	5617907	5618196	+	0	NA	Intergenic	NA	-11068	KIAA1432								
Interval_5511	chr13	50319628	50319894	+	0	NA	intron (DLEU1, intron 2 of 6)	NA	147743	ST13P4								
Interval_2649	chr10	74826166	74826570	+	0	NA	promoter-TSS (KAT6B)	NA	-45	KAT6B								
Interval_13438	chr3	39254801	39254986	+	0	NA	intron (LOC102724104, intron 1 of 2)	NA	-3503	LOC102724104								
Interval_2009	chr1	238542547	238542693	+	0	NA	Intergenic	NA	-56603	LINC01139								
Interval_623	chr1	66564340	66564533	+	0	NA	intron (SGIP1, intron 2 of 23)	NA	30294	SGIP1								
Interval_1196	chr1	153633917	153634048	+	0	NA	promoter-TSS (CHTOP)	NA	0	CHTOP								
Interval_9046	chr18	55513334	55513464	+	0	NA	intron (TCF4, intron 3 of 19)	NA	34178	MIR4529								
Interval_8665	chr17	78595561	78595697	+	0	NA	Intergenic	NA	-18235	DNAH17								
Interval_3767	chr11	94127792	94127922	+	0	NA	Intergenic	NA	-1071	PANX1								
Interval_17562	chr6	98231795	98232045	+	0	NA	Intergenic	NA	132728	LOC101927335								
Interval_3120	chr11	6127856	6128305	+	0	NA	Intergenic	NA	20301	OR56B4								
Interval_12360	chr20	62065877	62066017	+	0	NA	promoter-TSS (TAF4)	NA	-137	TAF4								
Interval_20146	chr8	101158990	101159165	+	0	NA	Intergenic	NA	46655	ZNF706								
Interval_10427	chr2	46698859	46699022	+	0	NA	promoter-TSS (SOCS5)	NA	-20	SOCS5								
Interval_10642	chr2	75525187	75525387	+	0	NA	intron (AC007099.1, intron 1 of 2)	NA	1219	AC007099.1								
Interval_22025	chrY	12954539	12954676	+	0	NA	Intergenic	NA	49784	DDX3Y								
Interval_6165	chr14	78787119	78787424	+	0	NA	intron (NRXN3, intron 8 of 20)	NA	616898	NRXN3								
Interval_20980	chr9	94204202	94204332	+	0	NA	intron (MIRLET7DHG, intron 1 of 3)	NA	299	MIRLET7DHG								
Interval_18084	chr6	162621286	162621559	+	0	NA	intron (PARK2, intron 1 of 8)	NA	-106356	PACRG								
Interval_15440	chr4	151407728	151407937	+	0	NA	Intergenic	NA	-1414	FAM160A1								
Interval_19078	chr7	139723507	139723784	+	0	NA	intron (HIPK2, intron 1 of 14)	NA	54249	HIPK2								
Interval_15782	chr5	35947478	35947608	+	0	NA	Intergenic	NA	8742	LOC100506406								
Interval_13649	chr3	60333697	60333974	+	0	NA	intron (FHIT, intron 5 of 9)	NA	32397	LOC102724718								
Interval_10978	chr2	132383999	132384381	+	0	NA	Intergenic	NA	-32384	GPR39								
Interval_3532	chr11	64335128	64335323	+	0	NA	intron (LOC102723878, intron 2 of 2)	NA	-4994	CCDC88B								
Interval_11445	chr2	199665038	199665181	+	0	NA	intron (LOC101927665, intron 1 of 1)	NA	2307	LOC101927665								
Interval_11642	chr2	222815415	222815712	+	0	NA	Intergenic	NA	-45451	ACSL3								
Interval_18235	chr7	11551565	11551695	+	0	NA	intron (THSD7A, intron 4 of 25)	NA	280567	THSD7A								
Interval_14125	chr3	139860527	139860820	+	0	NA	Intergenic	NA	-74512	CLSTN2								
Interval_7451	chr16	33589134	33589431	+	0	NA	Intergenic	NA	-24231	LOC101929031								
Interval_13388	chr3	33911904	33912110	+	0	NA	Intergenic	NA	113436	PDCD6IP								
Interval_8847	chr18	18867165	18867295	+	0	NA	Intergenic	NA	2244621	ROCK1								
Interval_18716	chr7	84092087	84092248	+	0	NA	intron (SEMA3A, intron 7 of 19)	NA	400601	SEMA3A								
Interval_95	chr1	11909768	11909907	+	0	NA	Intergenic	NA	1683	RNU5E-1								
Interval_14335	chr3	171192516	171192646	+	0	NA	intron (TNIK, intron 5 of 31)	NA	-85882	MIR569								
Interval_14126	chr3	140251504	140251634	+	0	NA	intron (CLSTN2, intron 2 of 16)	NA	257220	CLSTN2-AS1								
Interval_1668	chr1	203269024	203269374	+	0	NA	Intergenic	NA	-18077	RP11-134P9.3								
Interval_11158	chr2	159363762	159363933	+	0	NA	intron (BAZ2B, intron 27 of 36)	NA	-77142	WDSUB1								
Interval_5242	chr13	22945118	22945255	+	0	NA	Intergenic	NA	-47005	BASP1P1								
Interval_1961	chr1	234705507	234705735	+	0	NA	Intergenic	NA	-18421	LINC01132								
Interval_13377	chr3	33149567	33149710	+	0	NA	TTS (SUSD5)	NA	35680	CRTAP								
Interval_8701	chr17	81911461	81911657	+	0	NA	promoter-TSS (PCYT2)	NA	-157	PCYT2								
Interval_1008	chr1	116990387	116990564	+	0	NA	TTS (PTGFRN)	NA	-11275	CD101								
Interval_20988	chr9	95345106	95345291	+	0	NA	Intergenic	NA	-27489	FANCC								
Interval_1256	chr1	157403885	157404588	+	0	NA	Intergenic	NA	-116127	RP11-85G21.2								
Interval_4866	chr12	95185212	95185376	+	0	NA	intron (FGD6, intron 2 of 20)	NA	32170	FGD6								
Interval_5231	chr13	21478300	21478598	+	0	NA	Intergenic	NA	-19140	ZDHHC20								
Interval_11231	chr2	170714731	170714986	+	0	NA	promoter-TSS (SP5)	NA	-291	LINC01124								
Interval_1290	chr1	160535238	160535454	+	0	NA	Intergenic	NA	-12084	SLAMF6								
Interval_3459	chr11	59767260	59767478	+	0	NA	intron (STX3, intron 1 of 10)	NA	12310	STX3								
Interval_20861	chr9	62838353	62838497	+	0	NA	promoter-TSS (LOC100132249)	NA	-20	PTGER4P2-CDK2AP2P2								
Interval_13360	chr3	31105567	31105721	+	0	NA	Intergenic	NA	-210983	GADL1								
Interval_1835	chr1	222484095	222484393	+	0	NA	Intergenic	NA	19239	TRNAT19								
Interval_14930	chr4	54409298	54409492	+	0	NA	Intergenic	NA	180298	PDGFRA								
Interval_11430	chr2	197525786	197525971	+	0	NA	intron (MOB4, intron 2 of 7)	NA	10307	MOB4								
Interval_19589	chr8	37899573	37899760	+	0	NA	promoter-TSS (RAB11FIP1)	NA	-169	RAB11FIP1								
Interval_2199	chr10	14648348	14648555	+	0	NA	intron (FAM107B, intron 2 of 5)	NA	-76262	FAM107B								
Interval_10997	chr2	135337112	135337365	+	0	NA	intron (ZRANB3, intron 4 of 18)	NA	18030	ZRANB3								
Interval_11669	chr2	227335754	227335985	+	0	NA	intron (MFF, intron 3 of 5)	NA	10652	MFF								
Interval_11556	chr2	212595095	212595225	+	0	NA	Intergenic	NA	-56005	ERBB4								
Interval_19267	chr8	8313767	8313917	+	0	NA	Intergenic	NA	72238	SGK223								
Interval_16779	chr5	177227055	177227227	+	0	NA	intron (NSD1, intron 5 of 7)	NA	76603	RAB24								
Interval_10118	chr2	3515331	3515617	+	0	NA	exon (ADI1, exon 1 of 4)	NA	4105	ADI1								
Interval_20962	chr9	91560336	91560593	+	0	NA	Intergenic	NA	-73168	LOC101927916								
Interval_20730	chr9	20655483	20655668	+	0	NA	Intergenic	NA	-28403	FOCAD								
Interval_3560	chr11	65928179	65928416	+	0	NA	Intergenic	NA	9040	DRAP1								
Interval_10244	chr2	27050673	27050905	+	0	NA	promoter-TSS (AGBL5-AS1)	NA	7	TRNAY4								
Interval_18315	chr7	23055745	23055978	+	0	NA	Intergenic	NA	-41710	FAM126A								
Interval_1116	chr1	143264107	143264376	+	0	NA	Intergenic	NA	40095	LOC101929814								
