PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7706	chr9	33044038	33044381	+	0	NA	exon (SMU1, exon 11 of 11)	NA	18998	DNAJA1								
Interval_5808	chr5	43190880	43191039	+	0	NA	Intergenic	NA	-49301	NIM1K								
Interval_740	chr1	245363731	245363800	+	0	NA	intron (KIF26B, intron 2 of 14)	NA	208780	KIF26B								
Interval_469	chr1	167721044	167721387	+	0	NA	promoter-TSS (MPZL1)	NA	-735	MPZL1								
Interval_1632	chr12	47215644	47215806	+	0	NA	promoter-TSS (PCED1B)	NA	718	PCED1B-AS1								
Interval_3122	chr17	74567510	74567780	+	0	NA	promoter-TSS (LOC100130520)	NA	-111	LOC100130520								
Interval_7260	chr8	37631525	37631918	+	0	NA	Intergenic	NA	-31882	LOC101929604								
Interval_6186	chr6	469042	469166	+	0	NA	Intergenic	NA	77365	IRF4								
Interval_6929	chr7	96538805	96539112	+	0	NA	Intergenic	NA	-35435	C7orf76								
Interval_1954	chr13	41310962	41311256	+	0	NA	promoter-TSS (NAA16)	NA	-17641	NAA16								
Interval_3384	chr18	77207612	77207819	+	0	NA	Intergenic	NA	-42337	GALR1								
Interval_816	chr10	26481295	26481473	+	0	NA	intron (APBB1IP, intron 2 of 14)	NA	43047	APBB1IP								
Interval_3234	chr18	31941580	31941778	+	0	NA	intron (TRAPPC8, intron 1 of 28)	NA	1449	TRAPPC8								
Interval_2909	chr17	26603884	26603940	+	0	NA	Intergenic	NA	690084	MIR4522								
Interval_1688	chr12	64611140	64611423	+	0	NA	intron (RASSF3, intron 1 of 3)	NA	768	RASSF3								
Interval_1125	chr11	1770478	1770642	+	0	NA	Intergenic	NA	-6568	CTSD								
Interval_5923	chr5	83410418	83410770	+	0	NA	Intergenic	NA	-61080	VCAN								
Interval_5034	chr3	73332705	73332916	+	0	NA	Intergenic	NA	-73402	LOC101927321								
Interval_6722	chr7	2104674	2104882	+	0	NA	intron (MAD1L1, intron 11 of 18)	NA	128170	MAD1L1								
Interval_6362	chr6	41429224	41429615	+	0	NA	Intergenic	NA	-47160	LOC100505711								
Interval_4237	chr2	203598248	203598614	+	0	NA	Intergenic	NA	-64884	RAPH1								
Interval_6889	chr7	76008918	76009161	+	0	NA	intron (STYXL1, intron 5 of 8)	NA	-14365	TMEM120A								
Interval_5653	chr4	147780065	147780284	+	0	NA	intron (ARHGAP10, intron 1 of 21)	NA	-2421	MIR4799								
Interval_5910	chr5	80125888	80126282	+	0	NA	intron (SERINC5, intron 11 of 12)	NA	-42420	CTD-2201I18.1								
Interval_1013	chr10	93720831	93721120	+	0	NA	Intergenic	NA	-18403	FRA10AC1								
Interval_4881	chr3	18438711	18438855	+	0	NA	promoter-TSS (SATB1)	NA	-5259	LOC101929587								
Interval_927	chr10	71750496	71750832	+	0	NA	exon (C10orf54, exon 7 of 7)	NA	22916	C10orf54								
Interval_1202	chr11	29539870	29540059	+	0	NA	Intergenic	NA	477066	KCNA4								
Interval_491	chr1	172818893	172819074	+	0	NA	Intergenic	NA	159938	FASLG								
Interval_2853	chr17	7121301	7121550	+	0	NA	Intergenic	NA	-7115	ASGR2								
Interval_5172	chr3	142448109	142448405	+	0	NA	promoter-TSS (XRN1)	NA	-195	XRN1								
Interval_7152	chr8	18647067	18647255	+	0	NA	intron (PSD3, intron 10 of 15)	NA	-11266	LOC101929092								
Interval_6359	chr6	41286727	41287206	+	0	NA	promoter-TSS (TREM1)	NA	-247	TREM1								
Interval_2300	chr15	23038790	23039004	+	0	NA	intron (TUBGCP5, intron 1 of 22)	NA	680	TUBGCP5								
Interval_4749	chr22	31692298	31692470	+	0	NA	intron (PRR14L, intron 7 of 8)	NA	57581	PRR14L								
Interval_7083	chr7	149771746	149771890	+	0	NA	promoter-TSS (ZNF467)	NA	1680	ZNF467								
Interval_2388	chr15	58975681	58975888	+	0	NA	Intergenic	NA	-11882	RNF111								
Interval_7791	chr9	105245534	105245917	+	0	NA	promoter-TSS (LOC101928609)	NA	-190	LOC101928609								
Interval_3510	chr19	15300619	15300807	+	0	NA	Intergenic	NA	-2702	LOC101928874								
Interval_5640	chr4	141142617	141142790	+	0	NA	Intergenic	NA	-9228	RNF150								
Interval_4067	chr2	133038226	133038274	+	0	NA	intron (NCKAP5, intron 6 of 17)	NA	122693	LOC101928185								
Interval_7610	chr8	134361194	134361461	+	0	NA	Intergenic	NA	-236744	ZFAT-AS1								
Interval_2879	chr17	14300051	14300220	+	0	NA	promoter-TSS (HS3ST3B1)	NA	-1054	HS3ST3B1								
Interval_3805	chr2	32372754	32372915	+	0	NA	intron (BIRC6, intron 1 of 74)	NA	16167	BIRC6								
Interval_89	chr1	23896627	23896798	+	0	NA	intron (CNR2, intron 2 of 2)	NA	-17189	CNR2								
Interval_509	chr1	180429178	180429384	+	0	NA	intron (ACBD6, intron 4 of 7)	NA	9063	MIR3121								
Interval_7163	chr8	19497154	19497201	+	0	NA	intron (CSGALNACT1, intron 4 of 9)	NA	-95900	LOC102724881								
Interval_6079	chr5	146049497	146049701	+	0	NA	intron (SH3RF2, intron 7 of 9)	NA	54583	PLAC8L1								
Interval_308	chr1	107047679	107047859	+	0	NA	Intergenic	NA	-8876	PRMT6								
Interval_216	chr1	63448891	63449166	+	0	NA	TTS (ITGB3BP)	NA	-38943	LOC102724319								
Interval_1348	chr11	78416487	78416815	+	0	NA	intron (GAB2, intron 1 of 10)	NA	1155	GAB2								
Interval_5284	chr3	187104832	187105143	+	0	NA	Intergenic	NA	34488	RPL39L								
Interval_1747	chr12	93848447	93848667	+	0	NA	intron (CRADD, intron 2 of 2)	NA	-110734	RP11-887P2.5								
Interval_4830	chr3	3580197	3580396	+	0	NA	Intergenic	NA	-219141	LRRN1								
Interval_4633	chr21	33271547	33271799	+	0	NA	intron (IL10RB, intron 2 of 6)	NA	5313	IL10RB								
Interval_6638	chr6	150789358	150789584	+	0	NA	intron (PLEKHG1, intron 4 of 15)	NA	-76208	MTHFD1L								
Interval_6252	chr6	14797115	14797468	+	0	NA	Intergenic	NA	135838	LOC102724463								
Interval_6409	chr6	56413347	56413501	+	0	NA	Intergenic	NA	-165678	COL21A1								
Interval_7326	chr8	54020672	54020869	+	0	NA	intron (TCEA1, intron 1 of 10)	NA	1686	TCEA1								
Interval_7379	chr8	65938775	65938919	+	0	NA	Intergenic	NA	-82709	DNAJC5B								
Interval_4612	chr21	26385744	26386022	+	0	NA	Intergenic	NA	-20060	LOC100996571								
Interval_6780	chr7	26388374	26388665	+	0	NA	Intergenic	NA	-10096	LOC101930332								
Interval_4966	chr3	50590647	50590873	+	0	NA	Intergenic	NA	21071	CISH								
Interval_1308	chr11	66956550	66957051	+	0	NA	intron (PC, intron 1 of 22)	NA	-18483	C11orf86								
Interval_2391	chr15	59433075	59433320	+	0	NA	intron (FAM81A, intron 1 of 8)	NA	30921	FAM81A								
Interval_2518	chr15	94205383	94205859	+	0	NA	Intergenic	NA	-97683	LOC101927112								
Interval_4838	chr3	5052987	5053168	+	0	NA	Intergenic	NA	-69168	ARL8B								
Interval_7759	chr9	93505473	93505748	+	0	NA	intron (FAM120A, intron 5 of 17)	NA	-52018	FAM120AOS								
Interval_5635	chr4	139734352	139734908	+	0	NA	intron (MAML3, intron 2 of 4)	NA	68697	MGST2								
Interval_3012	chr17	47282419	47282729	+	0	NA	intron (ITGB3, intron 2 of 14)	NA	28732	ITGB3								
Interval_6465	chr6	88626562	88626830	+	0	NA	intron (RNGTT, intron 13 of 14)	NA	-35777	LOC101928958								
Interval_1099	chr10	124153142	124153348	+	0	NA	Intergenic	NA	-60821	CHST15								
Interval_3973	chr2	89830983	89831089	+	0	NA	Intergenic	NA	-193383	LOC101927050								
Interval_4912	chr3	32376614	32376661	+	0	NA	Intergenic	NA	-15034	CMTM7								
Interval_283	chr1	94106039	94106397	+	0	NA	intron (ABCA4, intron 4 of 49)	NA	14931	ABCA4								
Interval_4082	chr2	136183360	136183680	+	0	NA	Intergenic	NA	-67277	CXCR4								
Interval_1376	chr11	93784147	93784302	+	0	NA	promoter-TSS (MED17)	NA	-56	MED17								
Interval_4950	chr3	46400502	46400716	+	0	NA	intron (LOC102724297, intron 1 of 2)	NA	6431	LOC102724297								
Interval_2830	chr17	1630785	1630991	+	0	NA	promoter-TSS (SLC43A2)	NA	-2002	SLC43A2								
Interval_7247	chr8	33513998	33514385	+	0	NA	TTS (SNORD13)	NA	716	SNORD13								
Interval_2075	chr14	39762470	39762691	+	0	NA	Intergenic	NA	-330080	FBXO33								
Interval_5117	chr3	124836752	124837184	+	0	NA	intron (ITGB5, intron 5 of 13)	NA	50685	ITGB5								
Interval_1090	chr10	122469031	122469321	+	0	NA	intron (HTRA1, intron 1 of 8)	NA	7651	HTRA1								
Interval_621	chr1	218463049	218463203	+	0	NA	Intergenic	NA	117077	TGFB2								
Interval_1825	chr12	111705861	111706071	+	0	NA	intron (ACAD10, intron 4 of 21)	NA	19913	ACAD10								
Interval_3348	chr18	70535215	70535407	+	0	NA	Intergenic	NA	115546	GTSCR1								
Interval_741	chr1	245516291	245516888	+	0	NA	intron (KIF26B, intron 4 of 14)	NA	361604	KIF26B								
Interval_4942	chr3	44439686	44440020	+	0	NA	TTS (ZNF445)	NA	12151	LOC100506319								
Interval_1346	chr11	78359965	78360253	+	0	NA	intron (GAB2, intron 1 of 9)	NA	57697	GAB2								
Interval_4395	chr20	3855223	3855367	+	0	NA	intron (MAVS, intron 2 of 5)	NA	8496	MAVS								
Interval_4214	chr2	196066988	196067156	+	0	NA	intron (DNAH7, intron 1 of 64)	NA	1740	DNAH7								
Interval_639	chr1	224333413	224333760	+	0	NA	Intergenic	NA	-3397	NVL								
Interval_7752	chr9	89463954	89464104	+	0	NA	intron (SEMA4D, intron 1 of 15)	NA	15861	SEMA4D								
Interval_5756	chr5	16964977	16965169	+	0	NA	Intergenic	NA	-28797	MYO10								
Interval_1639	chr12	49019604	49019797	+	0	NA	promoter-TSS (PRKAG1)	NA	-854	PRKAG1								
Interval_3329	chr18	63364057	63364279	+	0	NA	promoter-TSS (KDSR)	NA	3105	KDSR								
Interval_641	chr1	224498117	224498530	+	0	NA	Intergenic	NA	-48538	CNIH3								
Interval_1684	chr12	63955907	63956051	+	0	NA	intron (SRGAP1, intron 1 of 22)	NA	111218	SRGAP1								
Interval_4614	chr21	28410296	28410518	+	0	NA	intron (LOC101930580, intron 2 of 2)	NA	19999	LOC101930580								
Interval_1273	chr11	61357274	61357518	+	0	NA	promoter-TSS (CYB561A3)	NA	-507	CYB561A3								
Interval_6338	chr6	34834885	34835108	+	0	NA	intron (UHRF1BP1, intron 6 of 20)	NA	-20740	UHRF1BP1								
Interval_4497	chr20	38460344	38460553	+	0	NA	Intergenic	NA	11079	SNORA60								
Interval_4918	chr3	34957819	34958092	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	406406	LOC102724048								
Interval_7029	chr7	134454459	134454670	+	0	NA	intron (AKR1B1, intron 1 of 9)	NA	4572	AKR1B1								
Interval_5384	chr4	15455228	15455460	+	0	NA	Intergenic	NA	-14521	CC2D2A								
Interval_6600	chr6	140572203	140572411	+	0	NA	Intergenic	NA	-111507	MIR4465								
Interval_2820	chr17	1060916	1061161	+	0	NA	intron (ABR, intron 9 of 21)	NA	-38479	MIR3183								
Interval_4917	chr3	33718568	33718775	+	0	NA	promoter-TSS (CLASP2)	NA	-315	CLASP2								
Interval_6366	chr6	42513064	42513269	+	0	NA	Intergenic	NA	-50848	UBR2								
Interval_7290	chr8	42049384	42049749	+	0	NA	intron (KAT6A, intron 1 of 16)	NA	2422	KAT6A								
Interval_7306	chr8	47600804	47600985	+	0	NA	intron (SPIDR, intron 6 of 15)	NA	80263	SPIDR								
Interval_4819	chr22_KI270737v1_random	70284	70331	+	0	NA	NA	NA	NA	NA								
Interval_4268	chr2	216118481	216118870	+	0	NA	intron (XRCC5, intron 5 of 21)	NA	9378	XRCC5								
Interval_6240	chr6	12165384	12165667	+	0	NA	TTS (HIVEP1)	NA	-124771	EDN1								
Interval_3780	chr2	26014471	26014518	+	0	NA	Intergenic	NA	18639	LOC102723485								
Interval_831	chr10	31554649	31554894	+	0	NA	Intergenic	NA	-48184	LOC646034								
Interval_1642	chr12	49161462	49161645	+	0	NA	Intergenic	NA	27771	TUBA1A								
Interval_7860	chr9	127154430	127154783	+	0	NA	intron (RALGPS1, intron 8 of 11)	NA	-31812	ANGPTL2								
Interval_7541	chr8	119919566	119920097	+	0	NA	intron (DEPTOR, intron 1 of 6)	NA	46176	DEPTOR								
Interval_4306	chr2	225008512	225008844	+	0	NA	intron (DOCK10, intron 1 of 55)	NA	1862	MIR4439								
Interval_3085	chr17	66246407	66246736	+	0	NA	Intergenic	NA	-17133	APOH								
Interval_1397	chr11	102758339	102758483	+	0	NA	Intergenic	NA	22217	MMP10								
Interval_768	chr10	5334104	5334411	+	0	NA	Intergenic	NA	-30756	UCN3								
Interval_2722	chr16	59879170	59879394	+	0	NA	intron (RP11-430C1.1, intron 1 of 3)	NA	23929	RP11-430C1.1								
Interval_2017	chr13	101101741	101101885	+	0	NA	intron (NALCN, intron 24 of 41)	NA	314649	NALCN								
Interval_5168	chr3	140511823	140511870	+	0	NA	intron (CLSTN2, intron 8 of 16)	NA	-3057	CLSTN2-AS1								
Interval_3256	chr18	48412419	48412765	+	0	NA	Intergenic	NA	-3234	ZBTB7C								
Interval_7828	chr9	114239731	114239929	+	0	NA	intron (COL27A1, intron 19 of 37)	NA	30343	MIR455								
Interval_2938	chr17	34306405	34306586	+	0	NA	Intergenic	NA	-12552	CCL8								
Interval_3421	chr19	2478439	2478583	+	0	NA	TTS (GADD45B)	NA	2386	GADD45B								
Interval_1959	chr13	42893489	42893657	+	0	NA	intron (EPSTI1, intron 11 of 12)	NA	98698	EPSTI1								
Interval_2212	chr14	88005032	88005470	+	0	NA	intron (GPR65, intron 1 of 1)	NA	127	GPR65								
Interval_4742	chr22	29270605	29270879	+	0	NA	intron (EWSR1, intron 1 of 8)	NA	2488	EWSR1								
Interval_5336	chr3	197302602	197302798	+	0	NA	exon (DLG1-AS1, exon 3 of 3)	NA	4453	DLG1-AS1								
Interval_4254	chr2	207711598	207711645	+	0	NA	promoter-TSS (CCNYL1)	NA	-153	CCNYL1								
Interval_379	chr1	149886789	149887111	+	0	NA	promoter-TSS (HIST2H2AC)	NA	-25	HIST2H2AC								
Interval_6316	chr6	29848100	29848411	+	0	NA	Intergenic	NA	21276	HLA-G								
Interval_96	chr1	25259983	25260127	+	0	NA	Intergenic	NA	-12431	RHD								
Interval_3208	chr18	10740462	10740612	+	0	NA	intron (PIEZO2, intron 31 of 51)	NA	78604	RP11-856M7.1								
Interval_3141	chr17	78639271	78639326	+	0	NA	Intergenic	NA	-9128	LOC101928710								
Interval_3389	chr18	78169624	78169819	+	0	NA	Intergenic	NA	-175994	LINC01029								
Interval_3475	chr19	10107646	10107713	+	0	NA	promoter-TSS (SNORD105)	NA	28	SNORD105								
Interval_823	chr10	28872953	28873108	+	0	NA	intron (C10orf126, intron 3 of 4)	NA	26622	C10orf126								
Interval_3827	chr2	40168280	40168495	+	0	NA	intron (SLC8A1, intron 4 of 7)	NA	250753	SLC8A1-AS1								
Interval_688	chr1	234666246	234666433	+	0	NA	Intergenic	NA	20050	RP4-781K5.4								
Interval_2403	chr15	63497837	63498163	+	0	NA	Intergenic	NA	-6584	USP3								
Interval_4457	chr20	21100536	21100700	+	0	NA	Intergenic	NA	-25365	PLK1S1								
Interval_3243	chr18	35812109	35812303	+	0	NA	Intergenic	NA	92686	MIR187								
Interval_4110	chr2	146481890	146482034	+	0	NA	Intergenic	NA	-105095	PABPC1P2								
Interval_3480	chr19	10346481	10346717	+	0	NA	Intergenic	NA	-6930	ICAM3								
Interval_1356	chr11	79449211	79449360	+	0	NA	Intergenic	NA	-10283	TENM4								
Interval_6698	chr6	169292372	169292577	+	0	NA	Intergenic	NA	-38360	THBS2								
Interval_6052	chr5	140284627	140284925	+	0	NA	intron (PFDN1, intron 2 of 3)	NA	18310	PFDN1								
Interval_406	chr1	153490483	153490939	+	0	NA	Intergenic	NA	-30050	S100A7								
Interval_3763	chr2	20015583	20015825	+	0	NA	Intergenic	NA	-3010	MATN3								
Interval_4143	chr2	161380560	161380816	+	0	NA	intron (PSMD14, intron 7 of 11)	NA	-35421	TBR1								
Interval_5693	chr4	168881211	168881614	+	0	NA	intron (PALLD, intron 11 of 22)	NA	-16530	LOC102723331								
Interval_1871	chr12	124568217	124568361	+	0	NA	promoter-TSS (NCOR2)	NA	-825	NCOR2								
Interval_1583	chr12	23323249	23323479	+	0	NA	Intergenic	NA	147716	RP11-153K16.1								
Interval_6922	chr7	94059856	94060220	+	0	NA	Intergenic	NA	-1418	LOC102723946								
Interval_5105	chr3	120203181	120203375	+	0	NA	intron (GPR156, intron 2 of 8)	NA	41017	GPR156								
Interval_5291	chr3	188137153	188137306	+	0	NA	Intergenic	NA	16859	LPP-AS2								
Interval_1888	chr12	130919531	130919778	+	0	NA	Intergenic	NA	-34253	GPR133								
Interval_7465	chr8	96854088	96854240	+	0	NA	intron (CPQ, intron 4 of 8)	NA	121846	CPQ								
Interval_4338	chr2	233351557	233351739	+	0	NA	Intergenic	NA	-2859	DGKD								
Interval_8000	chrX	35491056	35491295	+	0	NA	Intergenic	NA	-307167	MAGEB16								
Interval_4577	chr20	59564628	59564675	+	0	NA	Intergenic	NA	-12858	PHACTR3								
Interval_7264	chr8	37882041	37882275	+	0	NA	intron (RAB11FIP1, intron 1 of 5)	NA	17339	RAB11FIP1								
Interval_1763	chr12	95951554	95951722	+	0	NA	intron (AMDHD1, intron 1 of 8)	NA	8345	AMDHD1								
Interval_77	chr1	22717031	22717236	+	0	NA	intron (EPHB2, intron 1 of 15)	NA	-2384	MIR4684								
Interval_1006	chr10	92751072	92751223	+	0	NA	Intergenic	NA	61223	HHEX								
Interval_6031	chr5	133977946	133978127	+	0	NA	intron (VDAC1, intron 6 of 8)	NA	-9321	C5orf15								
Interval_788	chr10	14904456	14904600	+	0	NA	TTS (DCLRE1C)	NA	25628	SUV39H2								
Interval_1222	chr11	35337320	35337569	+	0	NA	intron (SLC1A2, intron 1 of 11)	NA	82619	SLC1A2								
Interval_2615	chr16	21609064	21609229	+	0	NA	intron (METTL9, intron 1 of 4)	NA	-9761	LOC101927814								
Interval_1740	chr12	92060010	92060399	+	0	NA	intron (C12orf79, intron 1 of 5)	NA	82467	C12orf79								
Interval_1260	chr11	59106951	59107146	+	0	NA	promoter-TSS (FAM111B)	NA	-137	FAM111B								
Interval_2257	chr14	94367317	94367553	+	0	NA	Intergenic	NA	23257	SERPINA1								
Interval_6712	chr7	10084	10136	+	0	NA	Intergenic	NA	22942	LOC102723872								
Interval_2145	chr14	68210927	68211243	+	0	NA	intron (RAD51B, intron 7 of 10)	NA	189294	LOC101927971								
Interval_4760	chr22	36985642	36985890	+	0	NA	Intergenic	NA	20518	LL22NC01-81G9.3								
Interval_7424	chr8	82228112	82228298	+	0	NA	Intergenic	NA	-385988	SNX16								
Interval_6728	chr7	2863655	2864128	+	0	NA	intron (LOC102723871, intron 1 of 1)	NA	2032	LOC102723871								
Interval_3046	chr17	57979226	57979274	+	0	NA	exon (VEZF1, exon 5 of 6)	NA	-8860	LOC101929185								
Interval_1679	chr12	62466800	62466847	+	0	NA	promoter-TSS (MON2)	NA	-239	MON2								
Interval_1126	chr11	1771898	1772102	+	0	NA	Intergenic	NA	-8008	CTSD								
Interval_5942	chr5	91311730	91312192	+	0	NA	intron (LUCAT1, intron 2 of 2)	NA	2441	LUCAT1								
Interval_7477	chr8	100938711	100938878	+	0	NA	intron (YWHAZ, intron 2 of 5)	NA	11777	YWHAZ								
Interval_612	chr1	214439445	214439596	+	0	NA	intron (PTPN14, intron 3 of 19)	NA	112082	PTPN14								
Interval_3688	chr19	54200397	54200812	+	0	NA	promoter-TSS (RPS9)	NA	-228	RPS9								
Interval_4232	chr2	202265624	202265784	+	0	NA	promoter-TSS (NOP58)	NA	-88	NOP58								
Interval_3932	chr2	70907303	70907499	+	0	NA	intron (VAX2, intron 1 of 3)	NA	6801	VAX2								
Interval_2477	chr15	79982275	79982431	+	0	NA	Intergenic	NA	-11052	BCL2A1								
Interval_2312	chr15	32850311	32850484	+	0	NA	intron (FMN1, intron 13 of 16)	NA	-131532	LOC100131315								
Interval_5318	chr3	194284032	194284079	+	0	NA	Intergenic	NA	28749	LINC00887								
Interval_4436	chr20	14632894	14633149	+	0	NA	intron (MACROD2, intron 4 of 16)	NA	78637	MACROD2-IT1								
Interval_1644	chr12	49235172	49235399	+	0	NA	intron (LOC102723916, intron 2 of 2)	NA	26362	LOC102723916								
Interval_6560	chr6	132188758	132189136	+	0	NA	Intergenic	NA	54969	LINC01013								
Interval_2034	chr14	20873782	20874066	+	0	NA	TTS (LOC100507513)	NA	1844	LOC100507513								
Interval_3667	chr19	50722329	50722575	+	0	NA	promoter-TSS (CLEC11A)	NA	-896	CLEC11A								
Interval_5526	chr4	78313270	78313585	+	0	NA	intron (FRAS1, intron 15 of 41)	NA	-238161	ANXA3								
Interval_5612	chr4	122716920	122717093	+	0	NA	Intergenic	NA	15452	CETN4P								
Interval_3032	chr17	55704484	55704628	+	0	NA	Intergenic	NA	18308	TMEM100								
Interval_4018	chr2	109168047	109168281	+	0	NA	intron (SH3RF3, intron 1 of 9)	NA	-26646	MIR4265								
Interval_5894	chr5	73548361	73548422	+	0	NA	Intergenic	NA	17305	ANKRA2								
Interval_3654	chr19	49672346	49672619	+	0	NA	intron (BCL2L12, intron 6 of 6)	NA	-4670	PRMT1								
Interval_5199	chr3	152244089	152244428	+	0	NA	promoter-TSS (MBNL1)	NA	-24811	MBNL1								
Interval_3474	chr19	10099801	10099850	+	0	NA	intron (ANGPTL6, intron 1 of 5)	NA	2924	ANGPTL6								
Interval_4875	chr3	17402018	17402269	+	0	NA	intron (TBC1D5, intron 7 of 21)	NA	184323	TBC1D5								
Interval_8073	chrX	119729768	119730150	+	0	NA	Intergenic	NA	-28654	SOWAHD								
Interval_6468	chr6	89080059	89080305	+	0	NA	promoter-TSS (PNRC1)	NA	-528	PNRC1								
Interval_3621	chr19	44742951	44743101	+	0	NA	intron (BCL3, intron 1 of 11)	NA	209	BCL3								
Interval_4666	chr21	38170293	38170624	+	0	NA	Intergenic	NA	-35698	DSCR10								
Interval_4944	chr3	45136446	45136620	+	0	NA	intron (CDCP1, intron 1 of 8)	NA	9889	CDCP1								
Interval_2439	chr15	70492314	70492581	+	0	NA	Intergenic	NA	94159	LOC101929151								
Interval_427	chr1	158148062	158148386	+	0	NA	Intergenic	NA	-7584	RP11-404O13.1								
Interval_6888	chr7	75624244	75624432	+	0	NA	intron (HIP1, intron 1 of 30)	NA	14890	HIP1								
Interval_1432	chr11	117850037	117850392	+	0	NA	intron (FXYD6, intron 1 of 8)	NA	-22122	FXYD2								
Interval_3536	chr19	17803261	17803472	+	0	NA	intron (B3GNT3, intron 1 of 2)	NA	8256	B3GNT3								
Interval_5678	chr4	159240721	159240991	+	0	NA	intron (RAPGEF2, intron 5 of 28)	NA	-111976	MIR3688-1								
Interval_5206	chr3	152406446	152406590	+	0	NA	intron (MBNL1, intron 1 of 9)	NA	-65528	TMEM14E								
Interval_1182	chr11	14271220	14271613	+	0	NA	Intergenic	NA	93090	RRAS2								
Interval_3081	chr17	65020288	65020576	+	0	NA	intron (GNA13, intron 2 of 3)	NA	36370	GNA13								
Interval_6076	chr5	144187725	144188044	+	0	NA	intron (KCTD16, intron 2 of 3)	NA	-17170	YIPF5								
Interval_4675	chr21	38968843	38969101	+	0	NA	Intergenic	NA	8802	AF064858.7								
Interval_3715	chr2	7056421	7056656	+	0	NA	Intergenic	NA	21342	AC019048.1								
Interval_1472	chr11	128859915	128860257	+	0	NA	intron (KCNJ1, intron 1 of 2)	NA	7287	KCNJ1								
Interval_7052	chr7	140175235	140175546	+	0	NA	intron (KDM7A, intron 1 of 19)	NA	1551	KDM7A								
Interval_4591	chr20	63899342	63899510	+	0	NA	intron (DNAJC5, intron 1 of 4)	NA	4324	DNAJC5								
Interval_7558	chr8	123073540	123073830	+	0	NA	intron (TBC1D31, intron 1 of 20)	NA	1005	TBC1D31								
Interval_7891	chr9	135992750	135992994	+	0	NA	Intergenic	NA	-31492	UBAC1								
Interval_634	chr1	221777820	221778136	+	0	NA	Intergenic	NA	-40518	DUSP10								
Interval_4001	chr2	101623290	101623558	+	0	NA	Intergenic	NA	-74583	MAP4K4								
Interval_5041	chr3	81760979	81761202	+	0	NA	intron (GBE1, intron 1 of 15)	NA	709	GBE1								
Interval_1689	chr12	64751797	64752026	+	0	NA	intron (GNS, intron 2 of 13)	NA	7535	GNS								
Interval_6275	chr6	21593327	21593844	+	0	NA	promoter-TSS (SOX4)	NA	-156	SOX4								
Interval_4725	chr22	24525430	24525688	+	0	NA	intron (UPB1, intron 9 of 9)	NA	29748	GUCD1								
Interval_5715	chr4	184774244	184774407	+	0	NA	intron (ACSL1, intron 7 of 20)	NA	24721	SLED1								
Interval_3989	chr2	99681877	99681924	+	0	NA	intron (AFF3, intron 10 of 23)	NA	-211262	REV1								
Interval_4031	chr2	112772722	112772928	+	0	NA	Intergenic	NA	-8148	CKAP2L								
Interval_646	chr1	226666638	226666932	+	0	NA	intron (ITPKB-IT1, intron 1 of 1)	NA	8283	ITPKB-IT1								
Interval_6622	chr6	147310649	147310817	+	0	NA	intron (STXBP5, intron 10 of 28)	NA	-106119	STXBP5-AS1								
Interval_5345	chr4	978974	979216	+	0	NA	TTS (SLC26A1)	NA	-5551	DGKQ								
Interval_1670	chr12	57047138	57047282	+	0	NA	intron (MYO1A, intron 6 of 28)	NA	3555	MYO1A								
Interval_5388	chr4	17491220	17491394	+	0	NA	intron (QDPR, intron 4 of 5)	NA	20927	QDPR								
Interval_1839	chr12	116637797	116637956	+	0	NA	Intergenic	NA	78495	MAP1LC3B2								
Interval_452	chr1	161718857	161719152	+	0	NA	Intergenic	NA	-3649	FCRLB								
Interval_3935	chr2	71347632	71348013	+	0	NA	intron (ZNF638, intron 1 of 26)	NA	-26119	ZNF638-IT1								
Interval_7498	chr8	106881461	106881776	+	0	NA	Intergenic	NA	-111374	ABRA								
Interval_6010	chr5	126594854	126595007	+	0	NA	intron (ALDH7A1, intron 1 of 15)	NA	460	ALDH7A1								
Interval_3975	chr2	89839621	89839707	+	0	NA	Intergenic	NA	-202011	LOC101927050								
Interval_4359	chr2	237703751	237703921	+	0	NA	intron (LRRFIP1, intron 1 of 9)	NA	76230	LRRFIP1								
Interval_4068	chr2	134034719	134034892	+	0	NA	Intergenic	NA	-92325	MIR3679								
Interval_7129	chr8	10080883	10081130	+	0	NA	intron (MSRA, intron 1 of 5)	NA	-14550	MSRA								
Interval_3963	chr2	86330101	86330267	+	0	NA	intron (REEP1, intron 1 of 6)	NA	7470	REEP1								
Interval_3777	chr2	25304449	25304593	+	0	NA	intron (DNMT3A, intron 2 of 22)	NA	24200	MIR1301								
Interval_3104	chr17	69066499	69066911	+	0	NA	Intergenic	NA	-4412	ABCA9								
Interval_1357	chr11	79458856	79459110	+	0	NA	Intergenic	NA	-19981	TENM4								
Interval_2899	chr17	21034251	21034512	+	0	NA	intron (USP22, intron 1 of 12)	NA	8658	USP22								
Interval_2619	chr16	23812505	23812655	+	0	NA	Intergenic	NA	-23399	PRKCB								
