chr	TargetGene	TargetGeneTSS	geneIsExpressed	geneFailed	nEnhancersConsidered	nDistalEnhancersPredicted
chr4	UVSSA	1341103	True	False	109	6.0
chr4	VEGFC	177713899	False	False	24	12.0
chr4	WDFY3	85887544	True	False	68	18.0
chr4	WDFY3-AS2	85887970	False	False	68	18.0
chr4	WDR1	10118573	True	False	76	1.0
chr4	WDR17	176986984	False	False	23	13.0
chr4	WDR19	39184023	True	False	50	6.0
chr4	WFS1	6271576	False	False	142	6.0
chr4	WWC2	184020462	False	False	48	16.0
chr4	WWC2-AS1	184161787	False	False	48	15.0
chr4	WWC2-AS2	184020352	True	False	48	16.0
chr4	YIPF7	44653658	False	False	42	11.0
chr4	YTHDC1	69215835	True	False	30	14.0
chr4	ZAR1	48492268	False	False	34	10.0
chr4	ZBTB49	4291923	True	False	155	3.0
chr4	ZCCHC23	110224190	True	False	47	18.0
chr4	ZCCHC4	25314395	True	False	41	7.0
chr4	ZFP42	188916924	False	False	32	14.0
chr4	ZFYVE28	2420370	False	False	132	8.0
chr4	ZGRF1	113558151	True	False	37	13.0
chr4	ZNF141	331567	True	False	106	8.0
chr4	ZNF330	142142040	True	False	63	20.0
chr4	ZNF518B	10459032	False	False	76	7.0
chr4	ZNF595	53178	False	False	106	15.0
chr4	ZNF718	124357	True	False	106	5.0
chr4	ZNF721	492960	True	False	106	9.0
chr4	ZNF732	289944	False	False	106	14.0
chr4	ZNF827	146860112	False	False	37	16.0
chr4	ZNF876P	206388	False	False	106	12.0
chr5	AACSP1	178245436	False	False	117	10.0
chr5	ABLIM3	148521009	False	False	69	17.0
chr5	ACOT12	80689988	False	False	58	12.0
chr5	ACSL6	131347355	False	False	106	13.0
chr5	ACTBL2	56778636	False	False	49	11.0
chr5	ADAM19	157002831	False	False	45	11.0
chr5	ADAMTS12	33892297	False	False	54	1.0
chr5	ADAMTS16	5140442	False	False	73	5.0
chr5	ADAMTS19	128795957	False	False	71	17.0
chr5	ADAMTS19-AS1	128796382	False	False	71	17.0
chr5	ADAMTS2	178772431	False	False	115	14.0
chr5	ADAMTS6	64777747	False	False	54	13.0
chr5	ADCY2	7396342	False	False	32	3.0
chr5	ADGRV1	89854616	False	False	36	17.0
chr5	ADRA1B	159343739	False	False	50	14.0
chr5	ADRB2	148206155	True	False	73	15.0
chr5	AFAP1L1	148651400	False	False	66	17.0
chr5	AFF4	132299354	True	False	98	7.0
chr5	AGGF1	76326209	True	False	73	14.0
chr5	AGXT2	35048240	False	False	56	4.0
chr5	AHRR	304290	True	False	57	9.0
chr5	AK6	68665409	True	False	59	14.0
chr5	ALDH7A1	125931082	False	False	36	16.0
chr5	AMACR	34008220	True	False	54	0.0
chr5	ANKDD1B	74907300	False	False	65	13.0
chr5	ANKH	14871887	False	False	41	4.0
chr5	ANKHD1	139781398	True	False	143	12.0
chr5	ANKHD1-EIF4EBP3	139781398	True	False	143	12.0
chr5	ANKRA2	72861511	True	False	66	11.0
chr5	ANKRD31	74532703	False	False	64	13.0
chr5	ANKRD33B	10564434	False	False	42	5.0
chr5	ANKRD34B	79866304	False	False	61	17.0
chr5	ANKRD55	55529186	False	False	54	17.0
chr5	ANXA2R	43040447	False	False	52	1.0
chr5	ANXA6	150537443	True	False	75	14.0
chr5	AP3B1	77590579	True	False	70	8.0
chr5	AP3S1	115177302	True	False	50	11.0
chr5	APBB3	139944189	True	False	138	10.0
chr5	APC	112073555	True	False	51	17.0
chr5	ARAP3	141061800	True	False	127	12.0
chr5	ARHGAP26	142150291	True	False	127	11.0
chr5	ARHGAP26-AS1	142248475	True	False	127	12.0
chr5	ARHGAP26-IT1	142572064	True	False	128	9.0
chr5	ARHGEF28	72921982	False	False	66	13.0
chr5	ARHGEF37	148961134	False	False	67	15.0
chr5	ARL10	175792470	True	False	142	9.0
chr5	ARL14EPL	115387162	False	False	49	16.0
chr5	ARL15	53606403	True	False	52	17.0
chr5	ARRDC3	90679190	False	False	41	8.0
chr5	ARRDC3-AS1	90676163	False	False	41	8.0
chr5	ARSB	78282357	True	False	67	11.0
chr5	ARSI	149682525	False	False	69	10.0
chr5	ARSK	94890824	True	False	54	18.0
chr5	ATG10	81267843	True	False	55	15.0
chr5	ATG12	115177548	True	False	50	11.0
chr5	ATOX1	151138210	True	False	71	11.0
chr5	ATP10B	160279219	False	False	45	18.0
chr5	ATP6AP1L	81575280	True	False	55	13.0
chr5	ATP6V0E1	172410762	True	False	99	11.0
chr5	B4GALT7	177027118	True	False	138	6.0
chr5	BASP1	17217669	True	False	33	11.0
chr5	BDP1	70751441	True	False	66	16.0
chr5	BHMT	78407603	False	False	68	14.0
chr5	BHMT2	78365546	False	False	68	7.0
chr5	BNIP1	172571444	True	False	112	11.0
chr5	BOD1	173043666	True	False	115	11.0
chr5	BRCAT54	44808895	True	False	46	1.0
chr5	BRD8	137514358	True	False	158	6.0
chr5	BRD9	892939	True	False	58	6.0
chr5	BRIX1	34915819	True	False	56	0.0
chr5	BTF3	72794249	True	False	66	11.0
chr5	BTNL3	180415844	False	False	107	12.0
chr5	BTNL8	180326076	False	False	107	11.0
chr5	BTNL9	180467224	False	False	107	10.0
chr5	C1QTNF2	159797648	False	False	46	18.0
chr5	C1QTNF3	34043371	True	False	54	1.0
chr5	C1QTNF3-AMACR	34124633	True	False	54	2.0
chr5	C5orf15	133304406	True	False	108	16.0
chr5	C5orf17	23951456	True	False	13	11.0
chr5	C5orf22	31532372	True	False	41	1.0
chr5	C5orf24	134181657	True	False	122	6.0
chr5	C5orf30	102594402	False	False	27	11.0
chr5	C5orf34	43515273	True	False	50	1.0
chr5	C5orf38	2752244	False	False	65	7.0
chr5	C5orf42	37249530	True	False	73	2.0
chr5	C5orf46	147286101	False	False	85	11.0
chr5	C5orf47	173416161	False	False	120	12.0
chr5	C5orf49	7851603	False	False	30	3.0
chr5	C5orf51	41904445	True	False	63	1.0
chr5	C5orf52	157098560	False	False	45	10.0
chr5	C5orf56	131746464	True	False	102	7.0
chr5	C5orf58	169659920	False	False	62	12.0
chr5	C5orf60	179072047	False	False	111	13.0
chr5	C5orf63	126409184	True	False	44	9.0
chr5	C5orf64	60933607	True	False	45	12.0
chr5	C5orf64-AS1	61031525	False	False	44	16.0
chr5	C5orf66	134368969	True	False	126	7.0
chr5	C5orf66-AS1	134375737	True	False	126	7.0
chr5	C5orf66-AS2	134583867	True	False	134	12.0
chr5	C5orf67	55902059	True	False	45	13.0
chr5	C6	41213695	False	False	68	4.0
chr5	C7	40909353	False	False	70	4.0
chr5	C9	39364662	False	False	80	4.0
chr5	CAMK2A	149669403	False	False	69	13.0
chr5	CAMK4	110559934	False	False	42	12.0
chr5	CAMLG	134074169	True	False	121	8.0
chr5	CANX	179125929	True	False	111	10.0
chr5	CAPSL	35938881	False	False	69	5.0
chr5	CARD6	40841409	True	False	70	2.0
chr5	CARMN	148786407	False	False	66	10.0
chr5	CARTPT	71014989	False	False	64	16.0
chr5	CAST	96038363	True	False	55	15.0
chr5	CATSPER3	134303595	False	False	125	9.0
chr5	CBY3	179107975	False	False	111	11.0
chr5	CCDC112	114631987	True	False	53	17.0
chr5	CCDC125	68628620	True	False	59	17.0
chr5	CCDC127	218297	True	True	57	0.0
chr5	CCDC152	42756919	False	False	53	2.0
chr5	CCDC192	127039080	False	False	50	6.0
chr5	CCDC69	150603654	True	False	75	14.0
chr5	CCL28	43412493	False	False	52	2.0
chr5	CCNB1	68462836	True	False	57	14.0
chr5	CCNG1	162864576	True	False	36	12.0
chr5	CCNH	86708850	True	False	44	18.0
chr5	CCNI2	132083136	True	False	99	15.0
chr5	CCNJL	159739607	False	False	47	17.0
chr5	CCNO	54529545	False	False	54	12.0
chr5	CCT5	10250032	True	False	43	0.0
chr5	CD14	140013286	False	False	138	11.0
chr5	CD180	66492617	True	False	46	12.0
chr5	CD74	149792499	True	False	71	14.0
chr5	CDC20B	54469005	False	False	54	14.0
chr5	CDC23	137549032	True	False	157	6.0
chr5	CDC25C	137667566	True	False	156	7.0
chr5	CDC42SE2	130599701	True	False	103	14.0
chr5	CDH10	24645087	False	False	14	11.0
chr5	CDH12	22853731	False	False	13	10.0
chr5	CDH18	19988353	False	False	19	12.0
chr5	CDH6	31193761	False	False	42	5.0
chr5	CDH9	27038689	False	False	14	10.0
chr5	CDHR2	175976342	False	False	147	8.0
chr5	CDK7	68530621	True	False	58	15.0
chr5	CDKL3	133702765	True	False	119	10.0
chr5	CDKN2AIPNL	133747598	True	False	119	12.0
chr5	CDO1	115152405	False	False	50	14.0
chr5	CDX1	149546343	False	False	69	5.0
chr5	CENPH	68485374	True	False	57	18.0
chr5	CENPK	64858995	True	False	54	16.0
chr5	CEP120	122759286	True	False	43	9.0
chr5	CEP72	612404	True	False	58	9.0
chr5	CETN3	89705603	True	False	35	17.0
chr5	CHD1	98262238	True	False	58	14.0
chr5	CHSY3	129240522	False	False	78	15.0
chr5	CKMT2	80529138	False	False	58	14.0
chr5	CKMT2-AS1	80597388	True	False	59	15.0
chr5	CLINT1	157286183	True	False	47	14.0
chr5	CLK4	178054054	True	False	119	10.0
chr5	CLPTM1L	1345185	True	False	58	8.0
chr5	CLTB	175843570	True	False	146	9.0
chr5	CMBL	10308168	True	False	43	3.0
chr5	CMYA5	78985658	False	False	67	7.0
chr5	CNOT6	179921398	True	False	108	11.0
chr5	CNOT8	154238078	True	False	71	11.0
chr5	COL23A1	178017556	True	False	119	11.0
chr5	COL4A3BP	74807454	False	False	65	11.0
chr5	COMMD10	115420672	True	False	50	15.0
chr5	COX7C	85913783	True	False	41	19.0
chr5	CPEB4	173315330	True	False	120	11.0
chr5	CPLX2	175223609	False	False	146	6.0
chr5	CREBRF	172483354	False	False	105	12.0
chr5	CRHBP	76248679	False	False	72	12.0
chr5	CRSP8P	79647785	False	False	62	13.0
chr5	CSF1R	149492935	True	False	68	15.0
chr5	CSF2	131409484	False	False	105	11.0
chr5	CSNK1A1	148931115	True	False	67	13.0
chr5	CSNK1G3	122881110	True	False	45	10.0
chr5	CTB-113P19.1	151056505	True	False	71	13.0
chr5	CTB-178M22.2	167659377	True	False	51	20.0
chr5	CTC-338M12.4	180673540	False	False	104	13.0
chr5	CTD-2194D22.4	1887444	False	False	65	9.0
chr5	CTD-2201I18.1	79379488	False	False	66	13.0
chr5	CTD-2270F17.1	169816496	True	False	64	15.0
chr5	CTD-2297D10.2	5140167	False	False	73	5.0
chr5	CTD-2350J17.1	15615111	False	False	37	15.0
chr5	CTD-3080P12.3	1178720	True	False	58	12.0
chr5	CTNNA1	138210918	True	False	159	10.0
chr5	CTNND2	11904155	False	False	38	6.0
chr5	CTXN3	126984712	False	False	50	11.0
chr5	CWC27	64064744	True	False	47	16.0
chr5	CXCL14	134914969	False	False	142	6.0
chr5	CXXC5	139055024	True	False	158	9.0
chr5	CYFIP2	156693089	True	False	49	15.0
chr5	CYSTM1	139554652	True	False	148	11.0
chr5	DAB2	39425335	False	False	80	6.0
chr5	DAP	10761387	True	False	42	3.0
chr5	DBN1	176900694	True	False	139	6.0
chr5	DCANP1	134783038	True	False	141	12.0
chr5	DCP2	112312406	True	False	51	19.0
chr5	DCTN4	150138657	True	False	74	15.0
chr5	DDX4	55033844	False	False	54	16.0
chr5	DDX41	176944327	True	False	139	9.0
chr5	DDX46	134094423	True	False	121	8.0
chr5	DEPDC1B	59995993	True	False	43	13.0
chr5	DHFR	79950800	True	False	61	18.0
chr5	DHX29	54603550	True	False	54	11.0
chr5	DIAPH1	140998622	True	False	126	11.0
chr5	DIMT1	61699787	True	False	43	18.0
chr5	DMGDH	78365497	False	False	68	7.0
chr5	DMXL1	118406781	True	False	41	15.0
chr5	DNAH5	13944589	False	False	44	8.0
chr5	DNAJC18	138775214	True	False	163	9.0
chr5	DNAJC21	34929697	True	False	56	0.0
chr5	DND1	140053171	False	False	136	11.0
chr5	DOCK2	169064250	True	False	61	14.0
chr5	DOK3	176937427	True	False	139	8.0
chr5	DPYSL3	146833260	False	False	97	10.0
chr5	DRD1	174871163	False	False	143	8.0
chr5	DROSHA	31532282	True	False	41	1.0
chr5	DTWD2	118324300	False	False	41	13.0
chr5	DUSP1	172198203	False	False	88	11.0
chr5	EBF1	158526770	False	False	51	17.0
chr5	ECSCR	138842328	False	False	163	9.0
chr5	EDIL3	83680685	False	False	43	14.0
chr5	EFCAB9	171621175	False	False	77	13.0
chr5	EFNA5	107006596	False	False	28	14.0
chr5	EGFLAM	38258510	False	False	75	3.0
chr5	EGFLAM-AS2	38403573	False	False	77	4.0
chr5	EGFLAM-AS4	38291088	False	False	75	3.0
chr5	EGR1	137801180	True	False	161	7.0
chr5	EIF4E1B	176057682	False	False	147	6.0
chr5	EIF4EBP3	139927250	True	False	138	11.0
chr5	ELL2	95297775	True	False	53	16.0
chr5	ELOVL7	60140101	False	False	46	14.0
chr5	EMB	49737234	True	False	26	13.0
chr5	ENC1	73937249	True	False	68	14.0
chr5	EPB41L4A	111755013	False	False	51	3.0
chr5	EPB41L4A-AS1	111496222	False	False	50	11.0
chr5	EPB41L4A-AS2	111755279	True	False	51	3.0
chr5	ERAP1	96143892	True	False	55	14.0
chr5	ERAP2	96211642	False	False	54	16.0
chr5	ERBIN	65222381	True	False	53	14.0
chr5	ERCC8	60240905	True	False	44	13.0
chr5	ERGIC1	172261222	True	False	89	13.0
chr5	ESM1	54281414	False	False	53	12.0
chr5	ETF1	137878989	True	False	159	8.0
chr5	EXOC3	443333	True	False	58	8.0
chr5	EXOC3-AS1	443275	True	False	58	8.0
chr5	F12	176836577	True	False	139	7.0
chr5	F2R	76011867	True	False	72	13.0
chr5	F2RL1	76114801	False	False	72	12.0
chr5	F2RL2	75919259	False	False	72	13.0
chr5	FABP6	159656436	False	False	48	21.0
chr5	FAF2	175875355	True	False	147	8.0
chr5	FAM105A	14581890	True	False	42	3.0
chr5	FAM114A2	153418498	True	False	73	12.0
chr5	FAM134B	16509107	True	False	32	9.0
chr5	FAM13B	137368802	True	False	167	6.0
chr5	FAM151B	79783799	False	False	61	17.0
chr5	FAM153A	177207505	False	False	130	8.0
chr5	FAM153B	175490711	False	False	141	5.0
chr5	FAM153C	177433966	True	False	127	11.0
chr5	FAM159B	63986134	True	False	48	16.0
chr5	FAM169A	74162663	False	False	67	17.0
chr5	FAM170A	118965253	False	False	43	8.0
chr5	FAM172A	93447404	True	False	57	15.0
chr5	FAM173B	10250021	True	False	43	0.0
chr5	FAM174A	99871008	True	False	52	12.0
chr5	FAM193B	176981586	True	False	139	8.0
chr5	FAM196B	169407761	True	False	62	15.0
chr5	FAM53C	137673703	True	False	156	7.0
chr5	FAM71B	156593279	False	False	49	14.0
chr5	FAM81B	94727047	False	False	56	20.0
chr5	FASTKD3	7869150	True	False	30	2.0
chr5	FAT2	150948505	False	False	73	14.0
chr5	FAXDC2	154230245	True	False	71	9.0
chr5	FBLL1	167956581	False	False	57	18.0
chr5	FBN2	127873735	False	False	69	13.0
chr5	FBXL17	107717799	True	False	27	14.0
chr5	FBXL21	135266005	True	False	147	10.0
chr5	FBXL7	15500304	False	False	38	12.0
chr5	FBXO38	147763497	True	False	79	17.0
chr5	FBXO4	41925355	True	False	63	0.0
chr5	FBXW11	171433877	True	False	72	10.0
chr5	FCHO2	72251807	False	False	62	11.0
chr5	FCHSD1	141030986	True	False	127	12.0
chr5	FEM1C	114880591	True	False	51	18.0
chr5	FER	108084627	False	False	30	9.0
chr5	FGF1	142077635	False	False	127	13.0
chr5	FGF10	44388784	False	False	47	3.0
chr5	FGF10-AS1	44388833	True	False	47	3.0
chr5	FGF18	170846666	False	False	69	13.0
chr5	FGFR4	176513872	True	False	143	7.0
chr5	FLJ31104	55290994	False	False	56	11.0
chr5	FLJ32255	42993435	True	False	52	3.0
chr5	FLT4	180076624	False	False	107	9.0
chr5	FNDC9	156772729	False	False	47	11.0
chr5	FNIP1	131132756	True	False	104	14.0
chr5	FOXD1	72744352	False	False	65	14.0
chr5	FOXI1	169532916	False	False	62	10.0
chr5	FST	52776263	False	False	49	14.0
chr5	FSTL4	132948223	False	False	101	12.0
chr5	FTMT	121187649	False	False	36	14.0
chr5	FYB	39219680	True	False	79	4.0
chr5	G3BP1	151151475	True	False	71	11.0
chr5	GABRA1	161274196	False	False	44	17.0
chr5	GABRA6	161112657	False	False	44	18.0
chr5	GABRB2	160975130	False	False	44	18.0
chr5	GABRG2	161494647	False	False	43	16.0
chr5	GABRP	170210722	False	False	64	16.0
chr5	GALNT10	153570294	True	False	73	13.0
chr5	GAPT	57787261	False	False	52	11.0
chr5	GCNT4	74326724	False	False	63	12.0
chr5	GDF9	132201053	False	False	99	14.0
chr5	GDNF	37835929	False	False	63	8.0
chr5	GDNF-AS1	37873526	True	False	63	7.0
chr5	GEMIN5	154317776	True	False	72	11.0
chr5	GFM2	74063196	True	False	69	15.0
chr5	GFPT2	179780387	False	False	109	10.0
chr5	GFRA3	137610253	False	False	156	7.0
chr5	GHR	42423876	False	False	57	2.0
chr5	GIN1	102455842	True	False	26	11.0
chr5	GLRA1	151304397	False	False	69	11.0
chr5	GLRX	95158577	True	False	53	17.0
chr5	GM2A	150632612	True	False	75	16.0
chr5	GMCL1P1	177614433	True	False	127	14.0
chr5	GNPDA1	141392620	True	False	125	14.0
chr5	GOLPH3	32174425	True	False	45	3.0
chr5	GPBP1	56469774	True	False	49	13.0
chr5	GPR150	94955979	False	False	54	17.0
chr5	GPR151	145895676	False	False	95	7.0
chr5	GPRIN1	176037131	True	False	147	7.0
chr5	GPX3	150399972	False	False	75	11.0
chr5	GPX8	54455945	False	False	54	15.0
chr5	GRAMD3	125758868	True	False	36	18.0
chr5	GRIA1	152870083	False	False	73	13.0
chr5	GRK6	176853686	True	False	139	7.0
chr5	GRM6	178422124	False	False	117	14.0
chr5	GRPEL2	148724976	True	False	66	16.0
chr5	GRPEL2-AS1	148737205	True	False	66	15.0
chr5	GRXCR2	145252531	False	False	95	9.0
chr5	GTF2H2	70363497	True	False	65	16.0
chr5	GTF2H2B	69711196	False	False	66	16.0
chr5	GTF2H2C	68856050	True	False	59	14.0
chr5	GTF2H2C_2	68856073	False	False	59	14.0
chr5	GUSBP1	21459588	True	False	22	0.0
chr5	GUSBP3	69881629	False	False	66	16.0
chr5	GUSBP9	70555122	False	False	66	16.0
chr5	GZMA	54398473	False	False	54	16.0
chr5	GZMK	54320106	False	False	53	10.0
chr5	H2AFY	134734928	True	False	140	12.0
chr5	HAND1	153857824	False	False	68	13.0
chr5	HAPLN1	83016896	False	False	44	15.0
chr5	HARS	140071312	True	False	136	11.0
chr5	HARS2	140071010	True	False	136	11.0
chr5	HAVCR1	156486130	False	False	49	14.0
chr5	HAVCR2	156536248	False	False	49	14.0
chr5	HBEGF	139726188	True	False	145	10.0
chr5	HCN1	45696220	False	False	47	4.0
chr5	HDAC3	141016423	True	False	127	10.0
chr5	HEIH	180258618	False	False	107	11.0
chr5	HEXB	73980968	True	False	68	16.0
chr5	HIGD2A	175815526	True	False	145	8.0
chr5	HINT1	130501041	True	False	102	13.0
chr5	HK3	176326333	True	False	146	6.0
chr5	HMGCR	74632992	True	False	65	10.0
chr5	HMGCS1	43313614	True	False	52	1.0
chr5	HMGXB3	149380168	True	False	67	14.0
chr5	HMHB1	143191725	False	False	117	7.0
chr5	HMMR	162887516	True	False	36	11.0
chr5	HMMR-AS1	162921064	False	False	36	8.0
chr5	HMP19	173472606	True	False	122	11.0
chr5	HNRNPA0	137090039	True	False	166	5.0
chr5	HNRNPAB	177631507	True	False	127	12.0
chr5	HNRNPH1	179050722	True	False	111	11.0
chr5	HOMER1	78809659	True	False	67	14.0
chr5	HRAT5	271639	True	False	57	2.0
chr5	HRH2	175108463	True	False	147	6.0
chr5	HSD17B4	118788137	True	False	43	13.0
chr5	HSPA4	132387661	True	False	97	13.0
chr5	HSPA9	137911318	True	False	160	10.0
chr5	HSPB3	53751430	False	False	52	16.0
chr5	HTR1A	63258119	False	False	46	18.0
chr5	HTR4	148016624	False	False	73	17.0
chr5	ICE1	5422785	True	False	62	0.0
chr5	IGIP	139505520	True	False	149	12.0
chr5	IK	140027383	True	False	138	11.0
chr5	IL12B	158757481	False	False	51	18.0
chr5	IL13	131993864	False	False	100	14.0
chr5	IL17B	148758838	False	False	66	11.0
chr5	IL3	131396346	False	False	105	11.0
chr5	IL31RA	55147206	False	False	54	16.0
chr5	IL4	132009677	False	False	100	15.0
chr5	IL5	131879214	False	False	100	15.0
chr5	IL6ST	55290821	False	False	56	11.0
chr5	IL7R	35856976	True	False	69	3.0
chr5	IL9	135231516	False	False	146	11.0
chr5	IPO11	61708572	True	False	43	15.0
chr5	IPO11-LRRC70	61874561	False	False	41	16.0
chr5	IQGAP2	75904919	True	False	72	13.0
chr5	IRF1	131826465	True	False	100	8.0
chr5	IRGM	150226084	True	False	74	13.0
chr5	IRX1	3596167	False	False	70	7.0
chr5	IRX2	2751769	False	False	65	7.0
chr5	IRX4	1882880	False	False	65	10.0
chr5	ISL1	50678957	False	False	30	10.0
chr5	ISOC1	128430441	True	False	74	18.0
chr5	ITGA1	52084135	False	False	46	18.0
chr5	ITGA2	52285155	False	False	48	19.0
chr5	ITK	156607906	False	False	49	13.0
chr5	JADE2	133861339	True	False	120	12.0
chr5	JAKMIP2	147162411	False	False	86	13.0
chr5	JAKMIP2-AS1	146939556	False	False	93	10.0
chr5	JMY	78531924	True	False	68	15.0
chr5	KCNIP1	169931039	False	False	64	17.0
chr5	KCNMB1	169816681	False	False	64	15.0
chr5	KCNN2	113698015	True	False	49	18.0
chr5	KCTD16	143550436	False	False	110	6.0
chr5	KDM3B	137688284	True	False	156	8.0
chr5	KIAA0141	141303384	False	False	126	10.0
chr5	KIAA0825	93954309	False	False	54	19.0
chr5	KIAA1024L	129083883	False	False	75	13.0
chr5	KIAA1191	175788810	True	False	142	8.0
chr5	KIF20A	137514416	True	False	158	6.0
chr5	KIF2A	61601988	True	False	44	16.0
chr5	KIF3A	132073270	True	False	99	13.0
chr5	KIF4B	154393314	False	False	70	11.0
chr5	KLHL3	137071779	False	False	165	5.0
chr5	LARP1	154092461	True	False	68	11.0
chr5	LARS	145562350	True	False	96	9.0
chr5	LCP2	169724846	True	False	63	15.0
chr5	LEAP2	132209357	True	False	99	13.0
chr5	LECT2	135290723	False	False	148	11.0
chr5	LHFPL2	77944648	False	False	67	8.0
chr5	LIFR	38595507	False	False	80	5.0
chr5	LIFR-AS1	38556887	True	False	80	3.0
chr5	LINC00461	87980620	False	False	37	16.0
chr5	LINC00491	102007168	False	False	26	13.0
chr5	LINC00492	101917071	False	False	27	14.0
chr5	LINC00603	40052392	False	False	76	5.0
chr5	LINC00847	180257956	False	False	107	11.0
chr5	LINC00992	116751207	False	False	48	14.0
chr5	LINC01017	3504118	False	False	69	10.0
chr5	LINC01018	6582248	False	False	38	3.0
chr5	LINC01019	3536208	False	False	70	8.0
chr5	LINC01020	5034471	False	False	73	4.0
chr5	LINC01021	27472398	True	False	23	5.0
chr5	LINC01023	108063962	True	False	30	9.0
chr5	LINC01024	139487597	True	False	150	12.0
chr5	LINC01033	53616773	False	False	52	15.0
chr5	LINC01170	123774213	False	False	42	15.0
chr5	LINC01184	127418766	False	False	58	14.0
chr5	LINC01187	169626145	False	False	62	9.0
chr5	LINC01194	12574968	True	False	46	5.0
chr5	LINC01202	161428202	False	False	44	18.0
chr5	LINC01265	38720375	True	False	80	5.0
chr5	LINC01331	73832801	True	False	65	16.0
chr5	LINC01333	73618310	True	False	65	15.0
chr5	LINC01335	73604150	False	False	65	13.0
chr5	LINC01336	74348468	False	False	63	13.0
chr5	LINC01337	79918343	True	False	61	16.0
chr5	LINC01338	82155655	False	False	49	9.0
chr5	LINC01339	89585888	False	False	34	16.0
chr5	LINC01340	96840399	True	False	50	9.0
chr5	LINC01366	169758396	False	False	63	16.0
chr5	LINC01377	3177948	False	False	69	8.0
chr5	LINC01386	72768791	False	False	65	14.0
chr5	LINC01411	173763356	True	False	128	13.0
chr5	LINC01455	79232401	True	False	67	8.0
chr5	LINC01470	152351909	True	False	70	14.0
chr5	LINC01484	173173212	False	False	118	13.0
chr5	LINC01485	173217945	False	False	120	12.0
chr5	LINC01511	1380188	True	False	59	7.0
chr5	LINC01554	95187935	True	False	53	16.0
chr5	LINC01574	176170205	False	False	146	6.0
chr5	LINC01843	133842242	True	False	120	12.0
chr5	LINC01844	142125164	True	False	127	11.0
chr5	LINC01845	158893284	False	False	51	16.0
chr5	LINC01847	159298391	True	False	50	15.0
chr5	LINC01848	109218882	False	False	29	9.0
chr5	LINC01932	158654722	True	False	51	17.0
chr5	LINC01933	151338458	True	False	69	15.0
chr5	LINC01947	166353375	False	False	34	14.0
chr5	LINC01948	55777596	False	False	49	14.0
chr5	LINC01949	86535018	False	False	44	17.0
chr5	LINC01950	106346715	True	False	24	15.0
chr5	LINC01951	174422734	True	False	131	8.0
chr5	LINC01957	113911737	False	False	49	18.0
chr5	LINC01959	134989624	True	False	142	8.0
chr5	LINC01962	180618908	False	False	105	14.0
chr5	LINC02039	125515269	True	False	35	18.0
chr5	LINC02056	71956496	True	False	64	16.0
chr5	LINC02059	86042634	False	False	41	20.0
chr5	LINC02060	87734907	True	False	37	19.0
chr5	LINC02064	29396083	False	False	31	10.0
chr5	LINC02101	57418168	False	False	52	10.0
chr5	LINC02102	6707824	True	False	38	1.0
chr5	LINC02103	28287772	True	False	29	11.0
chr5	LINC02104	39520532	False	False	79	6.0
chr5	LINC02106	50266021	False	False	28	13.0
chr5	LINC02108	57854070	False	False	51	12.0
chr5	LINC02109	29143609	True	False	31	10.0
chr5	LINC02110	37948592	False	False	63	7.0
chr5	LINC02111	17387419	True	False	33	10.0
chr5	LINC02112	9903936	True	False	42	5.0
chr5	LINC02113	98869693	True	False	57	6.0
chr5	LINC02114	4773593	True	False	73	6.0
chr5	LINC02115	102877686	False	False	27	10.0
chr5	LINC02116	1856682	False	False	65	7.0
chr5	LINC02119	38148581	False	False	74	3.0
chr5	LINC02120	32947548	False	False	53	5.0
chr5	LINC02121	5078424	True	False	73	6.0
chr5	LINC02123	7348090	True	False	32	4.0
chr5	LINC02143	163894408	True	False	40	6.0
chr5	LINC02145	6337405	False	False	44	5.0
chr5	LINC02147	117066055	False	False	46	15.0
chr5	LINC02148	117618268	False	False	45	16.0
chr5	LINC02149	15266669	True	False	40	13.0
chr5	LINC02150	16441211	True	False	31	9.0
chr5	LINC02159	160365633	False	False	44	17.0
chr5	LINC02197	70742163	False	False	66	14.0
chr5	LINC02198	68325754	False	False	57	15.0
chr5	LINC02199	8839843	False	False	30	6.0
chr5	LINC02200	111964132	True	False	51	15.0
chr5	LINC02201	122066255	False	False	40	11.0
chr5	LINC02202	158527490	False	False	51	17.0
chr5	LINC02208	117897812	False	False	44	14.0
chr5	LINC02211	25191061	True	False	15	11.0
chr5	LINC02212	10502840	True	False	42	5.0
chr5	LINC02213	10522196	True	False	42	5.0
chr5	LINC02214	116097905	False	False	49	10.0
chr5	LINC02215	117931882	False	False	42	15.0
chr5	LINC02217	17436845	True	False	33	9.0
chr5	LINC02218	17444118	False	False	33	9.0
chr5	LINC02219	67485703	False	False	50	15.0
chr5	LINC02223	17807382	True	False	33	11.0
chr5	LINC02224	44510384	False	False	46	3.0
chr5	LINC02225	57194989	True	False	49	9.0
chr5	LINC02226	8457677	False	False	30	7.0
chr5	LINC02227	157836781	True	False	47	11.0
chr5	LINC02229	65807432	False	False	48	11.0
chr5	LINC02239	24840692	False	False	14	11.0
chr5	LINC02240	124828953	False	False	36	20.0
chr5	LINCR-0003	56866168	True	False	49	11.0
chr5	LIX1	96478520	False	False	50	16.0
chr5	LMAN2	176778885	True	False	139	5.0
chr5	LMBRD2	36152015	True	False	69	1.0
chr5	LMNB1	126112314	True	False	36	16.0
