PeakID (cmd=annotatePeaks.pl HOXA9.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1249	chr8	74174181	74174381	+	0	NA	Intergenic	NA	-93367	LOC101926965								
Interval_792	chr22_KI270733v1_random	142949	143126	+	0	NA	Intergenic	NA	17064	LOC102724621								
Interval_1106	chr6	111662737	111663002	+	0	NA	intron (FYN, intron 13 of 13)	NA	-56595	TRAF3IP2								
Interval_768	chr21	35395791	35396070	+	0	NA	intron (LOC100506403, intron 2 of 2)	NA	184834	LOC100506403								
Interval_1207	chr8	14655749	14655998	+	0	NA	intron (SGCZ, intron 1 of 7)	NA	197631	MIR383								
Interval_868	chr3	150546951	150547168	+	0	NA	promoter-TSS (SERP1)	NA	272	EIF2A								
Interval_1081	chr6	43383781	43383965	+	0	NA	Intergenic	NA	-14430	ZNF318								
Interval_683	chr2	195838070	195838457	+	0	NA	intron (DNAH7, intron 47 of 64)	NA	181135	SLC39A10								
Interval_1067	chr6	15066763	15066954	+	0	NA	Intergenic	NA	181838	JARID2-AS1								
Interval_963	chr4	138390357	138390632	+	0	NA	intron (LINC00499, intron 2 of 2)	NA	80783	LINC00499								
Interval_1329	chr9	33836286	33836593	+	0	NA	intron (UBE2R2, intron 1 of 3)	NA	-16795	RP11-133O22.6								
Interval_989	chr5	37121455	37121822	+	0	NA	exon (C5orf42, exon 48 of 52)	NA	59372	C5orf42								
Interval_241	chr11	118477947	118478205	+	0	NA	exon (KMT2A, exon 5 of 36)	NA	39984	LOC101929115								
Interval_272	chr12	64157838	64158076	+	0	NA	Intergenic	NA	64314	C12orf66								
Interval_82	chr1	167628096	167628390	+	0	NA	intron (LOC102724466, intron 2 of 2)	NA	-1996	RCSD1								
Interval_954	chr4	118134349	118134906	+	0	NA	intron (NDST3, intron 4 of 13)	NA	101105	NDST3								
Interval_542	chr18	58639775	58640228	+	0	NA	Intergenic	NA	-19864	LOC102724745								
Interval_187	chr11	12042315	12042659	+	0	NA	Intergenic	NA	-32661	DKK3								
Interval_6	chr1	11384189	11384540	+	0	NA	Intergenic	NA	-94874	PTCHD2								
Interval_860	chr3	128532989	128533328	+	0	NA	Intergenic	NA	25323	LOC90246								
Interval_983	chr5	7802806	7803146	+	0	NA	intron (ADCY2, intron 21 of 24)	NA	48514	C5orf49								
Interval_370	chr15	40593671	40594076	+	0	NA	promoter-TSS (TRNAS18)	NA	33	TRNAS18								
Interval_923	chr4	49140409	49140593	+	0	NA	Intergenic	NA	-20831	LOC101927209								
Interval_910	chr4	47741268	47741614	+	0	NA	intron (CORIN, intron 4 of 19)	NA	88762	MIR8053								
Interval_595	chr19	51395403	51395719	+	0	NA	Intergenic	NA	-4987	C19orf84								
Interval_605	chr19	58381113	58381387	+	0	NA	promoter-TSS (ZNF837)	NA	-228	ZNF837								
Interval_1327	chr9	27591142	27591411	+	0	NA	Intergenic	NA	-17783	C9orf72								
Interval_672	chr2	166792977	166793225	+	0	NA	Intergenic	NA	-95386	XIRP2								
Interval_464	chr16	85103716	85104090	+	0	NA	intron (FAM92B, intron 6 of 8)	NA	8605	FAM92B								
Interval_1229	chr8	42543291	42543566	+	0	NA	intron (SMIM19, intron 1 of 3)	NA	1605	SMIM19								
Interval_472	chr17	10156971	10157267	+	0	NA	intron (GAS7, intron 1 of 13)	NA	-163273	LOC102724366								
Interval_1396	chrUn_KI270438v1	112075	112184	+	0	NA	NA	NA	NA	NA								
Interval_120	chr1	238476966	238477179	+	0	NA	Intergenic	NA	8945	LINC01139								
Interval_35	chr1	84442317	84442607	+	0	NA	Intergenic	NA	23129	LOC101927656								
Interval_220	chr11	72273212	72273409	+	0	NA	Intergenic	NA	-29134	PHOX2A								
Interval_674	chr2	169038340	169038629	+	0	NA	Intergenic	NA	-20137	ABCB11								
Interval_1294	chr8	124761872	124762349	+	0	NA	Intergenic	NA	-33637	MTSS1								
Interval_372	chr15	50065355	50065686	+	0	NA	intron (ATP8B4, intron 3 of 27)	NA	53702	ATP8B4								
Interval_399	chr15	95559856	95560260	+	0	NA	Intergenic	NA	126965	LINC00924								
Interval_1026	chr5	115376002	115376232	+	0	NA	Intergenic	NA	-79362	CCDC112								
Interval_208	chr11	52553803	52553880	+	0	NA	Intergenic	NA	2050157	OR4C46								
Interval_1414	chrX	120657923	120658156	+	0	NA	Intergenic	NA	-27889	C1GALT1C1								
Interval_751	chr21	10324897	10324965	+	0	NA	Intergenic	NA	-88601	BAGE2								
Interval_199	chr11	35351961	35352190	+	0	NA	intron (SLC1A2, intron 1 of 11)	NA	67988	SLC1A2								
Interval_18	chr1	32825150	32825492	+	0	NA	promoter-TSS (S100PBP)	NA	-7289	YARS								
Interval_998	chr5	49659827	49659918	+	0	NA	Intergenic	NA	781528	EMB								
Interval_417	chr16	34573989	34574324	+	0	NA	Intergenic	NA	142164	LOC102724523								
Interval_695	chr2	226836507	226836880	+	0	NA	exon (RHBDD1, exon 1 of 8)	NA	124	RHBDD1								
Interval_188	chr11	12174598	12174782	+	0	NA	intron (MICAL2, intron 3 of 27)	NA	10998	MIR6124								
Interval_54	chr1	121458684	121458981	+	0	NA	Intergenic	NA	-60280	EMBP1								
Interval_96	chr1	187513113	187513296	+	0	NA	Intergenic	NA	684255	PLA2G4A								
Interval_194	chr11	29527649	29527936	+	0	NA	Intergenic	NA	489238	KCNA4								
Interval_190	chr11	18277649	18277946	+	0	NA	TTS (HPS5)	NA	11536	SAA1								
Interval_1114	chr6	134288616	134289015	+	0	NA	intron (SGK1, intron 1 of 13)	NA	-109892	LOC102723463								
Interval_550	chr18	69123546	69123729	+	0	NA	Intergenic	NA	264703	RNU6-39P								
Interval_1271	chr8	100762586	100762883	+	0	NA	Intergenic	NA	-40647	PABPC1								
Interval_37	chr1	85058753	85059123	+	0	NA	Intergenic	NA	-3374	WDR63								
Interval_1221	chr8	33554036	33554522	+	0	NA	intron (RNF122, intron 2 of 5)	NA	12849	RNF122								
Interval_279	chr12	79056897	79057091	+	0	NA	intron (SYT1, intron 2 of 9)	NA	192280	SYT1								
Interval_1291	chr8	122134747	122135065	+	0	NA	Intergenic	NA	-493516	HAS2								
Interval_1315	chr9	15511290	15511473	+	0	NA	promoter-TSS (PSIP1)	NA	-376	PSIP1								
Interval_1000	chr5	50547329	50547536	+	0	NA	Intergenic	NA	-106032	EMB								
Interval_1318	chr9	20346446	20346576	+	0	NA	exon (MLLT3, exon 11 of 11)	NA	64727	MIR4473								
Interval_1145	chr7	17546635	17547045	+	0	NA	intron (AC017060.1, intron 1 of 3)	NA	12069	AC017060.1								
Interval_1261	chr8	93689734	93690067	+	0	NA	intron (LINC00535, intron 1 of 10)	NA	10533	LINC00535								
Interval_1346	chr9	108645684	108645871	+	0	NA	Intergenic	NA	210218	ACTL7B								
Interval_448	chr16	46401004	46401186	+	0	NA	Intergenic	NA	168002	ANKRD26P1								
Interval_520	chr18	3178021	3178233	+	0	NA	intron (MYOM1, intron 5 of 36)	NA	41981	MYOM1								
Interval_1332	chr9	36029826	36030025	+	0	NA	Intergenic	NA	-36880	RECK								
Interval_1392	chrUn_KI270438v1	109194	109267	+	0	NA	NA	NA	NA	NA								
Interval_288	chr12	102879215	102879479	+	0	NA	intron (PAH, intron 3 of 12)	NA	38256	PAH								
Interval_1217	chr8	28365909	28366092	+	0	NA	intron (ZNF395, intron 1 of 9)	NA	20460	ZNF395								
Interval_581	chr19	40261720	40261927	+	0	NA	intron (AKT2, intron 1 of 12)	NA	6855	AKT2								
Interval_263	chr12	27619354	27619716	+	0	NA	intron (PPFIBP1, intron 2 of 26)	NA	-11077	PPFIBP1								
Interval_439	chr16	46391008	46391083	+	0	NA	Intergenic	NA	178052	ANKRD26P1								
Interval_300	chr12	127149262	127149667	+	0	NA	Intergenic	NA	-89067	RP11-575F12.1								
Interval_995	chr5	42757302	42757808	+	0	NA	intron (CCDC152, intron 1 of 8)	NA	737	CCDC152								
Interval_673	chr2	168257638	168257906	+	0	NA	Intergenic	NA	-10177	STK39								
Interval_1338	chr9	73869436	73869648	+	0	NA	Intergenic	NA	275305	LOC101927304								
Interval_874	chr3	167843994	167844220	+	0	NA	Intergenic	NA	-51841	RP11-298O21.5								
Interval_559	chr19	2533788	2534035	+	0	NA	intron (GNG7, intron 3 of 4)	NA	-20340	LOC101929097								
Interval_461	chr16	77409436	77409828	+	0	NA	intron (ADAMTS18, intron 3 of 22)	NA	-41898	ADAMTS18								
Interval_119	chr1	238006169	238006681	+	0	NA	Intergenic	NA	-115503	ZP4								
Interval_1398	chrUn_KI270466v1	338	1204	+	0	NA	NA	NA	NA	NA								
Interval_1193	chr7	152313848	152314251	+	0	NA	intron (KMT2C, intron 4 of 59)	NA	121931	KMT2C								
Interval_481	chr17	25242832	25243111	+	0	NA	Intergenic	NA	2051025	MIR4522								
Interval_865	chr3	138744335	138744567	+	0	NA	intron (PIK3CB, intron 3 of 22)	NA	90442	PIK3CB								
Interval_1326	chr9	27588661	27588881	+	0	NA	Intergenic	NA	-15278	C9orf72								
Interval_157	chr10	62853780	62854052	+	0	NA	intron (EGR2, intron 1 of 3)	NA	39601	EGR2								
Interval_840	chr3	72339130	72339358	+	0	NA	Intergenic	NA	107379	RYBP								
Interval_1336	chr9	63822146	63822355	+	0	NA	Intergenic	NA	2627	MIR4477B								
Interval_504	chr17	63652177	63652481	+	0	NA	intron (MAP3K3, intron 4 of 16)	NA	29888	MAP3K3								
Interval_576	chr19	31610178	31610372	+	0	NA	Intergenic	NA	-14555	LOC101927277								
Interval_740	chr20	59723042	59723316	+	0	NA	intron (PHACTR3, intron 1 of 12)	NA	-94890	LOC100506384								
Interval_247	chr11	119891122	119891324	+	0	NA	Intergenic	NA	139209	LOC101929156								
Interval_1123	chr6	148869661	148870010	+	0	NA	intron (UST, intron 1 of 7)	NA	94849	RP11-162J8.2								
Interval_1399	chrUn_KI270467v1	1436	1504	+	0	NA	NA	NA	NA	NA								
Interval_990	chr5	37722839	37723207	+	0	NA	intron (WDR70, intron 15 of 17)	NA	112804	GDNF								
Interval_1264	chr8	96570819	96571119	+	0	NA	intron (SDC2, intron 1 of 4)	NA	-74258	CPQ								
Interval_61	chr1	124421031	124421105	+	0	NA	Intergenic	NA	2901956	EMBP1								
Interval_871	chr3	153591919	153592118	+	0	NA	Intergenic	NA	107523	C3orf79								
Interval_987	chr5	18091162	18091535	+	0	NA	Intergenic	NA	284042	RP11-454P21.1								
Interval_1348	chr9	110144028	110144320	+	0	NA	intron (AKAP2, intron 2 of 3)	NA	18673	AKAP2								
Interval_308	chr13	18212074	18212174	+	0	NA	intron (FAM230C, intron 1 of 7)	NA	16827	FAM230C								
Interval_839	chr3	63519353	63519886	+	0	NA	intron (SYNPR, intron 2 of 4)	NA	30432	SYNPR-AS1								
Interval_1368	chrM	6538	6708	+	0	NA	promoter-TSS (TRNA)	NA	-732	TRNY								
Interval_1179	chr7	101075617	101076019	+	0	NA	Intergenic	NA	-9687	TRIM56								
Interval_1041	chr5	140711246	140711442	+	0	NA	promoter-TSS (VTRNA1-1)	NA	68	VTRNA1-1								
Interval_1253	chr8	80690897	80691209	+	0	NA	intron (ZNF704, intron 3 of 8)	NA	182771	ZNF704								
Interval_401	chr15	98405039	98405327	+	0	NA	Intergenic	NA	109199	FAM169B								
Interval_428	chr16	34589474	34589565	+	0	NA	Intergenic	NA	157527	LOC102724523								
Interval_1299	chr8	129944759	129944983	+	0	NA	intron (FAM49B, intron 2 of 14)	NA	-41521	FAM49B								
Interval_344	chr14	56915671	56916018	+	0	NA	intron (OTX2-AS1, intron 3 of 3)	NA	102661	OTX2-AS1								
Interval_152	chr10	58373140	58373369	+	0	NA	Intergenic	NA	-11889	TFAM								
Interval_543	chr18	61764433	61764685	+	0	NA	Intergenic	NA	8801	LOC101927387								
Interval_1074	chr6	33144494	33144705	+	0	NA	Intergenic	NA	32083	HLA-DPB2								
Interval_529	chr18	31206894	31207116	+	0	NA	Intergenic	NA	-44149	DSC1								
Interval_183	chr11	3785157	3785458	+	0	NA	intron (NUP98, intron 1 of 25)	NA	12447	NUP98								
Interval_906	chr4	32569981	32570320	+	0	NA	Intergenic	NA	219112	LOC101927363								
Interval_697	chr2	232013731	232014237	+	0	NA	intron (DIS3L2, intron 1 of 20)	NA	52401	DIS3L2								
Interval_330	chr13	88014591	88014895	+	0	NA	Intergenic	NA	-204223	LINC00397								
Interval_1383	chrUn_KI270333v1	7	171	+	0	NA	NA	NA	NA	NA								
Interval_215	chr11	64778820	64779012	+	0	NA	promoter-TSS (SF1)	NA	-1160	SF1								
Interval_863	chr3	133007605	133007917	+	0	NA	Intergenic	NA	-73223	TMEM108								
Interval_612	chr2	15152492	15152681	+	0	NA	Intergenic	NA	-154430	LOC101926952								
Interval_1357	chr9	127771338	127771648	+	0	NA	promoter-TSS (SH2D3C)	NA	7276	SH2D3C								
Interval_1060	chr6	7154702	7155022	+	0	NA	intron (RREB1, intron 1 of 12)	NA	46422	RREB1								
Interval_495	chr17	47895862	47896237	+	0	NA	promoter-TSS (LOC102724532)	NA	-138	SP2								
Interval_235	chr11	111694814	111695142	+	0	NA	exon (LOC101928690, exon 3 of 3)	NA	4492	LOC101928690								
Interval_585	chr19	43562743	43562929	+	0	NA	intron (XRCC1, intron 2 of 16)	NA	12742	XRCC1								
Interval_471	chr17	10115157	10115414	+	0	NA	intron (GAS7, intron 1 of 13)	NA	-155836	GAS7								
Interval_1269	chr8	100227020	100227226	+	0	NA	intron (SPAG1, intron 13 of 17)	NA	68788	SPAG1								
Interval_373	chr15	50135330	50135545	+	0	NA	Intergenic	NA	-16215	ATP8B4								
Interval_515	chr17_KI270729v1_random	24647	24731	+	0	NA	NA	NA	NA	NA								
Interval_651	chr2	112699124	112699382	+	0	NA	Intergenic	NA	23035	LOC102724955								
Interval_1212	chr8	21093828	21094102	+	0	NA	Intergenic	NA	119979	RP11-421P23.1								
Interval_124	chr1	246153979	246154293	+	0	NA	intron (SMYD3, intron 5 of 11)	NA	43143	LOC101928089								
Interval_158	chr10	69861613	69861819	+	0	NA	intron (COL13A1, intron 2 of 39)	NA	59828	COL13A1								
Interval_1045	chr5	148808976	148809262	+	0	NA	Intergenic	NA	-17474	ADRB2								
Interval_1220	chr8	32331727	32332085	+	0	NA	intron (NRG1, intron 1 of 4)	NA	-108840	NRG1-IT3								
Interval_512	chr17	78631921	78632311	+	0	NA	Intergenic	NA	-1946	LOC101928710								
Interval_1274	chr8	102331143	102331491	+	0	NA	intron (UBR5, intron 9 of 58)	NA	38156	LOC101927201								
Interval_864	chr3	135451372	135451720	+	0	NA	Intergenic	NA	-303751	LOC102724019								
Interval_351	chr14	84036790	84037233	+	0	NA	Intergenic	NA	-122978	LOC102724338								
Interval_324	chr13	36976309	36976505	+	0	NA	intron (ALG5, intron 5 of 8)	NA	22950	ALG5								
Interval_1287	chr8	120084587	120084905	+	0	NA	Intergenic	NA	-40362	COL14A1								
Interval_698	chr2	233872138	233872496	+	0	NA	Intergenic	NA	-3908	MSL3P1								
Interval_940	chr4	76194507	76194720	+	0	NA	intron (SCARB2, intron 2 of 11)	NA	19286	SCARB2								
Interval_741	chr20	62774711	62775117	+	0	NA	intron (LINC00659, intron 2 of 2)	NA	1942	LINC00659								
Interval_1330	chr9	35619327	35619760	+	0	NA	promoter-TSS (CD72)	NA	-1116	CD72								
Interval_631	chr2	58032205	58032498	+	0	NA	intron (VRK2, intron 3 of 15)	NA	-14291	VRK2								
Interval_547	chr18	63892713	63892914	+	0	NA	intron (SERPINB2, intron 2 of 7)	NA	5108	SERPINB2								
Interval_1233	chr8	47600803	47601050	+	0	NA	intron (SPIDR, intron 9 of 18)	NA	137238	CEBPD								
Interval_1319	chr9	20353525	20353598	+	0	NA	exon (MLLT3, exon 10 of 11)	NA	57677	MIR4473								
Interval_830	chr3	45163530	45163729	+	0	NA	Intergenic	NA	-17207	CDCP1								
Interval_57	chr1	123531473	123531742	+	0	NA	Intergenic	NA	2012495	EMBP1								
Interval_819	chr3	24483945	24484286	+	0	NA	intron (THRB, intron 1 of 9)	NA	-9972	THRB-AS1								
Interval_1087	chr6	64672241	64672424	+	0	NA	intron (EYS, intron 22 of 42)	NA	-629086	LOC441155								
Interval_1208	chr8	17349934	17350118	+	0	NA	intron (MTMR7, intron 4 of 13)	NA	-14202	MTMR7								
Interval_1075	chr6	34182676	34182911	+	0	NA	Intergenic	NA	-54007	HMGA1								
Interval_186	chr11	10979650	10979945	+	0	NA	Intergenic	NA	121580	ZBED5-AS1								
Interval_774	chr22	11211160	11211360	+	0	NA	Intergenic	NA	-266255	LOC102723780								
Interval_977	chr4	173319676	173320044	+	0	NA	intron (GALNT7, intron 11 of 11)	NA	14584	HMGB2								
Interval_1105	chr6	110826265	110826479	+	0	NA	intron (AMD1, intron 1 of 8)	NA	-11148	CDK19								
Interval_949	chr4	89268848	89269045	+	0	NA	intron (GPRIN3, intron 1 of 1)	NA	38256	GPRIN3								
Interval_689	chr2	210047258	210047492	+	0	NA	intron (KANSL1L, intron 6 of 14)	NA	17453	AC007038.7								
Interval_502	chr17	58786455	58786650	+	0	NA	intron (PPM1E, intron 1 of 5)	NA	93950	RAD51C								
Interval_1364	chrM	163	299	+	0	NA	promoter-TSS (RNR1)	NA	-346	TRNF								
Interval_696	chr2	230209386	230209725	+	0	NA	intron (SP110, intron 8 of 15)	NA	6815	LOC101928789								
Interval_1259	chr8	89721582	89721913	+	0	NA	Intergenic	NA	-35986	RIPK2								
Interval_50	chr1	115373298	115373668	+	0	NA	Intergenic	NA	-35099	NGF								
Interval_601	chr19	54660319	54660590	+	0	NA	Intergenic	NA	-2365	LILRB4								
Interval_806	chr3	5431729	5432184	+	0	NA	Intergenic	NA	-181755	MIR4790								
Interval_132	chr10	11284316	11284508	+	0	NA	intron (CELF2, intron 8 of 13)	NA	35899	CELF2-AS1								
Interval_803	chr22_KI270733v1_random	152117	152209	+	0	NA	Intergenic	NA	7938	LOC102724621								
Interval_1356	chr9	124758232	124758431	+	0	NA	intron (NR6A1, intron 1 of 9)	NA	-42543	OLFML2A								
Interval_236	chr11	113016946	113017164	+	0	NA	intron (NCAM1, intron 1 of 19)	NA	-53595	RP11-629G13.1								
Interval_201	chr11	36601262	36601528	+	0	NA	intron (C11orf74, intron 2 of 6)	NA	-3116	RAG2								
Interval_27	chr1	46826941	46827208	+	0	NA	Intergenic	NA	28076	CYP4B1								
Interval_176	chr10	124291042	124291425	+	0	NA	Intergenic	NA	127743	OAT								
Interval_1333	chr9	36842646	36842829	+	0	NA	intron (PAX5, intron 6 of 6)	NA	-19174	MIR4475								
Interval_386	chr15	71279266	71279459	+	0	NA	intron (THSD4, intron 6 of 17)	NA	-90346	RP11-673C5.2								
Interval_441	chr16	46393390	46393689	+	0	NA	Intergenic	NA	175558	ANKRD26P1								
Interval_586	chr19	44765642	44765934	+	0	NA	Intergenic	NA	7131	MIR8085								
Interval_284	chr12	92190365	92190563	+	0	NA	Intergenic	NA	43780	LOC101928617								
Interval_1297	chr8	127457351	127457622	+	0	NA	intron (CASC8, intron 4 of 4)	NA	24653	CASC8								
Interval_879	chr3	177834984	177835510	+	0	NA	intron (LOC102724550, intron 1 of 2)	NA	18382	LOC102724550								
Interval_59	chr1	124343546	124343616	+	0	NA	Intergenic	NA	2824469	EMBP1								
Interval_125	chr1	247411591	247411910	+	0	NA	Intergenic	NA	-6299	NLRP3								
Interval_759	chr21	22516302	22516566	+	0	NA	Intergenic	NA	417817	LINC00308								
Interval_1017	chr5	88193928	88194253	+	0	NA	intron (TMEM161B, intron 12 of 12)	NA	74789	TMEM161B								
Interval_475	chr17	14080834	14081159	+	0	NA	intron (COX10, intron 3 of 6)	NA	11493	COX10								
Interval_789	chr22	50807904	50808204	+	0	NA	Intergenic	NA	20336	LOC102724681								
Interval_1213	chr8	21182260	21182535	+	0	NA	Intergenic	NA	-115842	RP11-24P4.1								
Interval_385	chr15	70486757	70487048	+	0	NA	Intergenic	NA	99704	LOC101929151								
Interval_1306	chr8	133826692	133826982	+	0	NA	Intergenic	NA	-49485	LOC101927798								
Interval_174	chr10	120750315	120750510	+	0	NA	Intergenic	NA	100767	WDR11-AS1								
Interval_518	chr18	400537	400880	+	0	NA	intron (COLEC12, intron 2 of 9)	NA	100015	COLEC12								
Interval_640	chr2	89828617	89828689	+	0	NA	Intergenic	NA	-191000	LOC101927050								
Interval_676	chr2	173359192	173359612	+	0	NA	exon (CDCA7, exon 3 of 10)	NA	4569	CDCA7								
Interval_1127	chr6	151551264	151551594	+	0	NA	intron (CCDC170, intron 5 of 10)	NA	57389	CCDC170								
Interval_264	chr12	31749289	31749553	+	0	NA	Intergenic	NA	-19539	LOC102724590								
Interval_936	chr4	61877979	61878268	+	0	NA	intron (LPHN3, intron 6 of 22)	NA	-255889	LOC101927145								
Interval_345	chr14	58749186	58749438	+	0	NA	intron (LOC102723725, intron 2 of 2)	NA	561	LOC102723725								
Interval_1042	chr5	143002641	143002992	+	0	NA	intron (ARHGAP26, intron 11 of 22)	NA	-133906	ARHGAP26-AS1								
Interval_128	chr10	3792854	3793106	+	0	NA	Intergenic	NA	-7699	KLF6								
Interval_58	chr1	123720116	123720192	+	0	NA	Intergenic	NA	2201042	EMBP1								
Interval_665	chr2	148881741	148881809	+	0	NA	intron (LOC101928553, intron 1 of 1)	NA	3812	LOC101928553								
Interval_153	chr10	59597248	59597602	+	0	NA	Intergenic	NA	112466	SLC16A9								
Interval_661	chr2	144703915	144704155	+	0	NA	intron (TEX41, intron 1 of 4)	NA	36068	TEX41								
Interval_1058	chr6	6271219	6271439	+	0	NA	intron (F13A1, intron 4 of 15)	NA	49362	F13A1								
Interval_943	chr4	79249888	79250260	+	0	NA	intron (LINC01088, intron 4 of 5)	NA	75943	NAA11								
Interval_853	chr3	119638989	119639192	+	0	NA	Intergenic	NA	21500	POPDC2								
Interval_327	chr13	42548707	42548949	+	0	NA	Intergenic	NA	-25327	TNFSF11								
Interval_258	chr12	10128749	10128992	+	0	NA	intron (CLEC7A, intron 2 of 6)	NA	1399	CLEC7A								
Interval_1088	chr6	64955464	64955656	+	0	NA	intron (EYS, intron 14 of 42)	NA	-345858	LOC441155								
Interval_781	chr22	18892359	18892652	+	0	NA	Intergenic	NA	-13718	DGCR6								
Interval_89	chr1	178067377	178067638	+	0	NA	Intergenic	NA	26486	RASAL2-AS1								
Interval_204	chr11	44569247	44569468	+	0	NA	intron (CD82, intron 1 of 9)	NA	4930	CD82								
Interval_1032	chr5	125461589	125462092	+	0	NA	Intergenic	NA	-31421	RP11-756H20.1								
Interval_952	chr4	114098603	114098865	+	0	NA	Intergenic	NA	-118609	ARSJ								
Interval_129	chr10	3807250	3807548	+	0	NA	Intergenic	NA	-22118	KLF6								
Interval_22	chr1	39892719	39893003	+	0	NA	Intergenic	NA	9154	MYCL								
Interval_747	chr21	9926220	9926463	+	0	NA	Intergenic	NA	-105280	MGC39584								
Interval_778	chr22	17106957	17107223	+	0	NA	intron (IL17RA, intron 11 of 12)	NA	14233	CECR6								
Interval_1244	chr8	64568729	64569015	+	0	NA	Intergenic	NA	8391	LOC401463								
Interval_1103	chr6	109237109	109237510	+	0	NA	intron (LOC100996634, intron 1 of 9)	NA	695	LOC100996634								
Interval_1234	chr8	49999989	50000415	+	0	NA	intron (SNTG1, intron 1 of 16)	NA	88774	SNTG1								
Interval_81	chr1	167563516	167563811	+	0	NA	Intergenic	NA	-9844	CREG1								
Interval_12	chr1	21022209	21022668	+	0	NA	intron (EIF4G3, intron 1 of 30)	NA	-34006	MIR1256								
Interval_558	chr19	1652749	1653074	+	0	NA	promoter-TSS (TCF3)	NA	-1636	TCF3								
Interval_600	chr19	54483007	54483197	+	0	NA	Intergenic	NA	-9812	CDC42EP5								
Interval_1422	chrY	14340750	14341014	+	0	NA	Intergenic	NA	-183085	NLGN4Y								
Interval_1182	chr7	107069653	107069903	+	0	NA	intron (PRKAR2B, intron 1 of 10)	NA	25045	PRKAR2B								
Interval_821	chr3	26237022	26237517	+	0	NA	Intergenic	NA	-363574	LINC00692								
Interval_368	chr14_KI270722v1_random	187847	188122	+	0	NA	NA	NA	NA	NA								
Interval_1055	chr6	1763319	1763739	+	0	NA	intron (GMDS, intron 7 of 10)	NA	-142772	FLJ46552								
Interval_1218	chr8	28782205	28782419	+	0	NA	intron (INTS9, intron 11 of 12)	NA	80839	EXTL3								
Interval_1380	chrUn_GL000220v1	138277	138447	+	0	NA	Intergenic	NA	7739	LOC102723515								
Interval_322	chr13	35994622	35994991	+	0	NA	intron (DCLK1, intron 3 of 17)	NA	136571	DCLK1								
Interval_1028	chr5	119438566	119438926	+	0	NA	Intergenic	NA	-13697	HSD17B4								
Interval_141	chr10	38886676	38886860	+	0	NA	Intergenic	NA	190172	ACTR3BP5								
Interval_175	chr10	122469082	122469346	+	0	NA	intron (HTRA1, intron 1 of 8)	NA	7689	HTRA1								
Interval_955	chr4	119025869	119026176	+	0	NA	intron (SYNPO2, intron 2 of 2)	NA	-1663	LOC102723956								
Interval_656	chr2	131668942	131669150	+	0	NA	Intergenic	NA	-15851	LOC100507460								
Interval_1358	chr9	128668382	128668565	+	0	NA	Intergenic	NA	-11623	WDR34								
Interval_248	chr11	120659925	120660147	+	0	NA	intron (GRIK4, intron 2 of 17)	NA	95550	GRIK4								
Interval_432	chr16	34592580	34592794	+	0	NA	Intergenic	NA	160695	LOC102724523								
Interval_367	chr14_GL000225v1_random	133727	133859	+	0	NA	Intergenic	NA	97504	LOC100287823								
Interval_584	chr19	42283151	42283458	+	0	NA	Intergenic	NA	-1278	CIC								
Interval_189	chr11	14714001	14714199	+	0	NA	intron (PDE3B, intron 1 of 14)	NA	70377	PDE3B								
Interval_570	chr19	13100101	13100384	+	0	NA	TTS (LYL1)	NA	1676	LYL1								
Interval_1112	chr6	122770657	122770996	+	0	NA	Intergenic	NA	-8724	FABP7								
Interval_742	chr20	62822760	62823024	+	0	NA	intron (COL9A3, intron 10 of 31)	NA	5830	COL9A3								
Interval_596	chr19	51785030	51785235	+	0	NA	Intergenic	NA	-10026	FPR3								
Interval_1095	chr6	83770893	83771406	+	0	NA	Intergenic	NA	-61741	SNAP91								
Interval_959	chr4	127742237	127742561	+	0	NA	intron (SLC25A31, intron 1 of 5)	NA	11999	SLC25A31								
Interval_118	chr1	236185786	236186040	+	0	NA	intron (GPR137B, intron 5 of 5)	NA	43360	GPR137B								
Interval_232	chr11	107928237	107928432	+	0	NA	promoter-TSS (RAB39A)	NA	-217	RAB39A								
Interval_1360	chr9	129888366	129888707	+	0	NA	exon (FNBP1, exon 17 of 17)	NA	18931	MIR6855								
Interval_1038	chr5	140591998	140592307	+	0	NA	intron (LOC100505798, intron 2 of 10)	NA	2418	LOC100505798								
Interval_544	chr18	62808167	62808403	+	0	NA	intron (PHLPP1, intron 1 of 16)	NA	92846	PHLPP1								
Interval_23	chr1	42709142	42709210	+	0	NA	Intergenic	NA	26781	YBX1								
Interval_298	chr12	122703332	122703545	+	0	NA	promoter-TSS (HCAR2)	NA	-81	HCAR2								
Interval_1024	chr5	110054184	110054620	+	0	NA	Intergenic	NA	171220	LOC100289673								
Interval_1097	chr6	91141395	91141698	+	0	NA	Intergenic	NA	-380114	MIR4643								
Interval_669	chr2	157468939	157469164	+	0	NA	Intergenic	NA	-24959	CYTIP								
Interval_618	chr2	27933947	27934275	+	0	NA	intron (BRE, intron 4 of 13)	NA	-42997	BRE-AS1								
