REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp136-MV411-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
1_MV411_3_136_R1_peak_5875_lociStitched	chr16	340347	340608	1	262	105.4179	16.0776
1_MV411_3_136_R1_peak_12197_lociStitched	chr3	33305322	33305583	1	262	98.7624	21.663
1_MV411_3_136_R1_peak_5311_lociStitched	chr15	34599718	34599979	1	262	89.0532	23.0985
1_MV411_3_136_R1_peak_13002_lociStitched	chr3	185595251	185595512	1	262	89.784	1.566
1_MV411_3_136_R1_peak_7441_lociStitched	chr17	65060398	65060659	1	262	102.834	23.751
1_MV411_3_136_R1_peak_16854_lociStitched	chr8	48514772	48515032	1	261	196.82	36.27
1_MV411_3_136_R1_peak_12765_lociStitched	chr3	135875206	135875466	1	261	96.538	1.742
1_MV411_3_136_R1_peak_16520_lociStitched	chr7	156896053	156896313	1	261	117.572	21.892
1_MV411_3_136_R1_peak_17078_lociStitched	chr8	81153939	81154199	1	261	198.926	37.752
1_MV411_3_136_R1_peak_10450_lociStitched	chr2	187633646	187633906	1	261	90.584	29.458
1_MV411_3_136_R1_peak_10301_lociStitched	chr2	151297777	151298037	1	261	126.672	22.672
1_MV411_3_136_R1_peak_13867_lociStitched	chr5	18951358	18951618	1	261	71.058	2.678
1_MV411_3_136_R1_peak_3268_lociStitched	chr11	74461871	74462131	1	261	121.654	25.818
1_MV411_3_136_R1_peak_15232_lociStitched	chr6	53359562	53359822	1	261	135.148	8.45
1_MV411_3_136_R1_peak_11365_lociStitched	chr21	14301862	14302122	1	261	81.068	13.546
1_MV411_3_136_R1_peak_17841_lociStitched	chr9	37911605	37911865	1	261	157.222	42.042
1_MV411_3_136_R1_peak_388_lociStitched	chr1	30735787	30736047	1	261	102.128	6.422
1_MV411_3_136_R1_peak_15572_lociStitched	chr6	157963034	157963293	1	260	127.0654	36.1046
1_MV411_3_136_R1_peak_13707_lociStitched	chr4	171709393	171709652	1	260	78.4511	25.3302
1_MV411_3_136_R1_peak_2794_lociStitched	chr11	27464701	27464960	1	260	108.8318	18.6221
1_MV411_3_136_R1_peak_4125_lociStitched	chr12	92505616	92505875	1	260	91.6342	19.2696
1_MV411_3_136_R1_peak_2847_lociStitched	chr11	41854970	41855229	1	260	79.0986	22.792
1_MV411_3_136_R1_peak_4689_lociStitched	chr14	20179793	20180052	1	260	92.6702	34.9909
1_MV411_3_136_R1_peak_5325_lociStitched	chr15	39939005	39939264	1	260	121.212	36.001
1_MV411_3_136_R1_peak_6049_lociStitched	chr16	12041266	12041525	1	260	139.3161	29.8368
1_MV411_3_136_R1_peak_7939_lociStitched	chr18	57737365	57737623	1	259	101.9358	15.867
1_MV411_3_136_R1_peak_16152_lociStitched	chr7	82347815	82348073	1	259	89.7066	9.2106
1_MV411_3_136_R1_peak_13673_lociStitched	chr4	158535670	158535928	1	259	127.1166	25.284
1_MV411_3_136_R1_peak_12450_lociStitched	chr3	52498527	52498785	1	259	153.4068	33.6432
1_MV411_3_136_R1_peak_9394_lociStitched	chr19	54793040	54793298	1	259	149.5884	58.0242
1_MV411_3_136_R1_peak_8036_lociStitched	chr18	65351798	65352056	1	259	90.7128	6.4242
1_MV411_3_136_R1_peak_16737_lociStitched	chr8	29847967	29848225	1	259	142.6998	29.1798
1_MV411_3_136_R1_peak_6313_lociStitched	chr16	50197253	50197511	1	259	127.6326	21.5688
1_MV411_3_136_R1_peak_4089_lociStitched	chr12	78009087	78009345	1	259	119.8926	37.3326
1_MV411_3_136_R1_peak_1981_lociStitched	chr10	42988692	42988950	1	259	110.2434	29.0766
1_MV411_3_136_R1_peak_16631_lociStitched	chr8	14628326	14628584	1	259	93.3444	26.4708
1_MV411_3_136_R1_peak_9274_lociStitched	chr19	49200785	49201043	1	259	142.3386	38.055
1_MV411_3_136_R1_peak_13265_lociStitched	chr4	37864621	37864878	1	258	97.8913	21.6651
1_MV411_3_136_R1_peak_806_lociStitched	chr1	94720971	94721228	1	258	148.5717	44.8979
1_MV411_3_136_R1_peak_8074_lociStitched	chr18	67737039	67737296	1	258	91.3892	15.1887
1_MV411_3_136_R1_peak_13658_lociStitched	chr4	152885035	152885292	1	258	96.9661	13.364
1_MV411_3_136_R1_peak_14169_lociStitched	chr5	101472126	101472383	1	258	70.8292	6.8619
1_MV411_3_136_R1_peak_124_lociStitched	chr1	9787953	9788210	1	258	132.6377	36.0828
1_MV411_3_136_R1_peak_16544_lociStitched	chr8	630213	630470	1	258	170.648	66.4602
1_MV411_3_136_R1_peak_1770_lociStitched	chr1	246588037	246588294	1	258	126.444	26.471
1_MV411_3_136_R1_peak_6517_lociStitched	chr16	76244003	76244260	1	258	96.7348	4.4718
1_MV411_3_136_R1_peak_2845_lociStitched	chr11	38888557	38888814	1	258	84.1418	9.9716
1_MV411_3_136_R1_peak_2400_lociStitched	chr10	103441682	103441939	1	258	130.2219	11.5393
1_MV411_3_136_R1_peak_6419_lociStitched	chr16	66741937	66742194	1	258	167.1271	37.5991
1_MV411_3_136_R1_peak_16637_lociStitched	chr8	15722227	15722484	1	258	105.3186	46.003
1_MV411_3_136_R1_peak_15498_lociStitched	chr6	141272891	141273148	1	258	71.7801	6.168
1_MV411_3_136_R1_peak_17459_lociStitched	chr8	126806401	126806658	1	258	92.6742	32.3563
1_MV411_3_136_R1_peak_17117_lociStitched	chr8	84572006	84572263	1	258	85.9922	21.3567
1_MV411_3_136_R1_peak_10436_lociStitched	chr2	182139759	182140016	1	258	91.8261	21.2025
1_MV411_3_136_R1_peak_2016_lociStitched	chr10	48577540	48577797	1	258	109.7133	2.313
1_MV411_3_136_R1_peak_16804_lociStitched	chr8	39715481	39715737	1	257	87.4752	15.8208
1_MV411_3_136_R1_peak_10593_lociStitched	chr2	218286939	218287195	1	257	149.6064	47.3344
1_MV411_3_136_R1_peak_17380_lociStitched	chr8	114547485	114547741	1	257	91.776	20.48
1_MV411_3_136_R1_peak_16795_lociStitched	chr8	38936935	38937191	1	257	116.2496	51.3792
1_MV411_3_136_R1_peak_7856_lociStitched	chr18	34880212	34880468	1	257	83.1744	15.1296
1_MV411_3_136_R1_peak_14173_lociStitched	chr5	102754944	102755200	1	257	121.728	27.4944
1_MV411_3_136_R1_peak_15488_lociStitched	chr6	139324471	139324727	1	257	85.376	26.1376
1_MV411_3_136_R1_peak_11838_lociStitched	chr22	39072593	39072849	1	257	90.3424	18.4832
1_MV411_3_136_R1_peak_3589_lociStitched	chr12	6550697	6550953	1	257	153.7536	44.3136
1_MV411_3_136_R1_peak_8056_lociStitched	chr18	66585486	66585741	1	256	75.1485	19.2015
1_MV411_3_136_R1_peak_4367_lociStitched	chr12	122276595	122276850	1	256	101.2095	28.56
1_MV411_3_136_R1_peak_15449_lociStitched	chr6	133877356	133877611	1	256	78.03	20.808
1_MV411_3_136_R1_peak_13978_lociStitched	chr5	55776619	55776874	1	256	96.1605	20.451
1_MV411_3_136_R1_peak_4062_lociStitched	chr12	73227437	73227692	1	256	87.006	1.8615
1_MV411_3_136_R1_peak_4867_lociStitched	chr14	55304450	55304705	1	256	100.776	13.413
1_MV411_3_136_R1_peak_17181_lociStitched	chr8	91975320	91975575	1	256	104.9325	28.968
1_MV411_3_136_R1_peak_641_lociStitched	chr1	52703507	52703762	1	256	164.781	37.332
1_MV411_3_136_R1_peak_8140_lociStitched	chr18	71563996	71564251	1	256	81.345	22.9245
1_MV411_3_136_R1_peak_9670_lociStitched	chr2	34998174	34998428	1	255	141.1478	35.7378
1_MV411_3_136_R1_peak_7960_lociStitched	chr18	60656022	60656276	1	255	108.331	17.1958
1_MV411_3_136_R1_peak_4959_lociStitched	chr14	71143080	71143334	1	255	89.5096	25.6032
1_MV411_3_136_R1_peak_16652_lociStitched	chr8	18911926	18912180	1	255	103.8098	43.5102
1_MV411_3_136_R1_peak_929_lociStitched	chr1	117857841	117858095	1	255	90.1954	13.2842
1_MV411_3_136_R1_peak_14111_lociStitched	chr5	85384763	85385017	1	255	86.5124	13.97
1_MV411_3_136_R1_peak_1327_lociStitched	chr1	183902662	183902916	1	255	114.7572	16.4338
1_MV411_3_136_R1_peak_16624_lociStitched	chr8	14084694	14084948	1	255	88.0364	16.0528
1_MV411_3_136_R1_peak_1780_lociStitched	chr1	247721658	247721912	1	255	98.1456	3.8354
1_MV411_3_136_R1_peak_13291_lociStitched	chr4	41513181	41513435	1	255	104.5972	5.5626
1_MV411_3_136_R1_peak_16324_lociStitched	chr7	112080695	112080949	1	255	105.1052	22.4282
1_MV411_3_136_R1_peak_17180_lociStitched	chr8	91715714	91715968	1	255	142.9004	45.974
1_MV411_3_136_R1_peak_6556_lociStitched	chr16	85310099	85310353	1	255	144.7038	31.2928
1_MV411_3_136_R1_peak_12318_lociStitched	chr3	46987982	46988236	1	255	135.2042	24.9682
1_MV411_3_136_R1_peak_11456_lociStitched	chr21	34520356	34520610	1	255	113.5888	17.5006
1_MV411_3_136_R1_peak_15244_lociStitched	chr6	67092683	67092936	1	254	82.8575	24.9964
1_MV411_3_136_R1_peak_8043_lociStitched	chr18	65962267	65962520	1	254	88.7271	3.8203
1_MV411_3_136_R1_peak_17678_lociStitched	chr9	2229267	2229520	1	254	147.0689	46.7291
1_MV411_3_136_R1_peak_8112_lociStitched	chr18	69797990	69798243	1	254	119.8967	20.1641
1_MV411_3_136_R1_peak_6932_lociStitched	chr17	27333399	27333652	1	254	147.1195	28.4119
1_MV411_3_136_R1_peak_13222_lociStitched	chr4	22910724	22910977	1	254	114.6596	23.6302
1_MV411_3_136_R1_peak_1158_lociStitched	chr1	157148201	157148454	1	254	129.1565	30.8913
1_MV411_3_136_R1_peak_8041_lociStitched	chr18	65872996	65873249	1	254	88.1199	2.3276
1_MV411_3_136_R1_peak_6530_lociStitched	chr16	81505337	81505590	1	254	144.6148	19.6581
1_MV411_3_136_R1_peak_16926_lociStitched	chr8	60141881	60142134	1	254	104.0589	34.0285
1_MV411_3_136_R1_peak_16561_lociStitched	chr8	4617637	4617890	1	254	110.5863	6.0214
1_MV411_3_136_R1_peak_18706_lociStitched	chrX	109709070	109709322	1	253	98.8092	9.2736
1_MV411_3_136_R1_peak_2110_lociStitched	chr10	71108472	71108724	1	253	109.6704	46.4436
1_MV411_3_136_R1_peak_15786_lociStitched	chr7	8980426	8980678	1	253	87.8724	11.7684
1_MV411_3_136_R1_peak_14094_lociStitched	chr5	80400052	80400304	1	253	106.722	15.4476
1_MV411_3_136_R1_peak_5637_lociStitched	chr15	70508773	70509025	1	253	126.1512	41.1264
1_MV411_3_136_R1_peak_14714_lociStitched	chr6	6857029	6857281	1	253	112.8456	29.0556
1_MV411_3_136_R1_peak_8776_lociStitched	chr19	17850765	17851017	1	253	141.9516	19.6056
1_MV411_3_136_R1_peak_10787_lociStitched	chr2	241771760	241772012	1	253	101.1276	21.8232
1_MV411_3_136_R1_peak_8062_lociStitched	chr18	66826522	66826774	1	253	90.6696	16.0524
1_MV411_3_136_R1_peak_1885_lociStitched	chr10	19638879	19639131	1	253	68.1408	13.8096
1_MV411_3_136_R1_peak_14908_lociStitched	chr6	27738669	27738920	1	252	126.0271	13.9054
MV411_3_136_R1_peak_15708	chr7	2249333	2249584	1	252	112.5986	13.303
1_MV411_3_136_R1_peak_12885_lociStitched	chr3	159929859	159930110	1	252	103.3869	35.3157
1_MV411_3_136_R1_peak_2621_lociStitched	chr11	942624	942875	1	252	134.536	48.9952
1_MV411_3_136_R1_peak_16209_lociStitched	chr7	98641146	98641397	1	252	96.4342	5.4969
1_MV411_3_136_R1_peak_6422_lociStitched	chr16	66872969	66873220	1	252	137.3472	36.8217
1_MV411_3_136_R1_peak_4190_lociStitched	chr12	106112688	106112939	1	252	99.6721	30.1953
1_MV411_3_136_R1_peak_12896_lociStitched	chr3	161770180	161770431	1	252	120.7059	27.0578
1_MV411_3_136_R1_peak_5137_lociStitched	chr14	95185669	95185920	1	252	159.8368	30.1451
1_MV411_3_136_R1_peak_10310_lociStitched	chr2	156430824	156431075	1	252	101.9562	28.614
1_MV411_3_136_R1_peak_12275_lociStitched	chr3	45134440	45134691	1	252	106.7001	30.0447
1_MV411_3_136_R1_peak_15437_lociStitched	chr6	128250810	128251061	1	252	92.0166	32.7053
1_MV411_3_136_R1_peak_11094_lociStitched	chr20	36949166	36949416	1	251	92.95	27.375
1_MV411_3_136_R1_peak_4722_lociStitched	chr14	22908380	22908630	1	251	92.875	31.05
1_MV411_3_136_R1_peak_3310_lociStitched	chr11	82203995	82204245	1	251	108.9	25.425
1_MV411_3_136_R1_peak_2627_lociStitched	chr11	1383109	1383359	1	251	91.5	3.05
1_MV411_3_136_R1_peak_8578_lociStitched	chr19	10305248	10305498	1	251	171.05	43.0
1_MV411_3_136_R1_peak_17543_lociStitched	chr8	137117796	137118045	1	250	75.1233	6.4989
1_MV411_3_136_R1_peak_8450_lociStitched	chr19	5686877	5687126	1	250	218.2485	61.4781
1_MV411_3_136_R1_peak_10355_lociStitched	chr2	162530948	162531197	1	250	79.8792	15.3633
1_MV411_3_136_R1_peak_15453_lociStitched	chr6	135089025	135089274	1	250	81.423	20.7168
1_MV411_3_136_R1_peak_2406_lociStitched	chr10	103910327	103910576	1	250	92.379	24.3024
1_MV411_3_136_R1_peak_7267_lociStitched	chr17	49515695	49515944	1	250	119.4204	22.8582
1_MV411_3_136_R1_peak_9656_lociStitched	chr2	31888129	31888378	1	250	94.9935	20.4429
1_MV411_3_136_R1_peak_1916_lociStitched	chr10	27482374	27482623	1	250	111.5769	23.406
1_MV411_3_136_R1_peak_2181_lociStitched	chr10	74047517	74047766	1	250	94.8939	22.7337
1_MV411_3_136_R1_peak_4594_lociStitched	chr13	48571448	48571697	1	250	84.7596	15.7119
1_MV411_3_136_R1_peak_12291_lociStitched	chr3	46193749	46193998	1	250	99.2514	27.1659
1_MV411_3_136_R1_peak_16745_lociStitched	chr8	31028440	31028689	1	250	114.3159	38.1468
1_MV411_3_136_R1_peak_1322_lociStitched	chr1	183580853	183581102	1	250	108.5889	20.6421
1_MV411_3_136_R1_peak_11249_lociStitched	chr20	53609300	53609548	1	249	113.1624	20.5592
1_MV411_3_136_R1_peak_9084_lociStitched	chr19	41928714	41928962	1	249	150.1888	34.1992
1_MV411_3_136_R1_peak_13531_lociStitched	chr4	116345629	116345877	1	249	71.6472	33.0336
1_MV411_3_136_R1_peak_16444_lociStitched	chr7	147016795	147017043	1	249	69.316	10.2424
1_MV411_3_136_R1_peak_7849_lociStitched	chr18	32985309	32985557	1	249	101.184	27.9744
1_MV411_3_136_R1_peak_15724_lociStitched	chr7	2792984	2793232	1	249	112.468	21.9232
1_MV411_3_136_R1_peak_8676_lociStitched	chr19	14081719	14081967	1	249	138.9544	37.82
1_MV411_3_136_R1_peak_8154_lociStitched	chr18	72732886	72733134	1	249	91.016	15.0288
1_MV411_3_136_R1_peak_12621_lociStitched	chr3	113620492	113620740	1	249	96.4224	13.4912
1_MV411_3_136_R1_peak_17089_lociStitched	chr8	82511714	82511961	1	248	77.3357	15.9315
1_MV411_3_136_R1_peak_12554_lociStitched	chr3	80971642	80971889	1	248	77.2122	9.2872
1_MV411_3_136_R1_peak_8343_lociStitched	chr19	2148547	2148794	1	248	131.3299	11.8807
1_MV411_3_136_R1_peak_5024_lociStitched	chr14	76909211	76909458	1	248	125.6242	5.3352
1_MV411_3_136_R1_peak_16872_lociStitched	chr8	52271919	52272166	1	248	98.7753	21.736
1_MV411_3_136_R1_peak_14177_lociStitched	chr5	104815534	104815781	1	248	87.6603	11.6831
1_MV411_3_136_R1_peak_6120_lociStitched	chr16	22191539	22191786	1	248	110.5078	15.1164
1_MV411_3_136_R1_peak_5154_lociStitched	chr14	98755148	98755395	1	248	113.2742	38.1615
1_MV411_3_136_R1_peak_8898_lociStitched	chr19	30549210	30549457	1	248	147.8048	34.9258
1_MV411_3_136_R1_peak_2036_lociStitched	chr10	62386833	62387080	1	248	91.9087	16.6478
1_MV411_3_136_R1_peak_6403_lociStitched	chr16	60142236	60142483	1	248	74.5693	19.513
1_MV411_3_136_R1_peak_55_lociStitched	chr1	2314931	2315177	1	247	135.4476	23.6406
1_MV411_3_136_R1_peak_16939_lociStitched	chr8	62726626	62726872	1	247	84.009	14.2434
1_MV411_3_136_R1_peak_14133_lociStitched	chr5	90990574	90990820	1	247	87.6744	24.0834
1_MV411_3_136_R1_peak_15527_lociStitched	chr6	148023335	148023581	1	247	84.6732	15.3258
1_MV411_3_136_R1_peak_8139_lociStitched	chr18	71526807	71527053	1	247	75.1284	19.7292
1_MV411_3_136_R1_peak_15094_lociStitched	chr6	36629235	36629481	1	247	144.9186	34.5384
1_MV411_3_136_R1_peak_10167_lociStitched	chr2	112880981	112881227	1	247	106.5426	5.4366
1_MV411_3_136_R1_peak_17134_lociStitched	chr8	87420308	87420554	1	247	90.0852	25.2888
1_MV411_3_136_R1_peak_5246_lociStitched	chr15	25309411	25309657	1	247	79.1628	13.5792
1_MV411_3_136_R1_peak_14424_lociStitched	chr5	146813593	146813839	1	247	104.9436	14.2188
1_MV411_3_136_R1_peak_15282_lociStitched	chr6	81638767	81639013	1	247	86.6904	10.455
1_MV411_3_136_R1_peak_3425_lociStitched	chr11	115996543	115996789	1	247	95.694	5.5104
1_MV411_3_136_R1_peak_18610_lociStitched	chrX	54639508	54639754	1	247	114.1194	27.429
1_MV411_3_136_R1_peak_17662_lociStitched	chr8	144768689	144768935	1	247	121.0074	22.9518
1_MV411_3_136_R1_peak_13587_lociStitched	chr4	131380519	131380764	1	246	138.4005	24.7205
1_MV411_3_136_R1_peak_17149_lociStitched	chr8	88260954	88261199	1	246	91.2135	33.3935
1_MV411_3_136_R1_peak_4858_lociStitched	chr14	53676137	53676382	1	246	85.211	10.339
1_MV411_3_136_R1_peak_1377_lociStitched	chr1	199859114	199859359	1	246	78.498	7.5215
1_MV411_3_136_R1_peak_14780_lociStitched	chr6	13361068	13361313	1	246	114.807	15.582
1_MV411_3_136_R1_peak_778_lociStitched	chr1	89843487	89843732	1	246	115.983	49.784
1_MV411_3_136_R1_peak_17557_lociStitched	chr8	140781514	140781759	1	246	125.5625	28.7385
1_MV411_3_136_R1_peak_12566_lociStitched	chr3	88270927	88271172	1	246	73.794	18.326
1_MV411_3_136_R1_peak_17311_lociStitched	chr8	110163498	110163743	1	246	93.6635	17.1255
1_MV411_3_136_R1_peak_13523_lociStitched	chr4	113899488	113899733	1	246	85.4315	9.653
1_MV411_3_136_R1_peak_1749_lociStitched	chr1	245957452	245957696	1	245	77.2748	16.5188
1_MV411_3_136_R1_peak_1910_lociStitched	chr10	27034933	27035177	1	245	91.0608	3.4648
1_MV411_3_136_R1_peak_15344_lociStitched	chr6	100550484	100550728	1	245	90.5728	6.1488
1_MV411_3_136_R1_peak_5985_lociStitched	chr16	4016353	4016597	1	245	117.3396	24.7172
1_MV411_3_136_R1_peak_7042_lociStitched	chr17	35345807	35346051	1	245	113.094	56.1932
1_MV411_3_136_R1_peak_15290_lociStitched	chr6	84471498	84471742	1	245	69.784	16.7628
1_MV411_3_136_R1_peak_2439_lociStitched	chr10	111894828	111895072	1	245	66.1728	16.6896
1_MV411_3_136_R1_peak_11877_lociStitched	chr22	41444165	41444409	1	245	106.5304	30.2072
1_MV411_3_136_R1_peak_18235_lociStitched	chr9	129737876	129738120	1	245	119.1696	26.8888
1_MV411_3_136_R1_peak_12920_lociStitched	chr3	170045117	170045361	1	245	86.5956	15.128
1_MV411_3_136_R1_peak_16760_lociStitched	chr8	34781099	34781343	1	245	135.3956	8.4912
1_MV411_3_136_R1_peak_13991_lociStitched	chr5	56736571	56736815	1	245	124.3668	26.0348
1_MV411_3_136_R1_peak_15251_lociStitched	chr6	69237800	69238044	1	245	100.3084	17.812
1_MV411_3_136_R1_peak_399_lociStitched	chr1	31505703	31505947	1	245	154.3056	48.7512
1_MV411_3_136_R1_peak_5196_lociStitched	chr14	103071874	103072117	1	244	143.2485	40.8726
1_MV411_3_136_R1_peak_16174_lociStitched	chr7	88670344	88670587	1	244	81.8181	11.0565
1_MV411_3_136_R1_peak_13405_lociStitched	chr4	81707665	81707908	1	244	79.1937	30.3264
1_MV411_3_136_R1_peak_3717_lociStitched	chr12	21234633	21234876	1	244	86.994	12.5388
1_MV411_3_136_R1_peak_13773_lociStitched	chr4	184896575	184896818	1	244	118.3167	30.2778
1_MV411_3_136_R1_peak_17338_lociStitched	chr8	111982407	111982650	1	244	91.5138	22.8663
1_MV411_3_136_R1_peak_12560_lociStitched	chr3	85073900	85074143	1	244	91.5867	4.6899
1_MV411_3_136_R1_peak_16867_lociStitched	chr8	51602002	51602245	1	244	93.6765	33.777
1_MV411_3_136_R1_peak_16254_lociStitched	chr7	100837106	100837349	1	244	100.2861	28.5525
1_MV411_3_136_R1_peak_17316_lociStitched	chr8	110373215	110373458	1	244	99.3141	12.1014
1_MV411_3_136_R1_peak_12393_lociStitched	chr3	50260340	50260583	1	244	154.4751	30.861
1_MV411_3_136_R1_peak_8032_lociStitched	chr18	65219413	65219656	1	244	129.0087	34.5303
1_MV411_3_136_R1_peak_17455_lociStitched	chr8	125434996	125435239	1	244	179.0424	73.9449
1_MV411_3_136_R1_peak_10453_lociStitched	chr2	189050490	189050733	1	244	88.4034	30.3993
1_MV411_3_136_R1_peak_16859_lociStitched	chr8	49871387	49871630	1	244	79.9227	25.1748
1_MV411_3_136_R1_peak_14329_lociStitched	chr5	139246720	139246963	1	244	103.275	7.1199
1_MV411_3_136_R1_peak_3565_lociStitched	chr12	3704607	3704849	1	243	95.1302	28.9674
1_MV411_3_136_R1_peak_8063_lociStitched	chr18	66869016	66869258	1	243	93.0006	29.0642
1_MV411_3_136_R1_peak_11374_lociStitched	chr21	16519479	16519721	1	243	90.9678	23.6192
1_MV411_3_136_R1_peak_16758_lociStitched	chr8	34606567	34606809	1	243	76.5204	36.8082
1_MV411_3_136_R1_peak_10621_lociStitched	chr2	222092919	222093161	1	243	74.7538	19.8924
1_MV411_3_136_R1_peak_17146_lociStitched	chr8	88156093	88156335	1	243	93.5814	11.8096
1_MV411_3_136_R1_peak_5134_lociStitched	chr14	94664454	94664696	1	243	109.9164	42.35
1_MV411_3_136_R1_peak_8629_lociStitched	chr19	12613556	12613798	1	243	122.089	31.0002
1_MV411_3_136_R1_peak_16987_lociStitched	chr8	72317919	72318161	1	243	134.0438	29.161
1_MV411_3_136_R1_peak_1932_lociStitched	chr10	30784768	30785010	1	243	108.6822	4.0898
1_MV411_3_136_R1_peak_17235_lociStitched	chr8	99027005	99027246	1	242	111.6794	23.9313
1_MV411_3_136_R1_peak_7599_lociStitched	chr17	78646223	78646464	1	242	123.3438	14.1708
1_MV411_3_136_R1_peak_17287_lociStitched	chr8	105502309	105502550	1	242	109.173	4.2898
1_MV411_3_136_R1_peak_14211_lociStitched	chr5	117449301	117449542	1	242	92.0379	26.5341
1_MV411_3_136_R1_peak_1229_lociStitched	chr1	167563898	167564139	1	242	118.6925	46.8022
1_MV411_3_136_R1_peak_10042_lociStitched	chr2	95941447	95941688	1	242	71.5288	26.7751
1_MV411_3_136_R1_peak_13969_lociStitched	chr5	51624261	51624502	1	242	98.8582	17.9545
1_MV411_3_136_R1_peak_8427_lociStitched	chr19	4505302	4505543	1	242	143.2263	50.0798
1_MV411_3_136_R1_peak_14428_lociStitched	chr5	148343254	148343494	1	241	117.288	20.568
1_MV411_3_136_R1_peak_13421_lociStitched	chr4	83217963	83218203	1	241	122.856	16.968
1_MV411_3_136_R1_peak_7576_lociStitched	chr17	77958818	77959058	1	241	118.032	22.248
1_MV411_3_136_R1_peak_6645_lociStitched	chr17	282282	282522	1	241	112.2	17.952
1_MV411_3_136_R1_peak_17006_lociStitched	chr8	75028955	75029195	1	241	91.344	8.808
1_MV411_3_136_R1_peak_16955_lociStitched	chr8	65795121	65795361	1	241	110.688	31.296
1_MV411_3_136_R1_peak_17085_lociStitched	chr8	82185357	82185597	1	241	113.328	13.152
1_MV411_3_136_R1_peak_13868_lociStitched	chr5	23460263	23460503	1	241	83.112	10.488
1_MV411_3_136_R1_peak_10233_lociStitched	chr2	134119921	134120160	1	240	84.6538	23.6849
1_MV411_3_136_R1_peak_14379_lociStitched	chr5	141508711	141508950	1	240	131.928	21.1993
1_MV411_3_136_R1_peak_4064_lociStitched	chr12	74286414	74286653	1	240	68.4257	2.8441
1_MV411_3_136_R1_peak_7965_lociStitched	chr18	60901747	60901986	1	240	84.6777	23.7327
1_MV411_3_136_R1_peak_13809_lociStitched	chr5	543417	543656	1	240	114.6483	22.5616
1_MV411_3_136_R1_peak_12093_lociStitched	chr3	12554038	12554277	1	240	124.6385	44.8125
1_MV411_3_136_R1_peak_16873_lociStitched	chr8	52303346	52303585	1	240	90.103	28.0108
1_MV411_3_136_R1_peak_14137_lociStitched	chr5	93822182	93822421	1	240	103.4631	29.8272
1_MV411_3_136_R1_peak_15814_lociStitched	chr7	18178028	18178267	1	240	113.9074	24.9994
1_MV411_3_136_R1_peak_917_lociStitched	chr1	116827041	116827280	1	240	114.242	40.9885
1_MV411_3_136_R1_peak_7715_lociStitched	chr17	83125197	83125436	1	240	122.6548	26.7919
1_MV411_3_136_R1_peak_1809_lociStitched	chr10	4663627	4663866	1	240	89.5294	22.5377
1_MV411_3_136_R1_peak_18810_lociStitched	chrX	152989081	152989320	1	240	85.7054	0.0
1_MV411_3_136_R1_peak_13516_lociStitched	chr4	111112765	111113004	1	240	80.0172	5.7121
1_MV411_3_136_R1_peak_13341_lociStitched	chr4	61158271	61158510	1	240	73.3013	6.7876
1_MV411_3_136_R1_peak_16934_lociStitched	chr8	61734257	61734496	1	240	126.0247	31.8587
1_MV411_3_136_R1_peak_931_lociStitched	chr1	118523719	118523957	1	239	103.9822	27.3462
1_MV411_3_136_R1_peak_7350_lociStitched	chr17	58659335	58659573	1	239	147.084	24.7996
1_MV411_3_136_R1_peak_4160_lociStitched	chr12	100127846	100128084	1	239	92.6296	21.2296
1_MV411_3_136_R1_peak_3999_lociStitched	chr12	60806448	60806686	1	239	77.231	3.0226
1_MV411_3_136_R1_peak_9854_lociStitched	chr2	62264859	62265097	1	239	110.5272	22.1102
1_MV411_3_136_R1_peak_16862_lociStitched	chr8	50829934	50830172	1	239	91.2016	10.1626
1_MV411_3_136_R1_peak_12762_lociStitched	chr3	133805980	133806218	1	239	133.0658	24.5378
1_MV411_3_136_R1_peak_17238_lociStitched	chr8	99483663	99483900	1	238	96.3879	22.8468
1_MV411_3_136_R1_peak_17629_lociStitched	chr8	144035885	144036122	1	238	110.6553	6.9441
1_MV411_3_136_R1_peak_16147_lociStitched	chr7	81596674	81596911	1	238	78.7314	13.8408
1_MV411_3_136_R1_peak_17379_lociStitched	chr8	114529770	114530007	1	238	98.9238	27.7527
1_MV411_3_136_R1_peak_17830_lociStitched	chr9	37291083	37291320	1	238	66.9762	21.5433
1_MV411_3_136_R1_peak_16978_lociStitched	chr8	70884894	70885131	1	238	86.7657	14.3385
1_MV411_3_136_R1_peak_10075_lociStitched	chr2	98100364	98100601	1	238	114.3999	27.9423
1_MV411_3_136_R1_peak_5098_lociStitched	chr14	91366830	91367067	1	238	93.7572	14.2437
1_MV411_3_136_R1_peak_10439_lociStitched	chr2	183759038	183759275	1	238	85.4859	15.405
1_MV411_3_136_R1_peak_3748_lociStitched	chr12	29241742	29241979	1	238	108.9489	20.2398
1_MV411_3_136_R1_peak_7452_lociStitched	chr17	67509918	67510155	1	238	95.511	22.7757
1_MV411_3_136_R1_peak_780_lociStitched	chr1	90268081	90268317	1	237	80.8772	0.0
1_MV411_3_136_R1_peak_5465_lociStitched	chr15	53208630	53208866	1	237	91.5444	32.8984
