PeakID (cmd=annotatePeaks.pl ETV6.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1783	chr1	226062098	226062331	+	0	NA	promoter-TSS (H3F3A)	NA	-493	H3F3A								
Interval_3215	chr11	60185341	60185545	+	0	NA	promoter-TSS (MS4A6A)	NA	-777	MS4A6A								
Interval_19464	chr9	899473	899657	+	0	NA	intron (DMRT1, intron 3 of 4)	NA	57918	DMRT1								
Interval_17946	chr7	99504949	99505499	+	0	NA	promoter-TSS (ZKSCAN5)	NA	274	ZKSCAN5								
Interval_7711	chr17	38566775	38567005	+	0	NA	intron (SRCIN1, intron 1 of 17)	NA	-19152	LOC101929513								
Interval_3305	chr11	64339924	64340655	+	0	NA	promoter-TSS (CCDC88B)	NA	71	CCDC88B								
Interval_11307	chr2	209619857	209620002	+	0	NA	intron (MAP2, intron 2 of 11)	NA	-152064	UNC80								
Interval_949	chr1	109100015	109100286	+	0	NA	promoter-TSS (SCARNA2)	NA	-43	SCARNA2								
Interval_17985	chr7	101717769	101717998	+	0	NA	Intergenic	NA	-93600	MYL10								
Interval_18520	chr8	30324552	30324874	+	0	NA	Intergenic	NA	-59791	RBPMS								
Interval_1691	chr1	212256371	212256700	+	0	NA	Intergenic	NA	-21883	RP11-15I11.3								
Interval_11133	chr2	177281340	177281691	+	0	NA	Intergenic	NA	-17626	NFE2L2								
Interval_16225	chr6	6724130	6724482	+	0	NA	promoter-TSS (LOC101928047)	NA	6469	LOC101928047								
Interval_13914	chr3	171975494	171975893	+	0	NA	Intergenic	NA	-63935	FNDC3B								
Interval_4454	chr12	65133691	65134278	+	0	NA	Intergenic	NA	-12418	WIF1								
Interval_18524	chr8	30423416	30423758	+	0	NA	intron (RBPMS, intron 1 of 9)	NA	-18523	LOC102723549								
Interval_810	chr1	86774292	86774716	+	0	NA	Intergenic	NA	69934	SH3GLB1								
Interval_19627	chr9	35891775	35891962	+	0	NA	Intergenic	NA	-14324	HRCT1								
Interval_5218	chr13	75482156	75482743	+	0	NA	promoter-TSS (TBC1D4)	NA	-335	TBC1D4								
Interval_17872	chr7	84372794	84373018	+	0	NA	intron (SEMA3A, intron 1 of 18)	NA	119862	SEMA3A								
Interval_19594	chr9	33167383	33167709	+	0	NA	promoter-TSS (B4GALT1)	NA	-188	B4GALT1								
Interval_6216	chr15	57322184	57322503	+	0	NA	intron (LOC101928611, intron 1 of 3)	NA	3279	LOC101928611								
Interval_8389	chr17	81327007	81327501	+	0	NA	intron (TMEM105, intron 1 of 2)	NA	3420	TMEM105								
Interval_20016	chr9	124054882	124055058	+	0	NA	Intergenic	NA	43360	LHX2								
Interval_15735	chr5	132114623	132114908	+	0	NA	Intergenic	NA	40973	CSF2								
Interval_11834	chr20	32603181	32603403	+	0	NA	intron (LOC149950, intron 2 of 2)	NA	15813	LOC149950								
Interval_11202	chr2	195650661	195650806	+	0	NA	Intergenic	NA	-6395	SLC39A10								
Interval_18286	chr8	6406451	6406690	+	0	NA	promoter-TSS (MCPH1)	NA	-22	LOC100287015								
Interval_4957	chr12	132710364	132710973	+	0	NA	promoter-TSS (PGAM5)	NA	-139	PGAM5								
Interval_13764	chr3	142046318	142046664	+	0	NA	intron (TFDP2, intron 3 of 11)	NA	-17794	TFDP2								
Interval_7358	chr16	88993390	88993882	+	0	NA	Intergenic	NA	-52313	CBFA2T3								
Interval_9524	chr19	35346826	35347015	+	0	NA	exon (CD22, exon 13 of 13)	NA	1379	MIR5196								
Interval_4201	chr12	32589636	32589803	+	0	NA	intron (FGD4, intron 3 of 15)	NA	87612	FGD4								
Interval_20126	chr9	129806109	129806425	+	0	NA	intron (TOR1B, intron 2 of 4)	NA	3118	TOR1B								
Interval_18131	chr7	135976965	135977645	+	0	NA	exon (MTPN, exon 1 of 4)	NA	151	LUZP6								
Interval_19675	chr9	70494177	70494579	+	0	NA	Intergenic	NA	-79721	KLF9								
Interval_6847	chr16	19513713	19513861	+	0	NA	intron (GDE1, intron 2 of 5)	NA	8341	GDE1								
Interval_5644	chr14	69712613	69712807	+	0	NA	exon (KIAA0247, exon 6 of 6)	NA	55003	LOC100289511								
Interval_1833	chr1	230186845	230187227	+	0	NA	intron (GALNT2, intron 2 of 15)	NA	119827	GALNT2								
Interval_14062	chr3	187999892	188000257	+	0	NA	Intergenic	NA	154014	LPP-AS2								
Interval_448	chr1	33524716	33524864	+	0	NA	intron (CSMD2, intron 66 of 70)	NA	52159	ZSCAN20								
Interval_6518	chr15	81747626	81747815	+	0	NA	intron (LOC102724001, intron 2 of 2)	NA	-84597	LOC102723985								
Interval_6360	chr15	69666940	69667198	+	0	NA	Intergenic	NA	105349	RP11-279F6.1								
Interval_9246	chr19	12881343	12881519	+	0	NA	promoter-TSS (DNASE2)	NA	90	DNASE2								
Interval_19606	chr9	34125628	34126969	+	0	NA	promoter-TSS (DCAF12)	NA	-572	DCAF12								
Interval_2227	chr10	32318612	32318804	+	0	NA	intron (EPC1, intron 1 of 14)	NA	-28656	LOC102031319								
Interval_9051	chr19	5799287	5799521	+	0	NA	Intergenic	NA	-8166	DUS3L								
Interval_14083	chr3	189839788	189840093	+	0	NA	intron (TP63, intron 4 of 13)	NA	9965	MIR944								
Interval_17603	chr7	34047719	34047853	+	0	NA	intron (BMPER, intron 7 of 13)	NA	142206	BMPER								
Interval_5721	chr14	75615199	75615569	+	0	NA	intron (FLVCR2, intron 1 of 9)	NA	9922	FLVCR2								
Interval_13290	chr3	50321706	50321895	+	0	NA	promoter-TSS (HYAL2)	NA	968	HYAL2								
Interval_8756	chr18	57748871	57748996	+	0	NA	intron (ATP8B1, intron 1 of 27)	NA	13377	LOC102724733								
Interval_2721	chr10	103966881	103967070	+	0	NA	promoter-TSS (LOC102724351)	NA	35	LOC102724351								
Interval_2651	chr10	97842762	97842964	+	0	NA	intron (LINC00866, intron 1 of 2)	NA	6935	LINC00866								
Interval_6798	chr16	11307444	11307597	+	0	NA	promoter-TSS (MIR548H2)	NA	-993	MIR548H2								
Interval_7042	chr16	55510212	55510461	+	0	NA	intron (LPCAT2, intron 1 of 8)	NA	1335	LPCAT2								
Interval_8456	chr18	158284	158526	+	0	NA	promoter-TSS (USP14)	NA	-78	USP14								
Interval_1476	chr1	183956690	183956932	+	0	NA	intron (COLGALT2, intron 6 of 11)	NA	80666	COLGALT2								
Interval_4906	chr12	124927695	124928096	+	0	NA	promoter-TSS (TRNAF2)	NA	20	TRNAF2								
Interval_15101	chr5	373806	374049	+	0	NA	intron (AHRR, intron 3 of 11)	NA	69216	C5orf55								
Interval_17957	chr7	100158564	100158918	+	0	NA	promoter-TSS (C7orf43)	NA	-62	C7orf43								
Interval_10919	chr2	130383785	130383961	+	0	NA	Intergenic	NA	27866	PTPN18								
Interval_12891	chr3	7876884	7877212	+	0	NA	Intergenic	NA	139259	AC087859.1								
Interval_18325	chr8	11283910	11285353	+	0	NA	exon (MTMR9, exon 1 of 10)	NA	140	MTMR9								
Interval_14587	chr4	57943763	57944035	+	0	NA	Intergenic	NA	453044	LOC102724598								
Interval_6233	chr15	58933874	58934071	+	0	NA	promoter-TSS (SLTM)	NA	-396	SLTM								
Interval_5599	chr14	65879769	65879945	+	0	NA	Intergenic	NA	217046	LOC101927878								
Interval_11525	chr2	239607085	239607231	+	0	NA	Intergenic	NA	28857	FLJ45964								
Interval_4965	chr12	132986153	132986501	+	0	NA	promoter-TSS (ZNF26)	NA	-38	ZNF26								
Interval_8413	chr17	81860764	81861056	+	0	NA	promoter-TSS (P4HB)	NA	-242	P4HB								
Interval_16268	chr6	11350305	11350548	+	0	NA	intron (NEDD9, intron 1 of 9)	NA	-98413	LOC102724361								
Interval_12334	chr21	36511457	36511795	+	0	NA	intron (CLDN14, intron 1 of 2)	NA	-31536	CLDN14								
Interval_18082	chr7	125356082	125356277	+	0	NA	intron (RP11-3B12.2, intron 7 of 8)	NA	-81677	LOC100506664								
Interval_16670	chr6	42929111	42930379	+	0	NA	intron (CNPY3, intron 1 of 4)	NA	257	CNPY3								
Interval_9789	chr19	47487060	47487429	+	0	NA	TTS (NAPA)	NA	2962	NAPA-AS1								
Interval_12196	chr21	14332266	14332505	+	0	NA	Intergenic	NA	50803	HSPA13								
Interval_4443	chr12	63917934	63918304	+	0	NA	intron (SRGAP1, intron 1 of 21)	NA	73623	SRGAP1								
Interval_3821	chr11	124740225	124740414	+	0	NA	intron (NRGN, intron 1 of 3)	NA	386	NRGN								
Interval_4174	chr12	29148823	29149345	+	0	NA	promoter-TSS (FAR2)	NA	81	FAR2								
Interval_20584	chrX	101407916	101408105	+	0	NA	promoter-TSS (HNRNPH2)	NA	3	GLA								
Interval_11019	chr2	152731023	152731193	+	0	NA	intron (ARL6IP6, intron 2 of 3)	NA	-13116	PRPF40A								
Interval_11551	chr20	297179	297609	+	0	NA	promoter-TSS (ZCCHC3)	NA	-169	ZCCHC3								
Interval_12870	chr3	4950485	4950648	+	0	NA	Intergenic	NA	-28846	BHLHE40								
Interval_1475	chr1	183896576	183896854	+	0	NA	intron (RGL1, intron 9 of 17)	NA	140762	COLGALT2								
Interval_8883	chr18	76619470	76619665	+	0	NA	Intergenic	NA	19330	LOC101927651								
Interval_12258	chr21	28885130	28885320	+	0	NA	exon (N6AMT1, exon 1 of 5)	NA	148	N6AMT1								
Interval_10219	chr2	27582678	27583259	+	0	NA	promoter-TSS (ZNF512)	NA	-1	ZNF512								
Interval_2197	chr10	29412568	29412714	+	0	NA	intron (PTCHD3P1, intron 1 of 2)	NA	3069	PTCHD3P1								
Interval_12715	chr22	40265769	40266040	+	0	NA	exon (TNRC6B, exon 5 of 23)	NA	-80596	ADSL								
Interval_13561	chr3	114092301	114092464	+	0	NA	Intergenic	NA	35647	QTRTD1								
Interval_16319	chr6	14283713	14283881	+	0	NA	intron (LINC01108, intron 1 of 1)	NA	1657	LINC01108								
Interval_17495	chr7	12686492	12686940	+	0	NA	promoter-TSS (ARL4A)	NA	-111	ARL4A								
Interval_19988	chr9	121282298	121282439	+	0	NA	promoter-TSS (GSN)	NA	3162	GSN-AS1								
Interval_18701	chr8	54709349	54709605	+	0	NA	Intergenic	NA	-71431	LOC100287651								
Interval_17831	chr7	76047819	76048308	+	0	NA	promoter-TSS (MDH2)	NA	44	MDH2								
Interval_3351	chr11	65575807	65576115	+	0	NA	promoter-TSS (EHBP1L1)	NA	-83	EHBP1L1								
Interval_15602	chr5	100667355	100667681	+	0	NA	Intergenic	NA	132098	FAM174A								
Interval_2376	chr10	68492238	68492469	+	0	NA	intron (SLC25A16, intron 6 of 8)	NA	-20232	DNA2								
Interval_5557	chr14	60091716	60092218	+	0	NA	promoter-TSS (PCNXL4)	NA	56	PCNXL4								
Interval_4100	chr12	15789390	15789587	+	0	NA	promoter-TSS (EPS8)	NA	-76563	EPS8								
Interval_18380	chr8	20361721	20361847	+	0	NA	Intergenic	NA	86011	LZTS1-AS1								
Interval_20497	chrX	47630275	47630672	+	0	NA	promoter-TSS (CFP)	NA	-503	CFP								
Interval_15193	chr5	21459342	21459568	+	0	NA	promoter-TSS (GUSBP1)	NA	-25	GUSBP1								
Interval_11034	chr2	158229125	158229364	+	0	NA	intron (CCDC148, intron 8 of 11)	NA	62594	CCDC148-AS1								
Interval_16643	chr6	41466680	41466889	+	0	NA	Intergenic	NA	79471	LOC101060264								
Interval_11358	chr2	218333214	218333670	+	0	NA	intron (PNKD, intron 1 of 8)	NA	-8516	MIR6810								
Interval_11913	chr20	38804722	38805346	+	0	NA	promoter-TSS (PPP1R16B)	NA	-671	PPP1R16B								
Interval_19237	chr8	129636211	129636342	+	0	NA	Intergenic	NA	150612	GSDMC								
Interval_18170	chr7	142104791	142105076	+	0	NA	intron (MGAM, intron 47 of 47)	NA	-6816	LOC93432								
Interval_17981	chr7	101124569	101124981	+	0	NA	Intergenic	NA	-2314	SERPINE1								
Interval_4251	chr12	47079523	47079712	+	0	NA	promoter-TSS (AMIGO2)	NA	14	PCED1B								
Interval_12456	chr22	12637729	12637918	+	0	NA	Intergenic	NA	35322	LOC101930531								
Interval_8802	chr18	63422086	63422965	+	0	NA	promoter-TSS (VPS4B)	NA	-6	VPS4B								
Interval_4755	chr12	111599168	111599811	+	0	NA	promoter-TSS (LOC102723619)	NA	187	ATXN2								
Interval_5864	chr14	94392591	94392898	+	0	NA	Intergenic	NA	-2052	SERPINA1								
Interval_19905	chr9	111068951	111069125	+	0	NA	Intergenic	NA	-29795	LPAR1								
Interval_13616	chr3	124707371	124707553	+	0	NA	intron (KALRN, intron 57 of 59)	NA	-22904	UMPS								
Interval_4725	chr12	110449653	110450633	+	0	NA	intron (ARPC3, intron 1 of 6)	NA	268	ARPC3								
Interval_12432	chr21	44920763	44921104	+	0	NA	promoter-TSS (ITGB2-AS1)	NA	9	ITGB2								
Interval_6254	chr15	63104817	63104942	+	0	NA	Intergenic	NA	-16927	LACTB								
Interval_7731	chr17	39199937	39200148	+	0	NA	promoter-TSS (RPL19)	NA	-281	RPL19								
Interval_594	chr1	45491162	45491417	+	0	NA	promoter-TSS (TESK2)	NA	-149	TESK2								
Interval_16942	chr6	109241402	109241654	+	0	NA	intron (LOC100996634, intron 2 of 10)	NA	4914	LOC100996634								
Interval_3883	chr11	130916164	130916573	+	0	NA	promoter-TSS (SNX19)	NA	-95	SNX19								
Interval_14498	chr4	47482397	47482615	+	0	NA	Intergenic	NA	-2774	ATP10D								
Interval_11870	chr20	35542172	35542419	+	0	NA	intron (ERGIC3, intron 1 of 13)	NA	266	ERGIC3								
Interval_5833	chr14	91317682	91317871	+	0	NA	intron (CCDC88C, intron 13 of 29)	NA	-73268	GPR68								
Interval_4695	chr12	107760909	107761241	+	0	NA	promoter-TSS (PRDM4)	NA	60	PRDM4								
Interval_19849	chr9	100111429	100111563	+	0	NA	intron (INVS, intron 2 of 15)	NA	12276	INVS								
Interval_5959	chr14	105201800	105202096	+	0	NA	Intergenic	NA	-20627	NUDT14								
Interval_10404	chr2	48292470	48292774	+	0	NA	Intergenic	NA	-22022	FOXN2								
Interval_11932	chr20	42485122	42485273	+	0	NA	intron (PTPRT, intron 6 of 30)	NA	-200286	LOC101927159								
Interval_8624	chr18	35482608	35482881	+	0	NA	intron (INO80C, intron 1 of 4)	NA	15247	INO80C								
Interval_9127	chr19	8355779	8356044	+	0	NA	Intergenic	NA	-8216	ANGPTL4								
Interval_6320	chr15	67074450	67074586	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-11243	LOC102723493								
Interval_17556	chr7	26191798	26192002	+	0	NA	TTS (HNRNPA2B1)	NA	8875	HNRNPA2B1								
Interval_1317	chr1	162389446	162389647	+	0	NA	Intergenic	NA	10640	C1orf226								
Interval_1456	chr1	183243834	183243959	+	0	NA	exon (LAMC2, exon 23 of 23)	NA	60978	NMNAT2								
Interval_15803	chr5	139470847	139471274	+	0	NA	Intergenic	NA	-8325	ECSCR-2								
Interval_16758	chr6	55040149	55040382	+	0	NA	Intergenic	NA	-134008	HCRTR2								
Interval_17382	chr7	726551	726865	+	0	NA	promoter-TSS (HEATR2)	NA	7	HEATR2								
Interval_14157	chr3	195954393	195954719	+	0	NA	Intergenic	NA	15672	LOC727978								
Interval_19726	chr9	85741010	85741287	+	0	NA	intron (AGTPBP1, intron 1 of 24)	NA	503	AGTPBP1								
Interval_346	chr1	27368274	27368442	+	0	NA	TTS (FCN3)	NA	-1352	MAP3K6								
Interval_19840	chr9	98862210	98862470	+	0	NA	Intergenic	NA	10037	LOC102724684								
Interval_2521	chr10	79938699	79939342	+	0	NA	intron (SFTPD, intron 7 of 7)	NA	10085	SFTPD								
Interval_4670	chr12	104667287	104667474	+	0	NA	intron (CHST11, intron 2 of 2)	NA	75747	MIR3922								
Interval_15255	chr5	36875962	36876218	+	0	NA	promoter-TSS (NIPBL)	NA	604	LOC646719								
Interval_8173	chr17	73097309	73097525	+	0	NA	Intergenic	NA	-4703	SLC39A11								
Interval_15472	chr5	75716993	75717445	+	0	NA	intron (POC5, intron 1 of 8)	NA	269	POC5								
Interval_13463	chr3	88058994	88059216	+	0	NA	promoter-TSS (ZNF654)	NA	-140	ZNF654								
Interval_19220	chr8	128242794	128243133	+	0	NA	Intergenic	NA	92847	MIR1208								
Interval_276	chr1	23801573	23801698	+	0	NA	promoter-TSS (GALE)	NA	-1091	GALE								
Interval_8602	chr18	31629989	31630178	+	0	NA	intron (B4GALT6, intron 6 of 8)	NA	38316	TTR								
Interval_9963	chr19	55216364	55217171	+	0	NA	Intergenic	NA	-7261	PTPRH								
Interval_19860	chr9	105007193	105007333	+	0	NA	Intergenic	NA	-15501	LOC101928579								
Interval_6309	chr15	66701943	66702358	+	0	NA	promoter-TSS (SMAD6)	NA	-6442	SMAD6								
Interval_5158	chr13	47904249	47904610	+	0	NA	Intergenic	NA	96897	SUCLA2								
Interval_8339	chr17	79058881	79059027	+	0	NA	Intergenic	NA	-12540	ENGASE								
Interval_16642	chr6	41440097	41440329	+	0	NA	Intergenic	NA	-57132	LOC100505711								
Interval_1620	chr1	205631190	205631465	+	0	NA	intron (ELK4, intron 1 of 4)	NA	2502	ELK4								
Interval_15202	chr5	25150937	25151135	+	0	NA	Intergenic	NA	-310453	RP11-730N24.1								
Interval_20736	chrY	12212355	12212741	+	0	NA	Intergenic	NA	209042	GYG2P1								
Interval_6258	chr15	63277338	63277817	+	0	NA	promoter-TSS (APH1B)	NA	27	APH1B								
Interval_13658	chr3	128616513	128616977	+	0	NA	Intergenic	NA	34131	RPN1								
Interval_20365	chrX	7083905	7084376	+	0	NA	intron (HDHD1, intron 2 of 3)	NA	-63720	MIR4767								
Interval_12989	chr3	16339068	16339326	+	0	NA	intron (RFTN1, intron 6 of 8)	NA	73983	OXNAD1								
Interval_10309	chr2	38751178	38751624	+	0	NA	promoter-TSS (SRSF7)	NA	14	SRSF7								
Interval_10183	chr2	24088946	24089083	+	0	NA	intron (LOC102723419, intron 2 of 2)	NA	-3799	TP53I3								
Interval_11473	chr2	233060019	233060471	+	0	NA	promoter-TSS (INPP5D)	NA	-81	INPP5D								
Interval_19668	chr9	67603720	67603909	+	0	NA	Intergenic	NA	-108324	LOC102723709								
Interval_9424	chr19	18700503	18700882	+	0	NA	intron (CRTC1, intron 1 of 13)	NA	17077	CRTC1								
Interval_19506	chr9	11780049	11780239	+	0	NA	Intergenic	NA	54566	LOC101929446								
Interval_1376	chr1	172933920	172934148	+	0	NA	Intergenic	NA	116929	TNFSF18								
Interval_5438	chr14	31420709	31420971	+	0	NA	promoter-TSS (LOC101927124)	NA	82	LOC101927124								
Interval_10801	chr2	112584076	112584846	+	0	NA	promoter-TSS (LOC101927330)	NA	15	CHCHD5								
Interval_382	chr1	28648453	28649224	+	0	NA	TTS (RNU11)	NA	238	RNU11								
Interval_1858	chr1	233112956	233113322	+	0	NA	intron (PCNXL2, intron 21 of 22)	NA	-87289	LOC101927736								
Interval_8676	chr18	47930247	47930806	+	0	NA	promoter-TSS (SMAD2)	NA	-10357	SMAD2								
Interval_10424	chr2	54479645	54479785	+	0	NA	intron (SPTBN1, intron 1 of 35)	NA	45756	LOC102724072								
Interval_12973	chr3	14432021	14432651	+	0	NA	promoter-TSS (SLC6A6)	NA	-334	SLC6A6								
Interval_7148	chr16	68790232	68790485	+	0	NA	intron (CDH1, intron 2 of 15)	NA	53066	CDH1								
Interval_7017	chr16	50502578	50502970	+	0	NA	Intergenic	NA	-45556	NKD1								
Interval_14920	chr4	139301474	139301697	+	0	NA	promoter-TSS (NDUFC1)	NA	118	NAA15								
Interval_1508	chr1	192158231	192158537	+	0	NA	promoter-TSS (RGS18)	NA	-78	RGS18								
Interval_19164	chr8	124815620	124815758	+	0	NA	Intergenic	NA	-6338	MIR4662A								
Interval_13944	chr3	177361282	177361484	+	0	NA	Intergenic	NA	66941	LINC00501								
Interval_11306	chr2	208359642	208359992	+	0	NA	promoter-TSS (PTH2R)	NA	-28	PTH2R								
Interval_4246	chr12	46487737	46488069	+	0	NA	intron (RP11-96H19.1, intron 2 of 2)	NA	100508	RP11-96H19.1								
Interval_5329	chr13	110915078	110915267	+	0	NA	promoter-TSS (ANKRD10)	NA	-65	ANKRD10								
Interval_3807	chr11	123150503	123150761	+	0	NA	intron (CLMP, intron 1 of 6)	NA	44667	CLMP								
Interval_7294	chr16	85615876	85616267	+	0	NA	intron (GSE1, intron 1 of 14)	NA	72911	GINS2								
Interval_15655	chr5	112976578	112977332	+	0	NA	exon (DCP2, exon 1 of 11)	NA	245	DCP2								
Interval_14960	chr4	146511461	146511618	+	0	NA	intron (SLC10A7, intron 2 of 12)	NA	10432	SLC10A7								
Interval_7459	chr17	4967794	4967970	+	0	NA	promoter-TSS (SPAG7)	NA	-715	SPAG7								
Interval_9475	chr19	30785548	30785699	+	0	NA	Intergenic	NA	349142	ZNF536								
Interval_20316	chrUn_KI270467v1	1934	3548	+	0	NA	NA	NA	NA	NA								
Interval_17220	chr6	146950325	146950647	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-146662	KATNBL1P6								
Interval_13760	chr3	141796637	141796826	+	0	NA	intron (GRK7, intron 2 of 3)	NA	18530	GRK7								
Interval_8880	chr18	76529162	76529391	+	0	NA	intron (LINC00908, intron 1 of 2)	NA	621	LINC00908								
Interval_15932	chr5	154648850	154648975	+	0	NA	Intergenic	NA	-36915	MIR1303								
Interval_7347	chr16	88781108	88781335	+	0	NA	intron (PIEZO1, intron 1 of 50)	NA	3743	PIEZO1								
Interval_17355	chr6	167699429	167699875	+	0	NA	Intergenic	NA	-17205	LOC401286								
Interval_11799	chr20	28569457	28569970	+	0	NA	intron (LOC100289097, intron 10 of 10)	NA	33126	LOC100289097								
Interval_4159	chr12	26523776	26523929	+	0	NA	intron (ITPR2, intron 37 of 40)	NA	-309075	LOC101928554								
Interval_8619	chr18	35154049	35154225	+	0	NA	Intergenic	NA	-86988	ZNF397								
Interval_13374	chr3	58051297	58051514	+	0	NA	intron (FLNB, intron 1 of 45)	NA	42985	FLNB								
Interval_17235	chr6	148682902	148683394	+	0	NA	Intergenic	NA	-63780	UST								
Interval_6989	chr16	34592682	34592987	+	0	NA	Intergenic	NA	160842	LOC102724523								
Interval_4523	chr12	81125840	81125965	+	0	NA	intron (ACSS3, intron 2 of 9)	NA	-32531	MIR4699								
Interval_8084	chr17	64442171	64442580	+	0	NA	Intergenic	NA	-4809	MILR1								
Interval_12513	chr22	21996447	21996644	+	0	NA	intron (PRAMENP, intron 1 of 3)	NA	-13723	TOP3B								
Interval_4459	chr12	66107546	66107785	+	0	NA	Intergenic	NA	23088	LLPH								
Interval_20319	chrUn_KI270752v1	3564	3753	+	0	NA	Intergenic	NA	-7722	LOC102723822								
Interval_12995	chr3	17190770	17191070	+	0	NA	intron (TBC1D5, intron 18 of 21)	NA	257724	MIR3714								
Interval_20199	chr9	133862789	133863019	+	0	NA	intron (VAV2, intron 2 of 27)	NA	32174	LOC101928038								
Interval_5289	chr13	99501252	99501480	+	0	NA	promoter-TSS (TM9SF2)	NA	-8	TM9SF2								
Interval_5441	chr14	32938338	32938637	+	0	NA	promoter-TSS (NPAS3)	NA	-766	NPAS3								
Interval_18173	chr7	142714475	142714689	+	0	NA	Intergenic	NA	-34886	PRSS1								
Interval_15804	chr5	139475466	139475788	+	0	NA	TTS (TMEM173)	NA	7131	TMEM173								
Interval_6859	chr16	21525348	21525523	+	0	NA	Intergenic	NA	-4991	SLC7A5P2								
Interval_15940	chr5	156911467	156911620	+	0	NA	Intergenic	NA	51712	TIMD4								
Interval_20687	chrX	150607328	150607507	+	0	NA	intron (MTM1, intron 4 of 13)	NA	38820	MTM1								
Interval_1523	chr1	197675863	197675988	+	0	NA	intron (DENND1B, intron 4 of 15)	NA	99267	DENND1B								
Interval_12342	chr21	37267175	37267951	+	0	NA	promoter-TSS (DSCR3)	NA	-31	DSCR3								
Interval_14682	chr4	78610681	78610953	+	0	NA	TTS (ANXA3)	NA	-35177	LINC01094								
Interval_5282	chr13	99144447	99144625	+	0	NA	Intergenic	NA	-55889	UBAC2								
Interval_5061	chr13	30744420	30744641	+	0	NA	intron (ALOX5AP, intron 3 of 5)	NA	9022	ALOX5AP								
Interval_1470	chr1	183770451	183770892	+	0	NA	intron (RGL1, intron 2 of 17)	NA	-117358	APOBEC4								
Interval_14272	chr4	4789468	4789756	+	0	NA	Intergenic	NA	28106	LOC101928279								
Interval_16171	chr6	2522687	2522888	+	0	NA	Intergenic	NA	112277	C6orf195								
Interval_3717	chr11	114059335	114059627	+	0	NA	promoter-TSS (ZBTB16)	NA	-86	ZBTB16								
Interval_11814	chr20	31723555	31724085	+	0	NA	promoter-TSS (BCL2L1)	NA	104	BCL2L1								
Interval_9568	chr19	38544225	38544404	+	0	NA	intron (RYR1, intron 86 of 104)	NA	73721	MAP4K1								
Interval_1782	chr1	226002137	226002673	+	0	NA	Intergenic	NA	-3007	SDE2								
Interval_674	chr1	58584612	58584832	+	0	NA	Intergenic	NA	-7228	TACSTD2								
Interval_8135	chr17	67855992	67856319	+	0	NA	intron (BPTF, intron 2 of 31)	NA	30627	BPTF								
Interval_9269	chr19	13790464	13790738	+	0	NA	Intergenic	NA	-4859	ZSWIM4								
Interval_7108	chr16	66873177	66873796	+	0	NA	Intergenic	NA	-7121	PDP2								
Interval_3565	chr11	82396666	82396937	+	0	NA	intron (RP11-179A16.1, intron 1 of 7)	NA	7112	RP11-179A16.1								
Interval_19985	chr9	121121727	121121956	+	0	NA	promoter-TSS (CNTRL)	NA	46877	CNTRL								
Interval_17143	chr6	139013534	139013782	+	0	NA	Intergenic	NA	-15024	ABRACL								
Interval_12828	chr22	50270911	50271153	+	0	NA	promoter-TSS (MAPK11)	NA	-682	MAPK11								
Interval_7280	chr16	85104970	85105206	+	0	NA	intron (FAM92B, intron 6 of 8)	NA	7420	FAM92B								
Interval_4115	chr12	19694826	19694973	+	0	NA	Intergenic	NA	91736	LOC101928387								
Interval_12695	chr22	38751393	38752159	+	0	NA	intron (SUN2, intron 3 of 18)	NA	3151	SUN2								
Interval_12247	chr21	26385688	26386092	+	0	NA	Intergenic	NA	-20053	LOC100996571								
Interval_10772	chr2	108276805	108276930	+	0	NA	Intergenic	NA	-11772	SULT1C2								
Interval_7224	chr16	79274340	79274465	+	0	NA	Intergenic	NA	326323	MAF								
Interval_1960	chr1	244970641	244971193	+	0	NA	exon (LOC101928068, exon 1 of 2)	NA	424	LOC101928068								
Interval_13795	chr3	146544239	146544990	+	0	NA	exon (PLSCR1, exon 1 of 9)	NA	227	PLSCR1								
Interval_16945	chr6	109382441	109383036	+	0	NA	promoter-TSS (CD164)	NA	-179	CD164								
Interval_18246	chr7	157302379	157302734	+	0	NA	Intergenic	NA	-34460	DNAJB6								
Interval_106	chr1	9290148	9290416	+	0	NA	Intergenic	NA	-2600	SPSB1								
Interval_10636	chr2	79993070	79993269	+	0	NA	intron (CTNNA2, intron 7 of 17)	NA	-126596	MIR8080								
Interval_12283	chr21	33067384	33067748	+	0	NA	Intergenic	NA	-2578	OLIG1								
Interval_2815	chr10	121069666	121069795	+	0	NA	Intergenic	NA	-108970	LINC01153								
Interval_19197	chr8	126558339	126558532	+	0	NA	promoter-TSS (FAM84B)	NA	31	FAM84B								
Interval_1432	chr1	181159494	181159700	+	0	NA	Intergenic	NA	-14887	RP11-540K16.1								
Interval_16103	chr5	178118538	178118734	+	0	NA	intron (N4BP3, intron 1 of 4)	NA	5081	N4BP3								
Interval_19427	chr8	144077953	144079445	+	0	NA	promoter-TSS (EXOSC4)	NA	80	EXOSC4								
