PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_739_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_739_R1_peak_5747	chr2	242085909	242086202	+	45	NA	Intergenic	NA	-2638	LOC728323								
DFAM71927V3_1_739_R1_peak_9006	chr8	67064255	67064644	+	45	NA	promoter-TSS (CSPP1)	NA	92	CSPP1								
DFAM71927V3_1_739_R1_peak_7546	chr5	110054317	110054684	+	45	NA	Intergenic	NA	171318	LOC100289673								
DFAM71927V3_1_739_R1_peak_8052	chr6	38702991	38703356	+	45	NA	promoter-TSS (GLO1)	NA	3	GLO1								
DFAM71927V3_1_739_R1_peak_5739	chr2	241844188	241844481	+	45	NA	Intergenic	NA	14574	PDCD1								
DFAM71927V3_1_739_R1_peak_4860	chr19	44002756	44003049	+	45	NA	promoter-TSS (RP11-15A1.7)	NA	-23	ZNF230								
DFAM71927V3_1_739_R1_peak_862	chr1	214632162	214632516	+	45	NA	intron (CENPF, intron 9 of 19)	NA	29150	CENPF								
DFAM71927V3_1_739_R1_peak_4899	chr19	47730102	47730405	+	45	NA	intron (EHD2, intron 4 of 5)	NA	-15283	GLTSCR2								
DFAM71927V3_1_739_R1_peak_6384	chr22	44181078	44181371	+	45	NA	promoter-TSS (PARVG)	NA	334	PARVG								
DFAM71927V3_1_739_R1_peak_2228	chr12	70243201	70243725	+	45	NA	promoter-TSS (CNOT2)	NA	-251	CNOT2								
DFAM71927V3_1_739_R1_peak_2496	chr13	28659021	28659358	+	45	NA	intron (POMP, intron 1 of 5)	NA	185	POMP								
DFAM71927V3_1_739_R1_peak_8650	chr7	100317994	100318287	+	45	NA	intron (SPDYE3, intron 8 of 9)	NA	11318	SPDYE3								
DFAM71927V3_1_739_R1_peak_3769	chr17	7294428	7294933	+	45	NA	promoter-TSS (YBX2)	NA	-123	YBX2								
DFAM71927V3_1_739_R1_peak_2686	chr14	23953319	23953616	+	45	NA	promoter-TSS (DHRS4)	NA	-268	DHRS4								
DFAM71927V3_1_739_R1_peak_5384	chr2	121530346	121530763	+	45	NA	promoter-TSS (RNU4ATAC)	NA	-326	RNU4ATAC								
DFAM71927V3_1_739_R1_peak_1321	chr10	95907839	95908132	+	45	NA	promoter-TSS (LOC101927104)	NA	20	C10orf131								
DFAM71927V3_1_739_R1_peak_6039	chr20	63707942	63708235	+	45	NA	promoter-TSS (ARFRP1)	NA	60	ZGPAT								
DFAM71927V3_1_739_R1_peak_2136	chr12	51870406	51870699	+	45	NA	Intergenic	NA	-17712	ANKRD33								
DFAM71927V3_1_739_R1_peak_675	chr1	167762125	167762421	+	45	NA	intron (MPZL1, intron 1 of 5)	NA	40323	MPZL1								
DFAM71927V3_1_739_R1_peak_241	chr1	31928874	31929232	+	45	NA	intron (PTP4A2, intron 1 of 4)	NA	8760	PTP4A2								
DFAM71927V3_1_739_R1_peak_5405	chr2	128437446	128437739	+	45	NA	Intergenic	NA	-118995	HS6ST1								
DFAM71927V3_1_739_R1_peak_4308	chr18	5841279	5841572	+	45	NA	TTS (MIR3976)	NA	723	MIR3976								
DFAM71927V3_1_739_R1_peak_8798	chr7	150909942	150910662	+	45	NA	Intergenic	NA	68027	KCNH2								
DFAM71927V3_1_739_R1_peak_412	chr1	90340636	90340929	+	45	NA	Intergenic	NA	345663	ZNF326								
DFAM71927V3_1_739_R1_peak_3003	chr15	50765293	50765586	+	45	NA	intron (SPPL2A, intron 1 of 14)	NA	273	SPPL2A								
DFAM71927V3_1_739_R1_peak_8354	chr6	157647428	157647929	+	45	NA	intron (ZDHHC14, intron 7 of 8)	NA	54899	ZDHHC14								
DFAM71927V3_1_739_R1_peak_9823	chrY	7240271	7240564	+	45	NA	Intergenic	NA	-33555	PRKY								
DFAM71927V3_1_739_R1_peak_2024	chr12	10243910	10244203	+	45	NA	Intergenic	NA	31166	GABARAPL1								
DFAM71927V3_1_739_R1_peak_3301	chr16	4273054	4273742	+	45	NA	promoter-TSS (TFAP4)	NA	-398	TFAP4								
DFAM71927V3_1_739_R1_peak_7497	chr5	77491749	77492042	+	45	NA	intron (WDR41, intron 1 of 10)	NA	612	WDR41								
DFAM71927V3_1_739_R1_peak_2825	chr14	72893303	72893596	+	45	NA	promoter-TSS (DPF3)	NA	667	DPF3								
DFAM71927V3_1_739_R1_peak_8328	chr6	145964175	145964624	+	45	NA	promoter-TSS (SHPRH)	NA	-114	SHPRH								
DFAM71927V3_1_739_R1_peak_3115	chr15	72740242	72740535	+	45	NA	Intergenic	NA	16723	ADPGK								
DFAM71927V3_1_739_R1_peak_2439	chr12	132444996	132445289	+	45	NA	intron (LOC101928629, intron 4 of 4)	NA	29112	MUC8								
DFAM71927V3_1_739_R1_peak_4332	chr18	12921192	12921485	+	45	NA	Intergenic	NA	-26646	SEH1L								
DFAM71927V3_1_739_R1_peak_6902	chr3	186570395	186570688	+	45	NA	promoter-TSS (TBCCD1)	NA	2	TBCCD1								
DFAM71927V3_1_739_R1_peak_1526	chr11	9702106	9702399	+	45	NA	intron (SWAP70, intron 2 of 10)	NA	4144	LOC101927955								
DFAM71927V3_1_739_R1_peak_7785	chr6	5072453	5072817	+	45	NA	intron (LYRM4, intron 2 of 3)	NA	-12851	PPP1R3G								
DFAM71927V3_1_739_R1_peak_8430	chr7	2530426	2530872	+	45	NA	Intergenic	NA	3575	MIR4648								
DFAM71927V3_1_739_R1_peak_962	chr1	235866777	235867156	+	45	NA	promoter-TSS (LYST)	NA	-39	LYST								
DFAM71927V3_1_739_R1_peak_2763	chr14	58598534	58598827	+	45	NA	Intergenic	NA	-40448	DACT1								
DFAM71927V3_1_739_R1_peak_6695	chr3	72347931	72348504	+	45	NA	Intergenic	NA	98406	RYBP								
DFAM71927V3_1_739_R1_peak_3840	chr17	21253359	21253661	+	45	NA	promoter-TSS (C17orf103)	NA	-244	C17orf103								
DFAM71927V3_1_739_R1_peak_9355	chr9	91100255	91100548	+	45	NA	Intergenic	NA	18627	LOC100507103								
DFAM71927V3_1_739_R1_peak_2908	chr14	106218085	106218496	+	45	NA	Intergenic	NA	-69384	LINC00226								
DFAM71927V3_1_739_R1_peak_1862	chr11	114216799	114217092	+	45	NA	intron (ZBTB16, intron 4 of 6)	NA	-40556	LOC101928916								
DFAM71927V3_1_739_R1_peak_4022	chr17	49739541	49739930	+	45	NA	intron (FAM117A, intron 1 of 7)	NA	24421	FAM117A								
DFAM71927V3_1_739_R1_peak_5461	chr2	158439770	158440063	+	45	NA	intron (CCDC148, intron 1 of 14)	NA	-17048	PKP4								
DFAM71927V3_1_739_R1_peak_1150	chr10	42980493	42980786	+	45	NA	Intergenic	NA	-16991	MIR5100								
DFAM71927V3_1_739_R1_peak_1376	chr10	113381860	113382153	+	45	NA	Intergenic	NA	-171013	HABP2								
DFAM71927V3_1_739_R1_peak_6932	chr3	195895137	195895465	+	45	NA	exon (TNK2, exon 1 of 16)	NA	-12911	MIR6829								
DFAM71927V3_1_739_R1_peak_3539	chr16	67247329	67247707	+	45	NA	promoter-TSS (FHOD1)	NA	-1434	SLC9A5								
DFAM71927V3_1_739_R1_peak_3506	chr16	56356457	56356750	+	45	NA	exon (GNAO1, exon 9 of 9)	NA	68935	AMFR								
DFAM71927V3_1_739_R1_peak_2026	chr12	10394443	10394736	+	45	NA	intron (KLRC4-KLRK1, intron 4 of 12)	NA	-4535	KLRK1								
DFAM71927V3_1_739_R1_peak_9814	chrX	154478886	154479348	+	45	NA	exon (LAGE3, exon 1 of 3)	NA	140	LAGE3								
DFAM71927V3_1_739_R1_peak_5100	chr2	28424948	28425241	+	45	NA	Intergenic	NA	24860	LOC102723530								
DFAM71927V3_1_739_R1_peak_594	chr1	155016151	155016478	+	45	NA	exon (ZBTB7B, exon 3 of 3)	NA	13687	ZBTB7B								
DFAM71927V3_1_739_R1_peak_7722	chr5	172837747	172838040	+	45	NA	intron (ERGIC1, intron 1 of 6)	NA	-50806	ERGIC1								
DFAM71927V3_1_739_R1_peak_2443	chr12	132488361	132488722	+	45	NA	Intergenic	NA	-1914	FBRSL1								
DFAM71927V3_1_739_R1_peak_3998	chr17	47941157	47941450	+	45	NA	promoter-TSS (PNPO)	NA	101	AC003665.1								
DFAM71927V3_1_739_R1_peak_9587	chr9	136118409	136118702	+	45	NA	promoter-TSS (C9orf69)	NA	330	C9orf69								
DFAM71927V3_1_739_R1_peak_7316	chr4	183504479	183504878	+	45	NA	promoter-TSS (ING2)	NA	-163	RP11-367N14.2								
DFAM71927V3_1_739_R1_peak_4023	chr17	49747016	49747365	+	45	NA	intron (FAM117A, intron 1 of 7)	NA	16966	FAM117A								
DFAM71927V3_1_739_R1_peak_9065	chr8	100309965	100310258	+	45	NA	promoter-TSS (RNF19A)	NA	55	RNF19A								
DFAM71927V3_1_739_R1_peak_5151	chr2	46304614	46304907	+	45	NA	intron (EPAS1, intron 1 of 15)	NA	7358	EPAS1								
DFAM71927V3_1_739_R1_peak_1075	chr10	13347562	13347857	+	45	NA	intron (SEPHS1, intron 1 of 7)	NA	589	SEPHS1								
DFAM71927V3_1_739_R1_peak_3742	chr17	3905204	3905500	+	45	NA	exon (P2RX1, exon 2 of 11)	NA	11154	P2RX1								
DFAM71927V3_1_739_R1_peak_6033	chr20	63567747	63568194	+	45	NA	promoter-TSS (HELZ2)	NA	-216	HELZ2								
DFAM71927V3_1_739_R1_peak_6892	chr3	185937322	185937803	+	45	NA	promoter-TSS (TRA2B)	NA	466	TRA2B								
DFAM71927V3_1_739_R1_peak_5803	chr20	17648090	17648687	+	45	NA	intron (RRBP1, intron 4 of 25)	NA	33895	RRBP1								
DFAM71927V3_1_739_R1_peak_2124	chr12	50085053	50085354	+	45	NA	promoter-TSS (SMARCD1)	NA	3	SMARCD1								
DFAM71927V3_1_739_R1_peak_7191	chr4	107989609	107989902	+	45	NA	promoter-TSS (HADH)	NA	-14880	HADH								
DFAM71927V3_1_739_R1_peak_3899	chr17	35587166	35587459	+	45	NA	promoter-TSS (AP2B1)	NA	413	AP2B1								
DFAM71927V3_1_739_R1_peak_4455	chr18	75247811	75248104	+	45	NA	intron (TSHZ1, intron 1 of 1)	NA	-32791	TSHZ1								
DFAM71927V3_1_739_R1_peak_1679	chr11	64522975	64523302	+	45	NA	Intergenic	NA	-32488	SLC22A11								
DFAM71927V3_1_739_R1_peak_1739	chr11	67646690	67646983	+	45	NA	exon (ACY3, exon 3 of 8)	NA	3823	ACY3								
DFAM71927V3_1_739_R1_peak_309	chr1	44029986	44030281	+	45	NA	intron (SLC6A9, intron 1 of 11)	NA	-12793	SLC6A9								
DFAM71927V3_1_739_R1_peak_1624	chr11	57425117	57425411	+	45	NA	intron (SLC43A3, intron 4 of 13)	NA	1884	SLC43A3								
DFAM71927V3_1_739_R1_peak_9420	chr9	105244389	105244682	+	45	NA	promoter-TSS (SLC44A1)	NA	1000	LOC101928609								
DFAM71927V3_1_739_R1_peak_4505	chr19	1651231	1651733	+	45	NA	promoter-TSS (TCF3)	NA	-204	TCF3								
DFAM71927V3_1_739_R1_peak_2368	chr12	120904207	120904505	+	45	NA	promoter-TSS (SPPL3)	NA	-4	SPPL3								
DFAM71927V3_1_739_R1_peak_8761	chr7	140261598	140261947	+	45	NA	Intergenic	NA	84511	JHDM1D-AS1								
DFAM71927V3_1_739_R1_peak_7547	chr5	110738839	110739294	+	45	NA	promoter-TSS (SLC25A46)	NA	-144	TMEM232								
DFAM71927V3_1_739_R1_peak_1872	chr11	117837902	117838195	+	45	NA	exon (FXYD6, exon 9 of 9)	NA	-9956	FXYD2								
DFAM71927V3_1_739_R1_peak_1840	chr11	108648457	108648750	+	45	NA	Intergenic	NA	-16422	DDX10								
DFAM71927V3_1_739_R1_peak_349	chr1	57986532	57986825	+	45	NA	intron (DAB1, intron 1 of 16)	NA	126135	DAB1-AS1								
DFAM71927V3_1_739_R1_peak_9266	chr9	34522848	34523205	+	45	NA	promoter-TSS (ENHO)	NA	13	ENHO								
DFAM71927V3_1_739_R1_peak_2336	chr12	111685696	111686168	+	45	NA	promoter-TSS (BRAP)	NA	-46	BRAP								
DFAM71927V3_1_739_R1_peak_3442	chr16	30052886	30053179	+	45	NA	promoter-TSS (LOC102723572)	NA	-20	FAM57B								
DFAM71927V3_1_739_R1_peak_9165	chr8	141174935	141175228	+	45	NA	intron (DENND3, intron 13 of 22)	NA	46447	DENND3								
DFAM71927V3_1_739_R1_peak_2503	chr13	30408506	30408799	+	45	NA	Intergenic	NA	-34753	LINC00426								
DFAM71927V3_1_739_R1_peak_4245	chr17	81101735	81102144	+	45	NA	intron (BAIAP2, intron 8 of 15)	NA	23374	MIR657								
DFAM71927V3_1_739_R1_peak_8920	chr8	27311305	27311703	+	45	NA	promoter-TSS (TRIM35)	NA	-187	TRIM35								
DFAM71927V3_1_739_R1_peak_7179	chr4	100530228	100530530	+	45	NA	Intergenic	NA	-12327	EMCN								
DFAM71927V3_1_739_R1_peak_6604	chr3	48112453	48112746	+	45	NA	Intergenic	NA	-64859	MAP4								
DFAM71927V3_1_739_R1_peak_2528	chr13	42049542	42049835	+	45	NA	intron (DGKH, intron 1 of 29)	NA	981	DGKH								
DFAM71927V3_1_739_R1_peak_2582	chr13	71866281	71866647	+	45	NA	exon (DACH1, exon 1 of 11)	NA	728	DACH1								
DFAM71927V3_1_739_R1_peak_9623	chrUn_KI270333v1	1083	1468	+	45	NA	NA	NA	NA	NA								
DFAM71927V3_1_739_R1_peak_6198	chr22	19479575	19479972	+	45	NA	promoter-TSS (CDC45)	NA	-53	CDC45								
DFAM71927V3_1_739_R1_peak_7793	chr6	6315594	6315887	+	45	NA	intron (F13A1, intron 3 of 15)	NA	4951	F13A1								
DFAM71927V3_1_739_R1_peak_3944	chr17	40489804	40490097	+	45	NA	intron (TNS4, intron 2 of 12)	NA	11652	TNS4								
DFAM71927V3_1_739_R1_peak_1907	chr11	124718277	124718570	+	45	NA	Intergenic	NA	-21510	NRGN								
DFAM71927V3_1_739_R1_peak_524	chr1	121184534	121185024	+	45	NA	promoter-TSS (FAM72B)	NA	-461	FAM72B								
DFAM71927V3_1_739_R1_peak_8781	chr7	149284500	149284793	+	45	NA	promoter-TSS (LOC155060)	NA	-635	LOC155060								
DFAM71927V3_1_739_R1_peak_6949	chr3	197002795	197003185	+	45	NA	promoter-TSS (MFI2-AS1)	NA	84	MFI2-AS1								
DFAM71927V3_1_739_R1_peak_3920	chr17	39152790	39153215	+	45	NA	promoter-TSS (PLXDC1)	NA	-385	PLXDC1								
DFAM71927V3_1_739_R1_peak_9176	chr8	143267232	143267525	+	45	NA	promoter-TSS (GLI4)	NA	-59	GLI4								
DFAM71927V3_1_739_R1_peak_5674	chr2	231053015	231053308	+	45	NA	Intergenic	NA	-3703	PSMD1								
DFAM71927V3_1_739_R1_peak_9282	chr9	37784894	37785264	+	45	NA	promoter-TSS (EXOSC3)	NA	13	EXOSC3								
DFAM71927V3_1_739_R1_peak_7707	chr5	168579541	168579834	+	45	NA	promoter-TSS (PANK3)	NA	-78	PANK3								
DFAM71927V3_1_739_R1_peak_7611	chr5	134114492	134114827	+	45	NA	promoter-TSS (TCF7)	NA	-1000	TCF7								
DFAM71927V3_1_739_R1_peak_9211	chr9	5336678	5336971	+	45	NA	intron (RLN1, intron 1 of 1)	NA	3049	RLN1								
DFAM71927V3_1_739_R1_peak_5611	chr2	213151614	213152235	+	45	NA	promoter-TSS (IKZF2)	NA	-1488	IKZF2								
DFAM71927V3_1_739_R1_peak_8349	chr6	157054355	157054900	+	45	NA	intron (ARID1B, intron 5 of 19)	NA	261489	LOC101928946								
DFAM71927V3_1_739_R1_peak_8314	chr6	142331218	142331552	+	45	NA	intron (GPR126, intron 2 of 24)	NA	29466	GPR126								
DFAM71927V3_1_739_R1_peak_1412	chr10	123773227	123773520	+	45	NA	intron (CPXM2, intron 7 of 13)	NA	107018	GPR26								
DFAM71927V3_1_739_R1_peak_1314	chr10	92574422	92574751	+	45	NA	promoter-TSS (IDE)	NA	-491	IDE								
DFAM71927V3_1_739_R1_peak_4775	chr19	34218252	34218620	+	45	NA	intron (LSM14A, intron 6 of 7)	NA	45938	LSM14A								
DFAM71927V3_1_739_R1_peak_2782	chr14	64503721	64504130	+	45	NA	promoter-TSS (ZBTB25)	NA	-384	ZBTB25								
DFAM71927V3_1_739_R1_peak_8693	chr7	108526003	108526496	+	45	NA	promoter-TSS (PNPLA8)	NA	69	PNPLA8								
DFAM71927V3_1_739_R1_peak_6385	chr22	44455424	44455777	+	45	NA	Intergenic	NA	12273	LOC101927526								
DFAM71927V3_1_739_R1_peak_1271	chr10	79104692	79105030	+	45	NA	intron (ZMIZ1, intron 1 of 24)	NA	35867	ZMIZ1								
DFAM71927V3_1_739_R1_peak_5762	chr20	2470355	2470941	+	45	NA	intron (SNRPB, intron 1 of 6)	NA	205	SNRPB								
DFAM71927V3_1_739_R1_peak_9139	chr8	130444584	130445014	+	45	NA	Intergenic	NA	-1139	ASAP1								
DFAM71927V3_1_739_R1_peak_4185	chr17	76354061	76354359	+	45	NA	promoter-TSS (PRPSAP1)	NA	-61	PRPSAP1								
DFAM71927V3_1_739_R1_peak_4641	chr19	12293574	12293929	+	45	NA	intron (ZNF44, intron 1 of 4)	NA	1148	ZNF44								
DFAM71927V3_1_739_R1_peak_9289	chr9	69178501	69178810	+	45	NA	intron (TJP2, intron 1 of 22)	NA	4141	TJP2								
DFAM71927V3_1_739_R1_peak_9723	chrX	49269036	49269440	+	45	NA	promoter-TSS (PPP1R3F)	NA	-605	PPP1R3F								
DFAM71927V3_1_739_R1_peak_1173	chr10	47277486	47277837	+	45	NA	Intergenic	NA	-22707	GDF10								
DFAM71927V3_1_739_R1_peak_2858	chr14	91419033	91419386	+	45	NA	Intergenic	NA	-1365	CCDC88C								
DFAM71927V3_1_739_R1_peak_9516	chr9	128656632	128656936	+	45	NA	promoter-TSS (WDR34)	NA	66	WDR34								
DFAM71927V3_1_739_R1_peak_7365	chr5	6729430	6729779	+	45	NA	intron (PAPD7, intron 1 of 12)	NA	15641	PAPD7								
DFAM71927V3_1_739_R1_peak_77	chr1	8847903	8848197	+	45	NA	Intergenic	NA	18472	MIR6728								
DFAM71927V3_1_739_R1_peak_9296	chr9	75088319	75088750	+	45	NA	promoter-TSS (NMRK1)	NA	37	OSTF1								
DFAM71927V3_1_739_R1_peak_5168	chr2	48448396	48448932	+	45	NA	intron (PPP1R21, intron 1 of 21)	NA	7895	PPP1R21								
DFAM71927V3_1_739_R1_peak_8322	chr6	144055112	144055495	+	45	NA	intron (PLAGL1, intron 1 of 6)	NA	9296	PLAGL1								
DFAM71927V3_1_739_R1_peak_8578	chr7	73355647	73355940	+	45	NA	intron (FKBP6, intron 8 of 8)	NA	27635	FKBP6								
DFAM71927V3_1_739_R1_peak_5123	chr2	37925340	37925633	+	45	NA	intron (RMDN2, intron 1 of 11)	NA	-24967	RMDN2								
DFAM71927V3_1_739_R1_peak_4586	chr19	7069062	7069741	+	45	NA	promoter-TSS (ZNF557)	NA	-59	ZNF557								
DFAM71927V3_1_739_R1_peak_4501	chr19	1407118	1407411	+	45	NA	promoter-TSS (DAZAP1)	NA	-305	DAZAP1								
DFAM71927V3_1_739_R1_peak_8567	chr7	66995371	66995750	+	45	NA	promoter-TSS (SBDS)	NA	41	SBDS								
DFAM71927V3_1_739_R1_peak_1326	chr10	97425926	97426261	+	45	NA	promoter-TSS (PGAM1)	NA	-177	PGAM1								
DFAM71927V3_1_739_R1_peak_9515	chr9	128587506	128587799	+	45	NA	exon (SPTAN1, exon 20 of 55)	NA	32298	SPTAN1								
DFAM71927V3_1_739_R1_peak_7928	chr6	30101109	30101573	+	45	NA	Intergenic	NA	11754	TRIM31								
DFAM71927V3_1_739_R1_peak_5392	chr2	126762140	126762436	+	45	NA	Intergenic	NA	106353	GYPC								
DFAM71927V3_1_739_R1_peak_1850	chr11	112226665	112226958	+	45	NA	intron (PTS, intron 1 of 5)	NA	446	PTS								
DFAM71927V3_1_739_R1_peak_2078	chr12	31890653	31890946	+	45	NA	Intergenic	NA	-68682	KIAA1551								
DFAM71927V3_1_739_R1_peak_1313	chr10	92573780	92574347	+	45	NA	promoter-TSS (IDE)	NA	32	IDE								
DFAM71927V3_1_739_R1_peak_9713	chrX	47380210	47380566	+	45	NA	intron (ZNF157, intron 1 of 3)	NA	-8262	SNORA11C								
DFAM71927V3_1_739_R1_peak_9314	chr9	81619990	81620283	+	45	NA	intron (TLE1, intron 7 of 17)	NA	68313	TLE1								
DFAM71927V3_1_739_R1_peak_9351	chr9	89749430	89749723	+	45	NA	Intergenic	NA	-68289	LOC101927823								
DFAM71927V3_1_739_R1_peak_8655	chr7	100570249	100570542	+	45	NA	Intergenic	NA	3252	SAP25								
DFAM71927V3_1_739_R1_peak_5663	chr2	226873100	226873435	+	45	NA	intron (RHBDD1, intron 4 of 7)	NA	37331	RHBDD1								
DFAM71927V3_1_739_R1_peak_8969	chr8	48008200	48008748	+	45	NA	promoter-TSS (UBE2V2)	NA	39	UBE2V2								
DFAM71927V3_1_739_R1_peak_2157	chr12	54217016	54217309	+	45	NA	Intergenic	NA	14314	MIR3198-2								
DFAM71927V3_1_739_R1_peak_14	chr1	1273743	1274058	+	45	NA	promoter-TSS (UBE2J2)	NA	-46	UBE2J2								
DFAM71927V3_1_739_R1_peak_7243	chr4	129623252	129623551	+	45	NA	Intergenic	NA	148077	RP11-519M16.1								
DFAM71927V3_1_739_R1_peak_2285	chr12	104064448	104064741	+	45	NA	promoter-TSS (GLT8D2)	NA	136	HCFC2								
DFAM71927V3_1_739_R1_peak_4748	chr19	21081964	21082351	+	45	NA	promoter-TSS (ZNF714)	NA	10	ZNF714								
DFAM71927V3_1_739_R1_peak_9124	chr8	127737607	127737960	+	45	NA	intron (MYC, intron 1 of 2)	NA	1714	MYC								
DFAM71927V3_1_739_R1_peak_8378	chr6	165605510	165605803	+	45	NA	intron (PDE10A, intron 1 of 22)	NA	56444	PDE10A								
DFAM71927V3_1_739_R1_peak_5087	chr2	27086543	27086946	+	45	NA	promoter-TSS (KHK)	NA	-16	KHK								
DFAM71927V3_1_739_R1_peak_4781	chr19	35030433	35030726	+	45	NA	promoter-TSS (SCN1B)	NA	-109	SCN1B								
DFAM71927V3_1_739_R1_peak_7800	chr6	6684442	6684749	+	45	NA	Intergenic	NA	16172	LOC101928004								
DFAM71927V3_1_739_R1_peak_6491	chr3	16801825	16802226	+	45	NA	Intergenic	NA	-96984	PLCL2								
DFAM71927V3_1_739_R1_peak_6215	chr22	21726658	21726951	+	45	NA	intron (YPEL1, intron 1 of 4)	NA	-9923	YPEL1								
DFAM71927V3_1_739_R1_peak_6326	chr22	38681699	38681992	+	45	NA	promoter-TSS (TOMM22)	NA	-104	TOMM22								
DFAM71927V3_1_739_R1_peak_1170	chr10	46284557	46284923	+	45	NA	Intergenic	NA	-2257	ANTXRL								
DFAM71927V3_1_739_R1_peak_5950	chr20	50153426	50153817	+	45	NA	exon (TMEM189, exon 1 of 6)	NA	177	TMEM189-UBE2V1								
DFAM71927V3_1_739_R1_peak_5366	chr2	111884047	111884340	+	45	NA	promoter-TSS (ANAPC1)	NA	-29	ANAPC1								
DFAM71927V3_1_739_R1_peak_9313	chr9	81132324	81132617	+	45	NA	Intergenic	NA	555979	TLE1								
DFAM71927V3_1_739_R1_peak_7861	chr6	21850744	21851112	+	45	NA	intron (CASC15, intron 4 of 11)	NA	3264	LOC102724654								
DFAM71927V3_1_739_R1_peak_1979	chr12	4829376	4829772	+	45	NA	intron (KCNA6, intron 1 of 1)	NA	20392	KCNA6								
DFAM71927V3_1_739_R1_peak_6159	chr21	43921475	43921840	+	45	NA	intron (AGPAT3, intron 2 of 7)	NA	-25326	AGPAT3								
DFAM71927V3_1_739_R1_peak_8183	chr6	89433081	89433485	+	45	NA	exon (ANKRD6, exon 1 of 15)	NA	-21007	RRAGD								
DFAM71927V3_1_739_R1_peak_5094	chr2	27960288	27960701	+	45	NA	intron (BRE, intron 3 of 12)	NA	-35873	MIR4263								
DFAM71927V3_1_739_R1_peak_6046	chr20	63956501	63956806	+	45	NA	promoter-TSS (UCKL1)	NA	3269	UCKL1-AS1								
DFAM71927V3_1_739_R1_peak_6991	chr4	4541878	4542285	+	45	NA	promoter-TSS (STX18-AS1)	NA	-50	STX18-AS1								
DFAM71927V3_1_739_R1_peak_2933	chr15	31306872	31307165	+	45	NA	Intergenic	NA	-19862	KLF13								
DFAM71927V3_1_739_R1_peak_7032	chr4	15681504	15681938	+	44	NA	promoter-TSS (LOC102723602)	NA	-8	FAM200B								
DFAM71927V3_1_739_R1_peak_2182	chr12	57078735	57079028	+	44	NA	promoter-TSS (TMEM194A)	NA	-90	TMEM194A								
DFAM71927V3_1_739_R1_peak_7526	chr5	91380050	91380369	+	44	NA	promoter-TSS (ARRDC3-AS1)	NA	-138	ARRDC3-AS1								
DFAM71927V3_1_739_R1_peak_4239	chr17	80832913	80833206	+	44	NA	intron (RPTOR, intron 9 of 29)	NA	-27427	RP11-28G8.1								
DFAM71927V3_1_739_R1_peak_3955	chr17	42019947	42020240	+	44	NA	promoter-TSS (NKIRAS2)	NA	24	NKIRAS2								
DFAM71927V3_1_739_R1_peak_7234	chr4	123352300	123352657	+	44	NA	Intergenic	NA	-44317	SPRY1								
DFAM71927V3_1_739_R1_peak_6175	chr21	45868002	45868366	+	44	NA	intron (PCBP3, intron 1 of 13)	NA	18223	PCBP3								
DFAM71927V3_1_739_R1_peak_5296	chr2	95074434	95074989	+	44	NA	Intergenic	NA	47298	MRPS5								
DFAM71927V3_1_739_R1_peak_2730	chr14	51095223	51095516	+	44	NA	promoter-TSS (TRIM9)	NA	335	TRIM9								
DFAM71927V3_1_739_R1_peak_4042	chr17	56681593	56682044	+	44	NA	Intergenic	NA	88119	NOG								
DFAM71927V3_1_739_R1_peak_8625	chr7	95118808	95119101	+	44	NA	intron (PPP1R9A, intron 3 of 20)	NA	205618	PON1								
DFAM71927V3_1_739_R1_peak_7983	chr6	32845388	32845753	+	44	NA	promoter-TSS (PSMB8)	NA	-635	PSMB8								
DFAM71927V3_1_739_R1_peak_6181	chr21	46286351	46286729	+	44	NA	promoter-TSS (MCM3AP)	NA	204	YBEY								
DFAM71927V3_1_739_R1_peak_3884	chr17	34370508	34370801	+	44	NA	Intergenic	NA	-7421	CCL1								
DFAM71927V3_1_739_R1_peak_6729	chr3	112991074	112991439	+	44	NA	exon (GTPBP8, exon 1 of 5)	NA	303	GTPBP8								
DFAM71927V3_1_739_R1_peak_6283	chr22	31212062	31212355	+	44	NA	promoter-TSS (LIMK2)	NA	-56	LIMK2								
DFAM71927V3_1_739_R1_peak_2971	chr15	41116534	41116827	+	44	NA	promoter-TSS (INO80)	NA	-434	INO80								
DFAM71927V3_1_739_R1_peak_7595	chr5	132490646	132490958	+	44	NA	promoter-TSS (IRF1)	NA	-29	IRF1								
DFAM71927V3_1_739_R1_peak_2536	chr13	44917578	44918180	+	44	NA	TTS (TRNAE7)	NA	119	TRNAE7								
DFAM71927V3_1_739_R1_peak_7640	chr5	139457624	139457917	+	44	NA	exon (ECSCR-2, exon 3 of 8)	NA	4965	ECSCR-2								
DFAM71927V3_1_739_R1_peak_5317	chr2	98656774	98657067	+	44	NA	intron (MGAT4A, intron 6 of 15)	NA	48297	UNC50								
DFAM71927V3_1_739_R1_peak_2939	chr15	34038627	34039018	+	44	NA	exon (AVEN, exon 1 of 6)	NA	280	AVEN								
