PeakID (cmd=annotatePeaks.pl MONOMAC1_4_778_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_4_778_R1_peak_8491	chr17	17592005	17592374	+	32	NA	promoter-TSS (PEMT)	NA	-486	PEMT								
MONOMAC1_4_778_R1_peak_17714	chr5	165143820	165144192	+	32	NA	Intergenic	NA	673727	LOC102546299								
MONOMAC1_4_778_R1_peak_21761	chr9	96778091	96778531	+	32	NA	promoter-TSS (ZNF510)	NA	-244	ZNF510								
MONOMAC1_4_778_R1_peak_3171	chr10	133389437	133389773	+	32	NA	exon (PAOX, exon 4 of 5)	NA	-4512	MTG1								
MONOMAC1_4_778_R1_peak_5852	chr13	99252696	99252983	+	32	NA	intron (UBAC2, intron 4 of 8)	NA	5589	GPR18								
MONOMAC1_4_778_R1_peak_1215	chr1	120069111	120069428	+	32	NA	promoter-TSS (LOC101929178)	NA	-683	LOC101929178								
MONOMAC1_4_778_R1_peak_22632	chrX	55718500	55719233	+	32	NA	intron (RRAGB, intron 1 of 8)	NA	1189	RRAGB								
MONOMAC1_4_778_R1_peak_12040	chr2	94219352	94219639	+	32	NA	Intergenic	NA	367688	LOC100133920								
MONOMAC1_4_778_R1_peak_12405	chr2	160427932	160428337	+	32	NA	intron (RBMS1, intron 1 of 13)	NA	-11916	RBMS1								
MONOMAC1_4_778_R1_peak_14749	chr3	43295688	43296764	+	32	NA	intron (SNRK, intron 2 of 6)	NA	9626	SNRK								
MONOMAC1_4_778_R1_peak_22171	chr9	130681864	130682178	+	32	NA	exon (PRDM12, exon 5 of 5)	NA	-11739	EXOSC2								
MONOMAC1_4_778_R1_peak_22389	chrX	12980310	12980704	+	32	NA	Intergenic	NA	5400	TMSB4X								
MONOMAC1_4_778_R1_peak_22781	chrX	118496671	118497284	+	32	NA	intron (DOCK11, intron 1 of 53)	NA	-41704	DOCK11								
MONOMAC1_4_778_R1_peak_7286	chr15	80990055	80990344	+	32	NA	promoter-TSS (MESDC2)	NA	-335	MESDC2								
MONOMAC1_4_778_R1_peak_22778	chrX	118345481	118345768	+	32	NA	promoter-TSS (WDR44)	NA	-449	WDR44								
MONOMAC1_4_778_R1_peak_5156	chr12	108635844	108636335	+	32	NA	TTS (MIR4496)	NA	240	MIR4496								
MONOMAC1_4_778_R1_peak_8330	chr17	1095430	1095800	+	32	NA	intron (ABR, intron 3 of 22)	NA	8609	ABR								
MONOMAC1_4_778_R1_peak_12461	chr2	171921808	171922122	+	32	NA	promoter-TSS (HAT1)	NA	-460	HAT1								
MONOMAC1_4_778_R1_peak_5043	chr12	78019464	78019797	+	32	NA	intron (NAV3, intron 7 of 37)	NA	188427	NAV3								
MONOMAC1_4_778_R1_peak_8429	chr17	7881229	7881629	+	32	NA	intron (LOC102724217, intron 2 of 2)	NA	3862	LOC102724217								
MONOMAC1_4_778_R1_peak_10024	chr19	1861993	1862323	+	32	NA	intron (KLF16, intron 1 of 1)	NA	1407	KLF16								
MONOMAC1_4_778_R1_peak_10360	chr19	11582004	11582339	+	32	NA	Intergenic	NA	-3192	ACP5								
MONOMAC1_4_778_R1_peak_21545	chr9	37195995	37197087	+	32	NA	intron (ZCCHC7, intron 2 of 8)	NA	75943	ZCCHC7								
MONOMAC1_4_778_R1_peak_21245	chr8	142326681	142327016	+	32	NA	intron (TSNARE1, intron 7 of 13)	NA	76334	TSNARE1								
MONOMAC1_4_778_R1_peak_22637	chrX	56813947	56814241	+	32	NA	intron (LOC550643, intron 2 of 2)	NA	-76510	UQCRBP1								
MONOMAC1_4_778_R1_peak_15122	chr3	101677610	101678111	+	32	NA	promoter-TSS (ZBTB11)	NA	-716	ZBTB11								
MONOMAC1_4_778_R1_peak_17196	chr5	87298629	87298932	+	32	NA	intron (RASA1, intron 1 of 24)	NA	29856	RASA1								
MONOMAC1_4_778_R1_peak_8348	chr17	2303138	2303444	+	32	NA	promoter-TSS (SRR)	NA	-663	SRR								
MONOMAC1_4_778_R1_peak_13684	chr21	21044396	21044963	+	32	NA	intron (NCAM2, intron 1 of 17)	NA	46340	NCAM2								
MONOMAC1_4_778_R1_peak_4847	chr12	54303797	54304094	+	32	NA	intron (NFE2, intron 1 of 2)	NA	21140	NFE2								
MONOMAC1_4_778_R1_peak_2860	chr10	73959051	73959664	+	32	NA	Intergenic	NA	-36580	C10orf55								
MONOMAC1_4_778_R1_peak_19820	chr7	77391013	77391313	+	32	NA	intron (GSAP, intron 5 of 18)	NA	-24035	RP5-899E9.1								
MONOMAC1_4_778_R1_peak_14032	chr22	25567409	25567908	+	32	NA	intron (ADRBK2, intron 1 of 19)	NA	2764	ADRBK2								
MONOMAC1_4_778_R1_peak_22371	chrX	11341571	11341858	+	32	NA	intron (ARHGAP6, intron 1 of 14)	NA	-23028	MIR548AX								
MONOMAC1_4_778_R1_peak_2005	chr1	224244793	224245161	+	32	NA	intron (NVL, intron 18 of 21)	NA	12164	MIR320B2								
MONOMAC1_4_778_R1_peak_12015	chr2	85999122	85999478	+	32	NA	Intergenic	NA	24568	LOC90784								
MONOMAC1_4_778_R1_peak_22432	chrX	17527235	17527707	+	32	NA	promoter-TSS (LOC101928389)	NA	-899	LOC101928389								
MONOMAC1_4_778_R1_peak_12467	chr2	172013878	172014376	+	32	NA	intron (METAP1D, intron 1 of 9)	NA	14230	METAP1D								
MONOMAC1_4_778_R1_peak_8385	chr17	5254752	5255039	+	32	NA	Intergenic	NA	-20016	SCIMP								
MONOMAC1_4_778_R1_peak_2972	chr10	89701609	89701916	+	32	NA	intron (KIF20B, intron 1 of 32)	NA	172	KIF20B								
MONOMAC1_4_778_R1_peak_7485	chr16	788800	789158	+	32	NA	promoter-TSS (RPUSD1)	NA	328	CHTF18								
MONOMAC1_4_778_R1_peak_22602	chrX	49176922	49177630	+	32	NA	intron (PRICKLE3, intron 7 of 8)	NA	5439	PLP2								
MONOMAC1_4_778_R1_peak_5106	chr12	95003202	95003740	+	32	NA	intron (NDUFA12, intron 1 of 3)	NA	242	NDUFA12								
MONOMAC1_4_778_R1_peak_16582	chr4	138775697	138776239	+	32	NA	Intergenic	NA	-239791	CCRN4L								
MONOMAC1_4_778_R1_peak_19094	chr6	144567679	144568127	+	32	NA	intron (UTRN, intron 49 of 73)	NA	223718	UTRN								
MONOMAC1_4_778_R1_peak_5312	chr12	121626030	121626317	+	32	NA	promoter-TSS (ORAI1)	NA	-377	ORAI1								
MONOMAC1_4_778_R1_peak_21634	chr9	76655671	76655960	+	32	NA	intron (PRUNE2, intron 9 of 18)	NA	-108623	PCA3								
MONOMAC1_4_778_R1_peak_15514	chr3	156965251	156965618	+	32	NA	intron (LEKR1, intron 1 of 7)	NA	-124447	LINC00881								
MONOMAC1_4_778_R1_peak_15269	chr3	126261241	126261551	+	32	NA	Intergenic	NA	-26735	LOC644662								
MONOMAC1_4_778_R1_peak_17138	chr5	78903020	78903307	+	32	NA	intron (ARSB, intron 4 of 4)	NA	82780	ARSB								
MONOMAC1_4_778_R1_peak_2703	chr10	63405967	63406265	+	32	NA	intron (JMJD1C, intron 1 of 25)	NA	-33083	MIR1296								
MONOMAC1_4_778_R1_peak_22792	chrX	119399369	119399842	+	32	NA	exon (SLC25A43, exon 1 of 4)	NA	279	SLC25A43								
MONOMAC1_4_778_R1_peak_22313	chrUn_GL000195v1	32683	32985	+	32	NA	Intergenic	NA	53885	LOC389831								
MONOMAC1_4_778_R1_peak_21273	chr8	143368163	143368481	+	32	NA	promoter-TSS (RHPN1)	NA	313	RHPN1-AS1								
MONOMAC1_4_778_R1_peak_13143	chr20	13638359	13638848	+	32	NA	intron (TASP1, intron 1 of 14)	NA	-38033	TASP1								
MONOMAC1_4_778_R1_peak_22545	chrX	45803945	45804401	+	32	NA	Intergenic	NA	45299	FLJ25917								
MONOMAC1_4_778_R1_peak_6984	chr15	56951370	56951892	+	32	NA	intron (TCF12, intron 3 of 20)	NA	32996	TCF12								
MONOMAC1_4_778_R1_peak_16874	chr5	35565800	35566126	+	32	NA	Intergenic	NA	-51835	SPEF2								
MONOMAC1_4_778_R1_peak_11084	chr19	50386690	50387222	+	32	NA	intron (POLD1, intron 1 of 25)	NA	2678	POLD1								
MONOMAC1_4_778_R1_peak_5708	chr13	50844834	50845345	+	32	NA	intron (DLEU7-AS1, intron 4 of 4)	NA	-1443	DLEU7								
MONOMAC1_4_778_R1_peak_11850	chr2	66419272	66419867	+	32	NA	Intergenic	NA	13901	MEIS1-AS3								
MONOMAC1_4_778_R1_peak_5631	chr13	44117378	44117701	+	32	NA	intron (SMIM2-AS1, intron 1 of 4)	NA	6990	SMIM2-AS1								
MONOMAC1_4_778_R1_peak_22355	chrX	2707069	2707356	+	32	NA	intron (CD99, intron 1 of 9)	NA	16025	CD99								
MONOMAC1_4_778_R1_peak_536	chr1	36365061	36365524	+	32	NA	intron (STK40, intron 1 of 10)	NA	20635	STK40								
MONOMAC1_4_778_R1_peak_13920	chr22	17154747	17155102	+	32	NA	intron (CECR5, intron 1 of 7)	NA	-4465	CECR5-AS1								
MONOMAC1_4_778_R1_peak_9360	chr17	77099378	77099696	+	32	NA	intron (SEC14L1, intron 2 of 17)	NA	10068	MIR6516								
MONOMAC1_4_778_R1_peak_6983	chr15	56944035	56944508	+	32	NA	intron (TCF12, intron 3 of 20)	NA	25636	TCF12								
MONOMAC1_4_778_R1_peak_1672	chr1	176205594	176205881	+	32	NA	intron (RFWD2, intron 1 of 18)	NA	1507	RFWD2								
MONOMAC1_4_778_R1_peak_22864	chrX	136494509	136494994	+	32	NA	TTS (BRS3)	NA	-2761	HTATSF1								
MONOMAC1_4_778_R1_peak_5075	chr12	92072078	92072415	+	32	NA	intron (C12orf79, intron 1 of 4)	NA	70425	C12orf79								
MONOMAC1_4_778_R1_peak_21353	chr9	757708	758026	+	32	NA	Intergenic	NA	-83823	DMRT1								
MONOMAC1_4_778_R1_peak_6745	chr15	36428722	36429171	+	32	NA	Intergenic	NA	-150665	C15orf41								
MONOMAC1_4_778_R1_peak_1222	chr1	121089103	121089421	+	32	NA	intron (FCGR1B, intron 3 of 4)	NA	1917	FCGR1B								
MONOMAC1_4_778_R1_peak_18592	chr6	45371153	45372031	+	32	NA	intron (SUPT3H, intron 1 of 12)	NA	-3124	SUPT3H								
MONOMAC1_4_778_R1_peak_3008	chr10	97332599	97332886	+	32	NA	exon (FRAT2, exon 1 of 1)	NA	1959	FRAT2								
MONOMAC1_4_778_R1_peak_20169	chr7	138196782	138197122	+	32	NA	Intergenic	NA	73149	MIR4468								
MONOMAC1_4_778_R1_peak_13318	chr20	34637293	34637830	+	32	NA	intron (PIGU, intron 5 of 11)	NA	39724	PIGU								
MONOMAC1_4_778_R1_peak_4678	chr12	38392922	38393210	+	32	NA	Intergenic	NA	76311	ALG10B								
MONOMAC1_4_778_R1_peak_19367	chr7	6351163	6351525	+	32	NA	Intergenic	NA	-2385	FAM220A								
MONOMAC1_4_778_R1_peak_1919	chr1	210373482	210373776	+	32	NA	intron (HHAT, intron 2 of 10)	NA	44333	HHAT								
MONOMAC1_4_778_R1_peak_19726	chr7	68970153	68970584	+	32	NA	Intergenic	NA	627127	LOC100507468								
MONOMAC1_4_778_R1_peak_19813	chr7	76606410	76606697	+	32	NA	intron (LOC100133091, intron 2 of 2)	NA	20750	POMZP3								
MONOMAC1_4_778_R1_peak_14637	chr3	20061188	20061521	+	32	NA	intron (KAT2B, intron 1 of 17)	NA	20976	KAT2B								
MONOMAC1_4_778_R1_peak_22215	chr9	133114635	133114923	+	32	NA	intron (RALGDS, intron 1 of 17)	NA	16378	RALGDS								
MONOMAC1_4_778_R1_peak_800	chr1	58524875	58525258	+	32	NA	intron (OMA1, intron 7 of 8)	NA	21708	OMA1								
MONOMAC1_4_778_R1_peak_5382	chr12	124988649	124989014	+	32	NA	intron (DHX37, intron 1 of 26)	NA	280	DHX37								
MONOMAC1_4_778_R1_peak_3057	chr10	102456285	102456572	+	32	NA	TTS (LOC100505761)	NA	-4885	C10orf95								
MONOMAC1_4_778_R1_peak_21566	chr9	41237245	41237543	+	32	NA	Intergenic	NA	-80198	CBWD6								
MONOMAC1_4_778_R1_peak_18435	chr6	34656728	34657161	+	32	NA	intron (C6orf106, intron 1 of 3)	NA	39906	C6orf106								
MONOMAC1_4_778_R1_peak_11722	chr2	55047413	55047764	+	32	NA	intron (RTN4, intron 2 of 9)	NA	65028	RTN4								
MONOMAC1_4_778_R1_peak_13361	chr20	36460785	36461073	+	32	NA	promoter-TSS (DLGAP4)	NA	-539	DLGAP4								
MONOMAC1_4_778_R1_peak_17603	chr5	148805131	148805438	+	32	NA	Intergenic	NA	-21309	ADRB2								
MONOMAC1_4_778_R1_peak_5824	chr13	91540092	91540405	+	32	NA	intron (GPC5, intron 2 of 7)	NA	141567	GPC5								
MONOMAC1_4_778_R1_peak_12219	chr2	127293719	127294149	+	32	NA	exon (ERCC3, exon 1 of 15)	NA	211	ERCC3								
MONOMAC1_4_778_R1_peak_21658	chr9	83471542	83471907	+	32	NA	intron (FRMD3, intron 1 of 14)	NA	-120723	FRMD3								
MONOMAC1_4_778_R1_peak_12254	chr2	131665952	131666496	+	32	NA	Intergenic	NA	-18673	LOC100507460								
MONOMAC1_4_778_R1_peak_13880	chr21	43789629	43790171	+	32	NA	intron (RRP1, intron 1 of 12)	NA	363	RRP1								
MONOMAC1_4_778_R1_peak_5090	chr12	93434129	93434466	+	32	NA	intron (UBE2N, intron 1 of 3)	NA	7953	UBE2N								
MONOMAC1_4_778_R1_peak_929	chr1	81811346	81811692	+	32	NA	intron (LPHN2, intron 1 of 23)	NA	10106	LPHN2								
MONOMAC1_4_778_R1_peak_11720	chr2	54998776	54999111	+	32	NA	intron (RTN4, intron 1 of 6)	NA	113673	RTN4								
MONOMAC1_4_778_R1_peak_10836	chr19	42218096	42218621	+	32	NA	promoter-TSS (DEDD2)	NA	-566	DEDD2								
MONOMAC1_4_778_R1_peak_19535	chr7	32905175	32905506	+	32	NA	Intergenic	NA	-14187	KBTBD2								
MONOMAC1_4_778_R1_peak_10804	chr19	40833939	40834278	+	32	NA	Intergenic	NA	16339	CYP2A6								
MONOMAC1_4_778_R1_peak_22901	chrX	154002672	154002966	+	32	NA	Intergenic	NA	17072	IRAK1								
MONOMAC1_4_778_R1_peak_22512	chrX	40146088	40146602	+	32	NA	intron (BCOR, intron 1 of 14)	NA	27573	LOC102724413								
MONOMAC1_4_778_R1_peak_17035	chr5	66138907	66139294	+	32	NA	Intergenic	NA	-5221	SREK1								
MONOMAC1_4_778_R1_peak_3559	chr11	57975637	57975924	+	32	NA	Intergenic	NA	-48101	OR9Q1								
MONOMAC1_4_778_R1_peak_12706	chr2	211708858	211709373	+	32	NA	intron (ERBB4, intron 9 of 28)	NA	717187	MIR548F2								
MONOMAC1_4_778_R1_peak_22681	chrX	71106899	71107398	+	32	NA	promoter-TSS (CXorf65)	NA	-360	CXorf65								
MONOMAC1_4_778_R1_peak_7702	chr16	19190097	19190384	+	32	NA	intron (SYT17, intron 4 of 6)	NA	17479	SYT17								
MONOMAC1_4_778_R1_peak_9189	chr17	66800073	66800545	+	32	NA	intron (PRKCA, intron 16 of 16)	NA	13237	MIR634								
MONOMAC1_4_778_R1_peak_5077	chr12	92137722	92138149	+	32	NA	intron (C12orf79, intron 1 of 4)	NA	4736	C12orf79								
MONOMAC1_4_778_R1_peak_22435	chrX	18674426	18674736	+	32	NA	TTS (TRNAV19)	NA	400	TRNAV19								
MONOMAC1_4_778_R1_peak_8072	chr16	67673438	67673730	+	32	NA	TTS (GFOD2)	NA	6770	C16orf86								
MONOMAC1_4_778_R1_peak_20637	chr8	42338197	42338496	+	32	NA	promoter-TSS (POLB)	NA	-144	POLB								
MONOMAC1_4_778_R1_peak_16017	chr4	8199365	8199847	+	32	NA	intron (SH3TC1, intron 1 of 16)	NA	235	SH3TC1								
MONOMAC1_4_778_R1_peak_9595	chr18	12420003	12420290	+	32	NA	intron (SLMO1, intron 1 of 6)	NA	12250	SLMO1								
MONOMAC1_4_778_R1_peak_15554	chr3	163025714	163026024	+	32	NA	Intergenic	NA	277432	LINC01192								
MONOMAC1_4_778_R1_peak_11793	chr2	62304310	62304606	+	32	NA	Intergenic	NA	98632	MIR5192								
MONOMAC1_4_778_R1_peak_5406	chr12	132488114	132488472	+	32	NA	Intergenic	NA	-2162	FBRSL1								
MONOMAC1_4_778_R1_peak_16518	chr4	114842292	114842719	+	32	NA	intron (NDST4, intron 10 of 13)	NA	185731	MIR577								
MONOMAC1_4_778_R1_peak_15867	chr3	196344254	196344548	+	32	NA	Intergenic	NA	-5981	TM4SF19-TCTEX1D2								
MONOMAC1_4_778_R1_peak_13020	chr20	2289206	2289699	+	32	NA	Intergenic	NA	-6515	TGM3								
MONOMAC1_4_778_R1_peak_15964	chr4	2746786	2747154	+	32	NA	intron (TNIP2, intron 2 of 5)	NA	9406	TNIP2								
MONOMAC1_4_778_R1_peak_22419	chrX	15749682	15750046	+	32	NA	intron (CA5B, intron 1 of 7)	NA	4321	CA5B								
MONOMAC1_4_778_R1_peak_22487	chrX	37783175	37783520	+	32	NA	intron (CYBB, intron 2 of 12)	NA	3330	CYBB								
MONOMAC1_4_778_R1_peak_9172	chr17	64918677	64918980	+	32	NA	promoter-TSS (LRRC37A3)	NA	-43	LRRC37A3								
MONOMAC1_4_778_R1_peak_2172	chr1	235007211	235007689	+	32	NA	Intergenic	NA	62368	LOC731656								
MONOMAC1_4_778_R1_peak_3050	chr10	102114533	102114820	+	32	NA	exon (LDB1, exon 1 of 11)	NA	5777	LDB1								
MONOMAC1_4_778_R1_peak_8421	chr17	7614173	7614676	+	32	NA	intron (SHBG, intron 1 of 7)	NA	158	FXR2								
MONOMAC1_4_778_R1_peak_4658	chr12	32486150	32486644	+	32	NA	intron (FGD4, intron 1 of 16)	NA	-114037	FGD4								
MONOMAC1_4_778_R1_peak_1813	chr1	199283349	199283665	+	32	NA	intron (FLJ43585, intron 3 of 3)	NA	134909	FLJ43585								
MONOMAC1_4_778_R1_peak_18793	chr6	100171620	100171998	+	31	NA	Intergenic	NA	-177571	MCHR2								
MONOMAC1_4_778_R1_peak_16912	chr5	40258389	40258945	+	31	NA	Intergenic	NA	206376	LINC00603								
MONOMAC1_4_778_R1_peak_7141	chr15	69462442	69462750	+	31	NA	Intergenic	NA	9776	RPLP1								
MONOMAC1_4_778_R1_peak_8313	chr16	90057332	90057762	+	31	NA	TTS (PRDM7)	NA	-9764	URAHP								
MONOMAC1_4_778_R1_peak_7562	chr16	3106123	3106492	+	31	NA	Intergenic	NA	-6272	ZNF205								
MONOMAC1_4_778_R1_peak_17573	chr5	143002270	143002630	+	31	NA	intron (ARHGAP26, intron 11 of 20)	NA	-133540	ARHGAP26-AS1								
MONOMAC1_4_778_R1_peak_20199	chr7	139886614	139886955	+	31	NA	intron (TBXAS1, intron 3 of 12)	NA	108536	TBXAS1								
MONOMAC1_4_778_R1_peak_8696	chr17	36190846	36191275	+	31	NA	Intergenic	NA	5688	CCL3L3								
MONOMAC1_4_778_R1_peak_20274	chr7	151633300	151633699	+	31	NA	intron (PRKAG2, intron 4 of 15)	NA	-135324	RHEB								
MONOMAC1_4_778_R1_peak_7071	chr15	64836006	64836415	+	31	NA	Intergenic	NA	-5673	PLEKHO2								
MONOMAC1_4_778_R1_peak_22828	chrX	129773240	129773714	+	31	NA	Intergenic	NA	-6472	SASH3								
MONOMAC1_4_778_R1_peak_11533	chr2	32494966	32495311	+	31	NA	intron (BIRC6, intron 44 of 72)	NA	-37015	MIR558								
MONOMAC1_4_778_R1_peak_18528	chr6	42506667	42507074	+	31	NA	Intergenic	NA	-54824	TRERF1								
MONOMAC1_4_778_R1_peak_9186	chr17	66441509	66441834	+	31	NA	intron (PRKCA, intron 2 of 16)	NA	-25886	RP11-4F22.2								
MONOMAC1_4_778_R1_peak_5805	chr13	88945236	88945610	+	31	NA	Intergenic	NA	318570	LINC00560								
MONOMAC1_4_778_R1_peak_17559	chr5	141651445	141651752	+	31	NA	promoter-TSS (FCHSD1)	NA	-179	FCHSD1								
MONOMAC1_4_778_R1_peak_8204	chr16	84602737	84603024	+	31	NA	intron (COTL1, intron 2 of 3)	NA	15216	COTL1								
MONOMAC1_4_778_R1_peak_5854	chr13	99270130	99270417	+	31	NA	intron (UBAC2, intron 4 of 8)	NA	-11845	GPR18								
MONOMAC1_4_778_R1_peak_10752	chr19	39336816	39337145	+	31	NA	promoter-TSS (GMFG)	NA	-908	GMFG								
MONOMAC1_4_778_R1_peak_2453	chr10	18657836	18658162	+	31	NA	intron (LOC102724059, intron 2 of 2)	NA	1239	LOC102724059								
MONOMAC1_4_778_R1_peak_15011	chr3	58356263	58356675	+	31	NA	intron (PXK, intron 1 of 14)	NA	23579	PXK								
MONOMAC1_4_778_R1_peak_2849	chr10	73704252	73704583	+	31	NA	intron (BMS1P4, intron 11 of 11)	NA	-6621	AGAP5								
MONOMAC1_4_778_R1_peak_901	chr1	78002559	78002874	+	31	NA	intron (DNAJB4, intron 1 of 2)	NA	23553	DNAJB4								
MONOMAC1_4_778_R1_peak_7780	chr16	28111004	28111304	+	31	NA	intron (XPO6, intron 11 of 17)	NA	-47651	GSG1L								
MONOMAC1_4_778_R1_peak_18543	chr6	43021096	43021526	+	31	NA	promoter-TSS (RRP36)	NA	-336	RRP36								
MONOMAC1_4_778_R1_peak_14679	chr3	33417758	33418249	+	31	NA	intron (UBP1, intron 2 of 15)	NA	22402	UBP1								
MONOMAC1_4_778_R1_peak_14131	chr22	36453263	36453828	+	31	NA	Intergenic	NA	-17793	LOC101926989								
MONOMAC1_4_778_R1_peak_10651	chr19	33262490	33262793	+	31	NA	Intergenic	NA	-36791	SLC7A10								
MONOMAC1_4_778_R1_peak_3600	chr11	60250734	60251397	+	31	NA	Intergenic	NA	-7963	MS4A4E								
MONOMAC1_4_778_R1_peak_15868	chr3	196345009	196345567	+	31	NA	Intergenic	NA	-6868	TM4SF19-TCTEX1D2								
MONOMAC1_4_778_R1_peak_992	chr1	89636345	89636753	+	31	NA	intron (LRRC8C, intron 1 of 2)	NA	3464	LRRC8C								
MONOMAC1_4_778_R1_peak_22572	chrX	48683002	48683632	+	31	NA	promoter-TSS (WAS)	NA	-480	WAS								
MONOMAC1_4_778_R1_peak_19004	chr6	135306334	135306841	+	31	NA	intron (AHI1, intron 23 of 25)	NA	67427	MIR548A2								
MONOMAC1_4_778_R1_peak_7746	chr16	23522762	23523250	+	31	NA	exon (EARS2, exon 10 of 10)	NA	-12512	GGA2								
MONOMAC1_4_778_R1_peak_6872	chr15	45634686	45634979	+	31	NA	promoter-TSS (SQRDL)	NA	92	SQRDL								
MONOMAC1_4_778_R1_peak_18106	chr6	15896769	15897076	+	31	NA	Intergenic	NA	-98022	LOC101928406								
MONOMAC1_4_778_R1_peak_11391	chr2	24046919	24047254	+	31	NA	intron (C2orf44, intron 1 of 2)	NA	340	C2orf44								
MONOMAC1_4_778_R1_peak_6816	chr15	42605375	42605677	+	31	NA	intron (STARD9, intron 3 of 33)	NA	29867	STARD9								
MONOMAC1_4_778_R1_peak_6083	chr14	24575907	24576227	+	31	NA	intron (CTSG, intron 1 of 4)	NA	193	CTSG								
MONOMAC1_4_778_R1_peak_1665	chr1	174205173	174205664	+	31	NA	intron (RABGAP1L, intron 1 of 25)	NA	45934	RABGAP1L								
MONOMAC1_4_778_R1_peak_16488	chr4	107658473	107659311	+	31	NA	intron (PAPSS1, intron 6 of 11)	NA	61371	PAPSS1								
MONOMAC1_4_778_R1_peak_9589	chr18	12050016	12050367	+	31	NA	Intergenic	NA	-43658	ANKRD62								
MONOMAC1_4_778_R1_peak_12628	chr2	201068472	201068774	+	31	NA	intron (FAM126B, intron 1 of 11)	NA	3046	FAM126B								
MONOMAC1_4_778_R1_peak_21020	chr8	115073915	115074301	+	31	NA	Intergenic	NA	594186	TRPS1								
MONOMAC1_4_778_R1_peak_14157	chr22	37533197	37533916	+	31	NA	Intergenic	NA	-14353	CARD10								
MONOMAC1_4_778_R1_peak_11992	chr2	85413796	85414264	+	31	NA	promoter-TSS (CAPG)	NA	-3333	CAPG								
MONOMAC1_4_778_R1_peak_8676	chr17	35521426	35521713	+	31	NA	Intergenic	NA	-33830	SLFN12L								
MONOMAC1_4_778_R1_peak_22473	chrX	24694015	24694443	+	31	NA	intron (POLA1, intron 1 of 36)	NA	308	POLA1								
MONOMAC1_4_778_R1_peak_11846	chr2	66384697	66385121	+	31	NA	Intergenic	NA	-26591	MIR4778								
MONOMAC1_4_778_R1_peak_5114	chr12	98439483	98439924	+	31	NA	Intergenic	NA	17442	SLC9A7P1								
MONOMAC1_4_778_R1_peak_8314	chr16	90058017	90058440	+	31	NA	TTS (PRDM7)	NA	-10445	URAHP								
MONOMAC1_4_778_R1_peak_14935	chr3	52373447	52373760	+	31	NA	intron (DNAH1, intron 46 of 79)	NA	36502	BAP1								
MONOMAC1_4_778_R1_peak_18915	chr6	113979594	113979963	+	31	NA	intron (RP3-399L15.3, intron 1 of 3)	NA	8282	RP3-399L15.3								
MONOMAC1_4_778_R1_peak_20472	chr8	22999171	22999561	+	31	NA	promoter-TSS (RHOBTB2)	NA	3518	RHOBTB2								
MONOMAC1_4_778_R1_peak_5705	chr13	50809353	50810291	+	31	NA	intron (DLEU7-AS1, intron 2 of 4)	NA	1967	DLEU7-AS1								
MONOMAC1_4_778_R1_peak_571	chr1	37946550	37947144	+	31	NA	intron (INPP5B, intron 1 of 23)	NA	203	INPP5B								
MONOMAC1_4_778_R1_peak_503	chr1	35345136	35345441	+	31	NA	intron (ZMYM4, intron 2 of 26)	NA	76321	ZMYM4								
MONOMAC1_4_778_R1_peak_16724	chr4	180049899	180050249	+	31	NA	Intergenic	NA	1109075	LINC00290								
MONOMAC1_4_778_R1_peak_14528	chr3	12380789	12381076	+	31	NA	intron (PPARG, intron 3 of 7)	NA	29430	PPARG								
MONOMAC1_4_778_R1_peak_10583	chr19	19076874	19077170	+	31	NA	intron (SLC25A42, intron 1 of 7)	NA	977	SLC25A42								
MONOMAC1_4_778_R1_peak_9261	chr17	74212905	74213198	+	31	NA	promoter-TSS (TTYH2)	NA	270	MGC16275								
MONOMAC1_4_778_R1_peak_15035	chr3	69052555	69052847	+	31	NA	promoter-TSS (TMF1)	NA	-368	TMF1								
MONOMAC1_4_778_R1_peak_3817	chr11	66001022	66001338	+	31	NA	promoter-TSS (BANF1)	NA	-899	BANF1								
MONOMAC1_4_778_R1_peak_16297	chr4	75513267	75513582	+	31	NA	intron (RCHY1, intron 1 of 7)	NA	1006	RCHY1								
MONOMAC1_4_778_R1_peak_21523	chr9	35729555	35729854	+	31	NA	promoter-TSS (TLN1)	NA	-2616	CREB3								
MONOMAC1_4_778_R1_peak_228	chr1	19596348	19596708	+	31	NA	promoter-TSS (MINOS1)	NA	-449	MINOS1								
MONOMAC1_4_778_R1_peak_17321	chr5	114403653	114404103	+	31	NA	intron (KCNN2, intron 2 of 6)	NA	41559	KCNN2								
MONOMAC1_4_778_R1_peak_18705	chr6	81830433	81830730	+	31	NA	Intergenic	NA	-16389	LOC101928770								
MONOMAC1_4_778_R1_peak_18677	chr6	75614512	75614868	+	31	NA	intron (SENP6, intron 1 of 22)	NA	12810	SENP6								
MONOMAC1_4_778_R1_peak_10983	chr19	48332092	48332639	+	31	NA	TTS (TMEM143)	NA	6993	EMP3								
MONOMAC1_4_778_R1_peak_11959	chr2	74506249	74506672	+	31	NA	intron (PCGF1, intron 3 of 8)	NA	1234	PCGF1								
