PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_11163	chr16	68006055	68006362	+	37	NA	Intergenic	NA	-5618	DPEP2								
MONOMAC1_3_777_R1_peak_25461	chr6	89412387	89412686	+	37	NA	promoter-TSS (RRAGD)	NA	-265	RRAGD								
MONOMAC1_3_777_R1_peak_9246	chr15	35141446	35141989	+	37	NA	Intergenic	NA	-95609	ANP32AP1								
MONOMAC1_3_777_R1_peak_25749	chr6	131398883	131399428	+	37	NA	Intergenic	NA	148996	AKAP7								
MONOMAC1_3_777_R1_peak_10477	chr16	4057358	4057755	+	37	NA	intron (ADCY9, intron 2 of 10)	NA	58629	ADCY9								
MONOMAC1_3_777_R1_peak_9084	chr14	104795942	104796276	+	37	NA	promoter-TSS (AKT1)	NA	-2508	AKT1								
MONOMAC1_3_777_R1_peak_3977	chr10	79152072	79152583	+	37	NA	intron (ZMIZ1, intron 3 of 23)	NA	83333	ZMIZ1								
MONOMAC1_3_777_R1_peak_22811	chr5	10627474	10627801	+	37	NA	intron (ANKRD33B, intron 1 of 2)	NA	62860	ANKRD33B								
MONOMAC1_3_777_R1_peak_27599	chr8	4391061	4391426	+	37	NA	intron (CSMD1, intron 3 of 69)	NA	603563	CSMD1								
MONOMAC1_3_777_R1_peak_26417	chr7	21458277	21458553	+	37	NA	intron (SP4, intron 3 of 5)	NA	-12690	MIR1183								
MONOMAC1_3_777_R1_peak_1914	chr1	156123989	156124524	+	37	NA	intron (LMNA, intron 1 of 11)	NA	9586	LMNA								
MONOMAC1_3_777_R1_peak_2584	chr1	215845045	215845775	+	37	NA	intron (USH2A, intron 45 of 71)	NA	-227048	LOC102723833								
MONOMAC1_3_777_R1_peak_10991	chr16	53091130	53091447	+	37	NA	intron (CHD9, intron 1 of 38)	NA	-39745	CHD9								
MONOMAC1_3_777_R1_peak_11764	chr17	18038733	18039025	+	37	NA	promoter-TSS (GID4)	NA	287	ATPAF2								
MONOMAC1_3_777_R1_peak_2564	chr1	212794844	212795244	+	37	NA	intron (TATDN3, intron 1 of 9)	NA	3216	TATDN3								
MONOMAC1_3_777_R1_peak_15529	chr2	25340545	25340975	+	37	NA	intron (DNMT3A, intron 1 of 3)	NA	1153	DNMT3A								
MONOMAC1_3_777_R1_peak_17102	chr2	195561677	195561951	+	37	NA	Intergenic	NA	-95497	SLC39A10								
MONOMAC1_3_777_R1_peak_4453	chr11	4057757	4058092	+	37	NA	intron (STIM1, intron 4 of 11)	NA	-36770	RRM1								
MONOMAC1_3_777_R1_peak_22241	chr4	86968167	86968518	+	37	NA	intron (AFF1, intron 2 of 20)	NA	-33492	LOC100506746								
MONOMAC1_3_777_R1_peak_15516	chr2	24083654	24084285	+	37	NA	intron (TP53I3, intron 2 of 5)	NA	1246	TP53I3								
MONOMAC1_3_777_R1_peak_10951	chr16	48318205	48318795	+	37	NA	intron (LONP2, intron 10 of 13)	NA	-37185	LOC100507577								
MONOMAC1_3_777_R1_peak_1460	chr1	109814675	109815057	+	37	NA	Intergenic	NA	-53093	EPS8L3								
MONOMAC1_3_777_R1_peak_30014	chr9	127395267	127395693	+	37	NA	Intergenic	NA	-1664	SLC2A8								
MONOMAC1_3_777_R1_peak_21279	chr3	177360128	177360448	+	37	NA	Intergenic	NA	65846	LINC00501								
MONOMAC1_3_777_R1_peak_6290	chr12	24948160	24948460	+	37	NA	intron (BCAT1, intron 1 of 10)	NA	1149	BCAT1								
MONOMAC1_3_777_R1_peak_18690	chr21	29069460	29069804	+	37	NA	intron (CCT8, intron 2 of 14)	NA	4165	CCT8								
MONOMAC1_3_777_R1_peak_20628	chr3	112992170	112992592	+	37	NA	intron (GTPBP8, intron 1 of 4)	NA	1904	GTPBP8								
MONOMAC1_3_777_R1_peak_2189	chr1	179141425	179142038	+	37	NA	intron (ABL2, intron 1 of 12)	NA	59754	TOR3A								
MONOMAC1_3_777_R1_peak_20356	chr3	53143361	53143985	+	37	NA	Intergenic	NA	-13209	RFT1								
MONOMAC1_3_777_R1_peak_6577	chr12	51886189	51886697	+	37	NA	Intergenic	NA	-1566	ANKRD33								
MONOMAC1_3_777_R1_peak_22736	chr4	184811200	184811487	+	37	NA	intron (ACSL1, intron 1 of 20)	NA	-5810	ACSL1								
MONOMAC1_3_777_R1_peak_12852	chr17	77460326	77460695	+	37	NA	intron (SEPT9, intron 1 of 9)	NA	9940	SEPT9								
MONOMAC1_3_777_R1_peak_28173	chr8	61731094	61731613	+	37	NA	Intergenic	NA	16521	MIR4470								
MONOMAC1_3_777_R1_peak_28341	chr8	91039274	91039739	+	37	NA	intron (TMEM55A, intron 1 of 4)	NA	1469	TMEM55A								
MONOMAC1_3_777_R1_peak_22922	chr5	36677588	36678136	+	37	NA	intron (SLC1A3, intron 5 of 7)	NA	71507	SLC1A3								
MONOMAC1_3_777_R1_peak_27329	chr7	133689501	133689848	+	37	NA	intron (EXOC4, intron 10 of 17)	NA	398793	MIR6133								
MONOMAC1_3_777_R1_peak_15988	chr2	55120307	55120639	+	37	NA	Intergenic	NA	-69875	RTN4								
MONOMAC1_3_777_R1_peak_6106	chr12	9283340	9283909	+	37	NA	promoter-TSS (LOC642846)	NA	-33	LOC642846								
MONOMAC1_3_777_R1_peak_27354	chr7	135971680	135972008	+	37	NA	intron (LUZP6, intron 1 of 3)	NA	5612	MTPN								
MONOMAC1_3_777_R1_peak_24530	chr6	14353217	14353700	+	37	NA	Intergenic	NA	-68004	LINC01108								
MONOMAC1_3_777_R1_peak_29686	chr9	105142181	105142671	+	37	NA	Intergenic	NA	-102199	SLC44A1								
MONOMAC1_3_777_R1_peak_3183	chr10	11994275	11994582	+	37	NA	intron (UPF2, intron 8 of 21)	NA	48742	UPF2								
MONOMAC1_3_777_R1_peak_5214	chr11	67268755	67269111	+	37	NA	intron (ADRBK1, intron 1 of 20)	NA	2499	ADRBK1								
MONOMAC1_3_777_R1_peak_3665	chr10	63540573	63540894	+	37	NA	intron (REEP3, intron 1 of 6)	NA	-18889	JMJD1C								
MONOMAC1_3_777_R1_peak_4617	chr11	18012462	18012934	+	37	NA	intron (SERGEF, intron 1 of 10)	NA	464	SERGEF								
MONOMAC1_3_777_R1_peak_29987	chr9	125878422	125879024	+	37	NA	intron (PBX3, intron 2 of 6)	NA	131351	PBX3								
MONOMAC1_3_777_R1_peak_5415	chr11	75346485	75346857	+	37	NA	intron (ARRB1, intron 1 of 15)	NA	5160	ARRB1								
MONOMAC1_3_777_R1_peak_26989	chr7	92759640	92759931	+	37	NA	intron (CDK6, intron 3 of 7)	NA	-57971	RNU6-10P								
MONOMAC1_3_777_R1_peak_22750	chr4	189772054	189772577	+	37	NA	Intergenic	NA	15256	LOC102723973								
MONOMAC1_3_777_R1_peak_27395	chr7	139727159	139727433	+	37	NA	intron (HIPK2, intron 1 of 14)	NA	14554	HIPK2								
MONOMAC1_3_777_R1_peak_24325	chr6	5670783	5671163	+	37	NA	intron (RP1-256G22.2, intron 2 of 3)	NA	24299	RP1-256G22.2								
MONOMAC1_3_777_R1_peak_9960	chr15	76056500	76056955	+	37	NA	Intergenic	NA	-3231	C15orf27								
MONOMAC1_3_777_R1_peak_7404	chr12	131872869	131873436	+	37	NA	Intergenic	NA	-21582	ULK1								
MONOMAC1_3_777_R1_peak_16707	chr2	136214842	136215336	+	37	NA	Intergenic	NA	-96934	CXCR4								
MONOMAC1_3_777_R1_peak_9784	chr15	67507858	67508149	+	37	NA	intron (IQCH-AS1, intron 2 of 5)	NA	-13181	C15orf61								
MONOMAC1_3_777_R1_peak_11029	chr16	55539148	55539805	+	37	NA	intron (LPCAT2, intron 8 of 13)	NA	19866	LPCAT2								
MONOMAC1_3_777_R1_peak_9583	chr15	56946776	56947111	+	37	NA	intron (TCF12, intron 3 of 19)	NA	28290	TCF12								
MONOMAC1_3_777_R1_peak_14390	chr19	17109689	17110034	+	37	NA	intron (MYO9B, intron 1 of 38)	NA	34080	MYO9B								
MONOMAC1_3_777_R1_peak_15466	chr2	11744427	11744858	+	37	NA	intron (LPIN1, intron 2 of 9)	NA	-11101	LPIN1								
MONOMAC1_3_777_R1_peak_21002	chr3	151169075	151169499	+	37	NA	intron (MED12L, intron 10 of 43)	NA	33914	GPR171								
MONOMAC1_3_777_R1_peak_3664	chr10	63534229	63534574	+	37	NA	intron (REEP3, intron 1 of 6)	NA	-12557	JMJD1C								
MONOMAC1_3_777_R1_peak_5596	chr11	100687421	100687778	+	37	NA	promoter-TSS (ARHGAP42)	NA	-77	ARHGAP42								
MONOMAC1_3_777_R1_peak_27452	chr7	148564928	148565272	+	37	NA	Intergenic	NA	-25465	C7orf33								
MONOMAC1_3_777_R1_peak_7672	chr13	36979776	36980322	+	37	NA	intron (ALG5, intron 5 of 8)	NA	19308	ALG5								
MONOMAC1_3_777_R1_peak_12904	chr17	80152457	80152734	+	37	NA	Intergenic	NA	-5412	EIF4A3								
MONOMAC1_3_777_R1_peak_899	chr1	44681746	44683024	+	37	NA	intron (C1orf228, intron 1 of 10)	NA	7687	C1orf228								
MONOMAC1_3_777_R1_peak_25436	chr6	87789351	87789838	+	37	NA	intron (LOC101928911, intron 2 of 4)	NA	4734	LOC101928911								
MONOMAC1_3_777_R1_peak_1658	chr1	148370641	148371374	+	37	NA	Intergenic	NA	-8474	RNVU1-10								
MONOMAC1_3_777_R1_peak_16421	chr2	97931435	97932328	+	37	NA	intron (TMEM131, intron 1 of 36)	NA	64045	TMEM131								
MONOMAC1_3_777_R1_peak_12444	chr17	58307400	58307692	+	37	NA	intron (BZRAP1, intron 23 of 29)	NA	20599	BZRAP1								
MONOMAC1_3_777_R1_peak_11811	chr17	28318528	28318821	+	37	NA	promoter-TSS (TMEM97)	NA	-421	TMEM97								
MONOMAC1_3_777_R1_peak_23465	chr5	108858365	108858864	+	37	NA	intron (FER, intron 5 of 19)	NA	110792	FER								
MONOMAC1_3_777_R1_peak_22935	chr5	36884061	36884511	+	37	NA	intron (NIPBL, intron 1 of 45)	NA	7516	NIPBL								
MONOMAC1_3_777_R1_peak_22133	chr4	75908346	75908714	+	37	NA	Intergenic	NA	-6002	PPEF2								
MONOMAC1_3_777_R1_peak_15685	chr2	29081808	29082184	+	37	NA	Intergenic	NA	-7735	C2orf71								
MONOMAC1_3_777_R1_peak_9967	chr15	76983478	76983973	+	37	NA	Intergenic	NA	-11399	PSTPIP1								
MONOMAC1_3_777_R1_peak_9075	chr14	104275871	104276478	+	37	NA	Intergenic	NA	137451	KIF26A								
MONOMAC1_3_777_R1_peak_5751	chr11	118237934	118238208	+	37	NA	intron (MPZL3, intron 2 of 5)	NA	14297	MPZL3								
MONOMAC1_3_777_R1_peak_5937	chr12	562005	562330	+	37	NA	TTS (B4GALNT3)	NA	48496	NINJ2								
MONOMAC1_3_777_R1_peak_5091	chr11	64877740	64878475	+	37	NA	exon (EHD1, exon 1 of 5)	NA	1606	EHD1								
MONOMAC1_3_777_R1_peak_494	chr1	27629242	27629608	+	37	NA	intron (FGR, intron 1 of 12)	NA	-3185	FGR								
MONOMAC1_3_777_R1_peak_16192	chr2	69851765	69852215	+	37	NA	intron (GMCL1, intron 8 of 13)	NA	22304	GMCL1								
MONOMAC1_3_777_R1_peak_26315	chr7	6392905	6393180	+	37	NA	intron (RAC1, intron 3 of 5)	NA	18547	RAC1								
MONOMAC1_3_777_R1_peak_2156	chr1	175071187	175071668	+	37	NA	intron (TNN, intron 1 of 18)	NA	3569	TNN								
MONOMAC1_3_777_R1_peak_2234	chr1	182040397	182040806	+	37	NA	Intergenic	NA	21111	ZNF648								
MONOMAC1_3_777_R1_peak_17323	chr2	218370812	218371414	+	37	NA	Intergenic	NA	-3278	LOC101928513								
MONOMAC1_3_777_R1_peak_21446	chr3	187955748	187956440	+	37	NA	Intergenic	NA	-197216	LPP								
MONOMAC1_3_777_R1_peak_4906	chr11	60055062	60055421	+	37	NA	Intergenic	NA	-1387	MS4A3								
MONOMAC1_3_777_R1_peak_24953	chr6	33204746	33205216	+	37	NA	TTS (SLC39A7)	NA	344	HSD17B8								
MONOMAC1_3_777_R1_peak_30124	chr9	129337913	129338196	+	37	NA	intron (RP11-65J3.1, intron 1 of 3)	NA	1155	RP11-65J3.1								
MONOMAC1_3_777_R1_peak_23630	chr5	131257003	131257312	+	37	NA	Intergenic	NA	-6852	CDC42SE2								
MONOMAC1_3_777_R1_peak_3083	chr10	3526254	3527603	+	37	NA	Intergenic	NA	-91216	LOC101927880								
MONOMAC1_3_777_R1_peak_23893	chr5	149681137	149681692	+	37	NA	Intergenic	NA	-40376	LOC102724061								
MONOMAC1_3_777_R1_peak_26854	chr7	75638593	75639067	+	37	NA	intron (HIP1, intron 1 of 28)	NA	398	HIP1								
MONOMAC1_3_777_R1_peak_11370	chr16	85322539	85322990	+	37	NA	intron (GSE1, intron 1 of 15)	NA	-10859	LOC101928502								
MONOMAC1_3_777_R1_peak_2636	chr1	222589712	222590225	+	37	NA	promoter-TSS (TAF1A)	NA	9	LOC100506161								
MONOMAC1_3_777_R1_peak_20363	chr3	53196442	53196754	+	37	NA	Intergenic	NA	35381	PRKCD								
MONOMAC1_3_777_R1_peak_3587	chr10	61993044	61993371	+	37	NA	intron (ARID5B, intron 3 of 9)	NA	-56004	ARID5B								
MONOMAC1_3_777_R1_peak_11125	chr16	67183076	67183364	+	37	NA	intron (KIAA0895L, intron 1 of 6)	NA	760	KIAA0895L								
MONOMAC1_3_777_R1_peak_7184	chr12	116660772	116661104	+	37	NA	Intergenic	NA	77125	C12orf49								
MONOMAC1_3_777_R1_peak_10491	chr16	4474734	4475008	+	36	NA	promoter-TSS (NMRAL1)	NA	-226	NMRAL1								
MONOMAC1_3_777_R1_peak_19907	chr3	18334347	18335062	+	36	NA	Intergenic	NA	-109338	LOC101929587								
MONOMAC1_3_777_R1_peak_11843	chr17	29138064	29138383	+	36	NA	intron (MYO18A, intron 2 of 41)	NA	42166	MYO18A								
MONOMAC1_3_777_R1_peak_6424	chr12	42631321	42631650	+	36	NA	intron (RP11-609L23.1, intron 4 of 5)	NA	15013	RP11-609L23.1								
MONOMAC1_3_777_R1_peak_11085	chr16	58265169	58265594	+	36	NA	intron (CCDC113, intron 6 of 8)	NA	15445	CCDC113								
MONOMAC1_3_777_R1_peak_20464	chr3	69762387	69762753	+	36	NA	promoter-TSS (MITF)	NA	-174030	MITF								
MONOMAC1_3_777_R1_peak_17585	chr2	238137008	238137302	+	36	NA	Intergenic	NA	-1567	KLHL30								
MONOMAC1_3_777_R1_peak_22191	chr4	82428436	82428713	+	36	NA	intron (HNRNPDL, intron 1 of 8)	NA	1651	HNRNPDL								
MONOMAC1_3_777_R1_peak_11593	chr17	4833414	4833688	+	36	NA	exon (MINK1, exon 1 of 34)	NA	211	MINK1								
MONOMAC1_3_777_R1_peak_24140	chr5	176532868	176533154	+	36	NA	intron (RNF44, intron 1 of 10)	NA	5009	RNF44								
MONOMAC1_3_777_R1_peak_7898	chr13	67521113	67521809	+	36	NA	Intergenic	NA	-291125	PCDH9								
MONOMAC1_3_777_R1_peak_18107	chr20	34646203	34646867	+	36	NA	intron (PIGU, intron 2 of 11)	NA	30750	PIGU								
MONOMAC1_3_777_R1_peak_11800	chr17	27242799	27243136	+	36	NA	Intergenic	NA	51029	MIR4522								
MONOMAC1_3_777_R1_peak_4206	chr10	103908002	103908301	+	36	NA	intron (OBFC1, intron 3 of 6)	NA	10136	OBFC1								
MONOMAC1_3_777_R1_peak_4094	chr10	95907458	95907759	+	36	NA	promoter-TSS (C10orf131)	NA	-357	C10orf131								
MONOMAC1_3_777_R1_peak_11230	chr16	70699654	70699943	+	36	NA	intron (VAC14, intron 14 of 18)	NA	-13857	MTSS1L								
MONOMAC1_3_777_R1_peak_22460	chr4	122584702	122585397	+	36	NA	Intergenic	NA	-33934	IL21-AS1								
MONOMAC1_3_777_R1_peak_4308	chr10	129796253	129796593	+	36	NA	Intergenic	NA	-37773	LOC102724869								
MONOMAC1_3_777_R1_peak_26047	chr6	157323647	157324083	+	36	NA	exon (TMEM242, exon 1 of 4)	NA	356	TMEM242								
MONOMAC1_3_777_R1_peak_11420	chr16	87384236	87384787	+	36	NA	promoter-TSS (TRNAM13)	NA	-417	TRNAM13								
MONOMAC1_3_777_R1_peak_25583	chr6	109053713	109054061	+	36	NA	intron (SESN1, intron 1 of 9)	NA	-41252	CEP57L1								
MONOMAC1_3_777_R1_peak_9651	chr15	60393442	60393720	+	36	NA	intron (ANXA2, intron 1 of 13)	NA	4405	ANXA2								
MONOMAC1_3_777_R1_peak_8438	chr14	49586697	49587366	+	36	NA	promoter-TSS (RPS29)	NA	451	RN7SL1								
MONOMAC1_3_777_R1_peak_10169	chr15	90914524	90915213	+	36	NA	intron (MAN2A2, intron 20 of 24)	NA	10678	MAN2A2								
MONOMAC1_3_777_R1_peak_7655	chr13	33786769	33787346	+	36	NA	Intergenic	NA	-31012	RFC3								
MONOMAC1_3_777_R1_peak_17752	chr20	3434607	3434966	+	36	NA	Intergenic	NA	-27124	C20orf194								
MONOMAC1_3_777_R1_peak_7011	chr12	101892550	101892920	+	36	NA	intron (DRAM1, intron 1 of 6)	NA	15155	DRAM1								
MONOMAC1_3_777_R1_peak_20141	chr3	46186191	46187244	+	36	NA	Intergenic	NA	21624	CCR1								
MONOMAC1_3_777_R1_peak_18518	chr20	62674836	62675334	+	36	NA	intron (SLCO4A1, intron 11 of 11)	NA	-8464	RP11-93B14.5								
MONOMAC1_3_777_R1_peak_7062	chr12	108839209	108839735	+	36	NA	intron (SSH1, intron 2 of 14)	NA	-2489	MIR619								
MONOMAC1_3_777_R1_peak_22735	chr4	184739863	184740137	+	36	NA	Intergenic	NA	-5868	CENPU								
MONOMAC1_3_777_R1_peak_6141	chr12	10128482	10128785	+	36	NA	intron (CLEC7A, intron 1 of 3)	NA	1636	CLEC7A								
MONOMAC1_3_777_R1_peak_30633	chrX	37783097	37783789	+	36	NA	intron (CYBB, intron 2 of 12)	NA	3426	CYBB								
MONOMAC1_3_777_R1_peak_9925	chr15	75621247	75621597	+	36	NA	intron (SNUPN, intron 1 of 8)	NA	4956	SNUPN								
MONOMAC1_3_777_R1_peak_22008	chr4	47499509	47500338	+	36	NA	intron (ATP10D, intron 1 of 22)	NA	14530	ATP10D								
MONOMAC1_3_777_R1_peak_12165	chr17	42997605	42998026	+	36	NA	promoter-TSS (RPL27)	NA	-614	RPL27								
MONOMAC1_3_777_R1_peak_3422	chr10	32066153	32066687	+	36	NA	Intergenic	NA	-9977	KIF5B								
MONOMAC1_3_777_R1_peak_30995	chrX	109733420	109733980	+	36	NA	promoter-TSS (ACSL4)	NA	-399	ACSL4								
MONOMAC1_3_777_R1_peak_26274	chr7	5594624	5594955	+	36	NA	intron (FSCN1, intron 1 of 4)	NA	1984	FSCN1								
MONOMAC1_3_777_R1_peak_579	chr1	29201586	29201899	+	36	NA	intron (MECR, intron 6 of 9)	NA	-19745	SRSF4								
MONOMAC1_3_777_R1_peak_3967	chr10	79083346	79083950	+	36	NA	intron (ZMIZ1, intron 1 of 23)	NA	14654	ZMIZ1								
MONOMAC1_3_777_R1_peak_25042	chr6	35718115	35718477	+	36	NA	intron (FKBP5, intron 2 of 11)	NA	-15494	ARMC12								
MONOMAC1_3_777_R1_peak_13315	chr18	42620299	42620720	+	36	NA	intron (LINC00907, intron 7 of 9)	NA	433841	LINC00907								
MONOMAC1_3_777_R1_peak_21032	chr3	152214474	152214869	+	36	NA	Intergenic	NA	-9248	LOC101928166								
MONOMAC1_3_777_R1_peak_3388	chr10	30701472	30701784	+	36	NA	intron (SVILP1, intron 5 of 9)	NA	9354	SVILP1								
MONOMAC1_3_777_R1_peak_17865	chr20	10447637	10447911	+	36	NA	intron (SLX4IP, intron 1 of 7)	NA	-13535	MKKS								
MONOMAC1_3_777_R1_peak_13405	chr18	50880208	50880517	+	36	NA	intron (ME2, intron 1 of 13)	NA	1300	ME2								
MONOMAC1_3_777_R1_peak_22210	chr4	83197631	83197957	+	36	NA	Intergenic	NA	-83036	PLAC8								
MONOMAC1_3_777_R1_peak_21990	chr4	43163083	43163357	+	36	NA	Intergenic	NA	269954	GRXCR1								
MONOMAC1_3_777_R1_peak_4083	chr10	92591342	92591616	+	36	NA	Intergenic	NA	-1589	KIF11								
MONOMAC1_3_777_R1_peak_30040	chr9	127899716	127900072	+	36	NA	promoter-TSS (ST6GALNAC6)	NA	6686	ST6GALNAC6								
MONOMAC1_3_777_R1_peak_4053	chr10	87867609	87867994	+	36	NA	intron (PTEN, intron 1 of 4)	NA	4119	PTEN								
MONOMAC1_3_777_R1_peak_19871	chr3	17950212	17950486	+	36	NA	Intergenic	NA	-12223	LOC339862								
MONOMAC1_3_777_R1_peak_24121	chr5	176248752	176249158	+	36	NA	intron (SIMC1, intron 1 of 8)	NA	10552	SIMC1								
MONOMAC1_3_777_R1_peak_1392	chr1	100412890	100413211	+	36	NA	intron (CDC14A, intron 4 of 14)	NA	61310	CDC14A								
MONOMAC1_3_777_R1_peak_17932	chr20	19237575	19237888	+	36	NA	intron (SLC24A3, intron 1 of 16)	NA	25085	SLC24A3								
MONOMAC1_3_777_R1_peak_10040	chr15	80161616	80162056	+	36	NA	intron (FAH, intron 4 of 13)	NA	8945	FAH								
MONOMAC1_3_777_R1_peak_18066	chr20	33262100	33262732	+	36	NA	Intergenic	NA	-20719	BPIFB1								
MONOMAC1_3_777_R1_peak_17357	chr2	219718451	219718920	+	36	NA	Intergenic	NA	91055	SLC4A3								
MONOMAC1_3_777_R1_peak_27625	chr8	8343248	8343547	+	36	NA	intron (SGK223, intron 3 of 5)	NA	43034	SGK223								
MONOMAC1_3_777_R1_peak_33	chr1	1659510	1659846	+	36	NA	promoter-TSS (CDK11B)	NA	-666	CDK11B								
MONOMAC1_3_777_R1_peak_14868	chr19	43784836	43785183	+	36	NA	intron (LYPD5, intron 4 of 4)	NA	-3752	KCNN4								
MONOMAC1_3_777_R1_peak_27111	chr7	101817058	101817614	+	36	NA	promoter-TSS (CUX1)	NA	112	CUX1								
MONOMAC1_3_777_R1_peak_25309	chr6	73263285	73263799	+	36	NA	promoter-TSS (KHDC1)	NA	-358	KHDC1								
MONOMAC1_3_777_R1_peak_30761	chrX	48917696	48918244	+	36	NA	intron (PIM2, intron 2 of 5)	NA	1166	PIM2								
MONOMAC1_3_777_R1_peak_11729	chr17	14738768	14739082	+	36	NA	Intergenic	NA	-275880	LOC101928475								
MONOMAC1_3_777_R1_peak_2745	chr1	229067888	229068447	+	36	NA	Intergenic	NA	188137	LOC102723935								
MONOMAC1_3_777_R1_peak_5613	chr11	104705677	104706351	+	36	NA	Intergenic	NA	-133417	LOC102723895								
MONOMAC1_3_777_R1_peak_20896	chr3	136674771	136675186	+	36	NA	intron (STAG1, intron 1 of 32)	NA	77411	STAG1								
MONOMAC1_3_777_R1_peak_10335	chr16	1304017	1304322	+	36	NA	Intergenic	NA	-6007	UBE2I								
MONOMAC1_3_777_R1_peak_16793	chr2	151297697	151298035	+	36	NA	Intergenic	NA	-8789	NMI								
MONOMAC1_3_777_R1_peak_11691	chr17	8376295	8376603	+	36	NA	exon (KRBA2, exon 1 of 2)	NA	260	KRBA2								
MONOMAC1_3_777_R1_peak_1214	chr1	84500669	84500943	+	36	NA	intron (GNG5, intron 3 of 3)	NA	5773	GNG5								
MONOMAC1_3_777_R1_peak_27007	chr7	94029481	94029983	+	36	NA	Intergenic	NA	-25351	BET1								
MONOMAC1_3_777_R1_peak_1453	chr1	109546566	109547018	+	36	NA	TTS (GPR61)	NA	1723	LOC101928560								
MONOMAC1_3_777_R1_peak_22354	chr4	106365121	106365603	+	36	NA	intron (GIMD1, intron 1 of 1)	NA	2073	GIMD1								
MONOMAC1_3_777_R1_peak_3094	chr10	3852058	3852504	+	36	NA	Intergenic	NA	-59677	LOC101927904								
MONOMAC1_3_777_R1_peak_13420	chr18	54776715	54777019	+	36	NA	intron (RAB27B, intron 2 of 6)	NA	-51610	RAB27B								
MONOMAC1_3_777_R1_peak_23193	chr5	72819297	72821432	+	36	NA	intron (TNPO1, intron 1 of 24)	NA	3773	TNPO1								
MONOMAC1_3_777_R1_peak_14079	chr19	8423447	8423759	+	36	NA	intron (MARCH2, intron 3 of 5)	NA	4825	MARCH2								
MONOMAC1_3_777_R1_peak_4421	chr11	3022161	3022487	+	36	NA	intron (CARS, intron 9 of 21)	NA	-29947	NAP1L4								
MONOMAC1_3_777_R1_peak_21064	chr3	153247052	153247407	+	36	NA	Intergenic	NA	85017	RAP2B								
MONOMAC1_3_777_R1_peak_25788	chr6	135235538	135235993	+	36	NA	Intergenic	NA	-3395	MIR548A2								
MONOMAC1_3_777_R1_peak_7525	chr13	27426145	27426425	+	36	NA	intron (GTF3A, intron 1 of 8)	NA	1741	GTF3A								
MONOMAC1_3_777_R1_peak_8482	chr14	50533476	50533759	+	36	NA	promoter-TSS (MAP4K5)	NA	-26408	ATL1								
MONOMAC1_3_777_R1_peak_13120	chr18	9804511	9804799	+	36	NA	intron (RAB31, intron 3 of 6)	NA	-81071	TXNDC2								
MONOMAC1_3_777_R1_peak_11753	chr17	17695019	17695306	+	36	NA	intron (RAI1, intron 1 of 5)	NA	13689	RAI1								
MONOMAC1_3_777_R1_peak_17034	chr2	181313456	181313770	+	36	NA	intron (AC104820.2, intron 3 of 5)	NA	-7961	MIR4437								
MONOMAC1_3_777_R1_peak_25284	chr6	63648947	63649309	+	36	NA	intron (PHF3, intron 1 of 14)	NA	-30950	PHF3								
MONOMAC1_3_777_R1_peak_21459	chr3	188578882	188579326	+	36	NA	intron (LPP, intron 4 of 9)	NA	-10438	LPP-AS1								
MONOMAC1_3_777_R1_peak_7045	chr12	106955930	106956226	+	36	NA	intron (C12orf23, intron 1 of 3)	NA	312	C12orf23								
MONOMAC1_3_777_R1_peak_23544	chr5	120206870	120207637	+	36	NA	Intergenic	NA	-257071	PRR16								
MONOMAC1_3_777_R1_peak_3784	chr10	72233094	72233537	+	36	NA	exon (ANAPC16, exon 3 of 3)	NA	-16083	ASCC1								
MONOMAC1_3_777_R1_peak_27229	chr7	116843958	116844389	+	36	NA	Intergenic	NA	-18336	CAPZA2								
MONOMAC1_3_777_R1_peak_28913	chr8	143452613	143452988	+	36	NA	intron (ZC3H3, intron 13 of 15)	NA	-22368	MAFA								
MONOMAC1_3_777_R1_peak_31183	chrX	153983556	153984007	+	36	NA	TTS (TMEM187)	NA	-2612	MIR3202-2								
MONOMAC1_3_777_R1_peak_6943	chr12	92142089	92142379	+	36	NA	promoter-TSS (C12orf79)	NA	437	C12orf79								
MONOMAC1_3_777_R1_peak_22226	chr4	84574126	84574782	+	36	NA	Intergenic	NA	-2728	LOC102723358								
MONOMAC1_3_777_R1_peak_11781	chr17	21041278	21041618	+	36	NA	intron (USP22, intron 1 of 12)	NA	1961	USP22								
MONOMAC1_3_777_R1_peak_8830	chr14	81209502	81209776	+	36	NA	intron (GTF2A1, intron 2 of 8)	NA	-6805	SNORA79								
MONOMAC1_3_777_R1_peak_21381	chr3	185680888	185681244	+	36	NA	intron (IGF2BP2, intron 7 of 16)	NA	8167	IGF2BP2								
MONOMAC1_3_777_R1_peak_5670	chr11	111935744	111936056	+	36	NA	intron (DIXDC1, intron 2 of 20)	NA	17023	C11orf52								
MONOMAC1_3_777_R1_peak_24148	chr5	176899559	176900027	+	36	NA	promoter-TSS (HK3)	NA	-461	HK3								
