PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_748_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_748_R1_peak_4141	chr11	59615215	59615377	+	57	NA	promoter-TSS (LOC101927226)	NA	848	OSBP								
DFAM71927V3_1_748_R1_peak_23421	chr8	51308464	51308628	+	57	NA	Intergenic	NA	-407290	LOC102724313								
DFAM71927V3_1_748_R1_peak_11586	chr18	74292468	74292631	+	57	NA	promoter-TSS (CYB5A)	NA	-533	CYB5A								
DFAM71927V3_1_748_R1_peak_578	chr1	28246447	28246709	+	57	NA	Intergenic	NA	10487	ATPIF1								
DFAM71927V3_1_748_R1_peak_20647	chr6	16831205	16831423	+	57	NA	Intergenic	NA	69443	LOC101928433								
DFAM71927V3_1_748_R1_peak_23406	chr8	43057367	43057516	+	57	NA	intron (FNTA, intron 1 of 7)	NA	1142	FNTA								
DFAM71927V3_1_748_R1_peak_6220	chr12	123033997	123034405	+	57	NA	intron (PITPNM2, intron 2 of 24)	NA	-23473	MIR4304								
DFAM71927V3_1_748_R1_peak_8104	chr15	74399963	74400222	+	57	NA	Intergenic	NA	11335	MIR6881								
DFAM71927V3_1_748_R1_peak_12794	chr19	41531584	41531789	+	57	NA	Intergenic	NA	-3698	LOC101927931								
DFAM71927V3_1_748_R1_peak_15035	chr2	230980516	230980729	+	57	NA	Intergenic	NA	15410	SPATA3-AS1								
DFAM71927V3_1_748_R1_peak_17797	chr3	101827851	101828005	+	57	NA	promoter-TSS (NFKBIZ)	NA	-21586	NFKBIZ								
DFAM71927V3_1_748_R1_peak_2339	chr1	229558884	229559041	+	57	NA	promoter-TSS (ABCB10)	NA	-1646	ABCB10								
DFAM71927V3_1_748_R1_peak_19568	chr5	55022560	55022744	+	57	NA	exon (LOC102467081, exon 2 of 3)	NA	1517	LOC102467081								
DFAM71927V3_1_748_R1_peak_13020	chr19	48584364	48584523	+	57	NA	intron (SULT2B1, intron 2 of 6)	NA	8707	SULT2B1								
DFAM71927V3_1_748_R1_peak_13378	chr2	6918668	6918823	+	57	NA	promoter-TSS (RNF144A-AS1)	NA	-63	RNF144A-AS1								
DFAM71927V3_1_748_R1_peak_23422	chr8	51898279	51898533	+	57	NA	promoter-TSS (LOC102724330)	NA	780	PCMTD1								
DFAM71927V3_1_748_R1_peak_11715	chr19	1261394	1261543	+	57	NA	Intergenic	NA	-7800	CIRBP								
DFAM71927V3_1_748_R1_peak_7604	chr15	28819127	28819282	+	57	NA	intron (LOC646278, intron 10 of 13)	NA	23753	LOC102723925								
DFAM71927V3_1_748_R1_peak_17429	chr3	46368601	46368797	+	57	NA	intron (LOC102724297, intron 2 of 2)	NA	-1443	CCR5								
DFAM71927V3_1_748_R1_peak_360	chr1	20185394	20185560	+	57	NA	promoter-TSS (UBXN10)	NA	1009	UBXN10-AS1								
DFAM71927V3_1_748_R1_peak_18416	chr3	196317644	196317843	+	57	NA	promoter-TSS (TM4SF19-AS1)	NA	551	TCTEX1D2								
DFAM71927V3_1_748_R1_peak_8766	chr16	12816671	12816878	+	57	NA	Intergenic	NA	-12887	CPPED1								
DFAM71927V3_1_748_R1_peak_4532	chr11	72434322	72434495	+	57	NA	exon (CLPB, exon 1 of 16)	NA	272	CLPB								
DFAM71927V3_1_748_R1_peak_3926	chr11	14414904	14415111	+	57	NA	Intergenic	NA	-50501	RRAS2								
DFAM71927V3_1_748_R1_peak_23223	chr8	22165099	22165436	+	57	NA	TTS (SFTPC)	NA	127	BMP1								
DFAM71927V3_1_748_R1_peak_4242	chr11	63613703	63613927	+	57	NA	intron (PLA2G16, intron 2 of 4)	NA	622	PLA2G16								
DFAM71927V3_1_748_R1_peak_23292	chr8	27863955	27864154	+	57	NA	Intergenic	NA	22062	MIR4287								
DFAM71927V3_1_748_R1_peak_14239	chr2	105037963	105038211	+	57	NA	promoter-TSS (MRPS9)	NA	62	MRPS9								
DFAM71927V3_1_748_R1_peak_11618	chr18	78192240	78192438	+	57	NA	Intergenic	NA	-198612	LINC01029								
DFAM71927V3_1_748_R1_peak_11124	chr17	81455353	81455565	+	57	NA	intron (BAHCC1, intron 15 of 27)	NA	-4271	MIR3186								
DFAM71927V3_1_748_R1_peak_12184	chr19	12938175	12938631	+	57	NA	promoter-TSS (CALR)	NA	-197	CALR								
DFAM71927V3_1_748_R1_peak_10903	chr17	75688955	75689114	+	57	NA	intron (SAP30BP, intron 3 of 11)	NA	21715	SAP30BP								
DFAM71927V3_1_748_R1_peak_1171	chr1	93818447	93818616	+	57	NA	intron (BCAR3, intron 2 of 13)	NA	-28301	MIR760								
DFAM71927V3_1_748_R1_peak_1389	chr1	117049019	117049321	+	57	NA	intron (RP11-27K13.3, intron 2 of 3)	NA	10320	RP11-27K13.3								
DFAM71927V3_1_748_R1_peak_6659	chr13	51849791	51849940	+	57	NA	Intergenic	NA	-4715	LINC00282								
DFAM71927V3_1_748_R1_peak_9555	chr16	88706268	88706682	+	57	NA	promoter-TSS (CTU2)	NA	-8	CTU2								
DFAM71927V3_1_748_R1_peak_22925	chr7	149126836	149127086	+	57	NA	promoter-TSS (ZNF425)	NA	545	ZNF398								
DFAM71927V3_1_748_R1_peak_10107	chr17	29453849	29453999	+	57	NA	intron (TAOK1, intron 2 of 17)	NA	62999	TAOK1								
DFAM71927V3_1_748_R1_peak_7806	chr15	48975789	48975993	+	57	NA	Intergenic	NA	-12447	SHC4								
DFAM71927V3_1_748_R1_peak_339	chr1	18927809	18927968	+	57	NA	intron (IFFO2, intron 1 of 8)	NA	-25089	ALDH4A1								
DFAM71927V3_1_748_R1_peak_22035	chr7	5569625	5569781	+	57	NA	Intergenic	NA	-23102	FSCN1								
DFAM71927V3_1_748_R1_peak_2631	chr10	7260570	7260719	+	57	NA	intron (SFMBT2, intron 7 of 20)	NA	148697	SFMBT2								
DFAM71927V3_1_748_R1_peak_22997	chr7	151633059	151633294	+	57	NA	promoter-TSS (PRKAG2)	NA	-135001	RHEB								
DFAM71927V3_1_748_R1_peak_5685	chr12	57772413	57772612	+	57	NA	promoter-TSS (METTL1)	NA	-88	METTL21B								
DFAM71927V3_1_748_R1_peak_11437	chr18	38941335	38941528	+	57	NA	Intergenic	NA	-385634	LOC101927879								
DFAM71927V3_1_748_R1_peak_24720	chr9	128088653	128088837	+	57	NA	intron (SLC25A25, intron 1 of 9)	NA	-9737	SLC25A25								
DFAM71927V3_1_748_R1_peak_13383	chr2	8229646	8229889	+	57	NA	intron (LINC00299, intron 7 of 8)	NA	98652	LINC00299								
DFAM71927V3_1_748_R1_peak_21408	chr6	87322377	87322658	+	57	NA	promoter-TSS (SMIM8)	NA	-71	SMIM8								
DFAM71927V3_1_748_R1_peak_10649	chr17	58339001	58339206	+	57	NA	intron (BZRAP1-AS1, intron 2 of 3)	NA	1901	BZRAP1-AS1								
DFAM71927V3_1_748_R1_peak_12301	chr19	16066703	16066932	+	57	NA	promoter-TSS (TPM4)	NA	-9508	TPM4								
DFAM71927V3_1_748_R1_peak_1313	chr1	111477108	111477278	+	57	NA	intron (C1orf162, intron 3 of 4)	NA	3326	C1orf162								
DFAM71927V3_1_748_R1_peak_21545	chr6	112087251	112087619	+	57	NA	promoter-TSS (FAM229B)	NA	-36	FAM229B								
DFAM71927V3_1_748_R1_peak_5935	chr12	104670134	104670290	+	57	NA	intron (CHST11, intron 2 of 2)	NA	78567	MIR3922								
DFAM71927V3_1_748_R1_peak_19496	chr5	40410458	40410610	+	57	NA	Intergenic	NA	-270417	PTGER4								
DFAM71927V3_1_748_R1_peak_12354	chr19	17420232	17420404	+	57	NA	exon (MVB12A, exon 2 of 9)	NA	215	MVB12A								
DFAM71927V3_1_748_R1_peak_14567	chr2	161238814	161239010	+	57	NA	intron (LOC101929512, intron 1 of 1)	NA	5738	LOC101929512								
DFAM71927V3_1_748_R1_peak_9420	chr16	81446536	81446830	+	57	NA	intron (CMIP, intron 1 of 20)	NA	61665	MIR4720								
DFAM71927V3_1_748_R1_peak_18221	chr3	172039482	172039711	+	57	NA	promoter-TSS (FNDC3B)	NA	-32	FNDC3B								
DFAM71927V3_1_748_R1_peak_20872	chr6	30687461	30687610	+	57	NA	promoter-TSS (PPP1R18)	NA	360	PPP1R18								
DFAM71927V3_1_748_R1_peak_20010	chr5	134874133	134874472	+	57	NA	exon (TXNDC15, exon 1 of 5)	NA	532	TXNDC15								
DFAM71927V3_1_748_R1_peak_14324	chr2	113273128	113273287	+	57	NA	exon (LOC101927382, exon 2 of 2)	NA	4773	LOC101927382								
DFAM71927V3_1_748_R1_peak_9274	chr16	67833883	67834049	+	57	NA	promoter-TSS (CENPT)	NA	1692	CENPT								
DFAM71927V3_1_748_R1_peak_4834	chr11	119108646	119108872	+	57	NA	intron (C2CD2L, intron 1 of 11)	NA	1698	C2CD2L								
DFAM71927V3_1_748_R1_peak_19240	chr4	168511824	168511973	+	57	NA	exon (PALLD, exon 2 of 21)	NA	-31418	DDX60L								
DFAM71927V3_1_748_R1_peak_16353	chr21	46324439	46324628	+	57	NA	promoter-TSS (C21orf58)	NA	425	PCNT								
DFAM71927V3_1_748_R1_peak_15909	chr20	59385652	59385860	+	57	NA	Intergenic	NA	85262	EDN3								
DFAM71927V3_1_748_R1_peak_12129	chr19	11887861	11888073	+	57	NA	exon (ZNF69, exon 1 of 4)	NA	169	ZNF69								
DFAM71927V3_1_748_R1_peak_1698	chr1	159936440	159936659	+	57	NA	intron (IGSF9, intron 5 of 20)	NA	9047	IGSF9								
DFAM71927V3_1_748_R1_peak_14827	chr2	201158434	201158583	+	57	NA	promoter-TSS (CFLAR-AS1)	NA	-716	CFLAR-AS1								
DFAM71927V3_1_748_R1_peak_493	chr1	26284850	26285026	+	57	NA	intron (UBXN11, intron 11 of 15)	NA	5216	SH3BGRL3								
DFAM71927V3_1_748_R1_peak_3671	chr10	128221633	128221838	+	57	NA	Intergenic	NA	-64213	LINC01163								
DFAM71927V3_1_748_R1_peak_7772	chr15	44536016	44536213	+	57	NA	promoter-TSS (EIF3J)	NA	809	EIF3J-AS1								
DFAM71927V3_1_748_R1_peak_19826	chr5	108548772	108548921	+	57	NA	Intergenic	NA	-166282	FBXL17								
DFAM71927V3_1_748_R1_peak_21610	chr6	129710084	129710310	+	57	NA	promoter-TSS (ARHGAP18)	NA	28	ARHGAP18								
DFAM71927V3_1_748_R1_peak_10012	chr17	19378619	19378794	+	57	NA	promoter-TSS (B9D1)	NA	985	MAPK7								
DFAM71927V3_1_748_R1_peak_18279	chr3	183366646	183366797	+	57	NA	intron (MCF2L2, intron 3 of 29)	NA	61548	MCF2L2								
DFAM71927V3_1_748_R1_peak_25374	chrX	86047457	86047723	+	57	NA	promoter-TSS (CHM)	NA	-28	CHM								
DFAM71927V3_1_748_R1_peak_13908	chr2	67398000	67398304	+	57	NA	promoter-TSS (ETAA1)	NA	807	ETAA1								
DFAM71927V3_1_748_R1_peak_6682	chr13	67230385	67230574	+	57	NA	promoter-TSS (PCDH9)	NA	-143	PCDH9								
DFAM71927V3_1_748_R1_peak_12032	chr19	9674994	9675189	+	57	NA	promoter-TSS (ZNF562)	NA	9	ZNF562								
DFAM71927V3_1_748_R1_peak_8618	chr16	3054975	3055147	+	57	NA	promoter-TSS (LOC101929668)	NA	-313	LOC101929668								
DFAM71927V3_1_748_R1_peak_18316	chr3	185943319	185943480	+	57	NA	Intergenic	NA	-5263	TRA2B								
DFAM71927V3_1_748_R1_peak_7668	chr15	38684724	38684891	+	57	NA	Intergenic	NA	-11791	C15orf53								
DFAM71927V3_1_748_R1_peak_14962	chr2	219252694	219252901	+	57	NA	promoter-TSS (TUBA4B)	NA	-446	TUBA4B								
DFAM71927V3_1_748_R1_peak_15985	chr20	63520624	63520792	+	57	NA	promoter-TSS (PPDPF)	NA	-72	PPDPF								
DFAM71927V3_1_748_R1_peak_5717	chr12	64759428	64759791	+	57	NA	promoter-TSS (GNS)	NA	-163	GNS								
DFAM71927V3_1_748_R1_peak_21809	chr6	158039429	158039800	+	57	NA	intron (SYNJ2, intron 4 of 27)	NA	-19808	SYNJ2								
DFAM71927V3_1_748_R1_peak_3361	chr10	97318132	97318303	+	57	NA	Intergenic	NA	-1048	FRAT1								
DFAM71927V3_1_748_R1_peak_23238	chr8	22643032	22643274	+	57	NA	promoter-TSS (BIN3-IT1)	NA	-944	BIN3-IT1								
DFAM71927V3_1_748_R1_peak_25512	chrX	135520526	135520714	+	57	NA	promoter-TSS (DDX26B)	NA	-24	DDX26B								
DFAM71927V3_1_748_R1_peak_4006	chr11	33898002	33898201	+	57	NA	Intergenic	NA	-28276	LMO2								
DFAM71927V3_1_748_R1_peak_22817	chr7	138625132	138625453	+	57	NA	intron (SVOPL, intron 13 of 15)	NA	75932	SVOPL								
DFAM71927V3_1_748_R1_peak_8760	chr16	12458667	12458854	+	57	NA	intron (SNX29, intron 18 of 20)	NA	-86178	LOC101927227								
DFAM71927V3_1_748_R1_peak_8136	chr15	75347179	75347380	+	57	NA	promoter-TSS (NEIL1)	NA	236	NEIL1								
DFAM71927V3_1_748_R1_peak_6962	chr14	24310901	24311082	+	57	NA	promoter-TSS (LTB4R)	NA	386	CIDEB								
DFAM71927V3_1_748_R1_peak_11468	chr18	46947175	46947343	+	57	NA	intron (KATNAL2, intron 1 of 14)	NA	17385	TCEB3CL2								
DFAM71927V3_1_748_R1_peak_793	chr1	40385742	40385902	+	57	NA	intron (SMAP2, intron 1 of 9)	NA	12116	SMAP2								
DFAM71927V3_1_748_R1_peak_21669	chr6	138404494	138404859	+	57	NA	intron (HEBP2, intron 1 of 3)	NA	477	HEBP2								
DFAM71927V3_1_748_R1_peak_8059	chr15	70099501	70099729	+	57	NA	Intergenic	NA	-1698	TLE3								
DFAM71927V3_1_748_R1_peak_6856	chr13	112689022	112689218	+	57	NA	promoter-TSS (ATP11A)	NA	-928	ATP11A								
DFAM71927V3_1_748_R1_peak_4886	chr11	122727537	122727775	+	57	NA	intron (UBASH3B, intron 1 of 13)	NA	-46358	UBASH3B								
DFAM71927V3_1_748_R1_peak_1660	chr1	156751666	156751984	+	57	NA	promoter-TSS (HDGF)	NA	407	HDGF								
DFAM71927V3_1_748_R1_peak_10394	chr17	43172252	43172401	+	57	NA	intron (NBR1, intron 1 of 19)	NA	1097	NBR1								
DFAM71927V3_1_748_R1_peak_20331	chr5	173057193	173057510	+	57	NA	promoter-TSS (CREBRF)	NA	986	CREBRF								
DFAM71927V3_1_748_R1_peak_21813	chr6	158087017	158087203	+	57	NA	intron (SYNJ2, intron 23 of 27)	NA	27688	SYNJ2								
DFAM71927V3_1_748_R1_peak_21950	chr7	1607913	1608066	+	57	NA	Intergenic	NA	-6481	TFAMP1								
DFAM71927V3_1_748_R1_peak_2952	chr10	46300454	46300622	+	57	NA	intron (ANTXRL, intron 9 of 15)	NA	13541	ANTXRL								
DFAM71927V3_1_748_R1_peak_16187	chr21	37258211	37258419	+	57	NA	intron (DSCR3, intron 1 of 6)	NA	9809	DSCR3								
DFAM71927V3_1_748_R1_peak_3380	chr10	98467502	98467653	+	56	NA	intron (HPSE2, intron 11 of 12)	NA	-20616	HPS1								
DFAM71927V3_1_748_R1_peak_24380	chr9	92324530	92324679	+	56	NA	promoter-TSS (CENPP)	NA	784	NOL8								
DFAM71927V3_1_748_R1_peak_3213	chr10	79084368	79084543	+	56	NA	intron (ZMIZ1, intron 1 of 23)	NA	15461	ZMIZ1								
DFAM71927V3_1_748_R1_peak_12196	chr19	13118076	13118289	+	56	NA	promoter-TSS (NACC1)	NA	183	NACC1								
DFAM71927V3_1_748_R1_peak_12332	chr19	16628873	16629286	+	56	NA	promoter-TSS (MED26)	NA	-875	MED26								
DFAM71927V3_1_748_R1_peak_548	chr1	27403570	27403729	+	56	NA	TTS (WASF2)	NA	11005	GPR3								
DFAM71927V3_1_748_R1_peak_2628	chr10	6990990	6991139	+	56	NA	Intergenic	NA	211466	LINC00707								
DFAM71927V3_1_748_R1_peak_18940	chr4	88823614	88823847	+	56	NA	promoter-TSS (FAM13A)	NA	60552	LOC102723488								
DFAM71927V3_1_748_R1_peak_4274	chr11	64242494	64242714	+	56	NA	intron (FKBP2, intron 2 of 5)	NA	1663	FKBP2								
DFAM71927V3_1_748_R1_peak_24431	chr9	96149591	96149817	+	56	NA	Intergenic	NA	-33293	LOC158434								
DFAM71927V3_1_748_R1_peak_11520	chr18	56645538	56645773	+	56	NA	Intergenic	NA	-5730	WDR7								
DFAM71927V3_1_748_R1_peak_15250	chr20	327151	327459	+	56	NA	exon (SOX12, exon 1 of 1)	NA	1734	SOX12								
DFAM71927V3_1_748_R1_peak_4896	chr11	123430360	123430532	+	56	NA	exon (GRAMD1B, exon 1 of 22)	NA	139	GRAMD1B								
DFAM71927V3_1_748_R1_peak_17623	chr3	53072586	53072981	+	56	NA	Intergenic	NA	-22390	LOC102723651								
DFAM71927V3_1_748_R1_peak_21908	chr6	170584114	170584271	+	56	NA	intron (PDCD2, intron 1 of 5)	NA	462	PDCD2								
DFAM71927V3_1_748_R1_peak_25365	chrX	79167615	79167764	+	56	NA	Intergenic	NA	-3283	GPR174								
DFAM71927V3_1_748_R1_peak_19817	chr5	103258468	103258764	+	56	NA	promoter-TSS (C5orf30)	NA	-741	C5orf30								
DFAM71927V3_1_748_R1_peak_13838	chr2	60807191	60807503	+	56	NA	Intergenic	NA	51117	PAPOLG								
DFAM71927V3_1_748_R1_peak_20582	chr6	12114289	12114448	+	56	NA	intron (HIVEP1, intron 2 of 3)	NA	98842	HIVEP1								
DFAM71927V3_1_748_R1_peak_23051	chr7	157668715	157668876	+	56	NA	intron (PTPRN2, intron 13 of 22)	NA	-94373	MIR153-2								
DFAM71927V3_1_748_R1_peak_22834	chr7	139291365	139291515	+	56	NA	intron (UBN2, intron 14 of 17)	NA	-49010	C7orf55								
DFAM71927V3_1_748_R1_peak_2650	chr10	8438686	8438951	+	56	NA	Intergenic	NA	-170513	LINC00708								
DFAM71927V3_1_748_R1_peak_2883	chr10	35379323	35379512	+	56	NA	intron (CCNY, intron 1 of 9)	NA	-54701	CCNY								
DFAM71927V3_1_748_R1_peak_8182	chr15	77421007	77421353	+	56	NA	intron (HMG20A, intron 1 of 9)	NA	485	HMG20A								
DFAM71927V3_1_748_R1_peak_19357	chr5	957480	957629	+	56	NA	Intergenic	NA	39786	LOC100506688								
DFAM71927V3_1_748_R1_peak_7736	chr15	41828013	41828194	+	56	NA	promoter-TSS (JMJD7)	NA	18	JMJD7								
DFAM71927V3_1_748_R1_peak_21345	chr6	57172108	57172311	+	56	NA	promoter-TSS (BAG2)	NA	213	RP11-203B9.4								
DFAM71927V3_1_748_R1_peak_5004	chr11	134034777	134034929	+	56	NA	intron (RP11-713P17.3, intron 1 of 2)	NA	2581	RP11-713P17.3								
DFAM71927V3_1_748_R1_peak_13179	chr19	53882177	53882329	+	56	NA	promoter-TSS (PRKCG)	NA	40	PRKCG								
DFAM71927V3_1_748_R1_peak_9398	chr16	77722225	77722609	+	56	NA	promoter-TSS (NUDT7)	NA	-75	NUDT7								
DFAM71927V3_1_748_R1_peak_23770	chr8	125696800	125696987	+	56	NA	Intergenic	NA	225465	LOC101927634								
DFAM71927V3_1_748_R1_peak_15563	chr20	34009673	34009822	+	56	NA	intron (RALY, intron 1 of 7)	NA	-15380	RP5-1125A11.1								
DFAM71927V3_1_748_R1_peak_25155	chrX	25367636	25367785	+	56	NA	Intergenic	NA	-351762	ARX								
DFAM71927V3_1_748_R1_peak_4596	chr11	76380705	76380885	+	56	NA	promoter-TSS (LOC100506127)	NA	41	PRKRIR								
DFAM71927V3_1_748_R1_peak_17813	chr3	107927969	107928351	+	56	NA	exon (LINC00636, exon 3 of 3)	NA	44955	LINC00636								
DFAM71927V3_1_748_R1_peak_7610	chr15	29003932	29004118	+	56	NA	intron (APBA2, intron 2 of 12)	NA	84658	APBA2								
DFAM71927V3_1_748_R1_peak_23242	chr8	22916267	22916544	+	56	NA	intron (PEBP4, intron 3 of 6)	NA	11503	PEBP4								
DFAM71927V3_1_748_R1_peak_23939	chr8	143544691	143544906	+	56	NA	intron (ZC3H3, intron 2 of 15)	NA	-2719	ZC3H3								
DFAM71927V3_1_748_R1_peak_14710	chr2	181430859	181431008	+	56	NA	Intergenic	NA	-25959	ITGA4								
DFAM71927V3_1_748_R1_peak_19634	chr5	68407362	68407624	+	56	NA	Intergenic	NA	119069	PIK3R1								
DFAM71927V3_1_748_R1_peak_18045	chr3	133942538	133942793	+	56	NA	exon (SLCO2A1, exon 11 of 14)	NA	-12853	C3orf36								
DFAM71927V3_1_748_R1_peak_219	chr1	10471987	10472356	+	56	NA	intron (DFFA, intron 1 of 4)	NA	385	DFFA								
DFAM71927V3_1_748_R1_peak_23539	chr8	80138690	80138855	+	56	NA	intron (TPD52, intron 1 of 6)	NA	-57941	TPD52								
DFAM71927V3_1_748_R1_peak_10108	chr17	29567614	29568002	+	56	NA	promoter-TSS (TP53I13)	NA	-259	TP53I13								
DFAM71927V3_1_748_R1_peak_19038	chr4	109703321	109703532	+	56	NA	promoter-TSS (CASP6)	NA	47	CASP6								
DFAM71927V3_1_748_R1_peak_5135	chr12	6635270	6635538	+	56	NA	intron (LPAR5, intron 1 of 1)	NA	-3755	LPAR5								
DFAM71927V3_1_748_R1_peak_10368	chr17	42532539	42532764	+	56	NA	Intergenic	NA	-4747	NAGLU								
DFAM71927V3_1_748_R1_peak_3648	chr10	124648768	124648960	+	56	NA	intron (FAM53B, intron 4 of 4)	NA	-55057	FAM53B-AS1								
DFAM71927V3_1_748_R1_peak_6253	chr12	124218226	124218426	+	56	NA	intron (ZNF664-FAM101A, intron 3 of 4)	NA	-70838	FAM101A								
DFAM71927V3_1_748_R1_peak_1688	chr1	159012551	159012737	+	56	NA	intron (IFI16, intron 1 of 10)	NA	2752	IFI16								
DFAM71927V3_1_748_R1_peak_18513	chr4	2296881	2297213	+	56	NA	intron (ZFYVE28, intron 8 of 12)	NA	-34904	MXD4								
DFAM71927V3_1_748_R1_peak_4478	chr11	67650645	67650808	+	56	NA	promoter-TSS (ACY3)	NA	-67	ACY3								
DFAM71927V3_1_748_R1_peak_15682	chr20	41618431	41618662	+	56	NA	promoter-TSS (CHD6)	NA	-174	CHD6								
DFAM71927V3_1_748_R1_peak_11788	chr19	2271020	2271182	+	56	NA	intron (OAZ1, intron 1 of 4)	NA	1580	OAZ1								
DFAM71927V3_1_748_R1_peak_6829	chr13	109764612	109764819	+	56	NA	intron (IRS2, intron 1 of 1)	NA	21852	IRS2								
DFAM71927V3_1_748_R1_peak_17805	chr3	106302672	106302821	+	56	NA	Intergenic	NA	82935	LOC101929485								
DFAM71927V3_1_748_R1_peak_2708	chr10	14564277	14564479	+	56	NA	intron (FAM107B, intron 2 of 5)	NA	7995	FAM107B								
DFAM71927V3_1_748_R1_peak_15464	chr20	25081234	25081544	+	56	NA	intron (VSX1, intron 1 of 4)	NA	990	VSX1								
DFAM71927V3_1_748_R1_peak_13922	chr2	68767778	68767927	+	56	NA	intron (ARHGAP25, intron 1 of 10)	NA	-6949	ARHGAP25								
DFAM71927V3_1_748_R1_peak_12608	chr19	35205371	35205532	+	56	NA	Intergenic	NA	23274	FAM187B								
DFAM71927V3_1_748_R1_peak_9912	chr17	12020713	12020919	+	56	NA	promoter-TSS (MAP2K4)	NA	-2	MAP2K4								
DFAM71927V3_1_748_R1_peak_5934	chr12	104519296	104519465	+	56	NA	intron (CHST11, intron 1 of 2)	NA	62466	CHST11								
DFAM71927V3_1_748_R1_peak_6097	chr12	119668316	119668485	+	56	NA	exon (PRKAB1, exon 1 of 7)	NA	536	PRKAB1								
DFAM71927V3_1_748_R1_peak_22634	chr7	102321296	102321487	+	56	NA	exon (SH2B2, exon 9 of 9)	NA	35632	SPDYE6								
DFAM71927V3_1_748_R1_peak_5508	chr12	51421331	51421558	+	56	NA	intron (SLC4A8, intron 1 of 24)	NA	-3673	SLC4A8								
DFAM71927V3_1_748_R1_peak_5827	chr12	89354703	89354977	+	56	NA	Intergenic	NA	-2321	DUSP6								
DFAM71927V3_1_748_R1_peak_20515	chr6	5829159	5829310	+	56	NA	Intergenic	NA	-133962	RP1-256G22.2								
DFAM71927V3_1_748_R1_peak_22711	chr7	114919142	114919291	+	56	NA	Intergenic	NA	-2938	MDFIC								
DFAM71927V3_1_748_R1_peak_6480	chr13	29935810	29935970	+	56	NA	promoter-TSS (LINC00544)	NA	-641	LINC00544								
DFAM71927V3_1_748_R1_peak_8422	chr15	96242026	96242177	+	56	NA	Intergenic	NA	85260	NR2F2-AS1								
DFAM71927V3_1_748_R1_peak_2914	chr10	43417277	43417466	+	56	NA	Intergenic	NA	-8487	HNRNPF								
DFAM71927V3_1_748_R1_peak_1371	chr1	115670942	115671194	+	56	NA	intron (VANGL1, intron 4 of 7)	NA	29115	VANGL1								
DFAM71927V3_1_748_R1_peak_15709	chr20	44653709	44653874	+	56	NA	Intergenic	NA	-2130	ADA								
DFAM71927V3_1_748_R1_peak_9747	chr17	4438642	4438854	+	56	NA	intron (SPNS3, intron 1 of 11)	NA	4824	SPNS3								
DFAM71927V3_1_748_R1_peak_4788	chr11	118241126	118241275	+	56	NA	exon (MPZL3, exon 1 of 6)	NA	11168	MPZL3								
DFAM71927V3_1_748_R1_peak_9981	chr17	17892150	17892399	+	56	NA	intron (TOM1L2, intron 3 of 13)	NA	-31471	LOC100507131								
DFAM71927V3_1_748_R1_peak_12844	chr19	43504738	43504932	+	56	NA	promoter-TSS (PHLDB3)	NA	86	PHLDB3								
DFAM71927V3_1_748_R1_peak_24184	chr9	35757527	35757759	+	56	NA	intron (RGP1, intron 9 of 11)	NA	2989	NPR2								
DFAM71927V3_1_748_R1_peak_14746	chr2	190761122	190761415	+	56	NA	Intergenic	NA	112070	NAB1								
DFAM71927V3_1_748_R1_peak_5691	chr12	58540592	58540749	+	56	NA	Intergenic	NA	30071	RP11-767I20.1								
DFAM71927V3_1_748_R1_peak_15517	chr20	32482705	32482936	+	56	NA	intron (C20orf112, intron 4 of 10)	NA	-27077	LOC101929698								
DFAM71927V3_1_748_R1_peak_22767	chr7	130440441	130440590	+	56	NA	intron (CEP41, intron 1 of 10)	NA	695	CEP41								
DFAM71927V3_1_748_R1_peak_9357	chr16	71895126	71895636	+	56	NA	promoter-TSS (IST1)	NA	973	IST1								
DFAM71927V3_1_748_R1_peak_11342	chr18	21074589	21074864	+	56	NA	intron (ROCK1, intron 1 of 32)	NA	37125	ROCK1								
DFAM71927V3_1_748_R1_peak_2581	chr10	4131612	4131818	+	56	NA	Intergenic	NA	79992	RP11-433J20.1								
DFAM71927V3_1_748_R1_peak_24103	chr9	19408702	19409007	+	56	NA	promoter-TSS (ACER2)	NA	-73	ACER2								
DFAM71927V3_1_748_R1_peak_24085	chr9	15404605	15404769	+	56	NA	Intergenic	NA	-18009	SNAPC3								
DFAM71927V3_1_748_R1_peak_942	chr1	51241247	51241396	+	56	NA	intron (RNF11, intron 1 of 2)	NA	5048	RNF11								
DFAM71927V3_1_748_R1_peak_4813	chr11	118870784	118870933	+	55	NA	Intergenic	NA	-12908	CXCR5								
DFAM71927V3_1_748_R1_peak_3027	chr10	62632180	62632354	+	55	NA	intron (ZNF365, intron 5 of 7)	NA	-172489	ADO								
DFAM71927V3_1_748_R1_peak_16867	chr22	42079941	42080198	+	55	NA	TTS (FAM109B)	NA	378	SMDT1								
