PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_745_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_745_R1_peak_587	chr4	4418864	4418949	+	55	NA	TTS (STX18)	NA	31943	NSG1								
DFAM71927V3_1_745_R1_peak_643	chr5	3276335	3276382	+	55	NA	Intergenic	NA	98523	LOC102467074								
DFAM71927V3_1_745_R1_peak_809	chr8	63923990	63924037	+	55	NA	Intergenic	NA	154583	RP11-579E24.1								
DFAM71927V3_1_745_R1_peak_823	chr9	10296	10343	+	55	NA	Intergenic	NA	-1668	DDX11L5								
DFAM71927V3_1_745_R1_peak_54	chr1	168531788	168531862	+	55	NA	Intergenic	NA	12172	XCL2								
DFAM71927V3_1_745_R1_peak_11	chr1	23896627	23896798	+	55	NA	intron (CNR2, intron 2 of 2)	NA	16615	CNR2								
DFAM71927V3_1_745_R1_peak_296	chr16	74609092	74609221	+	55	NA	Intergenic	NA	-2012	GLG1								
DFAM71927V3_1_745_R1_peak_196	chr13	49372180	49372238	+	55	NA	intron (CAB39L, intron 5 of 10)	NA	71917	CAB39L								
DFAM71927V3_1_745_R1_peak_814	chr8	107044168	107044215	+	55	NA	Intergenic	NA	-273947	ABRA								
DFAM71927V3_1_745_R1_peak_553	chr3	81617717	81617764	+	55	NA	intron (GBE1, intron 7 of 15)	NA	144059	GBE1								
DFAM71927V3_1_745_R1_peak_683	chr5	154138631	154138678	+	54	NA	intron (LOC101927169, intron 2 of 2)	NA	16878	LOC101927169								
DFAM71927V3_1_745_R1_peak_114	chr10	128239622	128239669	+	54	NA	Intergenic	NA	-46303	LINC01163								
DFAM71927V3_1_745_R1_peak_156	chr12	4975303	4975350	+	54	NA	Intergenic	NA	-43643	LOC102723667								
DFAM71927V3_1_745_R1_peak_147	chr11	113581480	113581527	+	54	NA	Intergenic	NA	-106224	DRD2								
DFAM71927V3_1_745_R1_peak_490	chr20	58786085	58786132	+	54	NA	Intergenic	NA	31539	MIR296								
DFAM71927V3_1_745_R1_peak_378	chr19	15584804	15584888	+	54	NA	Intergenic	NA	-30372	CYP4F8								
DFAM71927V3_1_745_R1_peak_904	chrX	44963412	44963534	+	54	NA	intron (KDM6A, intron 3 of 27)	NA	90293	KDM6A								
DFAM71927V3_1_745_R1_peak_759	chr7	44776690	44776737	+	54	NA	Intergenic	NA	-19967	PPIA								
DFAM71927V3_1_745_R1_peak_644	chr5	14795858	14795905	+	54	NA	intron (ANKH, intron 1 of 11)	NA	30131	MIR4637								
DFAM71927V3_1_745_R1_peak_78	chr10	7715420	7715467	+	54	NA	intron (ITIH2, intron 5 of 20)	NA	12170	ITIH2								
DFAM71927V3_1_745_R1_peak_216	chr14	54825010	54825057	+	54	NA	Intergenic	NA	53107	MIR4308								
DFAM71927V3_1_745_R1_peak_589	chr4	12623159	12623206	+	54	NA	Intergenic	NA	399700	RP11-168E17.1								
DFAM71927V3_1_745_R1_peak_94	chr10	51409310	51409357	+	54	NA	intron (PRKG1, intron 2 of 17)	NA	109760	MIR605								
DFAM71927V3_1_745_R1_peak_225	chr14	77813790	77813849	+	54	NA	intron (ADCK1, intron 1 of 9)	NA	13727	ADCK1								
DFAM71927V3_1_745_R1_peak_662	chr5	74218330	74218377	+	54	NA	Intergenic	NA	89972	LOC102503429								
DFAM71927V3_1_745_R1_peak_475	chr20	10191522	10191569	+	54	NA	intron (SNAP25-AS1, intron 2 of 4)	NA	-27462	SNAP25								
DFAM71927V3_1_745_R1_peak_517	chr22	34313104	34313151	+	54	NA	Intergenic	NA	-439722	LARGE								
DFAM71927V3_1_745_R1_peak_467	chr2	228776048	228776095	+	54	NA	intron (LOC101928765, intron 1 of 3)	NA	65514	LOC101928765								
DFAM71927V3_1_745_R1_peak_392	chr2	1221829	1221944	+	54	NA	intron (SNTG2, intron 9 of 16)	NA	-182158	LOC101927426								
DFAM71927V3_1_745_R1_peak_408	chr2	44276706	44276753	+	54	NA	intron (SLC3A1, intron 1 of 9)	NA	1271	SLC3A1								
DFAM71927V3_1_745_R1_peak_381	chr19	16794365	16794412	+	54	NA	intron (NWD1, intron 14 of 18)	NA	-35018	SIN3B								
DFAM71927V3_1_745_R1_peak_316	chr17	35563614	35563661	+	54	NA	Intergenic	NA	-3873	SLFN14								
DFAM71927V3_1_745_R1_peak_9	chr1	18502870	18502917	+	54	NA	Intergenic	NA	21963	KLHDC7A								
DFAM71927V3_1_745_R1_peak_740	chr6	154925768	154925815	+	54	NA	Intergenic	NA	72422	MIR1273C								
DFAM71927V3_1_745_R1_peak_434	chr2	135485131	135485178	+	54	NA	intron (ZRANB3, intron 2 of 20)	NA	45435	ZRANB3								
DFAM71927V3_1_745_R1_peak_478	chr20	36675028	36675075	+	53	NA	intron (NDRG3, intron 6 of 14)	NA	-28844	SLA2								
DFAM71927V3_1_745_R1_peak_513	chr22	19597412	19597580	+	53	NA	Intergenic	NA	-30657	LINC00895								
DFAM71927V3_1_745_R1_peak_294	chr16	71222143	71222190	+	53	NA	intron (HYDIN, intron 1 of 85)	NA	8556	HYDIN								
DFAM71927V3_1_745_R1_peak_379	chr19	15629382	15629491	+	53	NA	exon (CYP4F8, exon 13 of 13)	NA	-11461	CYP4F3								
DFAM71927V3_1_745_R1_peak_380	chr19	16078941	16079115	+	53	NA	intron (TPM4, intron 1 of 7)	NA	11521	TPM4								
DFAM71927V3_1_745_R1_peak_220	chr14	66953050	66953097	+	52	NA	intron (GPHN, intron 8 of 24)	NA	56670	LOC101927899								
DFAM71927V3_1_745_R1_peak_905	chrX	46499999	46500046	+	52	NA	exon (ZNF674, exon 6 of 6)	NA	45435	ZNF674								
DFAM71927V3_1_745_R1_peak_815	chr8	117881757	117881876	+	51	NA	intron (EXT1, intron 1 of 10)	NA	230003	EXT1								
DFAM71927V3_1_745_R1_peak_427	chr2	99681877	99681924	+	51	NA	intron (AFF3, intron 10 of 23)	NA	-256869	REV1								
DFAM71927V3_1_745_R1_peak_846	chr9	136629660	136629707	+	51	NA	Intergenic	NA	-4442	LOC101928581								
DFAM71927V3_1_745_R1_peak_488	chr20	53394848	53394895	+	51	NA	intron (TSHZ2, intron 1 of 1)	NA	130887	LOC101927744								
DFAM71927V3_1_745_R1_peak_848	chrM	34	230	+	51	NA	promoter-TSS (TRNF)	NA	-445	TRNF								
DFAM71927V3_1_745_R1_peak_700	chr6	27132697	27132747	+	50	NA	promoter-TSS (HIST1H2BJ)	NA	74	HIST1H2BJ								
DFAM71927V3_1_745_R1_peak_911	chrX	66252752	66252799	+	50	NA	intron (HEPH, intron 15 of 18)	NA	88477	HEPH								
DFAM71927V3_1_745_R1_peak_645	chr5	35130314	35130361	+	50	NA	intron (PRLR, intron 1 of 9)	NA	-12215	PRLR								
DFAM71927V3_1_745_R1_peak_71	chr1	244075045	244075148	+	50	NA	Intergenic	NA	10482	LOC440742								
DFAM71927V3_1_745_R1_peak_476	chr20	11776944	11776991	+	50	NA	Intergenic	NA	-89615	LOC102724924								
DFAM71927V3_1_745_R1_peak_618	chr4	66985577	66985624	+	50	NA	Intergenic	NA	436395	RP11-584P21.2								
DFAM71927V3_1_745_R1_peak_797	chr8	20493388	20493625	+	50	NA	Intergenic	NA	217733	LZTS1-AS1								
DFAM71927V3_1_745_R1_peak_506	chr21	34712861	34712908	+	50	NA	intron (CLIC6, intron 6 of 6)	NA	24298	LINC00160								
DFAM71927V3_1_745_R1_peak_177	chr12	107092023	107092138	+	50	NA	intron (CRY1, intron 1 of 12)	NA	1777	CRY1								
DFAM71927V3_1_745_R1_peak_712	chr6	43926076	43926123	+	50	NA	intron (LOC100132354, intron 1 of 1)	NA	35071	LOC100132354								
DFAM71927V3_1_745_R1_peak_235	chr15	28937030	28937080	+	50	NA	intron (APBA2, intron 2 of 15)	NA	15418	APBA2								
DFAM71927V3_1_745_R1_peak_503	chr21	32227691	32227738	+	49	NA	Intergenic	NA	51351	MIS18A								
DFAM71927V3_1_745_R1_peak_6	chr1	11153992	11154039	+	49	NA	intron (MTOR, intron 30 of 52)	NA	10117	MTOR-AS1								
DFAM71927V3_1_745_R1_peak_56	chr1	197354808	197354855	+	49	NA	intron (CRB1, intron 6 of 14)	NA	86573	CRB1								
DFAM71927V3_1_745_R1_peak_663	chr5	76874155	76874249	+	49	NA	intron (S100Z, intron 2 of 4)	NA	24201	S100Z								
DFAM71927V3_1_745_R1_peak_373	chr19	7346892	7347009	+	48	NA	Intergenic	NA	-48163	ARHGEF18								
DFAM71927V3_1_745_R1_peak_701	chr6	27139522	27139610	+	48	NA	exon (HIST1H4I, exon 1 of 1)	NA	257	HIST1H4I								
DFAM71927V3_1_745_R1_peak_243	chr15	42627765	42627812	+	48	NA	intron (STARD9, intron 3 of 32)	NA	52129	STARD9								
DFAM71927V3_1_745_R1_peak_314	chr17	29590662	29590804	+	47	NA	intron (ANKRD13B, intron 1 of 14)	NA	-1141	GIT1								
DFAM71927V3_1_745_R1_peak_452	chr2	195100932	195100979	+	47	NA	Intergenic	NA	370360	AC006196.1								
DFAM71927V3_1_745_R1_peak_491	chr20	59150091	59150154	+	47	NA	intron (ZNF831, intron 1 of 5)	NA	-23278	ZNF831								
DFAM71927V3_1_745_R1_peak_757	chr7	35710497	35710544	+	47	NA	Intergenic	NA	-5917	AC018647.3								
DFAM71927V3_1_745_R1_peak_250	chr15	63860350	63860428	+	46	NA	Intergenic	NA	10621	MIR422A								
DFAM71927V3_1_745_R1_peak_804	chr8	52286747	52286931	+	46	NA	intron (ST18, intron 2 of 24)	NA	-68804	ST18								
DFAM71927V3_1_745_R1_peak_487	chr20	50929326	50929453	+	46	NA	intron (ADNP, intron 1 of 4)	NA	-1595	RP5-914P20.5								
DFAM71927V3_1_745_R1_peak_689	chr6	2816315	2816365	+	46	NA	Intergenic	NA	25709	SERPINB1								
DFAM71927V3_1_745_R1_peak_696	chr6	21593441	21593608	+	46	NA	promoter-TSS (SOX4)	NA	-217	SOX4								
DFAM71927V3_1_745_R1_peak_835	chr9	72174770	72174817	+	46	NA	intron (GDA, intron 1 of 13)	NA	25440	GDA								
DFAM71927V3_1_745_R1_peak_692	chr6	5667865	5667977	+	46	NA	intron (RP1-256G22.2, intron 3 of 3)	NA	27351	RP1-256G22.2								
DFAM71927V3_1_745_R1_peak_428	chr2	102002291	102002341	+	46	NA	intron (IL1R2, intron 1 of 8)	NA	10493	IL1R2								
DFAM71927V3_1_745_R1_peak_355	chr18	36893438	36893485	+	46	NA	intron (KIAA1328, intron 5 of 12)	NA	64322	KIAA1328								
DFAM71927V3_1_745_R1_peak_140	chr11	72501130	72501177	+	46	NA	Intergenic	NA	-66596	CLPB								
DFAM71927V3_1_745_R1_peak_307	chr17	21988704	21988751	+	45	NA	Intergenic	NA	-205292	LOC100996792-2								
DFAM71927V3_1_745_R1_peak_869	chrUn_KI270442v1	35161	35208	+	45	NA	Intergenic	NA	-210120	LOC102724902								
DFAM71927V3_1_745_R1_peak_509	chr21	38743232	38743279	+	45	NA	intron (LINC00114, intron 2 of 5)	NA	25719	LINC00114								
DFAM71927V3_1_745_R1_peak_135	chr11	62729622	62729669	+	45	NA	intron (TTC9C, intron 2 of 3)	NA	1571	TTC9C								
DFAM71927V3_1_745_R1_peak_175	chr12	98848526	98848573	+	45	NA	intron (ANKS1B, intron 17 of 25)	NA	46714	ANKS1B								
DFAM71927V3_1_745_R1_peak_386	chr19	40713721	40713768	+	45	NA	intron (ADCK4, intron 4 of 14)	NA	1832	ADCK4								
DFAM71927V3_1_745_R1_peak_410	chr2	54154016	54154063	+	45	NA	intron (ACYP2, intron 3 of 3)	NA	38766	ACYP2								
DFAM71927V3_1_745_R1_peak_444	chr2	169542582	169542629	+	44	NA	intron (FASTKD1, intron 9 of 13)	NA	31316	FASTKD1								
DFAM71927V3_1_745_R1_peak_742	chr6	161274028	161274163	+	44	NA	promoter-TSS (AGPAT4)	NA	-34	AGPAT4								
DFAM71927V3_1_745_R1_peak_493	chr20	60271568	60271621	+	44	NA	intron (RP5-1043L13.1-2, intron 3 of 4)	NA	-36940	MIR646								
DFAM71927V3_1_745_R1_peak_660	chr5	65719953	65720071	+	44	NA	intron (SGTB, intron 2 of 10)	NA	2102	SGTB								
DFAM71927V3_1_745_R1_peak_27	chr1	93029368	93029575	+	43	NA	Intergenic	NA	-49764	MTF2								
DFAM71927V3_1_745_R1_peak_542	chr3	22697650	22697697	+	43	NA	Intergenic	NA	-325032	ZNF385D								
DFAM71927V3_1_745_R1_peak_224	chr14	70359666	70359747	+	43	NA	promoter-TSS (COX16)	NA	25	COX16								
DFAM71927V3_1_745_R1_peak_516	chr22	30306544	30306591	+	43	NA	intron (TBC1D10A, intron 1 of 8)	NA	-16940	GATSL3								
DFAM71927V3_1_745_R1_peak_182	chr12	120609174	120609221	+	43	NA	Intergenic	NA	-27803	POP5								
DFAM71927V3_1_745_R1_peak_2	chr1	180741	180809	+	43	NA	Intergenic	NA	-6383	LOC100996442								
DFAM71927V3_1_745_R1_peak_557	chr3	104680068	104680115	+	43	NA	Intergenic	NA	-686622	ALCAM								
DFAM71927V3_1_745_R1_peak_543	chr3	32376614	32376661	+	42	NA	Intergenic	NA	-15034	CMTM7								
DFAM71927V3_1_745_R1_peak_105	chr10	88385953	88386000	+	42	NA	intron (RNLS, intron 4 of 6)	NA	119716	LOC101929727								
DFAM71927V3_1_745_R1_peak_404	chr2	42649414	42649461	+	42	NA	intron (MTA3, intron 7 of 17)	NA	80722	MTA3								
DFAM71927V3_1_745_R1_peak_546	chr3	47057540	47057636	+	42	NA	intron (SETD2, intron 11 of 17)	NA	46046	NRADDP								
DFAM71927V3_1_745_R1_peak_617	chr4	57781489	57781536	+	42	NA	Intergenic	NA	290657	LOC102724598								
DFAM71927V3_1_745_R1_peak_340	chr17	83247179	83247226	+	42	NA	Intergenic	NA	20305	FLJ43681								
DFAM71927V3_1_745_R1_peak_201	chr13	94031053	94031100	+	42	NA	intron (GPC6, intron 4 of 8)	NA	156915	GPC6-AS1								
DFAM71927V3_1_745_R1_peak_567	chr3	138174633	138174680	+	42	NA	exon (DBR1, exon 1 of 8)	NA	293	DBR1								
DFAM71927V3_1_745_R1_peak_544	chr3	38915894	38915941	+	42	NA	intron (SCN11A, intron 7 of 25)	NA	37734	SCN11A								
DFAM71927V3_1_745_R1_peak_515	chr22	26592572	26592619	+	42	NA	Intergenic	NA	25432	CRYBB1								
DFAM71927V3_1_745_R1_peak_168	chr12	68358904	68358976	+	42	NA	Intergenic	NA	-10293	LOC100507195								
DFAM71927V3_1_745_R1_peak_371	chr19	2856584	2856676	+	42	NA	exon (ZNF555, exon 4 of 4)	NA	-10711	ZNF556								
DFAM71927V3_1_745_R1_peak_354	chr18	34877969	34878016	+	42	NA	intron (DTNA, intron 18 of 21)	NA	35884	LOC101927757								
DFAM71927V3_1_745_R1_peak_715	chr6	68586954	68587001	+	42	NA	Intergenic	NA	47848	LOC101928307								
DFAM71927V3_1_745_R1_peak_113	chr10	127797528	127797632	+	42	NA	Intergenic	NA	-60305	LOC387720								
DFAM71927V3_1_745_R1_peak_59	chr1	206066609	206066766	+	42	NA	intron (C1orf186, intron 1 of 5)	NA	10316	LOC100505650								
DFAM71927V3_1_745_R1_peak_657	chr5	50416017	50416166	+	42	NA	intron (EMB, intron 2 of 8)	NA	25309	EMB								
DFAM71927V3_1_745_R1_peak_837	chr9	76456506	76456579	+	41	NA	intron (GCNT1, intron 1 of 2)	NA	-21799	GCNT1								
DFAM71927V3_1_745_R1_peak_197	chr13	51453157	51453204	+	41	NA	promoter-TSS (INTS6)	NA	-41	INTS6								
DFAM71927V3_1_745_R1_peak_604	chr4	49150512	49150559	+	41	NA	Intergenic	NA	-10797	LOC101927209								
DFAM71927V3_1_745_R1_peak_319	chr17	40326366	40326501	+	41	NA	promoter-TSS (RARA)	NA	3442	RARA								
DFAM71927V3_1_745_R1_peak_390	chr19	52189538	52189585	+	40	NA	promoter-TSS (PPP2R1A)	NA	-241	PPP2R1A								
DFAM71927V3_1_745_R1_peak_766	chr7	71798092	71798139	+	40	NA	intron (CALN1, intron 6 of 6)	NA	-490345	MIR3914-1								
DFAM71927V3_1_745_R1_peak_401	chr2	32357289	32357336	+	40	NA	exon (BIRC6, exon 1 of 74)	NA	284	BIRC6								
DFAM71927V3_1_745_R1_peak_65	chr1	232923990	232924037	+	40	NA	Intergenic	NA	-26518	NTPCR								
DFAM71927V3_1_745_R1_peak_605	chr4	49150897	49151014	+	40	NA	Intergenic	NA	-10377	LOC101927209								
DFAM71927V3_1_745_R1_peak_915	chrX	75401776	75401823	+	40	NA	intron (ZDHHC15, intron 10 of 11)	NA	-42344	LOC646127								
DFAM71927V3_1_745_R1_peak_534	chr3	904769	904816	+	40	NA	Intergenic	NA	-187930	CNTN6								
DFAM71927V3_1_745_R1_peak_437	chr2	148524656	148524703	+	40	NA	Intergenic	NA	-120312	EPC2								
DFAM71927V3_1_745_R1_peak_572	chr3	162049159	162049206	+	40	NA	Intergenic	NA	552374	OTOL1								
DFAM71927V3_1_745_R1_peak_806	chr8	54174468	54174515	+	40	NA	Intergenic	NA	39270	MRPL15								
DFAM71927V3_1_745_R1_peak_426	chr2	95128763	95128810	+	40	NA	Intergenic	NA	-6827	MRPS5								
DFAM71927V3_1_745_R1_peak_651	chr5	49658921	49659003	+	40	NA	Intergenic	NA	782438	EMB								
DFAM71927V3_1_745_R1_peak_207	chr13	109376146	109376193	+	40	NA	Intergenic	NA	-208866	MYO16-AS1								
DFAM71927V3_1_745_R1_peak_811	chr8	67733200	67733247	+	40	NA	intron (CPA6, intron 1 of 10)	NA	13162	CPA6								
DFAM71927V3_1_745_R1_peak_304	chr17	14968837	14968884	+	40	NA	Intergenic	NA	-45945	LOC101928475								
DFAM71927V3_1_745_R1_peak_919	chrX	109329583	109329630	+	40	NA	Intergenic	NA	152450	GUCY2F								
DFAM71927V3_1_745_R1_peak_174	chr12	96206120	96206170	+	40	NA	intron (ELK3, intron 2 of 5)	NA	11716	ELK3								
DFAM71927V3_1_745_R1_peak_507	chr21	34885794	34885894	+	40	NA	TTS (LOC101928240)	NA	2188	LOC101928240								
DFAM71927V3_1_745_R1_peak_593	chr4	25767979	25768040	+	40	NA	intron (SEL1L3, intron 16 of 22)	NA	-94008	LOC102723733								
DFAM71927V3_1_745_R1_peak_788	chr7	147366789	147366836	+	40	NA	intron (CNTNAP2, intron 9 of 23)	NA	11309	MIR548F4								
DFAM71927V3_1_745_R1_peak_697	chr6	25846288	25846335	+	40	NA	intron (SLC17A3, intron 11 of 12)	NA	-14475	SLC17A1								
DFAM71927V3_1_745_R1_peak_787	chr7	147199483	147199530	+	40	NA	intron (CNTNAP2, intron 8 of 23)	NA	-101897	AC006004.1								
DFAM71927V3_1_745_R1_peak_505	chr21	33642643	33642712	+	40	NA	promoter-TSS (CRYZL1)	NA	277	ITSN1								
DFAM71927V3_1_745_R1_peak_193	chr13	48505811	48505858	+	39	NA	intron (RCBTB2, intron 5 of 9)	NA	27244	RCBTB2								
DFAM71927V3_1_745_R1_peak_575	chr3	186074967	186075031	+	39	NA	intron (ETV5, intron 7 of 12)	NA	34113	ETV5								
DFAM71927V3_1_745_R1_peak_793	chr7	157461280	157461533	+	38	NA	Intergenic	NA	-4825	AC006372.4								
DFAM71927V3_1_745_R1_peak_249	chr15	59814679	59814753	+	38	NA	Intergenic	NA	-125273	BNIP2								
DFAM71927V3_1_745_R1_peak_497	chr21	8220077	8220183	+	38	NA	Intergenic	NA	22943	LOC102723570								
DFAM71927V3_1_745_R1_peak_98	chr10	57949021	57949068	+	38	NA	Intergenic	NA	318890	IPMK								
DFAM71927V3_1_745_R1_peak_453	chr2	196170689	196170784	+	38	NA	promoter-TSS (LOC101927454)	NA	-861	LOC101927454								
DFAM71927V3_1_745_R1_peak_728	chr6	110556743	110556842	+	38	NA	Intergenic	NA	-80151	SLC22A16								
DFAM71927V3_1_745_R1_peak_397	chr2	22127693	22127740	+	38	NA	Intergenic	NA	-408703	LOC102723362								
DFAM71927V3_1_745_R1_peak_698	chr6	26183823	26183873	+	38	NA	promoter-TSS (HIST1H2BE)	NA	52	HIST1H2BE								
DFAM71927V3_1_745_R1_peak_321	chr17	41559002	41559049	+	37	NA	Intergenic	NA	-4530	LINC00974								
DFAM71927V3_1_745_R1_peak_5	chr1	10937543	10937597	+	37	NA	Intergenic	NA	38718	C1orf127								
DFAM71927V3_1_745_R1_peak_596	chr4	33732839	33732886	+	37	NA	Intergenic	NA	247424	RP11-79E3.3								
DFAM71927V3_1_745_R1_peak_330	chr17	59263448	59263495	+	37	NA	intron (GDPD1, intron 6 of 8)	NA	43004	GDPD1								
DFAM71927V3_1_745_R1_peak_222	chr14	67240778	67240833	+	37	NA	promoter-TSS (MPP5)	NA	-822	MPP5								
DFAM71927V3_1_745_R1_peak_97	chr10	57107474	57107521	+	37	NA	Intergenic	NA	197013	MIR3924								
DFAM71927V3_1_745_R1_peak_8	chr1	16158125	16158172	+	37	NA	TTS (LOC101927479)	NA	-2093	EPHA2								
DFAM71927V3_1_745_R1_peak_808	chr8	61751819	61751866	+	37	NA	Intergenic	NA	14127	LOC101929610								
DFAM71927V3_1_745_R1_peak_641	chr4	188026079	188026126	+	37	NA	Intergenic	NA	30331	ZFP42								
DFAM71927V3_1_745_R1_peak_824	chr9	515345	515392	+	37	NA	intron (KANK1, intron 1 of 10)	NA	-78241	KANK1								
DFAM71927V3_1_745_R1_peak_590	chr4	13304453	13304500	+	37	NA	Intergenic	NA	179889	RAB28								
DFAM71927V3_1_745_R1_peak_621	chr4	85685633	85685680	+	37	NA	intron (ARHGAP24, intron 2 of 9)	NA	-36812	MIR4451								
DFAM71927V3_1_745_R1_peak_247	chr15	59446233	59446280	+	37	NA	intron (FAM81A, intron 2 of 9)	NA	8025	FAM81A								
DFAM71927V3_1_745_R1_peak_632	chr4	137034639	137034686	+	37	NA	Intergenic	NA	-159094	LOC729307								
DFAM71927V3_1_745_R1_peak_420	chr2	88652764	88652811	+	37	NA	intron (LOC102724805, intron 3 of 3)	NA	24921	LOC101928403								
DFAM71927V3_1_745_R1_peak_349	chr18	5841279	5841326	+	37	NA	TTS (MIR3976)	NA	607	MIR3976								
DFAM71927V3_1_745_R1_peak_774	chr7	100772842	100772889	+	37	NA	intron (ZAN, intron 29 of 47)	NA	39239	ZAN								
DFAM71927V3_1_745_R1_peak_451	chr2	183702463	183702510	+	37	NA	Intergenic	NA	-523617	LOC102724340								
DFAM71927V3_1_745_R1_peak_419	chr2	88201402	88201449	+	37	NA	Intergenic	NA	31130	THNSL2								
DFAM71927V3_1_745_R1_peak_353	chr18	22574543	22574590	+	37	NA	Intergenic	NA	-156651	CTAGE1								
DFAM71927V3_1_745_R1_peak_708	chr6	41299247	41299415	+	37	NA	Intergenic	NA	-12612	TREM1								
DFAM71927V3_1_745_R1_peak_62	chr1	228457701	228457748	+	37	NA	promoter-TSS (HIST3H2BB)	NA	135	HIST3H2A								
DFAM71927V3_1_745_R1_peak_735	chr6	134163869	134163916	+	37	NA	Intergenic	NA	12040	SGK1								
DFAM71927V3_1_745_R1_peak_325	chr17	49868887	49868934	+	37	NA	Intergenic	NA	-20893	TAC4								
DFAM71927V3_1_745_R1_peak_317	chr17	36674323	36674370	+	37	NA	Intergenic	NA	72765	MRM1								
DFAM71927V3_1_745_R1_peak_730	chr6	111586765	111586928	+	36	NA	intron (TRAF3IP2, intron 2 of 8)	NA	19428	TRAF3IP2								
DFAM71927V3_1_745_R1_peak_489	chr20	58306952	58307016	+	36	NA	intron (PPP4R1L, intron 2 of 16)	NA	2455	PPP4R1L								
DFAM71927V3_1_745_R1_peak_30	chr1	94284704	94284751	+	36	NA	Intergenic	NA	-46976	ARHGAP29								
DFAM71927V3_1_745_R1_peak_129	chr11	44227103	44227150	+	36	NA	intron (EXT2, intron 10 of 13)	NA	83059	ALX4								
DFAM71927V3_1_745_R1_peak_782	chr7	129426722	129426769	+	36	NA	intron (AHCYL2, intron 16 of 16)	NA	-7688	STRIP2								
DFAM71927V3_1_745_R1_peak_614	chr4	51107349	51107459	+	36	NA	Intergenic	NA	-736180	DCUN1D4								
DFAM71927V3_1_745_R1_peak_435	chr2	144583146	144583193	+	35	NA	Intergenic	NA	61270	LOC101928455								
DFAM71927V3_1_745_R1_peak_301	chr17	12020848	12020925	+	35	NA	promoter-TSS (MAP2K4)	NA	-23376	ZNF18								
DFAM71927V3_1_745_R1_peak_514	chr22	22298526	22298631	+	34	NA	intron (BMS1P20, intron 1 of 7)	NA	422	BMS1P20								
DFAM71927V3_1_745_R1_peak_928	chrX	148310494	148310620	+	34	NA	Intergenic	NA	-190062	AFF2								
DFAM71927V3_1_745_R1_peak_203	chr13	99420259	99420445	+	34	NA	Intergenic	NA	64206	MIR623								
DFAM71927V3_1_745_R1_peak_76	chr10	6201644	6201716	+	34	NA	intron (PFKFB3, intron 1 of 14)	NA	49433	MIR3155A								
DFAM71927V3_1_745_R1_peak_545	chr3	45750759	45750806	+	34	NA	Intergenic	NA	45765	SLC6A20								
DFAM71927V3_1_745_R1_peak_724	chr6	99568824	99568871	+	34	NA	promoter-TSS (CCNC)	NA	-33	CCNC								
DFAM71927V3_1_745_R1_peak_732	chr6	123010349	123010396	+	34	NA	intron (CLVS2, intron 2 of 5)	NA	14401	CLVS2								
DFAM71927V3_1_745_R1_peak_460	chr2	205236327	205236374	+	34	NA	intron (PARD3B, intron 15 of 21)	NA	132657	PARD3B								
DFAM71927V3_1_745_R1_peak_198	chr13	56815347	56815394	+	34	NA	Intergenic	NA	-325548	PRR20A								
DFAM71927V3_1_745_R1_peak_328	chr17	56980085	56980132	+	34	NA	intron (SCPEP1, intron 1 of 11)	NA	1983	SCPEP1								
DFAM71927V3_1_745_R1_peak_669	chr5	88833652	88833748	+	34	NA	intron (MEF2C, intron 2 of 10)	NA	-9773	MEF2C								
DFAM71927V3_1_745_R1_peak_914	chrX	73463091	73463138	+	34	NA	Intergenic	NA	15860	CDX4								
DFAM71927V3_1_745_R1_peak_671	chr5	98773454	98773525	+	34	NA	promoter-TSS (RGMB-AS1)	NA	-405	RGMB-AS1								
DFAM71927V3_1_745_R1_peak_527	chr22_KI270733v1_random	150251	150308	+	34	NA	Intergenic	NA	9822	LOC102724621								
DFAM71927V3_1_745_R1_peak_870	chrUn_KI270442v1	45340	45387	+	34	NA	Intergenic	NA	-199941	LOC102724902								
DFAM71927V3_1_745_R1_peak_211	chr14	39433134	39433243	+	34	NA	promoter-TSS (FBXO33)	NA	-688	FBXO33								
DFAM71927V3_1_745_R1_peak_257	chr15	72232320	72232367	+	34	NA	promoter-TSS (PKM)	NA	-3651	PKM								
DFAM71927V3_1_745_R1_peak_16	chr1	40640573	40640670	+	34	NA	intron (RIMS3, intron 3 of 7)	NA	25031	RIMS3								
DFAM71927V3_1_745_R1_peak_297	chr16	74999004	74999051	+	33	NA	promoter-TSS (ZNRF1)	NA	10	ZNRF1								
DFAM71927V3_1_745_R1_peak_528	chr22_KI270733v1_random	154083	154188	+	33	NA	Intergenic	NA	5966	LOC102724621								
DFAM71927V3_1_745_R1_peak_694	chr6	6246739	6246786	+	33	NA	intron (F13A1, intron 6 of 14)	NA	73929	F13A1								
DFAM71927V3_1_745_R1_peak_252	chr15	64193492	64193539	+	33	NA	intron (CSNK1G1, intron 10 of 11)	NA	-30360	PPIB								
DFAM71927V3_1_745_R1_peak_637	chr4	169566470	169566576	+	32	NA	intron (NEK1, intron 12 of 34)	NA	46106	NEK1								
