PeakID (cmd=annotatePeaks.pl SP1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_20508	chr20	63686564	63687059	+	0	NA	intron (RTEL1, intron 16 of 34)	NA	-9840	TNFRSF6B								
Interval_2641	chr1	202858349	202858511	+	0	NA	Intergenic	NA	-3324	RP11-480I12.7								
Interval_10291	chr15	92803762	92804325	+	0	NA	intron (LOC101926994, intron 1 of 3)	NA	6291	LOC101926994								
Interval_28673	chr7	92424385	92424547	+	0	NA	Intergenic	NA	-22982	GATAD1								
Interval_9591	chr15	45118126	45118314	+	0	NA	TTS (DUOXA1)	NA	3895	DUOXA2								
Interval_24903	chr5	43105527	43105959	+	0	NA	Intergenic	NA	-15140	ZNF131								
Interval_10074	chr15	77944450	77944786	+	0	NA	intron (LOC440292, intron 4 of 6)	NA	8184	LOC440292								
Interval_27514	chr6	135180383	135181545	+	0	NA	promoter-TSS (MYB)	NA	-351	MYB								
Interval_25608	chr5	143403147	143403445	+	0	NA	promoter-TSS (NR3C1)	NA	1288	NR3C1								
Interval_23928	chr4	40672942	40673164	+	0	NA	Intergenic	NA	-76844	NSUN7								
Interval_11194	chr16	50458318	50458507	+	0	NA	Intergenic	NA	-89578	BRD7								
Interval_15757	chr19	17234661	17236328	+	0	NA	intron (NR2F6, intron 3 of 3)	NA	9273	OCEL1								
Interval_28375	chr7	44581785	44582616	+	0	NA	promoter-TSS (TMED4)	NA	28	TMED4								
Interval_10973	chr16	29613002	29613274	+	0	NA	TTS (SLC7A5P1)	NA	579	SLC7A5P1								
Interval_15612	chr19	14353433	14353691	+	0	NA	Intergenic	NA	19819	LOC101928845								
Interval_30584	chr8	138680203	138680410	+	0	NA	intron (COL22A1, intron 39 of 64)	NA	-180404	LOC102724215								
Interval_20969	chr22	17369086	17369560	+	0	NA	promoter-TSS (CECR2)	NA	-407	CECR2								
Interval_24183	chr4	88858813	88858975	+	0	NA	intron (FAM13A, intron 6 of 15)	NA	95716	LOC102723488								
Interval_11663	chr16	85555887	85556149	+	0	NA	exon (GSE1, exon 1 of 15)	NA	132964	GINS2								
Interval_22400	chr3	49856350	49856976	+	0	NA	promoter-TSS (TRAIP)	NA	-104	TRAIP								
Interval_19741	chr20	10474556	10474736	+	0	NA	intron (SLX4IP, intron 2 of 7)	NA	39343	SLX4IP								
Interval_7000	chr12	53984882	53985188	+	0	NA	promoter-TSS (HOXC10)	NA	48	HOXC-AS3								
Interval_4500	chr10	129466626	129467540	+	0	NA	promoter-TSS (MGMT)	NA	-107	MGMT								
Interval_18435	chr2	101961374	101961665	+	0	NA	Intergenic	NA	-21946	LINC01127								
Interval_29665	chr8	26628564	26628973	+	0	NA	intron (DPYSL2, intron 7 of 13)	NA	50363	DPYSL2								
Interval_18818	chr2	160650828	160651037	+	0	NA	Intergenic	NA	-243055	RBMS1								
Interval_8080	chr13	30870372	30870971	+	0	NA	Intergenic	NA	-11891	LINC00545								
Interval_30861	chr9	4679197	4679875	+	0	NA	promoter-TSS (LOC101929351)	NA	-30	CDC37L1								
Interval_6053	chr11	112321985	112322176	+	0	NA	Intergenic	NA	37147	LOC100506870								
Interval_17900	chr2	47520306	47520567	+	0	NA	TTS (KCNK12)	NA	49895	KCNK12								
Interval_11703	chr16	87016395	87016568	+	0	NA	Intergenic	NA	-41303	LOC440390								
Interval_10740	chr16	11814937	11815084	+	0	NA	Intergenic	NA	13822	BCAR4								
Interval_27803	chr6	165227736	165227948	+	0	NA	Intergenic	NA	81774	C6orf118								
Interval_11842	chr16	89657348	89658312	+	0	NA	promoter-TSS (CHMP1A)	NA	-45	CHMP1A								
Interval_12868	chr17	42194233	42194771	+	0	NA	promoter-TSS (GHDC)	NA	-265	GHDC								
Interval_24530	chr4	163550329	163550505	+	0	NA	intron (MARCH1, intron 6 of 7)	NA	55896	TMA16								
Interval_4287	chr10	110076725	110077352	+	0	NA	promoter-TSS (ADD3)	NA	31	ADD3								
Interval_14809	chr19	2074415	2074609	+	0	NA	intron (MOB3A, intron 4 of 4)	NA	21758	MOB3A								
Interval_4632	chr11	728001	728381	+	0	NA	TTS (EPS8L2)	NA	-19241	TALDO1								
Interval_12994	chr17	44689729	44690079	+	0	NA	promoter-TSS (CCDC43)	NA	-107	CCDC43								
Interval_7328	chr12	93441547	93442480	+	0	NA	exon (UBE2N, exon 1 of 4)	NA	237	UBE2N								
Interval_10254	chr15	90352116	90352495	+	0	NA	promoter-TSS (ZNF774)	NA	60	ZNF774								
Interval_24373	chr4	135049859	135050056	+	0	NA	Intergenic	NA	838136	LINC00613								
Interval_32555	chrX	73563311	73563503	+	0	NA	promoter-TSS (MAP2K4P1)	NA	254	CHIC1								
Interval_21677	chr22	45742930	45743136	+	0	NA	intron (ATXN10, intron 8 of 10)	NA	-17491	MIR4762								
Interval_10998	chr16	29862890	29863870	+	0	NA	promoter-TSS (CDIPT-AS1)	NA	-454	CDIPT-AS1								
Interval_4636	chr11	776773	776964	+	0	NA	promoter-TSS (LOC100506518)	NA	619	PDDC1								
Interval_12942	chr17	43394070	43394237	+	0	NA	Intergenic	NA	-4832	ARL4D								
Interval_10813	chr16	19513737	19513921	+	0	NA	intron (GDE1, intron 2 of 5)	NA	8299	GDE1								
Interval_28177	chr7	25895314	25895592	+	0	NA	Intergenic	NA	54490	MIR148A								
Interval_3549	chr10	41879305	41879615	+	0	NA	Intergenic	NA	-363063	LOC101929373								
Interval_15870	chr19	18194377	18195226	+	0	NA	exon (MPV17L2, exon 3 of 5)	NA	1571	MPV17L2								
Interval_13018	chr17	45202070	45202277	+	0	NA	Intergenic	NA	18623	LOC339192								
Interval_20362	chr20	57718362	57718899	+	0	NA	Intergenic	NA	-8655	PMEPA1								
Interval_9201	chr14	102235395	102235650	+	0	NA	intron (MOK, intron 7 of 9)	NA	69669	MOK								
Interval_22808	chr3	119702584	119703279	+	0	NA	promoter-TSS (MAATS1)	NA	-99	MAATS1								
Interval_21042	chr22	20267712	20268566	+	0	NA	exon (RTN4R, exon 1 of 2)	NA	154	RTN4R								
Interval_2326	chr1	163594295	163594573	+	0	NA	Intergenic	NA	-171243	LOC100422212								
Interval_13122	chr17	48997613	48997848	+	0	NA	exon (IGF2BP1, exon 1 of 13)	NA	318	IGF2BP1								
Interval_17486	chr2	10124577	10124745	+	0	NA	intron (RRM2, intron 4 of 9)	NA	1925	RRM2								
Interval_6972	chr12	53220576	53221897	+	0	NA	promoter-TSS (RARG)	NA	11020	RARG								
Interval_32118	chrM	1	1048	+	0	NA	promoter-TSS (TRNF)	NA	-53	TRNF								
Interval_439	chr1	16513607	16514185	+	0	NA	TTS (RNU1-1)	NA	389	RNU1-1								
Interval_945	chr1	34924876	34925089	+	0	NA	intron (DLGAP3, intron 1 of 11)	NA	500	DLGAP3								
Interval_25755	chr5	159100167	159100633	+	0	NA	promoter-TSS (EBF1)	NA	-83	RP11-175K6.1								
Interval_25147	chr5	83473572	83474839	+	0	NA	intron (VCAN, intron 1 of 13)	NA	2531	VCAN								
Interval_17530	chr2	12456269	12456903	+	0	NA	intron (AC096559.1, intron 4 of 5)	NA	257412	MIR3681								
Interval_1427	chr1	74732820	74733333	+	0	NA	promoter-TSS (TYW3)	NA	2	CRYZ								
Interval_25993	chr5	179658615	179658873	+	0	NA	Intergenic	NA	-13662	C5orf60								
Interval_13199	chr17	50707452	50708171	+	0	NA	promoter-TSS (ANKRD40)	NA	98	ANKRD40								
Interval_25492	chr5	139178441	139178630	+	0	NA	intron (SIL1, intron 1 of 9)	NA	19841	SIL1								
Interval_14653	chr19	821826	822538	+	0	NA	promoter-TSS (LPPR3)	NA	-230	LPPR3								
Interval_21146	chr22	24607562	24607826	+	0	NA	intron (GGT1, intron 1 of 15)	NA	-14626	FAM211B								
Interval_22310	chr3	47802441	47803625	+	0	NA	promoter-TSS (DHX30)	NA	124	DHX30								
Interval_32708	chrX	130092124	130092455	+	0	NA	intron (ELF4, intron 1 of 8)	NA	-5707	ELF4								
Interval_18855	chr2	168890325	168890659	+	0	NA	promoter-TSS (SPC25)	NA	275	SPC25								
Interval_19875	chr20	25623266	25624319	+	0	NA	intron (NANP, intron 1 of 1)	NA	220	NANP								
Interval_3039	chr1	230176801	230176995	+	0	NA	intron (GALNT2, intron 1 of 15)	NA	109689	GALNT2								
Interval_30855	chr9	3525694	3527095	+	0	NA	promoter-TSS (RFX3)	NA	-36978	RFX3								
Interval_30348	chr8	113497573	113497774	+	0	NA	Intergenic	NA	-60660	CSMD3								
Interval_4856	chr11	11311233	11311465	+	0	NA	intron (GALNT18, intron 9 of 10)	NA	42008	CSNK2A3								
Interval_28402	chr7	47254241	47254703	+	0	NA	Intergenic	NA	303518	LOC102723974								
Interval_12339	chr17	17300661	17301031	+	0	NA	Intergenic	NA	-2520	NT5M								
Interval_3649	chr10	50067665	50068004	+	0	NA	promoter-TSS (FAM21A)	NA	-16	FAM21A								
Interval_16265	chr19	38317123	38317287	+	0	NA	Intergenic	NA	-2626	KCNK6								
Interval_32013	chr9	136686712	136688337	+	0	NA	promoter-TSS (AGPAT2)	NA	-65	AGPAT2								
Interval_9618	chr15	48877798	48878448	+	0	NA	promoter-TSS (SHC4)	NA	30	EID1								
Interval_7448	chr12	104974647	104974897	+	0	NA	Intergenic	NA	-11548	C12orf45								
Interval_20764	chr21	38283052	38283258	+	0	NA	intron (KCNJ15, intron 1 of 2)	NA	50185	LOC102724678								
Interval_19797	chr20	18587489	18588295	+	0	NA	promoter-TSS (DTD1)	NA	-20	DTD1								
Interval_20576	chr21	13980041	13980433	+	0	NA	exon (ANKRD20A11P, exon 1 of 6)	NA	207	ANKRD20A11P								
Interval_24161	chr4	87007838	87008020	+	0	NA	intron (AFF1, intron 1 of 19)	NA	71573	AFF1								
Interval_18917	chr2	174593664	174593973	+	0	NA	intron (WIPF1, intron 1 of 7)	NA	89081	WIPF1								
Interval_891	chr1	32291606	32292448	+	0	NA	promoter-TSS (HDAC1)	NA	-80	HDAC1								
Interval_31067	chr9	36151733	36152244	+	0	NA	intron (GLIPR2, intron 4 of 4)	NA	15452	GLIPR2								
Interval_11674	chr16	85615906	85616271	+	0	NA	intron (GSE1, intron 1 of 14)	NA	72894	GINS2								
Interval_23210	chr3	160449226	160449425	+	0	NA	promoter-TSS (LOC401098)	NA	-457	LOC401098								
Interval_769	chr1	27672047	27672641	+	0	NA	promoter-TSS (IFI6)	NA	-131	IFI6								
Interval_16867	chr19	48741008	48742050	+	0	NA	promoter-TSS (RASIP1)	NA	-642	RASIP1								
Interval_25819	chr5	171387298	171388718	+	0	NA	intron (NPM1, intron 1 of 9)	NA	304	NPM1								
Interval_17325	chr19	56567181	56567745	+	0	NA	promoter-TSS (ZNF470)	NA	-2856	ZNF470								
Interval_10227	chr15	89963354	89963535	+	0	NA	Intergenic	NA	-43311	MIR3174								
Interval_7695	chr12	120709967	120710691	+	0	NA	promoter-TSS (UNC119B)	NA	-106	UNC119B								
Interval_20767	chr21	38755685	38756256	+	0	NA	intron (LINC00114, intron 1 of 6)	NA	13004	LINC00114								
Interval_21196	chr22	28772590	28773191	+	0	NA	promoter-TSS (CCDC117)	NA	216	CCDC117								
Interval_4868	chr11	12224650	12224869	+	0	NA	exon (MICAL2, exon 11 of 18)	NA	61067	MIR6124								
Interval_29099	chr7	138747571	138747762	+	0	NA	intron (ATP6V0A4, intron 12 of 21)	NA	26371	ATP6V0A4								
Interval_15613	chr19	14355773	14356151	+	0	NA	Intergenic	NA	22219	LOC101928845								
Interval_8046	chr13	28718400	28719348	+	0	NA	promoter-TSS (SLC46A3)	NA	139	SLC46A3								
Interval_3149	chr1	238409414	238409641	+	0	NA	Intergenic	NA	76490	LINC01139								
Interval_6436	chr12	6092346	6092508	+	0	NA	intron (VWF, intron 6 of 51)	NA	32243	VWF								
Interval_30952	chr9	21995845	21996007	+	0	NA	intron (CDKN2B-AS1, intron 1 of 7)	NA	1135	CDKN2B-AS1								
Interval_24362	chr4	128815008	128815307	+	0	NA	intron (JADE1, intron 1 of 10)	NA	3887	JADE1								
Interval_483	chr1	19209916	19210632	+	0	NA	promoter-TSS (UBR4)	NA	-22	UBR4								
Interval_500	chr1	20047197	20047444	+	0	NA	Intergenic	NA	-24169	PLA2G5								
Interval_5023	chr11	36297349	36297518	+	0	NA	intron (PRR5L, intron 1 of 8)	NA	-7984	COMMD9								
Interval_15240	chr19	8494288	8494450	+	0	NA	intron (PRAM1, intron 4 of 9)	NA	8285	PRAM1								
Interval_10023	chr15	75178460	75178831	+	0	NA	Intergenic	NA	-23235	C15orf39								
Interval_25570	chr5	141618493	141619456	+	0	NA	promoter-TSS (DIAPH1)	NA	81	DIAPH1								
Interval_22223	chr3	44439687	44440105	+	0	NA	exon (ZNF445, exon 8 of 8)	NA	12194	LOC100506319								
Interval_7359	chr12	95551258	95551612	+	0	NA	promoter-TSS (USP44)	NA	52	USP44								
Interval_3757	chr10	70362478	70362676	+	0	NA	intron (LRRC20, intron 1 of 2)	NA	20073	LRRC20								
Interval_6995	chr12	53625681	53626661	+	0	NA	promoter-TSS (ATF7)	NA	-162	ATF7								
Interval_6444	chr12	6336152	6336976	+	0	NA	intron (TNFRSF1A, intron 1 of 9)	NA	5553	TNFRSF1A								
Interval_12789	chr17	40121604	40122362	+	0	NA	promoter-TSS (MSL1)	NA	0	MSL1								
Interval_25302	chr5	119268051	119269029	+	0	NA	promoter-TSS (TNFAIP8)	NA	-152	TNFAIP8								
Interval_20239	chr20	49230653	49230931	+	0	NA	promoter-TSS (DDX27)	NA	-302	DDX27								
Interval_31053	chr9	35729834	35729996	+	0	NA	promoter-TSS (TLN1)	NA	-2405	CREB3								
Interval_19096	chr2	202375778	202376657	+	0	NA	promoter-TSS (BMPR2)	NA	-110	BMPR2								
Interval_10604	chr16	3857159	3857361	+	0	NA	intron (CREBBP, intron 1 of 30)	NA	22713	CREBBP								
Interval_8215	chr13	52011866	52012620	+	0	NA	promoter-TSS (ATP7B)	NA	-134	ATP7B								
Interval_9003	chr14	89276396	89276817	+	0	NA	intron (FOXN3, intron 4 of 6)	NA	73446	LOC102724423								
Interval_30650	chr8	142002113	142002705	+	0	NA	Intergenic	NA	-173987	MIR4472-1								
Interval_29364	chr7	159021114	159021305	+	0	NA	intron (LINC00689, intron 3 of 4)	NA	12855	LINC00689								
Interval_8783	chr14	67532978	67533152	+	0	NA	promoter-TSS (PLEKHH1)	NA	-134	PLEKHH1								
Interval_29950	chr8	57108877	57109123	+	0	NA	Intergenic	NA	-94142	RP11-513O17.2								
Interval_21300	chr22	32723600	32723941	+	0	NA	intron (SYN3, intron 5 of 11)	NA	-77046	TIMP3								
Interval_32445	chrX	49171641	49172100	+	0	NA	promoter-TSS (PLP2)	NA	33	PLP2								
Interval_25564	chr5	141484950	141485189	+	0	NA	promoter-TSS (PCDHGC4)	NA	-105	PCDHGC4								
Interval_5236	chr11	61187562	61187937	+	0	NA	Intergenic	NA	-15763	PGA3								
Interval_21484	chr22	39349928	39350104	+	0	NA	promoter-TSS (SYNGR1)	NA	67	SYNGR1								
Interval_21791	chr22	50582295	50583478	+	0	NA	promoter-TSS (CHKB-AS1)	NA	113	CHKB								
Interval_17094	chr19	51431226	51431398	+	0	NA	Intergenic	NA	-13689	SIGLEC10								
Interval_26468	chr6	27178040	27178403	+	0	NA	promoter-TSS (TRNAI20)	NA	-933	TRNAI20								
Interval_25742	chr5	157596585	157596791	+	0	NA	Intergenic	NA	-20913	ADAM19								
Interval_3569	chr10	43348527	43348755	+	0	NA	Intergenic	NA	-23003	FXYD4								
Interval_9027	chr14	90758032	90758757	+	0	NA	intron (TTC7B, intron 3 of 20)	NA	57987	TTC7B								
Interval_27131	chr6	63058677	63058910	+	0	NA	Intergenic	NA	261184	LGSN								
Interval_8007	chr13	26012312	26012828	+	0	NA	exon (ATP8A2, exon 36 of 37)	NA	38490	SHISA2								
Interval_753	chr1	27575514	27575705	+	0	NA	intron (AHDC1, intron 2 of 6)	NA	28343	AHDC1								
Interval_18054	chr2	66575305	66575467	+	0	NA	intron (AC007392.3, intron 1 of 5)	NA	1356	AC007392.3								
Interval_17757	chr2	37558863	37559025	+	0	NA	Intergenic	NA	113255	CDC42EP3								
Interval_27426	chr6	117675160	117675655	+	0	NA	promoter-TSS (LOC101927919)	NA	-47	NUS1								
Interval_20796	chr21	41678936	41679388	+	0	NA	promoter-TSS (LINC00111)	NA	-140	LINC00111								
Interval_11266	chr16	56964607	56964899	+	0	NA	intron (CETP, intron 2 of 14)	NA	2790	CETP								
Interval_9276	chr14	104985457	104986119	+	0	NA	promoter-TSS (C14orf79)	NA	0	C14orf79								
Interval_24589	chr4	183158135	183158360	+	0	NA	intron (WWC2, intron 1 of 15)	NA	58967	WWC2								
Interval_29193	chr7	148987231	148987734	+	0	NA	promoter-TSS (RNY1)	NA	-234	RNY1								
Interval_1684	chr1	109667843	109668164	+	0	NA	promoter-TSS (GSTM2)	NA	-19	GSTM2								
Interval_8075	chr13	30607967	30608195	+	0	NA	Intergenic	NA	-9612	USPL1								
Interval_18355	chr2	96857599	96858468	+	0	NA	promoter-TSS (ANKRD39)	NA	-14	ANKRD39								
Interval_32700	chrX	129961117	129961608	+	0	NA	Intergenic	NA	-19635	BCORL1								
Interval_31169	chr9	82961484	82961675	+	0	NA	Intergenic	NA	101376	RASEF								
Interval_2526	chr1	185156529	185157925	+	0	NA	promoter-TSS (SWT1)	NA	167	SWT1								
Interval_7513	chr12	109154178	109155389	+	0	NA	exon (ACACB, exon 1 of 52)	NA	15386	ACACB								
Interval_22100	chr3	32570079	32570403	+	0	NA	intron (DYNC1LI1, intron 2 of 12)	NA	633	DYNC1LI1								
Interval_14117	chr18	9782460	9782647	+	0	NA	intron (RAB31, intron 2 of 6)	NA	74322	RAB31								
Interval_23003	chr3	132283446	132283883	+	0	NA	Intergenic	NA	-33703	ACPP								
Interval_18060	chr2	68365077	68365374	+	0	NA	promoter-TSS (PLEK)	NA	35	PLEK								
Interval_2306	chr1	161440386	161440703	+	0	NA	promoter-TSS (TRNAL38)	NA	-302	TRNAG7								
Interval_24063	chr4	73258519	73259473	+	0	NA	promoter-TSS (ANKRD17)	NA	145	ANKRD17								
Interval_31828	chr9	130682501	130682718	+	0	NA	exon (PRDM12, exon 5 of 5)	NA	-11151	EXOSC2								
Interval_10596	chr16	3457443	3458360	+	0	NA	promoter-TSS (NAA60)	NA	14233	NAA60								
Interval_9311	chr14	105487004	105487365	+	0	NA	intron (CRIP1, intron 1 of 5)	NA	264	CRIP1								
Interval_7860	chr12	125847665	125847856	+	0	NA	Intergenic	NA	135614	LINC00939								
Interval_17578	chr2	20822791	20823321	+	0	NA	promoter-TSS (C2orf43)	NA	74	C2orf43								
Interval_17925	chr2	54456157	54456348	+	0	NA	promoter-TSS (SPTBN1)	NA	22293	LOC102724072								
Interval_8803	chr14	68781988	68782312	+	0	NA	Intergenic	NA	11764	ZFP36L1								
Interval_5025	chr11	36376208	36376371	+	0	NA	intron (PRR5L, intron 1 of 5)	NA	304	PRR5L								
Interval_518	chr1	20786222	20787754	+	0	NA	promoter-TSS (HP1BP3)	NA	-322	HP1BP3								
Interval_31063	chr9	36036545	36037318	+	0	NA	promoter-TSS (RECK)	NA	-29874	RECK								
Interval_20151	chr20	44909787	44910518	+	0	NA	promoter-TSS (PABPC1L)	NA	92	PABPC1L								
Interval_15785	chr19	17419671	17420295	+	0	NA	promoter-TSS (MVB12A)	NA	-120	MVB12A								
Interval_1549	chr1	93078879	93079421	+	0	NA	promoter-TSS (MTF2)	NA	-85	MTF2								
Interval_4943	chr11	22182286	22182550	+	0	NA	Intergenic	NA	-10758	ANO5								
Interval_3853	chr10	73811257	73812200	+	0	NA	TTS (CAMK2G)	NA	103	NDST2								
Interval_8373	chr13	113863049	113863328	+	0	NA	promoter-TSS (GAS6-AS2)	NA	885	GAS6								
Interval_3696	chr10	63144241	63144432	+	0	NA	intron (NRBF2, intron 1 of 2)	NA	11089	NRBF2								
Interval_21637	chr22	44191159	44191433	+	0	NA	intron (PARVG, intron 7 of 13)	NA	18340	PARVG								
Interval_4812	chr11	9385000	9385206	+	0	NA	intron (IPO7, intron 1 of 24)	NA	481	IPO7								
Interval_6690	chr12	27332961	27333191	+	0	NA	exon (ARNTL2, exon 1 of 15)	NA	222	ARNTL2								
Interval_5785	chr11	73876596	73877397	+	0	NA	promoter-TSS (PAAF1)	NA	27	PAAF1								
Interval_9052	chr14	92040313	92040488	+	0	NA	promoter-TSS (TRIP11)	NA	-260	TRIP11								
Interval_8247	chr13	76886265	76886936	+	0	NA	promoter-TSS (KCTD12)	NA	-195	KCTD12								
Interval_11303	chr16	57735053	57736439	+	0	NA	promoter-TSS (KATNB1)	NA	-2	KATNB1								
Interval_28319	chr7	39949119	39950458	+	0	NA	promoter-TSS (CDK13)	NA	-572	CDK13								
Interval_26690	chr6	32255232	32255502	+	0	NA	Intergenic	NA	-31300	NOTCH4								
Interval_15846	chr19	18000679	18001503	+	0	NA	promoter-TSS (ARRDC2)	NA	-7077	ARRDC2								
Interval_27621	chr6	146887252	146887484	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-83544	KATNBL1P6								
Interval_16946	chr19	49458091	49458413	+	0	NA	intron (ALDH16A1, intron 1 of 15)	NA	5036	ALDH16A1								
Interval_4291	chr10	110210825	110211023	+	0	NA	intron (MXI1, intron 1 of 4)	NA	-15080	MXI1								
Interval_16029	chr19	23116807	23117155	+	0	NA	promoter-TSS (ZNF730)	NA	6	ZNF730								
Interval_21947	chr3	12841430	12841990	+	0	NA	promoter-TSS (RPL32)	NA	-128	RPL32								
Interval_3833	chr10	72691794	72692779	+	0	NA	promoter-TSS (MCU)	NA	155	MCU								
Interval_4797	chr11	8682485	8683065	+	0	NA	exon (RPL27A, exon 1 of 5)	NA	327	RPL27A								
Interval_25041	chr5	71290079	71290270	+	0	NA	Intergenic	NA	-82044	GUSBP9								
Interval_16586	chr19	44749022	44749184	+	0	NA	intron (BCL3, intron 1 of 8)	NA	382	BCL3								
Interval_32227	chrX	10097741	10098054	+	0	NA	intron (WWC3, intron 7 of 22)	NA	-59048	CLCN4								
Interval_27090	chr6	52576317	52577547	+	0	NA	promoter-TSS (TRAM2-AS1)	NA	132	TRAM2								
Interval_12308	chr17	15928003	15928379	+	0	NA	Intergenic	NA	-16726	ADORA2B								
Interval_10281	chr15	90994381	90994981	+	0	NA	promoter-TSS (PRC1)	NA	-122	PRC1								
Interval_9913	chr15	70308282	70308456	+	0	NA	Intergenic	NA	-212066	TLE3								
Interval_7931	chr12	132761916	132762377	+	0	NA	promoter-TSS (ANKLE2)	NA	-931	ANKLE2								
Interval_4746	chr11	3836915	3837119	+	0	NA	intron (LOC102724597, intron 2 of 2)	NA	3825	RHOG								
Interval_27015	chr6	43670017	43670203	+	0	NA	intron (RSPH9, intron 5 of 5)	NA	17702	MRPS18A								
Interval_32430	chrX	48957591	48958822	+	0	NA	promoter-TSS (OTUD5)	NA	-575	OTUD5								
Interval_5200	chr11	59172802	59173033	+	0	NA	promoter-TSS (DTX4)	NA	-445	DTX4								
Interval_20060	chr20	37627075	37627287	+	0	NA	Intergenic	NA	-4062	LINC00489								
Interval_2094	chr1	155017197	155017851	+	0	NA	TTS (DCST2)	NA	3678	ZBTB7B								
Interval_83	chr1	1782727	1782920	+	0	NA	Intergenic	NA	-2754	NADK								
Interval_22495	chr3	52539157	52539336	+	0	NA	intron (SMIM4, intron 2 of 2)	NA	-4169	NT5DC2								
Interval_21974	chr3	13544499	13544765	+	0	NA	Intergenic	NA	-4493	FBLN2								
Interval_14652	chr19	821205	821523	+	0	NA	intron (LPPR3, intron 2 of 6)	NA	588	LPPR3								
Interval_19345	chr2	231452013	231452379	+	0	NA	Intergenic	NA	3740	SNORA75								
Interval_26561	chr6	30101858	30102786	+	0	NA	TTS (TRIM31)	NA	10773	TRIM31								
Interval_16924	chr19	49335874	49336036	+	0	NA	intron (CD37, intron 2 of 7)	NA	537	CD37								
Interval_5351	chr11	63939761	63940009	+	0	NA	intron (NAA40, intron 1 of 7)	NA	915	NAA40								
Interval_4967	chr11	32434492	32434785	+	0	NA	intron (WT1, intron 1 of 9)	NA	-1101	WT1-AS								
Interval_8544	chr14	34714436	34715066	+	0	NA	promoter-TSS (CFL2)	NA	-196	CFL2								
Interval_12348	chr17	17416091	17416318	+	0	NA	Intergenic	NA	-3140	SMCR9								
Interval_11922	chr17	1399496	1400544	+	0	NA	intron (YWHAE, intron 1 of 6)	NA	242	YWHAE								
Interval_29359	chr7	158828983	158830321	+	0	NA	promoter-TSS (ESYT2)	NA	-24	ESYT2								
Interval_6954	chr12	52870525	52870776	+	0	NA	Intergenic	NA	-22373	KRT78								
Interval_3725	chr10	68900639	68901624	+	0	NA	promoter-TSS (DDX50)	NA	-147	DDX50								
Interval_3520	chr10	34814730	34814979	+	0	NA	promoter-TSS (PARD3-AS1)	NA	-914	PARD3-AS1								
Interval_30000	chr8	63417590	63417805	+	0	NA	Intergenic	NA	-48152	LOC102724612								
Interval_7727	chr12	121590751	121591140	+	0	NA	intron (LOC101928346, intron 1 of 2)	NA	9697	LOC101928346								
Interval_6593	chr12	12611588	12612165	+	0	NA	promoter-TSS (CREBL2)	NA	43	CREBL2								
Interval_29971	chr8	59576811	59577053	+	0	NA	Intergenic	NA	457670	LOC100505501								
Interval_14845	chr19	2455929	2457249	+	0	NA	intron (LMNB2, intron 1 of 11)	NA	379	LMNB2								
Interval_3240	chr1	248924790	248924981	+	0	NA	Intergenic	NA	18642	PGBD2								
Interval_19942	chr20	32673102	32673358	+	0	NA	intron (C20orf203, intron 1 of 5)	NA	-21249	C20orf203								
Interval_9824	chr15	66386484	66387140	+	0	NA	promoter-TSS (TIPIN)	NA	-32	MAP2K1								
Interval_23044	chr3	138367907	138368090	+	0	NA	intron (MRAS, intron 1 of 5)	NA	19332	MRAS								
Interval_1227	chr1	46522247	46522791	+	0	NA	Intergenic	NA	15523	DMBX1								
Interval_30704	chr8	143291163	143291782	+	0	NA	promoter-TSS (ZNF696)	NA	83	ZNF696								
Interval_1566	chr1	94070110	94070379	+	0	NA	intron (ABCA4, intron 11 of 49)	NA	50905	ABCA4								
Interval_10880	chr16	23949890	23950386	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	114159	PRKCB								
Interval_29612	chr8	22998939	23000360	+	0	NA	promoter-TSS (RHOBTB2)	NA	12238	RHOBTB2								
Interval_14946	chr19	3761501	3761928	+	0	NA	promoter-TSS (APBA3)	NA	-39	APBA3								
Interval_14384	chr18	58535355	58535537	+	0	NA	exon (ALPK2, exon 5 of 13)	NA	7943	ALPK2								
Interval_14030	chr17_KI270729v1_random	4221	4476	+	0	NA	NA	NA	NA	NA								
Interval_18219	chr2	83022920	83023217	+	0	NA	Intergenic	NA	166265	LOC1720								
Interval_12639	chr17	34638326	34638502	+	0	NA	exon (TMEM132E, exon 10 of 10)	NA	57665	TMEM132E								
Interval_20257	chr20	49978997	49979454	+	0	NA	Intergenic	NA	-3751	SNAI1								
Interval_30032	chr8	66926337	66926660	+	0	NA	promoter-TSS (SNHG6)	NA	-956	SNHG6								
Interval_23267	chr3	172710956	172711310	+	0	NA	promoter-TSS (NCEH1)	NA	85	NCEH1								
Interval_380	chr1	13782313	13782575	+	0	NA	exon (PRDM2, exon 3 of 5)	NA	82204	PRDM2								
Interval_4539	chr10	132396265	132396832	+	0	NA	promoter-TSS (PWWP2B)	NA	-655	PWWP2B								
