PeakID (cmd=annotatePeaks.pl ZMYND8.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_17157	chr3	177251853	177252041	+	0	NA	Intergenic	NA	-42495	LINC00501								
Interval_1968	chr1	212491444	212491790	+	0	NA	Intergenic	NA	-54073	RP11-61J19.3								
Interval_684	chr1	41684009	41684331	+	0	NA	intron (HIVEP3, intron 1 of 7)	NA	-55349	HIVEP3								
Interval_23487	chr9	6080191	6080598	+	0	NA	Intergenic	NA	-64754	RANBP6								
Interval_17930	chr4	103076199	103076718	+	0	NA	exon (SLC9B2, exon 1 of 11)	NA	314	SLC9B2								
Interval_8902	chr17	996594	997345	+	0	NA	promoter-TSS (TIMM22)	NA	-148	TIMM22								
Interval_2564	chr10	32318618	32318833	+	0	NA	intron (EPC1, intron 1 of 14)	NA	-28639	LOC102031319								
Interval_24692	chrX	54639331	54640234	+	0	NA	Intergenic	NA	109571	GNL3L								
Interval_10482	chr18	36129231	36130180	+	0	NA	promoter-TSS (ELP2)	NA	-169	ELP2								
Interval_21617	chr7	92245239	92246180	+	0	NA	promoter-TSS (ANKIB1)	NA	205	KRIT1								
Interval_16434	chr3	50082516	50082707	+	0	NA	Intergenic	NA	-6297	RBM5								
Interval_8567	chr16	67719158	67719561	+	0	NA	promoter-TSS (GFOD2)	NA	-33821	GFOD2								
Interval_5078	chr12	48957310	48957615	+	0	NA	promoter-TSS (ARF3)	NA	-257	ARF3								
Interval_15251	chr21	39314553	39314724	+	0	NA	promoter-TSS (BRWD1)	NA	324	BRWD1-IT2								
Interval_5904	chr12	133130068	133130719	+	0	NA	promoter-TSS (ZNF10)	NA	80	ZNF891								
Interval_1012	chr1	89821633	89822052	+	0	NA	promoter-TSS (LRRC8D)	NA	828	LRRC8D								
Interval_16331	chr3	46693601	46693801	+	0	NA	promoter-TSS (ALS2CL)	NA	-8	ALS2CL								
Interval_11340	chr19	13789099	13789337	+	0	NA	Intergenic	NA	-6242	ZSWIM4								
Interval_753	chr1	45303436	45304299	+	0	NA	promoter-TSS (LINC01144)	NA	-43	LINC01144								
Interval_14361	chr20	3712430	3712798	+	0	NA	promoter-TSS (SIGLEC1)	NA	-8527	SIGLEC1								
Interval_15448	chr22	24010894	24011547	+	0	NA	promoter-TSS (CABIN1)	NA	-5859	GSTTP1								
Interval_4963	chr12	27022433	27022815	+	0	NA	exon (MED21, exon 1 of 4)	NA	102	MED21								
Interval_2443	chr10	13743266	13743503	+	0	NA	intron (FRMD4A, intron 8 of 23)	NA	-68029	LOC102723887								
Interval_8577	chr16	67984981	67985219	+	0	NA	Intergenic	NA	-4551	DPEP3								
Interval_9239	chr17	17280744	17281428	+	0	NA	promoter-TSS (COPS3)	NA	194	COPS3								
Interval_4849	chr12	11652443	11652928	+	0	NA	intron (ETV6, intron 1 of 7)	NA	2831	ETV6								
Interval_4076	chr11	65833599	65833948	+	0	NA	promoter-TSS (SNX32)	NA	-166	SNX32								
Interval_15538	chr22	30591699	30592333	+	0	NA	promoter-TSS (PES1)	NA	-76	PES1								
Interval_24939	chrX	155216461	155216721	+	0	NA	intron (VBP1, intron 1 of 5)	NA	167	VBP1								
Interval_23685	chr9	67603673	67603947	+	0	NA	Intergenic	NA	-109521	LOC102723709								
Interval_14583	chr20	31612920	31613090	+	0	NA	Intergenic	NA	5819	MIR3193								
Interval_4497	chr11	115504456	115504661	+	0	NA	promoter-TSS (CADM1)	NA	-142	CADM1								
Interval_7132	chr15	41332382	41333119	+	0	NA	promoter-TSS (NUSAP1)	NA	56	NUSAP1								
Interval_12820	chr2	40431616	40431844	+	0	NA	intron (SLC8A1, intron 1 of 7)	NA	21814	SLC8A1								
Interval_7414	chr15	66293215	66293438	+	0	NA	promoter-TSS (DIS3L)	NA	-226	DIS3L								
Interval_18107	chr4	150302589	150302800	+	0	NA	exon (LRBA, exon 54 of 58)	NA	224420	DCLK2								
Interval_1636	chr1	172662790	172663009	+	0	NA	intron (FASLG, intron 2 of 3)	NA	3854	FASLG								
Interval_22759	chr8	70668601	70669597	+	0	NA	promoter-TSS (XKR9)	NA	113	LACTB2								
Interval_12490	chr2	6865962	6866224	+	0	NA	promoter-TSS (CMPK2)	NA	-274	CMPK2								
Interval_2985	chr10	88271830	88272115	+	0	NA	intron (LOC101929727, intron 1 of 2)	NA	5712	LOC101929727								
Interval_1168	chr1	111733072	111733554	+	0	NA	intron (FAM212B, intron 1 of 1)	NA	6111	FAM212B								
Interval_24712	chrX	66014302	66014492	+	0	NA	Intergenic	NA	-4473	MIR223								
Interval_20092	chr6	36874539	36874744	+	0	NA	intron (C6orf89, intron 1 of 9)	NA	383	PPIL1								
Interval_16129	chr3	23723870	23724339	+	0	NA	Intergenic	NA	-86334	UBE2E1								
Interval_4177	chr11	69056146	69056451	+	0	NA	intron (TPCN2, intron 4 of 18)	NA	7401	TPCN2								
Interval_18687	chr5	81301352	81301728	+	0	NA	promoter-TSS (ZCCHC9)	NA	29	CKMT2-AS1								
Interval_2679	chr10	59817842	59818152	+	0	NA	intron (CCDC6, intron 3 of 8)	NA	-64552	LINC00948								
Interval_4218	chr11	72388156	72388408	+	0	NA	intron (CLPB, intron 2 of 14)	NA	46398	CLPB								
Interval_15819	chr22	44664108	44664545	+	0	NA	Intergenic	NA	-12482	PRR5								
Interval_6628	chr14	73569269	73569500	+	0	NA	exon (ACOT2, exon 1 of 3)	NA	325	ACOT2								
Interval_23578	chr9	32384339	32384880	+	0	NA	promoter-TSS (ACO1)	NA	-14972	ACO1								
Interval_11884	chr19	41334846	41335109	+	0	NA	intron (TGFB1, intron 5 of 6)	NA	18956	TGFB1								
Interval_17630	chr4	38988407	38988672	+	0	NA	intron (TMEM156, intron 4 of 6)	NA	43882	TMEM156								
Interval_15293	chr21	43725716	43726202	+	0	NA	intron (PDXK, intron 1 of 10)	NA	6862	PDXK								
Interval_19442	chr5	179907757	179908234	+	0	NA	promoter-TSS (TBC1D9B)	NA	-139	TBC1D9B								
Interval_12346	chr19	54302364	54302657	+	0	NA	Intergenic	NA	10629	LILRA5								
Interval_24958	chrY	20575514	20575818	+	0	NA	promoter-TSS (EIF1AY)	NA	-45	EIF1AY								
Interval_8325	chr16	30557821	30558054	+	0	NA	intron (ZNF764, intron 1 of 2)	NA	384	ZNF764								
Interval_16596	chr3	64972897	64973104	+	0	NA	intron (ADAMTS9-AS2, intron 4 of 5)	NA	-216273	LOC102724763								
Interval_5425	chr12	92462213	92462405	+	0	NA	Intergenic	NA	-4370	LOC100507616								
Interval_16196	chr3	35296466	35296947	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	97317	LOC101928135								
Interval_13643	chr2	151409700	151410418	+	0	NA	promoter-TSS (RIF1)	NA	-31	RIF1								
Interval_5332	chr12	68787344	68787903	+	0	NA	Intergenic	NA	17871	LOC100130075								
Interval_17452	chr4	2746296	2746469	+	0	NA	intron (TNIP2, intron 2 of 4)	NA	9994	TNIP2								
Interval_14029	chr2	218710663	218711202	+	0	NA	promoter-TSS (TTLL4)	NA	97	TTLL4								
Interval_2510	chr10	26438768	26439118	+	0	NA	intron (APBB1IP, intron 2 of 14)	NA	606	APBB1IP								
Interval_3788	chr11	46700434	46701146	+	0	NA	promoter-TSS (ZNF408)	NA	23	ZNF408								
Interval_13900	chr2	200863745	200864837	+	0	NA	exon (CLK1, exon 1 of 13)	NA	453	CLK1								
Interval_14420	chr20	6005759	6006184	+	0	NA	promoter-TSS (CRLS1)	NA	-122	CRLS1								
Interval_9923	chr17	64776930	64777172	+	0	NA	intron (LOC146880, intron 3 of 12)	NA	-3745	MIR6080								
Interval_2208	chr1	234755377	234755701	+	0	NA	Intergenic	NA	4511	PP2672								
Interval_12559	chr2	10514844	10515021	+	0	NA	Intergenic	NA	62488	LOC102723993								
Interval_23023	chr8	113692012	113692254	+	0	NA	Intergenic	NA	-255120	CSMD3								
Interval_7073	chr15	36579277	36580196	+	0	NA	exon (C15orf41, exon 1 of 12)	NA	125	C15orf41								
Interval_12000	chr19	44943730	44944388	+	0	NA	intron (APOC4, intron 1 of 2)	NA	1821	APOC4								
Interval_11457	chr19	17110049	17110378	+	0	NA	intron (MYO9B, intron 2 of 39)	NA	8570	MYO9B								
Interval_1169	chr1	111733731	111734114	+	0	NA	intron (FAM212B, intron 1 of 1)	NA	5502	FAM212B								
Interval_15200	chr21	35924801	35925004	+	0	NA	Intergenic	NA	59928	LOC101928269								
Interval_22814	chr8	81280390	81281231	+	0	NA	intron (FABP5, intron 1 of 3)	NA	327	FABP5								
Interval_23339	chr8	142676978	142677358	+	0	NA	intron (PSCA, intron 1 of 2)	NA	-3288	PSCA								
Interval_3688	chr11	32892487	32893116	+	0	NA	promoter-TSS (QSER1)	NA	-445	QSER1								
Interval_348	chr1	23868125	23868467	+	0	NA	promoter-TSS (FUCA1)	NA	73	FUCA1								
Interval_10280	chr17	82838434	82838675	+	0	NA	promoter-TSS (TBCD)	NA	1501	ZNF750								
Interval_5790	chr12	123063037	123063235	+	0	NA	intron (PITPNM2, intron 1 of 24)	NA	-18248	RP11-197N18.7								
Interval_5246	chr12	57047501	57047818	+	0	NA	exon (MYO1A, exon 5 of 29)	NA	2458	MYO1A								
Interval_22188	chr8	8701745	8701961	+	0	NA	promoter-TSS (CLDN23)	NA	-303	CLDN23								
Interval_962	chr1	79113955	79114136	+	0	NA	Intergenic	NA	-107235	ELTD1								
Interval_22521	chr8	38134236	38135028	+	0	NA	intron (ASH2L, intron 14 of 15)	NA	16633	STAR								
Interval_4893	chr12	14365333	14366272	+	0	NA	exon (ATF7IP, exon 1 of 15)	NA	-19267	ATF7IP								
Interval_15591	chr22	35477974	35478211	+	0	NA	Intergenic	NA	-68587	RASD2								
Interval_5400	chr12	89351676	89351866	+	0	NA	exon (DUSP6, exon 1 of 2)	NA	748	DUSP6								
Interval_6199	chr13	105139895	105140196	+	0	NA	Intergenic	NA	-325973	DAOA								
Interval_14993	chr20	62796264	62796643	+	0	NA	promoter-TSS (MRGBP)	NA	0	MRGBP								
Interval_10837	chr19	1037823	1038713	+	0	NA	exon (CNN2, exon 6 of 6)	NA	-1848	ABCA7								
Interval_13534	chr2	134119943	134120121	+	0	NA	promoter-TSS (MGAT5)	NA	-141	MGAT5								
Interval_2800	chr10	71860410	71860881	+	0	NA	Intergenic	NA	-9320	PSAP								
Interval_2819	chr10	72319243	72320476	+	0	NA	Intergenic	NA	35141	DNAJB12								
Interval_2545	chr10	30600081	30600258	+	0	NA	Intergenic	NA	29549	LYZL2								
Interval_14815	chr20	48722052	48724076	+	0	NA	intron (PREX1, intron 5 of 39)	NA	-66469	PREX1								
Interval_20791	chr6	154123923	154124104	+	0	NA	exon (OPRM1, exon 5 of 5)	NA	34251	OPRM1								
Interval_11816	chr19	39479368	39479603	+	0	NA	promoter-TSS (TIMM50)	NA	-927	TIMM50								
Interval_8599	chr16	69385487	69386140	+	0	NA	exon (TERF2, exon 1 of 10)	NA	172	TERF2								
Interval_17947	chr4	107989642	107989938	+	0	NA	promoter-TSS (HADH)	NA	76	HADH								
Interval_5184	chr12	54358885	54359845	+	0	NA	Intergenic	NA	5121	GPR84								
Interval_21912	chr7	130912864	130913841	+	0	NA	promoter-TSS (AC058791.1)	NA	-42	AC058791.1								
Interval_5234	chr12	56337099	56338066	+	0	NA	Intergenic	NA	-1297	IL23A								
Interval_13532	chr2	132979487	132979857	+	0	NA	intron (NCKAP5, intron 6 of 17)	NA	64115	LOC101928185								
Interval_8237	chr16	27318563	27319022	+	0	NA	intron (IL4R, intron 1 of 8)	NA	-42030	IL4R								
Interval_4693	chr12	751107	751494	+	0	NA	Intergenic	NA	-1293	WNK1								
Interval_5171	chr12	53500642	53501800	+	0	NA	promoter-TSS (TARBP2)	NA	-111	TARBP2								
Interval_4010	chr11	64803244	64803416	+	0	NA	promoter-TSS (MAP4K2)	NA	-325	MAP4K2								
Interval_20546	chr6	113970403	113970697	+	0	NA	promoter-TSS (RP3-399L15.3)	NA	645	HDAC2								
Interval_24586	chrX	39196501	39196718	+	0	NA	Intergenic	NA	130753	RP11-265P11.2								
Interval_6901	chr14	100375478	100376665	+	0	NA	promoter-TSS (WDR25)	NA	201	WARS								
Interval_23038	chr8	116765710	116766034	+	0	NA	promoter-TSS (UTP23)	NA	-631	UTP23								
Interval_10430	chr18	23498112	23498313	+	0	NA	Intergenic	NA	-5258	C18orf8								
Interval_18913	chr5	132424882	132425210	+	0	NA	promoter-TSS (LOC101927732)	NA	-876	LOC101927732								
Interval_1105	chr1	108075146	108075318	+	0	NA	Intergenic	NA	-110316	VAV3								
Interval_8261	chr16	28925435	28925684	+	0	NA	promoter-TSS (RABEP2)	NA	-348	RABEP2								
Interval_20045	chr6	34757038	34757724	+	0	NA	exon (SNRPC, exon 1 of 5)	NA	287	SNRPC								
Interval_1019	chr1	91021571	91022604	+	0	NA	promoter-TSS (ZNF644)	NA	-61	ZNF644								
Interval_17343	chr3	196057729	196058062	+	0	NA	intron (TFRC, intron 16 of 18)	NA	24195	TFRC								
Interval_23763	chr9	92115011	92115698	+	0	NA	promoter-TSS (SPTLC1)	NA	120	SPTLC1								
Interval_22591	chr8	47600718	47601198	+	0	NA	intron (SPIDR, intron 7 of 16)	NA	137206	CEBPD								
Interval_6609	chr14	71291008	71291298	+	0	NA	Intergenic	NA	19438	LOC102724015								
Interval_6510	chr14	61662432	61662932	+	0	NA	Intergenic	NA	-32719	HIF1A								
Interval_20879	chr6	162099840	162100010	+	0	NA	intron (PARK2, intron 4 of 11)	NA	-627207	PACRG								
Interval_20663	chr6	137258232	137258413	+	0	NA	Intergenic	NA	-39207	IFNGR1								
Interval_11693	chr19	34677141	34678077	+	0	NA	promoter-TSS (ZNF302)	NA	-30	ZNF302								
Interval_20066	chr6	35691451	35691692	+	0	NA	intron (FKBP5, intron 2 of 11)	NA	-2629	FKBP5								
Interval_6613	chr14	72476757	72477198	+	0	NA	intron (RGS6, intron 11 of 17)	NA	-39843	MIR7843								
Interval_5158	chr12	53268151	53268431	+	0	NA	promoter-TSS (ESPL1)	NA	-8	ESPL1								
Interval_12367	chr19	54662749	54663143	+	0	NA	exon (LILRB4, exon 1 of 11)	NA	127	LILRB4								
Interval_1225	chr1	116570736	116570931	+	0	NA	intron (CD58, intron 1 of 5)	NA	260	CD58								
Interval_13695	chr2	160574607	160574889	+	0	NA	Intergenic	NA	-166864	RBMS1								
Interval_18550	chr5	59039307	59039656	+	0	NA	promoter-TSS (PDE4D)	NA	236638	PDE4D								
Interval_9108	chr17	7843789	7844984	+	0	NA	intron (KDM6B, intron 1 of 21)	NA	10183	KDM6B								
Interval_12450	chr19	58002354	58003102	+	0	NA	promoter-TSS (ZNF606)	NA	91	ZNF606								
Interval_6921	chr14	102316806	102317312	+	0	NA	promoter-TSS (ZNF839)	NA	-33	TRNAI15								
Interval_1607	chr1	167935892	167937334	+	0	NA	promoter-TSS (DCAF6)	NA	-5	DCAF6								
Interval_1960	chr1	212285076	212285579	+	0	NA	promoter-TSS (PPP2R5A)	NA	-210	PPP2R5A								
Interval_1942	chr1	211258515	211259718	+	0	NA	promoter-TSS (RCOR3)	NA	-831	RCOR3								
Interval_13732	chr2	171687316	171688010	+	0	NA	promoter-TSS (DYNC1I2)	NA	-9	DYNC1I2								
Interval_19662	chr6	14323472	14323661	+	0	NA	Intergenic	NA	-38112	LINC01108								
Interval_21532	chr7	75486228	75486452	+	0	NA	promoter-TSS (POM121C)	NA	-52	POM121C								
Interval_24504	chrX	15335628	15335827	+	0	NA	promoter-TSS (PIGA)	NA	-173	PIGA								
Interval_2951	chr10	84328295	84328813	+	0	NA	promoter-TSS (CCSER2)	NA	48574	LINC00858								
Interval_10102	chr17	76557178	76558427	+	0	NA	promoter-TSS (SNHG16)	NA	38	SNHG16								
Interval_22266	chr8	17246439	17247286	+	0	NA	promoter-TSS (VPS37A)	NA	16	CNOT7								
Interval_18476	chr5	43389814	43389987	+	0	NA	intron (CCL28, intron 1 of 3)	NA	22486	CCL28								
Interval_22519	chr8	38031153	38031998	+	0	NA	intron (EIF4EBP1, intron 1 of 2)	NA	1073	EIF4EBP1								
Interval_1712	chr1	182391060	182392497	+	0	NA	promoter-TSS (GLUL)	NA	-374	GLUL								
Interval_3066	chr10	97365651	97366689	+	0	NA	exon (RRP12, exon 29 of 34)	NA	-31469	FRAT2								
Interval_18818	chr5	113513497	113513877	+	0	NA	promoter-TSS (YTHDC2)	NA	-7	YTHDC2								
Interval_2755	chr10	69439829	69440120	+	0	NA	intron (TSPAN15, intron 1 of 7)	NA	-23056	TACR2								
Interval_7639	chr15	79971180	79971457	+	0	NA	promoter-TSS (BCL2A1)	NA	-17	BCL2A1								
Interval_19113	chr5	144189836	144190061	+	0	NA	intron (KCTD16, intron 2 of 3)	NA	-15455	KCTD16								
Interval_19947	chr6	31399632	31400228	+	0	NA	exon (MICA, exon 1 of 6)	NA	146	MICA								
Interval_4093	chr11	66268266	66269182	+	0	NA	TTS (KLC2)	NA	139	RAB1B								
Interval_5518	chr12	104137423	104138352	+	0	NA	promoter-TSS (NFYB)	NA	-428	NFYB								
Interval_3847	chr11	59247904	59248074	+	0	NA	Intergenic	NA	-34968	MPEG1								
Interval_9099	chr17	7687136	7687411	+	0	NA	promoter-TSS (WRAP53)	NA	277	TP53								
Interval_13999	chr2	216683955	216684193	+	0	NA	intron (IGFBP5, intron 1 of 3)	NA	11475	IGFBP5								
Interval_3162	chr10	103202382	103202569	+	0	NA	Intergenic	NA	-9169	NT5C2								
Interval_694	chr1	42334984	42335627	+	0	NA	promoter-TSS (FOXJ3)	NA	-73	FOXJ3								
Interval_7720	chr15	89087729	89088451	+	0	NA	promoter-TSS (ABHD2)	NA	-16434	ABHD2								
Interval_11747	chr19	36687169	36687884	+	0	NA	promoter-TSS (ZNF567)	NA	-60	AC074138.3								
Interval_8701	chr16	81451783	81452236	+	0	NA	intron (CMIP, intron 1 of 20)	NA	6839	CMIP								
Interval_15447	chr22	23913727	23914246	+	0	NA	Intergenic	NA	-15056	LOC284889								
Interval_16176	chr3	31531724	31533363	+	0	NA	promoter-TSS (STT3B)	NA	-456	STT3B								
Interval_1865	chr1	203327405	203327947	+	0	NA	Intergenic	NA	22140	BTG2								
Interval_2349	chr1	246931125	246931401	+	0	NA	promoter-TSS (AHCTF1)	NA	161	AHCTF1								
Interval_23496	chr9	7976313	7976757	+	0	NA	Intergenic	NA	-176736	TMEM261								
Interval_11315	chr19	12918985	12919622	+	0	NA	promoter-TSS (SYCE2)	NA	-31	SYCE2								
Interval_12560	chr2	10533992	10534217	+	0	NA	Intergenic	NA	81660	LOC102723993								
Interval_7721	chr15	89143613	89143784	+	0	NA	intron (ABHD2, intron 7 of 14)	NA	39174	ABHD2								
Interval_12043	chr19	45669002	45669559	+	0	NA	intron (GIPR, intron 1 of 13)	NA	1036	GIPR								
Interval_24824	chrX	123765009	123765304	+	0	NA	Intergenic	NA	12128	LOC102723417								
Interval_5402	chr12	89353907	89354238	+	0	NA	Intergenic	NA	-1553	DUSP6								
Interval_22637	chr8	54774992	54775414	+	0	NA	Intergenic	NA	-5705	LOC100287651								
Interval_18682	chr5	80264451	80264717	+	0	NA	Intergenic	NA	-8505	SERINC5								
Interval_24016	chr9	114954037	114954249	+	0	NA	Intergenic	NA	-23548	TNFSF8								
Interval_5889	chr12	132475210	132475585	+	0	NA	Intergenic	NA	-1143	MUC8								
Interval_5208	chr12	55847138	55847342	+	0	NA	Intergenic	NA	-4280	MMP19								
Interval_23118	chr8	124761921	124762225	+	0	NA	Intergenic	NA	-33566	MTSS1								
Interval_16960	chr3	135784595	135784875	+	0	NA	Intergenic	NA	-238000	PPP2R3A								
Interval_742	chr1	44723445	44723764	+	0	NA	intron (C1orf228, intron 6 of 11)	NA	-1703	RNU5F-1								
Interval_368	chr1	24930229	24930463	+	0	NA	promoter-TSS (RUNX3)	NA	-10981	MIR6731								
Interval_17682	chr4	48127945	48128475	+	0	NA	intron (TXK, intron 1 of 14)	NA	6046	TXK								
Interval_19689	chr6	15662824	15663178	+	0	NA	promoter-TSS (DTNBP1)	NA	57	DTNBP1								
Interval_15706	chr22	39212690	39213347	+	0	NA	Intergenic	NA	27891	PDGFB								
Interval_22771	chr8	73971745	73972784	+	0	NA	promoter-TSS (TCEB1)	NA	23	TCEB1								
Interval_5058	chr12	47813344	47813663	+	0	NA	intron (HDAC7, intron 1 of 24)	NA	6913	HDAC7								
Interval_16950	chr3	133661549	133662145	+	0	NA	promoter-TSS (TOPBP1)	NA	46	TOPBP1								
Interval_4698	chr12	1289726	1289920	+	0	NA	intron (ERC1, intron 13 of 17)	NA	-204147	LOC101929449								
Interval_2779	chr10	71266220	71266563	+	0	NA	intron (UNC5B, intron 1 of 15)	NA	-48163	UNC5B-AS1								
Interval_12284	chr19	51395307	51395670	+	0	NA	Intergenic	NA	-4914	C19orf84								
Interval_5743	chr12	121352254	121352649	+	0	NA	promoter-TSS (ANAPC5)	NA	-16769	ANAPC5								
Interval_1064	chr1	95072735	95073097	+	0	NA	promoter-TSS (ALG14)	NA	35	ALG14								
Interval_17991	chr4	121690825	121690995	+	0	NA	intron (ANXA5, intron 2 of 12)	NA	6082	ANXA5								
Interval_1291	chr1	148038536	148038957	+	0	NA	TTS (RNVU1-7)	NA	170	RNVU1-7								
Interval_7998	chr16	4016702	4017070	+	0	NA	intron (ADCY9, intron 2 of 10)	NA	-64721	LOC102724927								
Interval_2438	chr10	13118002	13118182	+	0	NA	intron (OPTN, intron 5 of 13)	NA	18014	OPTN								
Interval_9797	chr17	57084759	57085464	+	0	NA	promoter-TSS (AKAP1)	NA	-645	AKAP1								
Interval_7941	chr16	2467634	2467850	+	0	NA	exon (LOC729652, exon 1 of 1)	NA	465	LOC729652								
Interval_15153	chr21	33588550	33589002	+	0	NA	promoter-TSS (DONSON)	NA	-68	DONSON								
Interval_4999	chr12	31687012	31687466	+	0	NA	intron (AMN1, intron 7 of 8)	NA	40079	METTL20								
Interval_5222	chr12	56157844	56158896	+	0	NA	TTS (MYL6B)	NA	109	MYL6								
Interval_11677	chr19	33521729	33521981	+	0	NA	promoter-TSS (PEPD)	NA	38	PEPD								
Interval_16452	chr3	50590425	50591102	+	0	NA	Intergenic	NA	20846	CISH								
Interval_13920	chr2	202238167	202238773	+	0	NA	exon (SUMO1, exon 1 of 6)	NA	129	SUMO1								
Interval_20131	chr6	39226113	39226355	+	0	NA	intron (KCNK5, intron 1 of 4)	NA	3241	KCNK5								
Interval_23805	chr9	96061495	96061780	+	0	NA	Intergenic	NA	-4202	RP11-569G13.2								
Interval_11052	chr19	5803721	5804287	+	0	NA	Intergenic	NA	-12766	DUS3L								
Interval_10913	chr19	2096040	2097042	+	0	NA	promoter-TSS (IZUMO4)	NA	118	IZUMO4								
Interval_4814	chr12	7970753	7970952	+	0	NA	Intergenic	NA	-34556	SLC2A3								
Interval_21983	chr7	140752536	140752785	+	0	NA	intron (BRAF, intron 15 of 18)	NA	-55583	NDUFB2-AS1								
Interval_14501	chr20	19828217	19828515	+	0	NA	intron (RIN2, intron 2 of 12)	NA	-69805	LOC100287166								
Interval_21882	chr7	127820103	127820298	+	0	NA	intron (SND1, intron 11 of 23)	NA	168052	SND1								
Interval_23157	chr8	127734012	127734284	+	0	NA	intron (CASC11, intron 1 of 2)	NA	1619	CASC11								
Interval_10971	chr19	3429792	3429988	+	0	NA	intron (NFIC, intron 3 of 10)	NA	50652	C19orf77								
Interval_5313	chr12	66268291	66268566	+	0	NA	Intergenic	NA	17346	MIR6502								
Interval_23144	chr8	125639733	125640157	+	0	NA	Intergenic	NA	207086	TRIB1								
Interval_12046	chr19	45717128	45717923	+	0	NA	intron (FBXO46, intron 1 of 1)	NA	13368	FBXO46								
Interval_3911	chr11	62004426	62004920	+	0	NA	Intergenic	NA	15431	LOC102723745								
Interval_3252	chr10	118792631	118792819	+	0	NA	Intergenic	NA	-66345	CACUL1								
Interval_6847	chr14	94394309	94394552	+	0	NA	Intergenic	NA	-3738	SERPINA1								
Interval_16040	chr3	12999328	12999877	+	0	NA	intron (IQSEC1, intron 1 of 13)	NA	-32142	IQSEC1								
Interval_2432	chr10	12042856	12043515	+	0	NA	promoter-TSS (UPF2)	NA	-344	UPF2								
Interval_9290	chr17	20280963	20282293	+	0	NA	intron (SPECC1, intron 12 of 14)	NA	-39546	CCDC144CP								
Interval_14877	chr20	50730903	50731541	+	0	NA	promoter-TSS (PARD6B)	NA	-322	PARD6B								
Interval_2217	chr1	234843270	234843688	+	0	NA	Intergenic	NA	-83429	PP2672								
Interval_21241	chr7	30727991	30728249	+	0	NA	Intergenic	NA	-24015	INMT-FAM188B								
Interval_8008	chr16	4415839	4416141	+	0	NA	intron (CORO7, intron 1 of 27)	NA	971	CORO7-PAM16								
Interval_6160	chr13	80341154	80341533	+	0	NA	promoter-TSS (SPRY2)	NA	-375	SPRY2								
Interval_22484	chr8	36447887	36448153	+	0	NA	Intergenic	NA	-336366	KCNU1								
Interval_6254	chr14	19772182	19772546	+	0	NA	Intergenic	NA	-7959	OR4M1								
Interval_17660	chr4	40763307	40763675	+	0	NA	intron (NSUN7, intron 4 of 11)	NA	13594	NSUN7								
Interval_11424	chr19	16139534	16140203	+	0	NA	intron (HSH2D, intron 1 of 7)	NA	5840	HSH2D								
Interval_16974	chr3	138842575	138842760	+	0	NA	Intergenic	NA	-7729	PIK3CB								
Interval_18089	chr4	144894601	144894932	+	0	NA	Intergenic	NA	-203238	ABCE1								
Interval_7447	chr15	68054045	68054626	+	0	NA	promoter-TSS (PIAS1)	NA	-25412	PIAS1								
Interval_14220	chr2	238288385	238289346	+	0	NA	promoter-TSS (PER2)	NA	-299	PER2								
Interval_8687	chr16	79770484	79770750	+	0	NA	promoter-TSS (LOC102467146)	NA	-85	LOC102467146								
Interval_2857	chr10	73926487	73926700	+	0	NA	Intergenic	NA	-3816	C10orf55								
Interval_20695	chr6	140320794	140320986	+	0	NA	Intergenic	NA	115638	MIR3668								
Interval_14891	chr20	52004840	52005056	+	0	NA	Intergenic	NA	-142035	RP5-1112F19.2								
Interval_3958	chr11	62861206	62861440	+	0	NA	intron (SLC3A2, intron 1 of 9)	NA	5311	SLC3A2								
Interval_1537	chr1	161083319	161083904	+	0	NA	intron (PVRL4, intron 1 of 7)	NA	5984	PVRL4								
Interval_13492	chr2	127857912	127858391	+	0	NA	promoter-TSS (POLR2D)	NA	4	POLR2D								
Interval_20738	chr6	146887546	146887865	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-83881	KATNBL1P6								
Interval_9522	chr17	39637007	39637350	+	0	NA	promoter-TSS (STARD3)	NA	67	STARD3								
Interval_467	chr1	27772864	27773374	+	0	NA	promoter-TSS (STX12)	NA	-64	STX12								
Interval_11887	chr19	41363737	41364475	+	0	NA	promoter-TSS (B9D2)	NA	67	B9D2								
Interval_10592	chr18	57077836	57078437	+	0	NA	Intergenic	NA	-6017	LINC-ROR								
Interval_9714	chr17	48113179	48113615	+	0	NA	exon (SNX11, exon 4 of 7)	NA	5821	SNX11								
Interval_23250	chr8	133570788	133570996	+	0	NA	intron (ST3GAL1, intron 1 of 8)	NA	1562	ST3GAL1								
Interval_2109	chr1	226717351	226717699	+	0	NA	intron (ITPKB, intron 2 of 2)	NA	21802	ITPKB								
Interval_7509	chr15	70763354	70763720	+	0	NA	promoter-TSS (UACA)	NA	-60267	UACA								
Interval_17948	chr4	108115802	108116024	+	0	NA	intron (LEF1, intron 3 of 10)	NA	50851	LEF1								
