PeakID (cmd=annotatePeaks.pl MEF2C.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_3457	chr5	31391999	31392292	+	0	NA	Intergenic	NA	139999	DROSHA								
Interval_1332	chr14	104926548	104926783	+	0	NA	promoter-TSS (PLD4)	NA	1815	PLD4								
Interval_3633	chr5	157076662	157076833	+	0	NA	Intergenic	NA	-18271	HAVCR1								
Interval_3662	chr5	173452234	173452514	+	0	NA	Intergenic	NA	104867	MIR8056								
Interval_3578	chr5	131536518	131536759	+	0	NA	intron (RAPGEF6, intron 6 of 17)	NA	85615	LOC101927670								
Interval_1514	chr15	101500074	101500437	+	0	NA	Intergenic	NA	-10271	PCSK6								
Interval_267	chr1	160796072	160796316	+	0	NA	promoter-TSS (LY9)	NA	120	LY9								
Interval_3380	chr4	152588965	152589172	+	0	NA	Intergenic	NA	52640	MIR4453								
Interval_1555	chr16	21300933	21301096	+	0	NA	exon (CRYM-AS1, exon 1 of 3)	NA	165	CRYM-AS1								
Interval_1251	chr14	68279989	68280123	+	0	NA	intron (RAD51B, intron 7 of 10)	NA	120323	LOC101927971								
Interval_286	chr1	169041479	169041830	+	0	NA	intron (LINC00970, intron 3 of 4)	NA	45351	LINC00970								
Interval_992	chr12	87659616	87659874	+	0	NA	Intergenic	NA	35843	LOC102724735								
Interval_1819	chr17	69607584	69607734	+	0	NA	intron (AC003051.1, intron 2 of 5)	NA	13672	AC003051.1								
Interval_1135	chr13	32456194	32456431	+	0	NA	intron (N4BP2L2, intron 5 of 8)	NA	-28134	N4BP2L1								
Interval_4378	chr8	67968601	67968800	+	0	NA	intron (PREX2, intron 1 of 39)	NA	16332	PREX2								
Interval_1661	chr16	81279537	81279713	+	0	NA	intron (BCMO1, intron 7 of 10)	NA	-35341	GAN								
Interval_430	chr1	231106354	231106506	+	0	NA	Intergenic	NA	-56540	TRIM67								
Interval_3255	chr4	33512473	33512736	+	0	NA	Intergenic	NA	467682	RP11-79E3.3								
Interval_593	chr10	86450042	86450290	+	0	NA	intron (WAPAL, intron 15 of 18)	NA	71618	WAPAL								
Interval_4574	chr9	20872680	20872942	+	0	NA	intron (FOCAD, intron 18 of 43)	NA	156691	MIR491								
Interval_3588	chr5	137892412	137892739	+	0	NA	exon (PKD2L2, exon 3 of 14)	NA	3139	PKD2L2								
Interval_4258	chr8	21919524	21919659	+	0	NA	promoter-TSS (XPO7)	NA	-78	XPO7								
Interval_152	chr1	81121509	81121657	+	0	NA	Intergenic	NA	-184557	LOC101927458								
Interval_4367	chr8	60912266	60912428	+	0	NA	Intergenic	NA	12174	LOC101929576								
Interval_2774	chr21	38679583	38679954	+	0	NA	Intergenic	NA	93709	LINC00114								
Interval_2593	chr20	991972	992279	+	0	NA	intron (RSPO4, intron 1 of 3)	NA	10159	RSPO4								
Interval_1967	chr18	76134789	76135006	+	0	NA	intron (LOC339298, intron 4 of 5)	NA	11899	LOC339298								
Interval_1423	chr15	65804577	65804844	+	0	NA	Intergenic	NA	-12417	DENND4A								
Interval_4827	chrX	78754998	78755192	+	0	NA	exon (LPAR4, exon 5 of 5)	NA	6996	LPAR4								
Interval_1269	chr14	75258910	75259091	+	0	NA	Intergenic	NA	-19778	FOS								
Interval_3227	chr4	8191371	8191578	+	0	NA	Intergenic	NA	-18190	SH3TC1								
Interval_4315	chr8	40009443	40009618	+	0	NA	intron (IDO2, intron 9 of 10)	NA	74575	IDO2								
Interval_2823	chr22	24146111	24146312	+	0	NA	intron (CABIN1, intron 28 of 35)	NA	-35265	SUSD2								
Interval_1734	chr17	29042874	29043078	+	0	NA	promoter-TSS (PIPOX)	NA	76	PIPOX								
Interval_1813	chr17	67270510	67270696	+	0	NA	intron (LOC101928021, intron 3 of 3)	NA	13658	LOC101928021								
Interval_400	chr1	221097735	221098060	+	0	NA	intron (LOC101929750, intron 2 of 2)	NA	20059	LOC101929750								
Interval_436	chr1	234544607	234544794	+	0	NA	Intergenic	NA	-12921	RP5-855F14.1								
Interval_1673	chr16	87161270	87161451	+	0	NA	Intergenic	NA	-50762	RP11-899L11.1								
Interval_4659	chr9	108478906	108479069	+	0	NA	Intergenic	NA	377008	ACTL7B								
Interval_4192	chr7	150452162	150452325	+	0	NA	intron (GIMAP8, intron 1 of 4)	NA	539	GIMAP8								
Interval_1257	chr14	70098254	70098532	+	0	NA	intron (SLC8A3, intron 2 of 7)	NA	70034	SLC8A3								
Interval_3040	chr3	75144518	75144726	+	0	NA	Intergenic	NA	-69854	MIR4444-2								
Interval_3179	chr3	183537417	183537722	+	0	NA	intron (KLHL6, intron 1 of 6)	NA	18142	KLHL6								
Interval_4022	chr7	26314564	26314680	+	0	NA	intron (SNX10, intron 1 of 6)	NA	21577	SNX10								
Interval_1370	chr15	44288513	44288670	+	0	NA	promoter-TSS (CASC4)	NA	-120	CASC4								
Interval_4572	chr9	18596933	18597366	+	0	NA	intron (ADAMTSL1, intron 4 of 28)	NA	23833	MIR3152								
Interval_2404	chr2	119352409	119352837	+	0	NA	intron (C2orf76, intron 1 of 6)	NA	14252	C2orf76								
Interval_3985	chr7	9149674	9149845	+	0	NA	Intergenic	NA	-300220	LOC102723978								
Interval_2577	chr2	237616771	237616957	+	0	NA	Intergenic	NA	-10738	LRRFIP1								
Interval_943	chr12	49132287	49132459	+	0	NA	promoter-TSS (TUBA1B)	NA	-852	TUBA1B								
Interval_669	chr10	133259316	133259527	+	0	NA	Intergenic	NA	-11536	MIR202HG								
Interval_2515	chr2	206098937	206099183	+	0	NA	Intergenic	NA	-12878	INO80D								
Interval_2935	chr3	19729344	19729460	+	0	NA	Intergenic	NA	204812	EFHB								
Interval_3885	chr6	129606748	129606893	+	0	NA	intron (ARHGAP18, intron 9 of 14)	NA	-48483	LOC102723409								
Interval_3243	chr4	25088501	25088617	+	0	NA	Intergenic	NA	-57767	LGI2								
Interval_2002	chr19	4115035	4115253	+	0	NA	intron (MAP2K2, intron 2 of 8)	NA	8985	MAP2K2								
Interval_1258	chr14	72519156	72519423	+	0	NA	intron (RGS6, intron 15 of 17)	NA	2458	MIR7843								
Interval_3164	chr3	171976820	171976986	+	0	NA	Intergenic	NA	-62725	FNDC3B								
Interval_760	chr11	68142075	68142288	+	0	NA	Intergenic	NA	-20840	CHKA								
Interval_3860	chr6	109493958	109494074	+	0	NA	exon (AK9, exon 40 of 41)	NA	-10779	ZBTB24								
Interval_109	chr1	50110346	50110660	+	0	NA	promoter-TSS (ELAVL4)	NA	4211	ELAVL4								
Interval_1454	chr15	74821496	74821659	+	0	NA	intron (LMAN1L, intron 9 of 13)	NA	-5033	CPLX3								
Interval_3827	chr6	88050411	88050749	+	0	NA	intron (SPACA1, intron 1 of 6)	NA	2786	SPACA1								
Interval_2571	chr2	233682878	233683226	+	0	NA	intron (UGT1A7, intron 1 of 4)	NA	1114	UGT1A7								
Interval_562	chr10	69439994	69440364	+	0	NA	intron (TSPAN15, intron 1 of 7)	NA	14997	TSPAN15								
Interval_869	chr12	6970812	6970928	+	0	NA	promoter-TSS (PHB2)	NA	-47	PHB2								
Interval_881	chr12	12562535	12562849	+	0	NA	promoter-TSS (DUSP16)	NA	-178	DUSP16								
Interval_2471	chr2	172208767	172209090	+	0	NA	Intergenic	NA	-106178	DLX2								
Interval_2838	chr22	29663524	29663669	+	0	NA	intron (NF2, intron 6 of 14)	NA	-56759	CABP7								
Interval_1951	chr18	68436479	68436841	+	0	NA	Intergenic	NA	278638	TMX3								
Interval_2979	chr3	42101212	42101382	+	0	NA	intron (TRAK1, intron 1 of 14)	NA	9950	TRAK1								
Interval_1530	chr16	10088568	10088686	+	0	NA	intron (GRIN2A, intron 2 of 13)	NA	93779	GRIN2A								
Interval_1313	chr14	93464983	93465107	+	0	NA	intron (UNC79, intron 1 of 49)	NA	117854	COX8C								
Interval_3584	chr5	133968698	133968981	+	0	NA	promoter-TSS (C5orf15)	NA	-124	C5orf15								
Interval_357	chr1	205813119	205813329	+	0	NA	promoter-TSS (SLC41A1)	NA	-191	SLC41A1								
Interval_3348	chr4	123588753	123589112	+	0	NA	Intergenic	NA	-63853	LINC01091								
Interval_564	chr10	70343808	70343972	+	0	NA	intron (LRRC20, intron 1 of 2)	NA	38760	LRRC20								
Interval_3730	chr6	25962320	25962629	+	0	NA	promoter-TSS (TRIM38)	NA	-215	TRIM38								
Interval_1654	chr16	78893378	78893607	+	0	NA	intron (WWOX, intron 8 of 8)	NA	-652026	LOC102724047								
Interval_4717	chr9	131678405	131678844	+	0	NA	intron (RAPGEF1, intron 1 of 23)	NA	-1981	RAPGEF1								
Interval_884	chr12	14367396	14367642	+	0	NA	intron (ATF7IP, intron 1 of 14)	NA	-17545	ATF7IP								
Interval_3220	chr4	5038337	5038541	+	0	NA	Intergenic	NA	6793	LOC101928329								
Interval_1708	chr17	10115099	10115350	+	0	NA	intron (GAS7, intron 1 of 13)	NA	83327	GAS7								
Interval_311	chr1	183281168	183281358	+	0	NA	intron (NMNAT2, intron 7 of 10)	NA	23611	NMNAT2								
Interval_4235	chr8	11297493	11297687	+	0	NA	intron (MTMR9, intron 2 of 9)	NA	13099	MTMR9								
Interval_3750	chr6	34236719	34237142	+	0	NA	promoter-TSS (HMGA1)	NA	57	HMGA1								
Interval_629	chr10	110077009	110077188	+	0	NA	promoter-TSS (ADD3)	NA	-68717	ADD3-AS1								
Interval_4115	chr7	92633555	92633824	+	0	NA	intron (CDK6, intron 5 of 7)	NA	-43295	FAM133B								
Interval_4832	chrX	96707923	96708234	+	0	NA	intron (DIAPH2, intron 1 of 26)	NA	23415	DIAPH2								
Interval_4383	chr8	71769294	71769621	+	0	NA	Intergenic	NA	-74659	LOC100132891								
Interval_3940	chr6	159084487	159084921	+	0	NA	Intergenic	NA	-22769	LOC101929094								
Interval_3373	chr4	149735886	149736078	+	0	NA	intron (RP11-526A4.1, intron 1 of 9)	NA	2513	RP11-526A4.1								
Interval_3039	chr3	75136181	75136464	+	0	NA	Intergenic	NA	-78154	MIR4444-2								
Interval_4633	chr9	97866919	97867203	+	0	NA	Intergenic	NA	13806	FOXE1								
Interval_3922	chr6	154012923	154013090	+	0	NA	intron (OPRM1, intron 1 of 3)	NA	-26405	OPRM1								
Interval_20	chr1	10067103	10067305	+	0	NA	intron (UBE4B, intron 1 of 26)	NA	34221	UBE4B								
Interval_4838	chrX	119529446	119529573	+	0	NA	Intergenic	NA	35925	CXorf56								
Interval_3403	chr4	173444262	173444398	+	0	NA	intron (SCRG1, intron 2 of 3)	NA	31884	SCRG1								
Interval_2400	chr2	113693674	113693898	+	0	NA	Intergenic	NA	27533	MIR4782								
Interval_4569	chr9	17795693	17795996	+	0	NA	exon (SH3GL2, exon 9 of 9)	NA	141983	SH3GL2								
Interval_2881	chr22	43347502	43347673	+	0	NA	Intergenic	NA	-4199	SCUBE1								
Interval_4836	chrX	110331737	110332012	+	0	NA	intron (AMMECR1, intron 2 of 7)	NA	-87183	RGAG1								
Interval_415	chr1	226407257	226407462	+	0	NA	intron (PARP1, intron 1 of 22)	NA	741	PARP1								
Interval_3778	chr6	45031729	45031962	+	0	NA	intron (SUPT3H, intron 3 of 10)	NA	165910	MIR586								
Interval_2162	chr19	50003971	50004269	+	0	NA	intron (VRK3, intron 4 of 13)	NA	21249	VRK3								
Interval_2027	chr19	8569246	8569478	+	0	NA	intron (MYO1F, intron 1 of 27)	NA	8085	MYO1F								
Interval_2790	chr21	44354057	44354270	+	0	NA	intron (TRPM2, intron 1 of 31)	NA	592	TRPM2								
Interval_4264	chr8	22974025	22974632	+	0	NA	Intergenic	NA	-13089	RHOBTB2								
Interval_1007	chr12	90684005	90684175	+	0	NA	Intergenic	NA	8768	LOC102724834								
Interval_651	chr10	123537587	123537772	+	0	NA	Intergenic	NA	-128676	GPR26								
Interval_1121	chr13	28245587	28245852	+	0	NA	intron (PAN3, intron 2 of 14)	NA	13218	RNU6-82P								
Interval_3524	chr5	87681994	87682111	+	0	NA	Intergenic	NA	-269019	CCNH								
Interval_2601	chr20	2901324	2901517	+	0	NA	intron (PTPRA, intron 1 of 22)	NA	-21787	PTPRA								
Interval_440	chr1	234772451	234772677	+	0	NA	Intergenic	NA	-12514	PP2672								
Interval_3351	chr4	128332200	128332351	+	0	NA	Intergenic	NA	-43446	PGRMC2								
Interval_4527	chr8	133520601	133520772	+	0	NA	intron (ST3GAL1, intron 2 of 10)	NA	51254	ST3GAL1								
Interval_3637	chr5	159362303	159362624	+	0	NA	exon (AC008697.1, exon 5 of 5)	NA	30945	AC008697.1								
Interval_2594	chr20	1520265	1520495	+	0	NA	Intergenic	NA	-28793	SIRPB2								
Interval_2753	chr21	33216058	33216286	+	0	NA	Intergenic	NA	-13723	IFNAR2								
Interval_2814	chr22	19984364	19984584	+	0	NA	exon (ARVCF, exon 1 of 17)	NA	20719	MIR4761								
Interval_1623	chr16	58882359	58882655	+	0	NA	Intergenic	NA	-148150	GOT2								
Interval_4834	chrX	107672907	107673050	+	0	NA	Intergenic	NA	44554	PRPS1								
Interval_356	chr1	205778167	205778293	+	0	NA	Intergenic	NA	-2802	RAB7L1								
Interval_1663	chr16	82728953	82729190	+	0	NA	intron (CDH13, intron 2 of 14)	NA	40140	MIR8058								
Interval_3512	chr5	79514554	79514689	+	0	NA	promoter-TSS (HOMER1)	NA	-785	HOMER1								
Interval_2287	chr2	47520223	47520538	+	0	NA	TTS (KCNK12)	NA	49951	KCNK12								
Interval_1088	chr12	123442815	123443120	+	0	NA	Intergenic	NA	-6250	RILPL2								
Interval_99	chr1	45371072	45371350	+	0	NA	intron (TESK2, intron 5 of 11)	NA	-31096	MUTYH								
Interval_511	chr10	34780856	34781044	+	0	NA	intron (PARD3, intron 1 of 24)	NA	34222	PARD3								
Interval_3053	chr3	98761773	98761966	+	0	NA	intron (ST3GAL6, intron 1 of 9)	NA	-29218	ST3GAL6-AS1								
Interval_3679	chr6	6395887	6396100	+	0	NA	intron (LY86-AS1, intron 4 of 7)	NA	-74980	F13A1								
Interval_1537	chr16	11682642	11682963	+	0	NA	intron (TXNDC11, intron 11 of 11)	NA	14369	SNN								
Interval_3262	chr4	38075587	38075755	+	0	NA	intron (TBC1D1, intron 14 of 21)	NA	98361	TBC1D1								
Interval_968	chr12	57487886	57488049	+	0	NA	promoter-TSS (MARS)	NA	14	MARS								
Interval_1672	chr16	86741170	86741449	+	0	NA	Intergenic	NA	7980	LOC102724344								
Interval_4241	chr8	14277305	14277558	+	0	NA	intron (SGCZ, intron 3 of 7)	NA	576073	MIR383								
Interval_4041	chr7	36924087	36924261	+	0	NA	intron (ELMO1, intron 16 of 21)	NA	-4750	MIR1200								
Interval_4830	chrX	85076778	85076912	+	0	NA	intron (APOOL, intron 8 of 8)	NA	32217	SATL1								
Interval_4493	chr8	125191797	125192109	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	65619	LOC102723524								
Interval_2163	chr19	50329421	50329644	+	0	NA	promoter-TSS (KCNC3)	NA	-155	KCNC3								
Interval_4020	chr7	26200774	26200937	+	0	NA	promoter-TSS (CBX3)	NA	-80	HNRNPA2B1								
Interval_4843	chrX	135098836	135098952	+	0	NA	promoter-TSS (LINC00087)	NA	-191	LINC00087								
Interval_306	chr1	182236148	182236498	+	0	NA	intron (GS1-122H1.2, intron 2 of 2)	NA	77738	GS1-122H1.2								
Interval_730	chr11	47905771	47905975	+	0	NA	Intergenic	NA	-65840	NUP160								
Interval_4577	chr9	21096214	21096533	+	0	NA	Intergenic	NA	-18429	IFNB1								
Interval_1459	chr15	75946162	75946292	+	0	NA	intron (NRG4, intron 5 of 5)	NA	-13097	FBXO22-AS1								
Interval_206	chr1	114561447	114561575	+	0	NA	Intergenic	NA	20133	BCAS2								
Interval_329	chr1	196409738	196410013	+	0	NA	intron (KCNT2, intron 12 of 27)	NA	172562	MIR4735								
Interval_354	chr1	205604928	205605055	+	0	NA	intron (ELK4, intron 5 of 5)	NA	23824	ELK4								
Interval_1485	chr15	89143640	89143819	+	0	NA	intron (ABHD2, intron 7 of 14)	NA	39205	ABHD2								
Interval_1263	chr14	74176165	74176417	+	0	NA	intron (LIN52, intron 5 of 5)	NA	-63181	VSX2								
Interval_256	chr1	156490349	156490632	+	0	NA	intron (MEF2D, intron 1 of 11)	NA	10330	MEF2D								
Interval_2315	chr2	64213231	64213394	+	0	NA	Intergenic	NA	-7827	LINC00309								
Interval_986	chr12	77436564	77436815	+	0	NA	intron (NAV3, intron 1 of 39)	NA	-339094	LOC101928207								
Interval_2975	chr3	41572785	41572992	+	0	NA	intron (ULK4, intron 31 of 36)	NA	373437	CTNNB1								
Interval_2834	chr22	28670157	28670545	+	0	NA	intron (TTC28, intron 1 of 22)	NA	9514	TTC28								
Interval_2045	chr19	12613796	12614001	+	0	NA	intron (ZNF791, intron 1 of 3)	NA	2980	ZNF791								
Interval_235	chr1	150065606	150065716	+	0	NA	intron (OTUD7B, intron 1 of 12)	NA	-2007	VPS45								
Interval_4803	chrX	38751809	38751968	+	0	NA	Intergenic	NA	-49544	MID1IP1								
Interval_1776	chr17	49741393	49741592	+	0	NA	intron (FAM117A, intron 1 of 7)	NA	22664	FAM117A								
Interval_4461	chr8	113891308	113891619	+	0	NA	Intergenic	NA	-454450	CSMD3								
Interval_1282	chr14	83291761	83292051	+	0	NA	Intergenic	NA	622127	LOC102724338								
Interval_1871	chr18	9762650	9762766	+	0	NA	intron (RAB31, intron 1 of 6)	NA	54477	RAB31								
Interval_3136	chr3	152406622	152406854	+	0	NA	intron (MBNL1, intron 1 of 9)	NA	-65748	TMEM14E								
Interval_1700	chr17	7484816	7485028	+	0	NA	promoter-TSS (ZBTB4)	NA	543	POLR2A								
Interval_3980	chr7	5218766	5219109	+	0	NA	intron (WIPI2, intron 7 of 12)	NA	28733	WIPI2								
Interval_3194	chr3	190579516	190579825	+	0	NA	intron (IL1RAP, intron 4 of 12)	NA	65619	IL1RAP								
Interval_1523	chr16	8582175	8582511	+	0	NA	intron (TMEM114, intron 2 of 3)	NA	7495	TMEM114								
Interval_3534	chr5	94632084	94632314	+	0	NA	intron (ANKRD32, intron 4 of 20)	NA	-13595	KIAA0825								
Interval_2109	chr19	39723186	39723410	+	0	NA	Intergenic	NA	14731	CLC								
Interval_213	chr1	117753701	117753987	+	0	NA	Intergenic	NA	147862	FAM46C								
Interval_2072	chr19	17776275	17776514	+	0	NA	intron (FCHO1, intron 16 of 27)	NA	-18716	B3GNT3								
Interval_1550	chr16	19105946	19106165	+	0	NA	Intergenic	NA	-7877	ITPRIPL2								
Interval_4533	chr8	136915939	136916054	+	0	NA	Intergenic	NA	-280313	LOC101927892								
Interval_1527	chr16	9102532	9102805	+	0	NA	intron (C16orf72, intron 2 of 3)	NA	10988	C16orf72								
Interval_2776	chr21	38831704	38831907	+	0	NA	Intergenic	NA	-25734	LOC101928398								
Interval_3295	chr4	74181374	74181486	+	0	NA	intron (MTHFD2L, intron 4 of 9)	NA	58128	MTHFD2L								
Interval_1966	chr18	75639117	75639542	+	0	NA	Intergenic	NA	73074	LOC100505853								
Interval_898	chr12	22549634	22549878	+	0	NA	Intergenic	NA	-5248	C2CD5								
Interval_978	chr12	71688069	71688338	+	0	NA	intron (TMEM19, intron 1 of 5)	NA	2105	TMEM19								
Interval_3616	chr5	148403414	148403684	+	0	NA	intron (FBXO38, intron 5 of 21)	NA	19534	FBXO38								
Interval_224	chr1	143263398	143263546	+	0	NA	Intergenic	NA	40864	LOC101929814								
Interval_3337	chr4	118139334	118139606	+	0	NA	intron (NDST3, intron 5 of 13)	NA	105125	NDST3								
Interval_1538	chr16	11834329	11834686	+	0	NA	exon (RSL1D1, exon 9 of 9)	NA	-5675	BCAR4								
Interval_3389	chr4	156193941	156194104	+	0	NA	Intergenic	NA	-50143	LOC102724785								
Interval_124	chr1	60867063	60867502	+	0	NA	Intergenic	NA	-41698	RP11-436K8.1								
Interval_218	chr1	124568518	124568658	+	0	NA	Intergenic	NA	3049476	EMBP1								
Interval_2068	chr19	16366792	16367031	+	0	NA	intron (EPS15L1, intron 21 of 22)	NA	42071	KLF2								
Interval_3754	chr6	35370296	35370691	+	0	NA	intron (PPARD, intron 4 of 9)	NA	27922	PPARD								
Interval_2892	chr3	3632437	3632903	+	0	NA	Intergenic	NA	-168200	LRRN1								
Interval_3253	chr4	32570025	32570144	+	0	NA	Intergenic	NA	219046	LOC101927363								
Interval_3201	chr3	194824695	194825158	+	0	NA	Intergenic	NA	116505	AC090505.6								
Interval_3084	chr3	121995122	121995305	+	0	NA	intron (ILDR1, intron 3 of 5)	NA	6813	LOC101927010								
Interval_1220	chr14	50399389	50399639	+	0	NA	intron (CDKL1, intron 2 of 19)	NA	16947	CDKL1								
Interval_2690	chr20	47735896	47736070	+	0	NA	intron (SULF2, intron 3 of 21)	NA	49504	SULF2								
Interval_3492	chr5	64564179	64564357	+	0	NA	intron (RGS7BP, intron 2 of 4)	NA	-11382	RGS7BP								
Interval_2930	chr3	17402093	17402353	+	0	NA	intron (TBC1D5, intron 7 of 21)	NA	340414	TBC1D5								
Interval_2693	chr20	48712544	48712660	+	0	NA	intron (PREX1, intron 5 of 39)	NA	115281	PREX1								
Interval_4122	chr7	96538751	96539148	+	0	NA	Intergenic	NA	-35426	C7orf76								
Interval_3896	chr6	137307622	137307738	+	0	NA	Intergenic	NA	-88565	IFNGR1								
Interval_3009	chr3	50601176	50601442	+	0	NA	Intergenic	NA	10300	CISH								
Interval_2702	chr20	51360546	51360811	+	0	NA	Intergenic	NA	92255	MIR3194								
Interval_2700	chr20	50626085	50626278	+	0	NA	intron (FAM65C, intron 2 of 17)	NA	-11472	MIR1302-5								
Interval_1011	chr12	92060074	92060252	+	0	NA	intron (C12orf79, intron 1 of 4)	NA	82508	C12orf79								
Interval_1184	chr13	113916142	113916654	+	0	NA	intron (LINC00452, intron 4 of 7)	NA	12593	LINC00565								
Interval_1323	chr14	99946068	99946286	+	0	NA	Intergenic	NA	-1650	LOC102724682								
Interval_2850	chr22	33872026	33872150	+	0	NA	intron (LARGE, intron 1 of 15)	NA	1299	LARGE								
Interval_2103	chr19	38647446	38647598	+	0	NA	promoter-TSS (ACTN4)	NA	-105	ACTN4								
Interval_3415	chr4	183989591	183989783	+	0	NA	intron (STOX2, intron 1 of 4)	NA	84331	STOX2								
Interval_4006	chr7	21458814	21459093	+	0	NA	intron (SP4, intron 3 of 5)	NA	-12152	MIR1183								
Interval_3665	chr5	175015050	175015166	+	0	NA	Intergenic	NA	-19377	FLJ16171								
Interval_2522	chr2	210170895	210171099	+	0	NA	promoter-TSS (KANSL1L)	NA	288	KANSL1L								
Interval_3335	chr4	116016205	116016509	+	0	NA	Intergenic	NA	-283368	MIR1973								
Interval_4640	chr9	99748628	99749020	+	0	NA	intron (RP11-554F20.1, intron 2 of 6)	NA	71065	RP11-554F20.1								
Interval_4824	chrX	75660991	75661165	+	0	NA	Intergenic	NA	82001	TTC3P1								
Interval_3274	chr4	49120098	49120239	+	0	NA	Intergenic	NA	-41852	LOC101927209								
Interval_2867	chr22	38069451	38069811	+	0	NA	intron (PICK1, intron 2 of 8)	NA	12246	PICK1								
Interval_4423	chr8	93936021	93936184	+	0	NA	Intergenic	NA	19247	PDP1								
Interval_2746	chr21	29185164	29185307	+	0	NA	Intergenic	NA	-8259	LINC00189								
Interval_4800	chrX	29488987	29489155	+	0	NA	intron (IL1RAPL1, intron 5 of 10)	NA	-85215	MIR4666B								
Interval_372	chr1	209784603	209784719	+	0	NA	promoter-TSS (C1orf74)	NA	-116	C1orf74								
Interval_3986	chr7	9488645	9488764	+	0	NA	Intergenic	NA	38725	LOC102723978								
Interval_326	chr1	192805920	192806122	+	0	NA	Intergenic	NA	-3018	RGS2								
Interval_504	chr10	28891455	28891658	+	0	NA	Intergenic	NA	-33350	LOC101929236								
Interval_3481	chr5	54646224	54646448	+	0	NA	Intergenic	NA	56988	LOC102467080								
Interval_478	chr10	11163254	11163523	+	0	NA	intron (CELF2, intron 1 of 13)	NA	-57900	CELF2-AS2								
Interval_4588	chr9	26363430	26363615	+	0	NA	Intergenic	NA	296847	LOC100506422								
Interval_1260	chr14	72699990	72700214	+	0	NA	intron (DPF3, intron 6 of 9)	NA	175186	LOC102724054								
Interval_2888	chr22_KI270735v1_random	34315	34434	+	0	NA	NA	NA	NA	NA								
Interval_4305	chr8	37574365	37574846	+	0	NA	Intergenic	NA	25234	LOC101929604								
Interval_1604	chr16	46396611	46396723	+	0	NA	Intergenic	NA	172430	ANKRD26P1								
Interval_3261	chr4	38071998	38072224	+	0	NA	intron (TBC1D1, intron 14 of 21)	NA	94801	TBC1D1								
Interval_3300	chr4	81494291	81494458	+	0	NA	Intergenic	NA	-22459	RASGEF1B								
Interval_1113	chr13	22114689	22115031	+	0	NA	Intergenic	NA	-95425	LINC00540								
Interval_2902	chr3	9087788	9088250	+	0	NA	intron (SRGAP3, intron 3 of 20)	NA	-105201	AC037193.1								
Interval_4628	chr9	95462583	95462834	+	0	NA	promoter-TSS (LOC100507346)	NA	-901	LOC100507346								
Interval_3318	chr4	101018915	101019036	+	0	NA	Intergenic	NA	221850	MIR8066								
Interval_4519	chr8	133086208	133086354	+	0	NA	intron (SLA, intron 1 of 8)	NA	16785	SLA								
Interval_912	chr12	27143282	27143560	+	0	NA	intron (LOC729222, intron 4 of 6)	NA	12486	LOC729222								
Interval_1522	chr16	4680289	4680463	+	0	NA	exon (MGRN1, exon 1 of 6)	NA	9006	MIR6769A								
Interval_3226	chr4	7673238	7673401	+	0	NA	intron (SORCS2, intron 8 of 26)	NA	-80771	AFAP1-AS1								
Interval_3799	chr6	63649413	63649553	+	0	NA	intron (PHF3, intron 1 of 14)	NA	-30595	PHF3								
Interval_425	chr1	229597462	229597630	+	0	NA	intron (TAF5L, intron 4 of 4)	NA	28501	TAF5L								
Interval_1728	chr17	25242901	25243041	+	0	NA	Intergenic	NA	2050971	MIR4522								
Interval_927	chr12	43087940	43088115	+	0	NA	Intergenic	NA	-441529	RP11-609L23.1								
Interval_4445	chr8	102795290	102795472	+	0	NA	Intergenic	NA	68780	AZIN1								
Interval_4602	chr9	35728224	35728483	+	0	NA	exon (TLN1, exon 1 of 59)	NA	-3967	CREB3								
Interval_4464	chr8	115071781	115071963	+	0	NA	Intergenic	NA	597156	TRPS1								
Interval_2557	chr2	226772655	226773154	+	0	NA	intron (IRS1, intron 1 of 1)	NA	25886	IRS1								
Interval_4754	chrUn_KI270438v1	109445	109836	+	0	NA	NA	NA	NA	NA								
Interval_952	chr12	52050979	52051392	+	0	NA	promoter-TSS (NR4A1)	NA	-217	NR4A1								
Interval_1382	chr15	50065393	50065667	+	0	NA	intron (ATP8B4, intron 3 of 28)	NA	53692	ATP8B4								
Interval_868	chr12	6959152	6959462	+	0	NA	intron (PTPN6, intron 11 of 15)	NA	-4396	MIR200C								
Interval_863	chr12	4269541	4269739	+	0	NA	Intergenic	NA	-4096	CCND2								
Interval_317	chr1	184882076	184882299	+	0	NA	intron (FAM129A, intron 5 of 13)	NA	92399	FAM129A								
Interval_4017	chr7	25180376	25180550	+	0	NA	promoter-TSS (C7orf31)	NA	-265	C7orf31								
Interval_1206	chr14	37553321	37553649	+	0	NA	Intergenic	NA	41635	FOXA1								
Interval_1044	chr12	105822239	105822355	+	0	NA	Intergenic	NA	115523	CASC18								
Interval_3433	chr5	1889110	1889368	+	0	NA	intron (CTD-2194D22.4, intron 2 of 3)	NA	1908	CTD-2194D22.4								
Interval_1108	chr13	17751991	17752249	+	0	NA	Intergenic	NA	-443177	FAM230C								
