chr	start	end	interval_id	num_peaks	num_samples	MV411_1_581_R1.bool	MV411_2_614_R1.bool	MV411_4_627_R1.bool	MV411_1_581_R1.fc	MV411_2_614_R1.fc	MV411_4_627_R1.fc	MV411_1_581_R1.qval	MV411_2_614_R1.qval	MV411_4_627_R1.qval	MV411_1_581_R1.pval	MV411_2_614_R1.pval	MV411_4_627_R1.pval	MV411_1_581_R1.start	MV411_2_614_R1.start	MV411_4_627_R1.start	MV411_1_581_R1.end	MV411_2_614_R1.end	MV411_4_627_R1.end	MV411_1_581_R1.summit	MV411_2_614_R1.summit	MV411_4_627_R1.summit
chr8	130340701	130340837	Interval_4509	1	1	TRUE	FALSE	FALSE	6.14317	NA	NA	7.44523	NA	NA	11.45795	NA	NA	130340701	NA	NA	130340837	NA	NA	66	NA	NA
chr8	130433018	130433150	Interval_4510	1	1	FALSE	FALSE	TRUE	NA	NA	4.73742	NA	NA	4.40773	NA	NA	8.54156	NA	NA	130433018	NA	NA	130433150	NA	NA	91
chr8	131815873	131816217	Interval_4511	3	3	TRUE	TRUE	TRUE	10.84961	12.0579	13.45375	20.15455	28.29031	34.25186	24.57828	32.98442	39.40603	131815923	131815873	131815901	131816119	131816217	131816154	101	158	123
chr8	131916587	131916904	Interval_4512	3	3	TRUE	TRUE	TRUE	17.16249	11.80711	7.58418	40.95205	26.57277	14.74399	45.78003	31.22012	19.36886	131916587	131916647	131916667	131916904	131916890	131916848	171	111	76
chr8	132276451	132276770	Interval_4513	3	3	TRUE	TRUE	TRUE	18.06932	10.56622	10.14141	44.04202	21.92996	20.71348	48.91204	26.44392	25.51862	132276516	132276451	132276577	132276746	132276770	132276734	115	169	70
chr8	132426177	132426468	Interval_4514	3	3	TRUE	TRUE	TRUE	8.50754	8.00315	8.1493	16.55209	22.55062	20.71552	20.88448	27.08189	25.52196	132426261	132426177	132426267	132426447	132426468	132426432	92	135	79
chr8	132516618	132516791	Interval_4515	1	1	TRUE	FALSE	FALSE	8.4999	NA	NA	13.06032	NA	NA	17.28926	NA	NA	132516618	NA	NA	132516791	NA	NA	76	NA	NA
chr8	132895519	132895755	Interval_4516	1	1	FALSE	TRUE	FALSE	NA	4.60775	NA	NA	5.14069	NA	NA	8.97038	NA	NA	132895519	NA	NA	132895755	NA	NA	80	NA
chr8	133046538	133046720	Interval_4517	1	1	FALSE	TRUE	FALSE	NA	5.76526	NA	NA	7.57908	NA	NA	11.55382	NA	NA	133046538	NA	NA	133046720	NA	NA	45	NA
chr8	133076250	133076544	Interval_4518	3	3	TRUE	TRUE	TRUE	17.71984	10.32469	6.78855	50.46554	26.74045	12.17721	55.43074	31.39355	16.71301	133076286	133076250	133076281	133076525	133076544	133076492	97	166	138
chr8	133086207	133086354	Interval_4519	1	1	TRUE	FALSE	FALSE	7.43971	NA	NA	11.27981	NA	NA	15.44676	NA	NA	133086207	NA	NA	133086354	NA	NA	83	NA	NA
chr8	133092245	133092486	Interval_4520	1	1	TRUE	FALSE	FALSE	7.92907	NA	NA	11.64631	NA	NA	15.83179	NA	NA	133092245	NA	NA	133092486	NA	NA	99	NA	NA
chr8	133092836	133093057	Interval_4521	2	2	TRUE	TRUE	FALSE	11.26248	6.07145	NA	23.81663	8.49242	NA	28.32757	12.51978	NA	133092836	133092888	NA	133093049	133093057	NA	102	101	NA
chr8	133147530	133147720	Interval_4522	1	1	FALSE	TRUE	FALSE	NA	4.57301	NA	NA	4.21856	NA	NA	7.9738	NA	NA	133147530	NA	NA	133147720	NA	NA	103	NA
chr8	133216489	133216841	Interval_4523	3	3	TRUE	TRUE	TRUE	9.96015	9.11987	6.63515	26.6283	28.54516	14.14133	31.19918	33.24592	18.75374	133216489	133216502	133216514	133216785	133216841	133216726	149	162	91
chr8	133391179	133391490	Interval_4524	3	3	TRUE	TRUE	TRUE	8.39527	5.02523	3.6366	16.84723	8.53383	3.07315	21.18833	12.56212	7.09102	133391203	133391179	133391293	133391490	133391437	133391472	202	132	103
chr8	133498522	133498729	Interval_4525	2	2	TRUE	TRUE	FALSE	9.72466	5.2665	NA	17.67822	6.00662	NA	22.04217	9.89606	NA	133498522	133498534	NA	133498729	133498724	NA	107	132	NA
chr8	133499356	133499669	Interval_4526	3	3	TRUE	TRUE	TRUE	28.4039	14.08329	14.10086	94.36471	39.56557	41.37745	99.88387	44.51665	46.66537	133499356	133499360	133499358	133499591	133499669	133499609	111	160	101
chr8	133520600	133520772	Interval_4527	1	1	FALSE	TRUE	FALSE	NA	4.63335	NA	NA	6.08426	NA	NA	9.97792	NA	NA	133520600	NA	NA	133520772	NA	NA	92	NA
chr8	133572002	133572322	Interval_4528	2	2	TRUE	TRUE	FALSE	15.59224	9.07678	NA	37.48769	18.11555	NA	42.25522	22.5104	NA	133572017	133572002	NA	133572295	133572322	NA	168	173	NA
chr8	133654400	133654755	Interval_4529	3	3	TRUE	TRUE	TRUE	21.54785	19.37925	14.68177	77.33704	67.40282	46.59702	82.65537	72.86054	51.97838	133654430	133654400	133654440	133654755	133654729	133654722	134	163	128
chr8	133689085	133689227	Interval_4530	1	1	TRUE	FALSE	FALSE	5.2879	NA	NA	5.01731	NA	NA	8.90116	NA	NA	133689085	NA	NA	133689227	NA	NA	75	NA	NA
chr8	134373736	134373998	Interval_4531	2	2	TRUE	TRUE	FALSE	7.35154	5.05456	NA	15.23805	7.60141	NA	19.53605	11.57877	NA	134373736	134373776	NA	134373955	134373998	NA	151	122	NA
chr8	134976913	134977069	Interval_4532	1	1	TRUE	FALSE	FALSE	4.39247	NA	NA	6.99144	NA	NA	10.97307	NA	NA	134976913	NA	NA	134977069	NA	NA	53	NA	NA
chr8	136915938	136916054	Interval_4533	1	1	FALSE	FALSE	TRUE	NA	NA	6.01141	NA	NA	6.91912	NA	NA	11.20838	NA	NA	136915938	NA	NA	136916054	NA	NA	83
chr8	137173050	137173346	Interval_4534	3	3	TRUE	TRUE	TRUE	5.317	4.79357	3.6366	6.39129	6.10114	3.07315	10.34357	9.99519	7.09102	137173088	137173050	137173104	137173224	137173346	137173228	72	138	105
chr8	138311226	138311515	Interval_4535	3	3	TRUE	TRUE	TRUE	22.6509	10.97882	16.42121	58.39302	22.07419	43.5522	63.46771	26.59262	48.88451	138311269	138311242	138311226	138311482	138311515	138311461	103	132	109
chr8	140160937	140161134	Interval_4536	1	1	TRUE	FALSE	FALSE	6.70112	NA	NA	8.36409	NA	NA	12.41447	NA	NA	140160937	NA	NA	140161134	NA	NA	75	NA	NA
chr8	140228571	140228821	Interval_4537	3	3	TRUE	TRUE	TRUE	16.38179	11.82721	8.29394	43.34561	27.86087	17.73445	48.20706	32.54548	22.45657	140228611	140228571	140228625	140228821	140228798	140228782	100	98	89
chr8	140543599	140543823	Interval_4538	1	1	FALSE	TRUE	FALSE	NA	6.20377	NA	NA	9.90966	NA	NA	14.00175	NA	NA	140543599	NA	NA	140543823	NA	NA	147	NA
chr8	141043458	141043592	Interval_4539	1	1	TRUE	FALSE	FALSE	7.40544	NA	NA	9.91147	NA	NA	14.03043	NA	NA	141043458	NA	NA	141043592	NA	NA	90	NA	NA
chr8	141119648	141119916	Interval_4540	2	2	TRUE	TRUE	FALSE	4.72425	5.9349	NA	7.47654	10.15291	NA	11.49046	14.2614	NA	141119648	141119699	NA	141119916	141119870	NA	152	50	NA
chr8	141415863	141416107	Interval_4541	1	1	FALSE	TRUE	FALSE	NA	6.92044	NA	NA	11.6786	NA	NA	15.85309	NA	NA	141415863	NA	NA	141416107	NA	NA	136	NA
chr8	141417718	141418015	Interval_4542	2	2	TRUE	TRUE	FALSE	6.6401	12.28084	NA	12.41461	33.90001	NA	16.62245	38.72905	NA	141417761	141417718	NA	141418015	141417999	NA	146	141	NA
chr8	142812141	142812403	Interval_4543	3	3	TRUE	TRUE	TRUE	8.90771	11.53051	5.45793	15.22567	28.55466	5.91339	19.52275	33.25577	10.13034	142812153	142812141	142812179	142812360	142812403	142812329	94	119	46
chr8	143112687	143112851	Interval_4544	1	1	FALSE	TRUE	FALSE	NA	5.05439	NA	NA	5.65478	NA	NA	9.50414	NA	NA	143112687	NA	NA	143112851	NA	NA	124	NA
chr8	143121120	143121286	Interval_4545	1	1	TRUE	FALSE	FALSE	6.24603	NA	NA	7.61256	NA	NA	11.63612	NA	NA	143121120	NA	NA	143121286	NA	NA	70	NA	NA
chr8	143208557	143208735	Interval_4546	1	1	FALSE	TRUE	FALSE	NA	6.13721	NA	NA	10.17129	NA	NA	14.28022	NA	NA	143208557	NA	NA	143208735	NA	NA	110	NA
chr8	143431141	143431402	Interval_4547	2	2	TRUE	TRUE	FALSE	7.40306	6.57182	NA	10.77372	10.18717	NA	14.92366	14.29882	NA	143431141	143431177	NA	143431361	143431402	NA	106	115	NA
chr8	143454690	143454869	Interval_4548	2	2	TRUE	TRUE	FALSE	6.97475	6.5737	NA	8.80187	10.18717	NA	12.87582	14.3024	NA	143454698	143454690	NA	143454815	143454869	NA	74	140	NA
chr8	143928572	143928828	Interval_4549	1	1	FALSE	TRUE	FALSE	NA	5.43045	NA	NA	6.63761	NA	NA	10.55588	NA	NA	143928572	NA	NA	143928828	NA	NA	107	NA
chr8	143975818	143976242	Interval_4550	2	2	TRUE	TRUE	FALSE	5.96936	8.59209	NA	7.52629	19.7899	NA	11.54151	24.24316	NA	143975981	143975818	NA	143976152	143976242	NA	129	282	NA
chr8	144036157	144036337	Interval_4551	1	1	FALSE	TRUE	FALSE	NA	4.42274	NA	NA	5.36912	NA	NA	9.20556	NA	NA	144036157	NA	NA	144036337	NA	NA	128	NA
chr8	144374831	144375223	Interval_4552	2	2	TRUE	TRUE	FALSE	5.08548	5.76413	NA	4.70407	7.94083	NA	8.55813	11.93623	NA	144374912	144374831	NA	144375143	144375223	NA	86	266	NA
chr8	144792327	144792536	Interval_4553	1	1	FALSE	TRUE	FALSE	NA	5.14463	NA	NA	5.81162	NA	NA	9.67166	NA	NA	144792327	NA	NA	144792536	NA	NA	110	NA
chr9	1008258	1008504	Interval_4554	1	1	TRUE	FALSE	FALSE	6.82575	NA	NA	9.37164	NA	NA	13.47116	NA	NA	1008258	NA	NA	1008504	NA	NA	159	NA	NA
chr9	1591421	1591656	Interval_4555	1	1	FALSE	TRUE	FALSE	NA	5.14463	NA	NA	5.81162	NA	NA	9.67166	NA	NA	1591421	NA	NA	1591656	NA	NA	141	NA
chr9	2229430	2229637	Interval_4556	2	2	TRUE	TRUE	FALSE	5.69151	3.79092	NA	8.87529	3.33876	NA	12.9521	7.01119	NA	2229430	2229440	NA	2229614	2229637	NA	106	96	NA
chr9	2570698	2571054	Interval_4557	3	3	TRUE	TRUE	TRUE	33.23536	24.00757	22.51827	97.95061	74.63119	62.35473	103.5061	80.21283	68.01495	2570712	2570698	2570726	2571030	2571054	2571026	168	194	161
chr9	3434697	3434916	Interval_4558	1	1	FALSE	TRUE	FALSE	NA	7.35968	NA	NA	9.03642	NA	NA	13.09431	NA	NA	3434697	NA	NA	3434916	NA	NA	99	NA
chr9	4293278	4293477	Interval_4559	2	2	TRUE	FALSE	TRUE	9.63966	NA	7.84645	13.49111	NA	9.24325	17.72787	NA	13.65335	4293303	NA	4293278	4293477	NA	4293452	78	NA	66
chr9	4936883	4937076	Interval_4560	2	2	TRUE	TRUE	FALSE	3.91779	4.85882	NA	2.53362	4.99105	NA	6.2302	8.81054	NA	4936894	4936883	NA	4937024	4937076	NA	71	66	NA
chr9	4939168	4939385	Interval_4561	2	2	TRUE	TRUE	FALSE	5.87669	4.57301	NA	8.10542	4.21856	NA	12.15147	7.9738	NA	4939168	4939185	NA	4939385	4939355	NA	104	89	NA
chr9	6628983	6629219	Interval_4562	2	2	TRUE	FALSE	TRUE	7.16703	NA	4.98173	10.369	NA	5.09007	14.50977	NA	9.25272	6628983	NA	6629100	6629194	NA	6629219	154	NA	70
chr9	7150140	7150418	Interval_4563	3	3	TRUE	TRUE	TRUE	9.55605	11.13394	6.87442	17.92511	22.9328	11.87794	22.2964	27.47941	16.40859	7150216	7150140	7150219	7150372	7150418	7150371	59	136	63
chr9	10864320	10864568	Interval_4564	3	3	TRUE	TRUE	TRUE	11.36999	9.04633	9.16589	19.87984	15.96292	16.07684	24.29667	20.2958	20.74566	10864376	10864320	10864347	10864546	10864568	10864543	84	115	109
chr9	11113006	11113131	Interval_4565	1	1	TRUE	FALSE	FALSE	4.81038	NA	NA	3.15888	NA	NA	6.90685	NA	NA	11113006	NA	NA	11113131	NA	NA	30	NA	NA
chr9	13942712	13942938	Interval_4566	2	2	TRUE	FALSE	TRUE	11.11924	NA	5.38051	17.31551	NA	5.14375	21.66406	NA	9.31879	13942712	NA	13942727	13942859	NA	13942938	80	NA	82
chr9	13974958	13975075	Interval_4567	1	1	TRUE	FALSE	FALSE	7.13409	NA	NA	7.53995	NA	NA	11.56267	NA	NA	13974958	NA	NA	13975075	NA	NA	55	NA	NA
chr9	17601321	17601455	Interval_4568	1	1	TRUE	FALSE	FALSE	9.39365	NA	NA	13.54977	NA	NA	17.79791	NA	NA	17601321	NA	NA	17601455	NA	NA	62	NA	NA
chr9	17795692	17795996	Interval_4569	2	2	TRUE	TRUE	FALSE	8.66282	6.92675	NA	11.06424	7.97525	NA	15.22813	11.97911	NA	17795692	17795702	NA	17795961	17795996	NA	85	132	NA
chr9	18366256	18366493	Interval_4570	3	3	TRUE	TRUE	TRUE	12.28635	7.27539	8.29394	27.5177	14.61245	17.73445	32.1048	18.89502	22.45657	18366263	18366283	18366256	18366483	18366493	18366467	115	70	112
chr9	18429071	18429410	Interval_4571	3	3	TRUE	TRUE	TRUE	23.86644	14.93267	14.41162	64.80743	37.61245	36.03107	69.96879	42.52302	41.22521	18429107	18429071	18429092	18429402	18429410	18429387	111	147	131
chr9	18596932	18597366	Interval_4572	3	3	TRUE	TRUE	TRUE	52.91419	20.46069	29.9855	181.838	55.23357	104.06493	188.21477	60.47185	110.28486	18597002	18596932	18596949	18597325	18597366	18597316	150	219	203
chr9	19787743	19788035	Interval_4573	3	3	TRUE	TRUE	TRUE	9.35388	8.737	7.19355	13.02832	12.97298	8.82784	17.25617	17.19744	13.21905	19787785	19787743	19787806	19787996	19788035	19787992	114	186	90
chr9	20872679	20872942	Interval_4574	3	3	TRUE	TRUE	TRUE	13.15111	8.00252	4.03538	23.96642	12.70207	2.89743	28.48079	16.91702	6.9063	20872679	20872706	20872732	20872942	20872908	20872888	89	80	20
chr9	20924289	20924504	Interval_4575	1	1	TRUE	FALSE	FALSE	8.66282	NA	NA	11.06424	NA	NA	15.22813	NA	NA	20924289	NA	NA	20924504	NA	NA	100	NA	NA
chr9	20990062	20990252	Interval_4576	2	2	TRUE	TRUE	FALSE	7.77788	4.36523	NA	12.31413	4.41528	NA	16.51853	8.18214	NA	20990062	20990074	NA	20990225	20990252	NA	69	29	NA
chr9	21096213	21096533	Interval_4577	3	3	TRUE	TRUE	TRUE	15.28716	14.06416	14.94359	32.70587	33.24187	36.99999	37.39392	38.06111	42.21171	21096220	21096213	21096266	21096516	21096533	21096503	137	157	91
chr9	21119169	21119371	Interval_4578	2	2	TRUE	TRUE	FALSE	8.30884	4.8711	NA	11.35954	4.13181	NA	15.53492	7.87781	NA	21119225	21119169	NA	21119371	21119349	NA	79	117	NA
chr9	21286729	21286893	Interval_4579	1	1	FALSE	TRUE	FALSE	NA	4.57652	NA	NA	2.91663	NA	NA	6.53768	NA	NA	21286729	NA	NA	21286893	NA	NA	75	NA
chr9	21394400	21394747	Interval_4580	3	3	TRUE	TRUE	TRUE	14.86845	8.55468	13.6294	30.63945	12.68217	28.77249	35.29026	16.89169	33.79249	21394447	21394468	21394400	21394648	21394692	21394747	100	78	155
chr9	21481760	21482034	Interval_4581	3	3	TRUE	TRUE	TRUE	7.13409	12.55474	11.03359	7.53995	23.53245	18.5928	11.56267	28.0963	23.34232	21481842	21481760	21481812	21481983	21482024	21482034	62	139	88
chr9	21817166	21817442	Interval_4582	3	3	TRUE	TRUE	TRUE	23.95016	14.28643	7.10098	55.56647	28.9124	8.24724	60.60395	33.62183	12.60879	21817191	21817166	21817257	21817431	21817442	21817377	127	154	64
chr9	21832209	21832520	Interval_4583	2	2	TRUE	TRUE	FALSE	15.58069	8.69839	NA	30.48904	14.85706	NA	35.13517	19.15238	NA	21832209	21832238	NA	21832520	21832490	NA	173	112	NA
chr9	21902274	21902512	Interval_4584	3	3	TRUE	TRUE	TRUE	6.35102	7.19913	7.16248	6.34793	9.60204	8.21668	10.29667	13.68197	12.56895	21902326	21902274	21902352	21902469	21902512	21902477	51	103	57
chr9	22171121	22171435	Interval_4585	3	3	TRUE	TRUE	TRUE	10.70114	7.7926	7.10098	16.12978	10.12585	8.24724	20.45638	14.23412	12.60879	22171145	22171121	22171159	22171363	22171435	22171381	105	77	65
chr9	23587532	23587803	Interval_4586	2	2	TRUE	TRUE	FALSE	6.48446	6.61078	NA	8.39744	8.63445	NA	12.45354	12.67345	NA	23587532	23587551	NA	23587779	23587803	NA	145	95	NA
chr9	26158803	26159044	Interval_4587	2	2	TRUE	FALSE	TRUE	14.43114	NA	11.05858	29.24201	NA	22.97735	33.86778	NA	27.847	26158803	NA	26158842	26159044	NA	26159019	123	NA	76
chr9	26363429	26363615	Interval_4588	1	1	FALSE	FALSE	TRUE	NA	NA	11.0907	NA	NA	20.53345	NA	NA	25.33157	NA	NA	26363429	NA	NA	26363615	NA	NA	100
chr9	26528022	26528163	Interval_4589	1	1	TRUE	FALSE	FALSE	7.64367	NA	NA	8.68687	NA	NA	12.75724	NA	NA	26528022	NA	NA	26528163	NA	NA	65	NA	NA
chr9	27600462	27600586	Interval_4590	1	1	TRUE	FALSE	FALSE	7.81832	NA	NA	10.57562	NA	NA	14.72163	NA	NA	27600462	NA	NA	27600586	NA	NA	68	NA	NA
chr9	27655545	27655685	Interval_4591	1	1	TRUE	FALSE	FALSE	4.77802	NA	NA	3.91938	NA	NA	7.72132	NA	NA	27655545	NA	NA	27655685	NA	NA	63	NA	NA
chr9	30617604	30617816	Interval_4592	1	1	TRUE	FALSE	FALSE	6.99692	NA	NA	8.05279	NA	NA	12.09366	NA	NA	30617604	NA	NA	30617816	NA	NA	81	NA	NA
chr9	32342131	32342248	Interval_4593	1	1	TRUE	FALSE	FALSE	4.95985	NA	NA	3.15461	NA	NA	6.88961	NA	NA	32342131	NA	NA	32342248	NA	NA	75	NA	NA
chr9	32599160	32599384	Interval_4594	3	3	TRUE	TRUE	TRUE	19.5067	6.57271	13.80647	44.93482	7.43425	29.06927	49.81946	11.39918	34.10086	32599166	32599160	32599164	32599384	32599357	32599369	113	100	103
chr9	32728253	32728465	Interval_4595	2	2	TRUE	TRUE	FALSE	3.32005	6.61078	NA	1.55863	8.63445	NA	5.13056	12.67345	NA	32728253	32728292	NA	32728430	32728465	NA	1	29	NA
chr9	32867053	32867311	Interval_4596	3	3	TRUE	TRUE	TRUE	11.52173	9.83926	8.59302	21.28018	19.49611	15.06946	25.73231	23.93758	19.71159	32867089	32867062	32867053	32867266	32867311	32867259	84	135	124
chr9	33290026	33290563	Interval_4597	3	3	TRUE	TRUE	TRUE	23.35538	21.44785	11.1328	61.31063	62.90231	23.10796	66.42627	68.28031	27.98263	33290042	33290026	33290174	33290545	33290563	33290473	351	346	184
chr9	33660022	33660260	Interval_4598	3	3	TRUE	TRUE	TRUE	17.49229	10.00345	6.63783	39.27687	22.6128	10.95784	44.07724	27.14771	15.45244	33660027	33660022	33660027	33660236	33660260	33660159	102	137	72
chr9	33836267	33836546	Interval_4599	2	2	TRUE	TRUE	FALSE	12.13008	13.29413	NA	20.00631	25.98764	NA	24.42636	30.61683	NA	33836342	33836267	NA	33836523	33836546	NA	99	132	NA
chr9	34862077	34862413	Interval_4600	3	3	TRUE	TRUE	TRUE	27.67187	17.13097	12.53328	69.49533	39.26505	24.21794	74.71855	44.20874	29.12108	34862103	34862077	34862102	34862413	34862413	34862358	122	173	151
chr9	35533421	35533686	Interval_4601	3	3	TRUE	TRUE	TRUE	11.46537	8.4385	6.05175	20.60534	13.9212	6.98579	25.04227	18.18154	11.27876	35533460	35533421	35533482	35533658	35533686	35533592	112	150	83
chr9	35728223	35728483	Interval_4602	3	3	TRUE	TRUE	TRUE	17.0402	9.04633	9.89908	38.51533	15.96292	18.49766	43.30257	20.2958	23.23912	35728275	35728223	35728283	35728476	35728483	35728460	86	135	100
chr9	36029866	36030161	Interval_4603	3	3	TRUE	TRUE	TRUE	7.50832	8.69839	4.74514	11.38854	14.85706	4.3165	15.56841	19.15238	8.44714	36029894	36029866	36029916	36030161	36030106	36030112	108	142	88
chr9	36842618	36842863	Interval_4604	2	2	TRUE	TRUE	FALSE	6.10102	5.1064	NA	5.96521	4.49974	NA	9.89336	8.27017	NA	36842697	36842618	NA	36842827	36842863	NA	58	103	NA
chr9	37192949	37193193	Interval_4605	1	1	FALSE	FALSE	TRUE	NA	NA	9.06729	NA	NA	12.62657	NA	NA	17.18019	NA	NA	37192949	NA	NA	37193193	NA	NA	159
chr9	38310820	38311099	Interval_4606	2	2	TRUE	TRUE	FALSE	5.11931	10.28927	NA	4.75432	23.73782	NA	8.61572	28.30716	NA	38310894	38310820	NA	38311029	38311099	NA	48	151	NA
chr9	38991764	38991911	Interval_4607	1	1	TRUE	FALSE	FALSE	9.1724	NA	NA	12.29733	NA	NA	16.50133	NA	NA	38991764	NA	NA	38991911	NA	NA	76	NA	NA
chr9	70419546	70419829	Interval_4608	2	2	TRUE	TRUE	FALSE	5.60536	7.7926	NA	4.32304	10.12585	NA	8.16611	14.23412	NA	70419592	70419546	NA	70419829	70419823	NA	86	148	NA
chr9	70420013	70420258	Interval_4609	2	2	TRUE	TRUE	FALSE	6.99692	4.17523	NA	8.05279	2.56524	NA	12.09366	6.15398	NA	70420096	70420013	NA	70420242	70420258	NA	100	117	NA
chr9	73437879	73438029	Interval_4610	1	1	TRUE	FALSE	FALSE	9.68198	NA	NA	13.54977	NA	NA	17.79787	NA	NA	73437879	NA	NA	73438029	NA	NA	44	NA	NA
chr9	76559411	76559635	Interval_4611	3	3	TRUE	TRUE	TRUE	15.79691	8.65844	9.06729	30.19361	12.37847	12.62657	34.8356	16.58246	17.18019	76559423	76559411	76559427	76559613	76559635	76559582	89	108	80
chr9	77827444	77827565	Interval_4612	1	1	TRUE	FALSE	FALSE	6.62451	NA	NA	6.43412	NA	NA	10.3978	NA	NA	77827444	NA	NA	77827565	NA	NA	41	NA	NA
chr9	78011178	78011421	Interval_4613	3	3	TRUE	TRUE	TRUE	8.66282	7.7926	6.31446	11.06424	10.12585	6.21904	15.22813	14.23412	10.46589	78011184	78011178	78011208	78011360	78011421	78011318	79	82	73
chr9	78707506	78707680	Interval_4614	2	2	FALSE	TRUE	TRUE	NA	6.49383	5.9212	NA	6.94121	5.24486	NA	10.88998	9.43517	NA	78707506	78707534	NA	78707680	78707655	NA	49	67
chr9	81113529	81113757	Interval_4615	3	3	TRUE	TRUE	TRUE	9.68198	5.19507	6.70772	13.54977	4.06195	7.21667	17.79787	7.79667	11.52432	81113529	81113542	81113561	81113718	81113757	81113671	90	60	80
chr9	82580695	82580885	Interval_4616	2	2	TRUE	TRUE	FALSE	6.11493	7.7926	NA	5.36085	10.12585	NA	9.26478	14.23412	NA	82580695	82580702	NA	82580846	82580885	NA	60	62	NA
chr9	83569521	83569639	Interval_4617	1	1	TRUE	FALSE	FALSE	7.13409	NA	NA	7.53995	NA	NA	11.56267	NA	NA	83569521	NA	NA	83569639	NA	NA	53	NA	NA
chr9	84761242	84761457	Interval_4618	3	3	TRUE	TRUE	TRUE	5.11931	6.26284	4.98173	4.75432	7.67774	5.09007	8.61572	11.66516	9.25272	84761291	84761243	84761242	84761410	84761457	84761451	55	103	125
chr9	87245383	87245566	Interval_4619	2	2	TRUE	TRUE	FALSE	6.62451	6.26284	NA	6.43412	7.67774	NA	10.3978	11.66516	NA	87245402	87245383	NA	87245519	87245566	NA	55	58	NA
chr9	88927547	88927786	Interval_4620	2	2	TRUE	TRUE	FALSE	10.19156	5.19507	NA	14.83092	4.06195	NA	19.11658	7.79667	NA	88927599	88927547	NA	88927786	88927711	NA	94	115	NA
chr9	89388313	89388535	Interval_4621	1	1	FALSE	TRUE	FALSE	NA	9.52429	NA	NA	14.72631	NA	NA	19.01512	NA	NA	89388313	NA	NA	89388535	NA	NA	129	NA
chr9	90189372	90189572	Interval_4622	2	2	TRUE	FALSE	TRUE	11.36999	NA	6.95775	19.87984	NA	8.8003	24.29667	NA	13.19086	90189385	NA	90189372	90189572	NA	90189541	93	NA	80
chr9	91100104	91100485	Interval_4623	2	2	TRUE	TRUE	FALSE	9.1724	13.85351	NA	12.29733	27.5442	NA	16.50133	32.22002	NA	91100104	91100176	NA	91100449	91100485	NA	238	149	NA
chr9	91193168	91193423	Interval_4624	2	2	TRUE	TRUE	FALSE	6.48446	4.85026	NA	8.39744	5.90459	NA	12.45354	9.78048	NA	91193181	91193168	NA	91193423	91193388	NA	179	138	NA
chr9	91208105	91208316	Interval_4625	2	2	TRUE	FALSE	TRUE	10.19156	NA	8.28077	14.83092	NA	10.37955	19.11658	NA	14.85022	91208105	NA	91208196	91208316	NA	91208308	147	NA	62
chr9	91395153	91395317	Interval_4626	1	1	FALSE	TRUE	FALSE	NA	6.06091	NA	NA	5.93984	NA	NA	9.82858	NA	NA	91395153	NA	NA	91395317	NA	NA	90	NA
chr9	93065414	93065626	Interval_4627	2	2	TRUE	TRUE	FALSE	6.82575	6.28789	NA	9.37164	9.26594	NA	13.47116	13.33623	NA	93065414	93065425	NA	93065608	93065626	NA	78	112	NA
chr9	95462582	95462834	Interval_4628	2	2	TRUE	TRUE	FALSE	8.91751	7.65459	NA	13.26652	11.65374	NA	17.49908	15.82649	NA	95462621	95462582	NA	95462807	95462834	NA	76	107	NA
chr9	95777156	95777490	Interval_4629	3	3	TRUE	TRUE	TRUE	21.67205	8.51913	9.95141	50.13804	12.62337	16.2501	55.09607	16.83192	20.92854	95777156	95777204	95777244	95777490	95777425	95777431	169	106	85
chr9	95822844	95823039	Interval_4630	3	3	TRUE	TRUE	TRUE	7.15359	7.29821	4.99645	9.50171	11.4888	4.86531	13.60472	15.65337	9.01503	95822844	95822844	95822902	95823039	95823039	95823012	84	96	18
chr9	96150318	96150588	Interval_4631	2	2	TRUE	TRUE	FALSE	9.18345	5.2088	NA	13.68649	4.35935	NA	17.94188	8.12195	NA	96150318	96150375	NA	96150485	96150588	NA	74	52	NA
chr9	97367047	97367168	Interval_4632	1	1	TRUE	FALSE	FALSE	5.685	NA	NA	5.00473	NA	NA	8.88822	NA	NA	97367047	NA	NA	97367168	NA	NA	76	NA	NA
chr9	97866918	97867203	Interval_4633	3	3	TRUE	TRUE	TRUE	26.96967	15.41556	27.60575	68.31412	34.20238	82.66542	73.52039	39.03587	88.63548	97866935	97866933	97866918	97867176	97867203	97867185	107	126	145
chr9	98410356	98410546	Interval_4634	1	1	TRUE	FALSE	FALSE	6.14317	NA	NA	7.44523	NA	NA	11.45795	NA	NA	98410356	NA	NA	98410546	NA	NA	106	NA	NA
chr9	98575708	98575899	Interval_4635	1	1	FALSE	TRUE	FALSE	NA	6.18242	NA	NA	6.82	NA	NA	10.7544	NA	NA	98575708	NA	NA	98575899	NA	NA	132	NA
chr9	98766636	98766811	Interval_4636	1	1	FALSE	TRUE	FALSE	NA	5.8496	NA	NA	5.63847	NA	NA	9.48672	NA	NA	98766636	NA	NA	98766811	NA	NA	90	NA
chr9	99137322	99137530	Interval_4637	1	1	TRUE	FALSE	FALSE	4.26864	NA	NA	4.16383	NA	NA	7.99005	NA	NA	99137322	NA	NA	99137530	NA	NA	98	NA	NA
