PeakID (cmd=annotatePeaks.pl ZEB2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_3311	chr12	10213758	10213917	+	0	NA	intron (GABARAPL1, intron 1 of 3)	NA	947	GABARAPL1								
Interval_10372	chr2	242042680	242043421	+	0	NA	intron (AC131097.3, intron 3 of 3)	NA	39353	FLJ38379								
Interval_11589	chr22	49931167	49931475	+	0	NA	Intergenic	NA	12668	CRELD2								
Interval_14238	chr6	42429384	42429546	+	0	NA	intron (TRERF1, intron 1 of 16)	NA	21796	TRERF1								
Interval_5081	chr15	66361448	66361617	+	0	NA	intron (TIPIN, intron 1 of 7)	NA	-4830	TIPIN								
Interval_17462	chrX	49200012	49200238	+	0	NA	promoter-TSS (SYP)	NA	77	SYP								
Interval_9152	chr2	264308	264821	+	0	NA	promoter-TSS (ACP1)	NA	302	SH3YL1								
Interval_8468	chr19	35436538	35437016	+	0	NA	Intergenic	NA	-3679	LOC101927522								
Interval_9076	chr19	55118943	55119144	+	0	NA	Intergenic	NA	-1455	PPP1R12C								
Interval_7197	chr17_GL000205v2_random	87959	88231	+	0	NA	Intergenic	NA	-30129	MGC70870								
Interval_2676	chr11	57397579	57397818	+	0	NA	Intergenic	NA	-7041	PRG2								
Interval_11130	chr21	44510610	44510821	+	0	NA	intron (TSPEAR-AS1, intron 6 of 6)	NA	4671	TSPEAR-AS1								
Interval_16030	chr8	59260936	59261131	+	0	NA	Intergenic	NA	141771	LOC100505501								
Interval_10880	chr20	57450413	57450704	+	0	NA	Intergenic	NA	59160	RBM38								
Interval_13918	chr6	11374301	11374541	+	0	NA	intron (NEDD9, intron 1 of 7)	NA	-122408	LOC102724361								
Interval_2705	chr11	60910315	60910528	+	0	NA	Intergenic	NA	-3478	TMEM109								
Interval_17401	chrX	2453452	2453700	+	0	NA	intron (DHRSX, intron 1 of 6)	NA	47391	ZBED1								
Interval_16183	chr8	94640818	94641040	+	0	NA	promoter-TSS (ESRP1)	NA	-207	ESRP1								
Interval_5506	chr16	4767145	4767598	+	0	NA	promoter-TSS (ZNF500)	NA	-206	ZNF500								
Interval_11773	chr3	30746446	30746643	+	0	NA	intron (GADL1, intron 14 of 14)	NA	139895	TGFBR2								
Interval_10554	chr20	21599122	21599307	+	0	NA	intron (LOC101929625, intron 1 of 3)	NA	29190	LOC101929625								
Interval_3841	chr12	110404194	110404359	+	0	NA	promoter-TSS (ANAPC7)	NA	-587	ANAPC7								
Interval_15924	chr8	39038174	39038428	+	0	NA	intron (ADAM9, intron 11 of 21)	NA	41315	ADAM9								
Interval_11643	chr3	4981853	4982075	+	0	NA	intron (BHLHE40, intron 4 of 4)	NA	2552	BHLHE40								
Interval_11479	chr22	41045831	41046006	+	0	NA	Intergenic	NA	-46384	EP300								
Interval_2035	chr10	75431324	75431636	+	0	NA	promoter-TSS (C10orf11)	NA	21	C10orf11								
Interval_15477	chr7	140252683	140252999	+	0	NA	Intergenic	NA	75580	JHDM1D-AS1								
Interval_10000	chr2	172496068	172496453	+	0	NA	exon (LOC101926931, exon 1 of 3)	NA	190	LOC101926931								
Interval_12222	chr3	128620470	128620651	+	0	NA	exon (RPN1, exon 10 of 10)	NA	30316	RPN1								
Interval_2417	chr11	1351639	1351990	+	0	NA	Intergenic	NA	-38085	BRSK2								
Interval_17448	chrX	41274622	41274934	+	0	NA	Intergenic	NA	37104	LOC102724302								
Interval_13478	chr5	130541573	130542083	+	0	NA	Intergenic	NA	623520	HINT1								
Interval_2407	chr11	729826	730014	+	0	NA	Intergenic	NA	-17512	TALDO1								
Interval_14938	chr7	30159677	30160147	+	0	NA	exon (MTURN, exon 4 of 4)	NA	24976	MTURN								
Interval_3620	chr12	57487792	57488116	+	0	NA	promoter-TSS (MARS)	NA	1	MARS								
Interval_13830	chr5	180810306	180810536	+	0	NA	promoter-TSS (MGAT1)	NA	6388	LOC102724833								
Interval_3677	chr12	75978027	75978411	+	0	NA	Intergenic	NA	53557	PHLDA1								
Interval_14524	chr6	131917251	131917474	+	0	NA	Intergenic	NA	34016	CTGF								
Interval_12503	chr3	196183501	196183899	+	0	NA	Intergenic	NA	-21215	LOC102723473								
Interval_187	chr1	10646418	10646648	+	0	NA	TTS (CASZ1)	NA	47930	CASZ1								
Interval_3338	chr12	13000883	13001041	+	0	NA	promoter-TSS (HEBP1)	NA	520	HTR7P1								
Interval_15936	chr8	42051898	42052255	+	0	NA	promoter-TSS (KAT6A)	NA	-89	KAT6A								
Interval_10468	chr20	5080503	5080771	+	0	NA	Intergenic	NA	32450	TMEM230								
Interval_5956	chr16	70065831	70066237	+	0	NA	promoter-TSS (PDXDC2P)	NA	-86	PDXDC2P								
Interval_17099	chr9	128787169	128787363	+	0	NA	promoter-TSS (TBC1D13)	NA	59	TBC1D13								
Interval_11295	chr22	29284226	29284384	+	0	NA	intron (EWSR1, intron 7 of 17)	NA	16051	EWSR1								
Interval_5450	chr16	2152066	2152482	+	0	NA	intron (RAB26, intron 5 of 8)	NA	2831	SNORD60								
Interval_1612	chr1	234956288	234956446	+	0	NA	Intergenic	NA	113451	LOC731656								
Interval_11945	chr3	50526114	50526308	+	0	NA	Intergenic	NA	-22750	CACNA2D2								
Interval_13539	chr5	138411102	138411260	+	0	NA	intron (KDM3B, intron 10 of 22)	NA	-27820	REEP2								
Interval_15953	chr8	42762227	42762458	+	0	NA	intron (CHRNA6, intron 2 of 5)	NA	6444	CHRNA6								
Interval_17483	chrX	72123492	72123720	+	0	NA	intron (NHSL2, intron 4 of 10)	NA	8295	RGAG4								
Interval_14683	chr6	157981258	157981892	+	0	NA	promoter-TSS (SYNJ2)	NA	-19532	SYNJ2-IT1								
Interval_17397	chrX	2262313	2262678	+	0	NA	intron (DHRSX, intron 5 of 6)	NA	-66233	LOC101928070								
Interval_10905	chr20	61217381	61219279	+	0	NA	Intergenic	NA	139266	LOC100506470								
Interval_7858	chr19	6100463	6100733	+	0	NA	intron (RFX2, intron 1 of 16)	NA	10055	RFX2								
Interval_7228	chr18	5511753	5511965	+	0	NA	intron (EPB41L3, intron 1 of 22)	NA	118804	EPB41L3								
Interval_6954	chr17	69327026	69327315	+	0	NA	promoter-TSS (ABCA5)	NA	-11537	ABCA5								
Interval_10217	chr2	224947119	224947328	+	0	NA	promoter-TSS (DOCK10)	NA	35299	DOCK10								
Interval_5500	chr16	4624083	4624896	+	0	NA	promoter-TSS (MGRN1)	NA	-335	MGRN1								
Interval_1545	chr1	226029096	226029255	+	0	NA	Intergenic	NA	-29810	SDE2								
Interval_9454	chr2	54274690	54274938	+	0	NA	intron (ACYP2, intron 3 of 3)	NA	-18542	TSPYL6								
Interval_4641	chr14	89357448	89357627	+	0	NA	intron (FOXN3, intron 2 of 6)	NA	7475	LOC101928817								
Interval_6121	chr16	87780506	87781128	+	0	NA	Intergenic	NA	-1669	LOC102724467								
Interval_10383	chr20	653335	653505	+	0	NA	promoter-TSS (SRXN1)	NA	-50	SRXN1								
Interval_17160	chr9	132355273	132355441	+	0	NA	promoter-TSS (SETX)	NA	-501	SETX								
Interval_6315	chr17	7114483	7114814	+	0	NA	promoter-TSS (ASGR2)	NA	163	ASGR2								
Interval_9932	chr2	158946773	158946961	+	0	NA	Intergenic	NA	-22874	TANC1								
Interval_10593	chr20	31610819	31611427	+	0	NA	Intergenic	NA	3937	MIR3193								
Interval_12409	chr3	183635403	183635687	+	0	NA	promoter-TSS (KLHL24)	NA	-74	KLHL24								
Interval_17500	chrX	118727407	118727565	+	0	NA	promoter-TSS (IL13RA1)	NA	-110	IL13RA1								
Interval_7822	chr19	4832095	4832541	+	0	NA	promoter-TSS (TICAM1)	NA	-576	TICAM1								
Interval_1386	chr1	201740697	201740872	+	0	NA	intron (NAV1, intron 1 of 26)	NA	21276	MIR5191								
Interval_6148	chr16	88785587	88785745	+	0	NA	promoter-TSS (PIEZO1)	NA	-702	PIEZO1								
Interval_12370	chr3	171814072	171814297	+	0	NA	Intergenic	NA	-3690	PLD1								
Interval_2237	chr10	110287729	110287966	+	0	NA	TTS (MXI1)	NA	17102	SMNDC1								
Interval_12661	chr4	24419555	24419744	+	0	NA	Intergenic	NA	100641	MIR573								
Interval_13608	chr5	143216167	143216325	+	0	NA	intron (ARHGAP26, intron 23 of 23)	NA	23901	ARHGAP26-IT1								
Interval_10133	chr2	207662099	207662264	+	0	NA	Intergenic	NA	-6024	LOC102724714								
Interval_5240	chr15	79872721	79873019	+	0	NA	intron (MTHFS, intron 2 of 2)	NA	24415	MTHFS								
Interval_10794	chr20	49812638	49812820	+	0	NA	promoter-TSS (SLC9A8)	NA	16	SLC9A8								
Interval_9161	chr2	2466473	2466971	+	0	NA	Intergenic	NA	147490	MYT1L-AS1								
Interval_16468	chr8	132215578	132215829	+	0	NA	intron (KCNQ3, intron 1 of 14)	NA	105832	KCNQ3								
Interval_889	chr1	111205959	111206130	+	0	NA	Intergenic	NA	-1506	DENND2D								
Interval_7775	chr19	4136647	4136846	+	0	NA	Intergenic	NA	-12557	MAP2K2								
Interval_245	chr1	15834366	15834558	+	0	NA	exon (FLJ37453, exon 2 of 2)	NA	-13402	SPEN								
Interval_376	chr1	25030289	25030494	+	0	NA	Intergenic	NA	6839	MIR4425								
Interval_7887	chr19	6741201	6741664	+	0	NA	intron (TRIP10, intron 3 of 13)	NA	1750	TRIP10								
Interval_16577	chr8	143545161	143545336	+	0	NA	intron (ZC3H3, intron 2 of 15)	NA	8242	ZC3H3								
Interval_13334	chr5	76402947	76403320	+	0	NA	promoter-TSS (IQGAP2)	NA	-122	IQGAP2								
Interval_9913	chr2	151808740	151808909	+	0	NA	intron (ARL5A, intron 4 of 5)	NA	-16801	LOC101929356								
Interval_430	chr1	27276435	27276640	+	0	NA	intron (WDTC1, intron 3 of 15)	NA	42021	WDTC1								
Interval_6569	chr17	35809012	35809170	+	0	NA	promoter-TSS (TAF15)	NA	-364	TAF15								
Interval_15830	chr8	28490580	28490761	+	0	NA	promoter-TSS (FBXO16)	NA	-352	FBXO16								
Interval_6258	chr17	3636556	3636819	+	0	NA	promoter-TSS (SHPK)	NA	219	CTNS								
Interval_5662	chr16	27229187	27229421	+	0	NA	intron (NSMCE1, intron 5 of 7)	NA	25818	KDM8								
Interval_1258	chr1	173123006	173123289	+	0	NA	Intergenic	NA	-72184	TNFSF18								
Interval_12158	chr3	119323418	119323724	+	0	NA	intron (ARHGAP31, intron 1 of 11)	NA	29282	ARHGAP31								
Interval_7255	chr18	11511539	11511704	+	0	NA	Intergenic	NA	21547	RP11-712C7.1								
Interval_12992	chr4	140156560	140156790	+	0	NA	Intergenic	NA	-2596	MAML3								
Interval_16151	chr8	86514642	86514890	+	0	NA	promoter-TSS (RMDN1)	NA	339	CPNE3								
Interval_7322	chr18	39190485	39190779	+	0	NA	Intergenic	NA	-136433	LOC101927879								
Interval_17141	chr9	131269829	131270122	+	0	NA	intron (FAM78A, intron 1 of 1)	NA	6544	FAM78A								
Interval_5740	chr16	30922306	30923538	+	0	NA	promoter-TSS (FBXL19)	NA	-133	FBXL19								
Interval_2768	chr11	64215012	64215258	+	0	NA	intron (FERMT3, intron 5 of 13)	NA	8455	FERMT3								
Interval_11863	chr3	46313077	46313309	+	0	NA	Intergenic	NA	-40551	CCR2								
Interval_9519	chr2	65130063	65130366	+	0	NA	promoter-TSS (RAB1A)	NA	87	RAB1A								
Interval_6398	chr17	15684282	15684441	+	0	NA	Intergenic	NA	-1482	TRIM16								
Interval_11447	chr22	39026865	39027023	+	0	NA	intron (APOBEC3D, intron 4 of 4)	NA	5591	APOBEC3D								
Interval_4709	chr14	96920054	96920270	+	0	NA	Intergenic	NA	-23417	LINC00618								
Interval_4024	chr12	123452246	123452525	+	0	NA	Intergenic	NA	-12572	SNRNP35								
Interval_15840	chr8	29264967	29265190	+	0	NA	Intergenic	NA	-1775	KIF13B								
Interval_16899	chr9	104869208	104869371	+	0	NA	intron (ABCA1, intron 5 of 46)	NA	36731	ABCA1								
Interval_4058	chr12	124927126	124927313	+	0	NA	TTS (TRNAF2)	NA	197	TRNAD15								
Interval_3203	chr11	134260577	134260769	+	0	NA	TTS (ACAD8)	NA	7136	ACAD8								
Interval_8149	chr19	14249440	14249598	+	0	NA	Intergenic	NA	-43357	LPHN1								
Interval_8524	chr19	38048538	38049009	+	0	NA	intron (SIPA1L3, intron 2 of 21)	NA	40657	SIPA1L3								
Interval_7390	chr18	57621747	57622050	+	0	NA	promoter-TSS (NARS)	NA	-172	NARS								
Interval_11455	chr22	39170961	39171298	+	0	NA	Intergenic	NA	-18473	CBX7								
Interval_9760	chr2	107560402	107560625	+	0	NA	Intergenic	NA	266256	RGPD4-AS1								
Interval_16954	chr9	111598227	111598388	+	0	NA	intron (PTGR1, intron 1 of 9)	NA	1124	PTGR1								
Interval_5300	chr15	89974689	89975291	+	0	NA	Intergenic	NA	-31765	MIR3174								
Interval_4041	chr12	124391391	124391770	+	0	NA	intron (NCOR2, intron 18 of 47)	NA	-54338	MIR6880								
Interval_2458	chr11	3866400	3866659	+	0	NA	intron (STIM1, intron 1 of 11)	NA	10467	MIR4687								
Interval_7954	chr19	8324858	8325327	+	0	NA	exon (KANK3, exon 8 of 11)	NA	3592	RPS28								
Interval_12480	chr3	194930461	194930762	+	0	NA	Intergenic	NA	-163977	XXYLT1-AS1								
Interval_15234	chr7	93232118	93232497	+	0	NA	promoter-TSS (CCDC132)	NA	-33	CCDC132								
Interval_799	chr1	88801700	88801924	+	0	NA	intron (PKN2, intron 8 of 21)	NA	89806	GTF2B								
Interval_5323	chr15	90694231	90694469	+	0	NA	intron (LOC101926895, intron 2 of 2)	NA	20602	LOC101926895								
Interval_16346	chr8	120861495	120861832	+	0	NA	Intergenic	NA	-49594	SNTB1								
Interval_370	chr1	24872631	24872789	+	0	NA	Intergenic	NA	46701	MIR6731								
Interval_10682	chr20	37990576	37990741	+	0	NA	intron (TTI1, intron 8 of 8)	NA	-42804	RPRD1B								
Interval_537	chr1	35172605	35172823	+	0	NA	Intergenic	NA	20428	SFPQ								
Interval_10343	chr2	240396421	240396939	+	0	NA	Intergenic	NA	-9193	LOC102723825								
Interval_14554	chr6	136792288	136792795	+	0	NA	promoter-TSS (MAP3K5)	NA	-23	MAP3K5								
Interval_13773	chr5	177006780	177007156	+	0	NA	promoter-TSS (UIMC1)	NA	-195	UIMC1								
Interval_3664	chr12	69039931	69040219	+	0	NA	Intergenic	NA	-106873	CPM								
Interval_1648	chr1	236281962	236282126	+	0	NA	promoter-TSS (ERO1LB)	NA	-5	ERO1LB								
Interval_16948	chr9	110615672	110615873	+	0	NA	Intergenic	NA	-35892	SVEP1								
Interval_16546	chr8	141290175	141290481	+	0	NA	intron (SLC45A4, intron 1 of 7)	NA	-35699	SLC45A4								
Interval_7686	chr19	2187901	2188242	+	0	NA	intron (DOT1L, intron 3 of 27)	NA	23922	DOT1L								
Interval_12766	chr4	54319102	54319315	+	0	NA	Intergenic	NA	88704	PDGFRA								
Interval_11374	chr22	36400572	36400761	+	0	NA	Intergenic	NA	-12648	MYH9								
Interval_7467	chr18	70420129	70420388	+	0	NA	Intergenic	NA	-35667	RP11-41O4.2								
Interval_15337	chr7	101990763	101991281	+	0	NA	intron (CUX1, intron 2 of 21)	NA	172428	LOC101927772								
Interval_9846	chr2	128654620	128654908	+	0	NA	Intergenic	NA	-209836	LOC101927881								
Interval_14913	chr7	26291658	26291910	+	0	NA	promoter-TSS (SNX10)	NA	-111	SNX10								
Interval_8527	chr19	38214256	38214742	+	0	NA	intron (DPF1, intron 9 of 11)	NA	9751	DPF1								
Interval_2046	chr10	78756790	78757166	+	0	NA	Intergenic	NA	310470	ZMIZ1-AS1								
Interval_2328	chr10	130111095	130111289	+	0	NA	promoter-TSS (LINC00959)	NA	-375	LINC00959								
Interval_6517	chr17	30599822	30600349	+	0	NA	intron (LRRC37BP1, intron 2 of 8)	NA	-23604	LOC101927093								
Interval_15166	chr7	75854176	75854334	+	0	NA	Intergenic	NA	-24744	RHBDD2								
Interval_9379	chr2	41736218	41736441	+	0	NA	Intergenic	NA	-141226	AC104654.1								
Interval_11298	chr22	29393407	29393698	+	0	NA	Intergenic	NA	-4969	AP1B1								
Interval_11511	chr22	42769798	42770173	+	0	NA	Intergenic	NA	-48700	A4GALT								
Interval_16029	chr8	59043859	59044127	+	0	NA	intron (TOX, intron 1 of 8)	NA	75215	TOX								
Interval_5252	chr15	81022897	81023149	+	0	NA	Intergenic	NA	22069	MESDC1								
Interval_11797	chr3	35708527	35708685	+	0	NA	intron (ARPP21, intron 9 of 18)	NA	-35870	MIR128-2								
Interval_5057	chr15	64950920	64951313	+	0	NA	intron (ANKDD1A, intron 14 of 14)	NA	38830	SPG21								
Interval_16681	chr9	15610596	15610779	+	0	NA	intron (CCDC171, intron 6 of 25)	NA	57813	CCDC171								
Interval_3710	chr12	91552088	91552311	+	0	NA	Intergenic	NA	-369170	DCN								
Interval_4896	chr15	40716393	40716694	+	0	NA	intron (RAD51, intron 5 of 9)	NA	21414	RAD51								
Interval_10305	chr2	234308936	234309205	+	0	NA	Intergenic	NA	187979	ARL4C								
Interval_13776	chr5	177300382	177300641	+	0	NA	TTS (NSD1)	NA	3233	RAB24								
Interval_7986	chr19	9917393	9917553	+	0	NA	intron (OLFM2, intron 1 of 5)	NA	18921	OLFM2								
Interval_13122	chr5	1312965	1313318	+	0	NA	Intergenic	NA	-3806	MIR4457								
Interval_847	chr1	96565741	96566023	+	0	NA	Intergenic	NA	-155723	PTBP2								
Interval_10838	chr20	51323338	51323587	+	0	NA	Intergenic	NA	129506	MIR3194								
Interval_4455	chr14	50953409	50953687	+	0	NA	Intergenic	NA	-9018	PYGL								
Interval_11330	chr22	31753850	31754143	+	0	NA	promoter-TSS (DEPDC5)	NA	45	DEPDC5								
Interval_14979	chr7	40012811	40013070	+	0	NA	intron (CDK13, intron 5 of 13)	NA	-54000	LOC101929264								
Interval_14627	chr6	149250572	149250924	+	0	NA	Intergenic	NA	-67552	TAB2								
Interval_7122	chr17	80760628	80760786	+	0	NA	intron (RPTOR, intron 6 of 33)	NA	44925	RP11-28G8.1								
Interval_1717	chr10	3652306	3652701	+	0	NA	Intergenic	NA	132778	KLF6								
Interval_13339	chr5	76874071	76874273	+	0	NA	intron (S100Z, intron 2 of 4)	NA	24171	S100Z								
Interval_16318	chr8	118853425	118853630	+	0	NA	Intergenic	NA	98617	TNFRSF11B								
Interval_15240	chr7	96321777	96321988	+	0	NA	intron (SLC25A13, intron 1 of 16)	NA	265	SLC25A13								
Interval_6131	chr16	88045873	88046223	+	0	NA	intron (BANP, intron 10 of 11)	NA	-41044	LOC102724506								
Interval_11577	chr22	46803460	46803593	+	0	NA	intron (TBC1D22A, intron 4 of 12)	NA	40905	TBC1D22A								
Interval_6758	chr17	48113477	48113813	+	0	NA	intron (SNX11, intron 4 of 6)	NA	6060	SNX11								
Interval_11077	chr21	38289778	38290070	+	0	NA	intron (KCNJ15, intron 1 of 2)	NA	43416	LOC102724678								
Interval_4521	chr14	67619483	67619954	+	0	NA	promoter-TSS (ARG2)	NA	-144	ARG2								
Interval_5420	chr16	648143	648301	+	0	NA	exon (FAM195A, exon 5 of 5)	NA	-1141	WDR90								
Interval_11731	chr3	18046575	18046809	+	0	NA	intron (LOC339862, intron 4 of 4)	NA	84120	LOC339862								
Interval_16172	chr8	92426485	92426729	+	0	NA	Intergenic	NA	74798	LOC102724688								
Interval_14277	chr6	44594460	44594836	+	0	NA	Intergenic	NA	-136470	LOC101929770								
Interval_2452	chr11	3303051	3303233	+	0	NA	Intergenic	NA	-70756	MRGPRE								
Interval_8520	chr19	37932382	37932736	+	0	NA	intron (SIPA1L3, intron 1 of 21)	NA	-25937	WDR87								
Interval_1934	chr10	67864892	67865215	+	0	NA	Intergenic	NA	-20128	SIRT1								
Interval_15435	chr7	130960421	130960674	+	0	NA	intron (LINC-PINT, intron 3 of 3)	NA	47083	LOC100506860								
Interval_6760	chr17	48483521	48483951	+	0	NA	Intergenic	NA	38903	LOC101927166								
Interval_1354	chr1	192158194	192158417	+	0	NA	promoter-TSS (RGS18)	NA	-157	RGS18								
Interval_380	chr1	25198100	25198273	+	0	NA	Intergenic	NA	34336	SYF2								
Interval_13016	chr4	151408898	151409056	+	0	NA	promoter-TSS (FAM160A1)	NA	-269	FAM160A1								
Interval_11556	chr22	45421777	45421968	+	0	NA	intron (RIBC2, intron 3 of 6)	NA	8181	RIBC2								
Interval_5570	chr16	11630424	11630657	+	0	NA	Intergenic	NA	-37893	SNN								
Interval_6966	chr17	73271094	73271345	+	0	NA	Intergenic	NA	-9339	CPSF4L								
Interval_9667	chr2	88281812	88281971	+	0	NA	Intergenic	NA	108752	THNSL2								
Interval_2512	chr11	12125905	12126109	+	0	NA	intron (MICAL2, intron 1 of 27)	NA	17566	LOC102724888								
Interval_10116	chr2	203659661	203659828	+	0	NA	Intergenic	NA	-46731	CD28								
Interval_415	chr1	26838858	26839048	+	0	NA	intron (ZDHHC18, intron 2 of 7)	NA	12243	ZDHHC18								
Interval_8897	chr19	49176988	49177275	+	0	NA	intron (TRPM4, intron 4 of 18)	NA	8504	TRPM4								
Interval_17266	chr9	137600410	137600724	+	0	NA	Intergenic	NA	-11020	ARRDC1								
Interval_8275	chr19	17334408	17334672	+	0	NA	promoter-TSS (GTPBP3)	NA	289	ANO8								
Interval_8591	chr19	40363119	40363390	+	0	NA	intron (PLD3, intron 1 of 11)	NA	-6597	MIR6796								
Interval_8909	chr19	49495984	49496150	+	0	NA	promoter-TSS (RPS11)	NA	-298	RPS11								
Interval_3884	chr12	113142704	113142862	+	0	NA	Intergenic	NA	-6935	RASAL1								
Interval_13143	chr5	10493947	10494156	+	0	NA	exon (RP11-1C1.4, exon 3 of 3)	NA	8677	RP11-1C1.4								
Interval_6826	chr17	57744580	57744874	+	0	NA	exon (CCDC182, exon 1 of 1)	NA	602	CCDC182								
Interval_17311	chrUn_KI270336v1	30	318	+	0	NA	NA	NA	NA	NA								
Interval_7355	chr18	49461047	49461305	+	0	NA	promoter-TSS (DYM)	NA	-467	DYM								
Interval_8467	chr19	35428341	35428584	+	0	NA	intron (LOC101927522, intron 2 of 2)	NA	4636	LOC101927522								
Interval_13503	chr5	132915868	132916092	+	0	NA	intron (AFF4, intron 4 of 19)	NA	-14856	AFF4								
Interval_10604	chr20	32064019	32064180	+	0	NA	intron (HCK, intron 2 of 13)	NA	11911	HCK								
Interval_1444	chr1	206516286	206516575	+	0	NA	intron (RASSF5, intron 1 of 5)	NA	-40734	RASSF5								
Interval_7828	chr19	4895093	4895738	+	0	NA	intron (ARRDC5, intron 2 of 2)	NA	7452	ARRDC5								
Interval_17210	chr9	136206548	136206840	+	0	NA	exon (QSOX2, exon 12 of 12)	NA	-1591	LHX3								
Interval_5368	chr15	95621001	95621159	+	0	NA	Intergenic	NA	187987	LINC00924								
Interval_11708	chr3	14691335	14691515	+	0	NA	intron (C3orf20, intron 5 of 17)	NA	16326	C3orf20								
Interval_5863	chr16	57648194	57648451	+	0	NA	intron (GPR56, intron 1 of 13)	NA	355	GPR56								
Interval_11672	chr3	11096539	11096756	+	0	NA	Intergenic	NA	34353	LOC101927467								
Interval_13382	chr5	88829160	88829349	+	0	NA	intron (MEF2C, intron 2 of 10)	NA	-60054	MEF2C-AS1								
Interval_13034	chr4	153706080	153706393	+	0	NA	TTS (TLR2)	NA	21958	TLR2								
Interval_6337	chr17	7484550	7484911	+	0	NA	promoter-TSS (ZBTB4)	NA	351	POLR2A								
Interval_9971	chr2	168581054	168581227	+	0	NA	intron (CERS6, intron 3 of 9)	NA	-1849	MIR4774								
Interval_9288	chr2	26241251	26241469	+	0	NA	intron (HADHA, intron 1 of 19)	NA	3366	HADHA								
Interval_5773	chr16	34588063	34588750	+	0	NA	Intergenic	NA	156414	LOC102724523								
Interval_456	chr1	27960012	27960681	+	0	NA	exon (XKR8, exon 1 of 3)	NA	353	XKR8								
Interval_10654	chr20	35094233	35094440	+	0	NA	Intergenic	NA	-1521	TRPC4AP								
Interval_1572	chr1	229856488	229856756	+	0	NA	Intergenic	NA	29172	LOC101927504								
Interval_16585	chr8	143576621	143576928	+	0	NA	exon (NAPRT1, exon 6 of 13)	NA	1577	NAPRT1								
Interval_5798	chr16	46400364	46400863	+	0	NA	Intergenic	NA	168484	ANKRD26P1								
Interval_16662	chr9	6413622	6413781	+	0	NA	intron (UHRF2, intron 1 of 14)	NA	550	UHRF2								
Interval_14445	chr6	108142177	108142449	+	0	NA	intron (OSTM1-AS1, intron 1 of 1)	NA	18677	OSTM1-AS1								
Interval_4500	chr14	61752745	61753049	+	0	NA	Intergenic	NA	-3808	HIF1A-AS2								
Interval_281	chr1	17674796	17677000	+	0	NA	intron (ARHGEF10L, intron 24 of 26)	NA	57585	ARHGEF10L								
Interval_14212	chr6	39219265	39219516	+	0	NA	intron (KCNK5, intron 1 of 4)	NA	9818	KCNK5								
Interval_12968	chr4	138405397	138405629	+	0	NA	intron (LINC00499, intron 2 of 2)	NA	95802	LINC00499								
Interval_2853	chr11	66956711	66957027	+	0	NA	intron (PC, intron 1 of 22)	NA	-18414	C11orf86								
Interval_13106	chr5	594425	594678	+	0	NA	Intergenic	NA	17659	RP11-310P5.1								
Interval_8766	chr19	45605310	45605505	+	0	NA	Intergenic	NA	-3199	GPR4								
Interval_2164	chr10	97840154	97840375	+	0	NA	intron (LINC00866, intron 1 of 2)	NA	9534	LINC00866								
Interval_1622	chr1	235079648	235079928	+	0	NA	Intergenic	NA	-9970	LOC731656								
Interval_11944	chr3	50359449	50359812	+	0	NA	promoter-TSS (TMEM115)	NA	-122	TMEM115								
Interval_670	chr1	46488536	46488790	+	0	NA	Intergenic	NA	-18333	DMBX1								
Interval_8614	chr19	40832111	40832317	+	0	NA	Intergenic	NA	18233	CYP2A6								
Interval_9580	chr2	71064695	71064966	+	0	NA	Intergenic	NA	-3820	NAGK								
Interval_12321	chr3	151875804	151876031	+	0	NA	intron (SUCNR1, intron 1 of 2)	NA	2274	SUCNR1								
Interval_15687	chr8	12755611	12756175	+	0	NA	promoter-TSS (LONRF1)	NA	-410	LONRF1								
Interval_3991	chr12	121888580	121888739	+	0	NA	promoter-TSS (PSMD9)	NA	-48	HPD								
Interval_16372	chr8	123312456	123312694	+	0	NA	Intergenic	NA	35495	MIR548D1								
Interval_17287	chrUn_GL000195v1	32373	32987	+	0	NA	Intergenic	NA	54017	LOC389831								
Interval_11992	chr3	53406965	53407157	+	0	NA	Intergenic	NA	-59463	DCP1A								
Interval_5801	chr16	46878310	46878474	+	0	NA	Intergenic	NA	-6798	GPT2								
Interval_249	chr1	15936405	15936629	+	0	NA	intron (SPEN, intron 11 of 14)	NA	-39614	LOC101928566								
Interval_10919	chr20	62678710	62678983	+	0	NA	intron (SLCO4A1, intron 11 of 11)	NA	-12225	RP11-93B14.5								
Interval_9844	chr2	128317477	128317895	+	0	NA	intron (HS6ST1, intron 1 of 1)	NA	911	HS6ST1								
Interval_273	chr1	17304317	17304541	+	0	NA	Intergenic	NA	-3766	PADI4								
Interval_13321	chr5	74452911	74453069	+	0	NA	Intergenic	NA	130504	LOC101929082								
Interval_16171	chr8	92251349	92251562	+	0	NA	Intergenic	NA	-100354	LOC102724688								
Interval_16679	chr9	15415805	15416036	+	0	NA	Intergenic	NA	-6864	SNAPC3								
Interval_11667	chr3	10292800	10292991	+	0	NA	promoter-TSS (GHRL)	NA	52	GHRL								
