PeakID (cmd=annotatePeaks.pl IKZF1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_20848	chr2	151878759	151879041	+	0	NA	intron (CACNB4, intron 4 of 13)	NA	-50405	ARL5A								
Interval_36882	chrUn_KI270438v1	95141	95303	+	0	NA	NA	NA	NA	NA								
Interval_13070	chr16	72927541	72927678	+	0	NA	intron (ZFHX3, intron 2 of 8)	NA	-120296	LOC102723853								
Interval_10783	chr15	33126595	33126834	+	0	NA	intron (FMN1, intron 4 of 20)	NA	-58682	FMN1								
Interval_35168	chr8	133921921	133922242	+	0	NA	Intergenic	NA	35585	RP11-157E21.1								
Interval_21915	chr20	2314494	2314745	+	0	NA	intron (TGM3, intron 5 of 12)	NA	18652	TGM3								
Interval_5174	chr10	122051746	122051968	+	0	NA	intron (TACC2, intron 3 of 19)	NA	-53366	LOC102724746								
Interval_31622	chr6	169242442	169243356	+	0	NA	intron (THBS2, intron 5 of 22)	NA	11215	THBS2								
Interval_34322	chr8	67467458	67467595	+	0	NA	intron (CPA6, intron 8 of 10)	NA	123798	LOC102724708								
Interval_10152	chr14	73457903	73458226	+	0	NA	TTS (LOC101928143)	NA	516	NUMB								
Interval_30645	chr6	43887309	43887473	+	0	NA	Intergenic	NA	-3637	LOC100132354								
Interval_1803	chr1	110627846	110628107	+	0	NA	intron (KCNA2, intron 1 of 4)	NA	3498	KCNA2								
Interval_6132	chr11	61696430	61696650	+	0	NA	intron (DAGLA, intron 1 of 19)	NA	16107	DAGLA								
Interval_17930	chr19	35628513	35628938	+	0	NA	promoter-TSS (RBM42)	NA	-366	RBM42								
Interval_28802	chr5	132495760	132496494	+	0	NA	Intergenic	NA	-5354	IRF1								
Interval_15048	chr17	60392092	60393018	+	0	NA	promoter-TSS (USP32)	NA	-330	USP32								
Interval_17864	chr19	33280547	33280864	+	0	NA	Intergenic	NA	21859	CEBPA								
Interval_15213	chr17	68981335	68981538	+	0	NA	intron (ABCA9, intron 37 of 38)	NA	-26052	ABCA8								
Interval_32206	chr7	44750852	44751003	+	0	NA	promoter-TSS (ZMIZ2)	NA	-69	ZMIZ2								
Interval_36331	chr9	122286930	122287115	+	0	NA	intron (MRRF, intron 6 of 8)	NA	-22192	RBM18								
Interval_520	chr1	21931363	21931551	+	0	NA	intron (HSPG2, intron 1 of 96)	NA	5800	HSPG2								
Interval_15279	chr17	74431046	74431499	+	0	NA	promoter-TSS (GPRC5C)	NA	-69	GPRC5C								
Interval_25907	chr3	127652375	127652512	+	0	NA	intron (PODXL2, intron 2 of 7)	NA	-20495	ABTB1								
Interval_35142	chr8	133408794	133408980	+	0	NA	Intergenic	NA	-111583	NDRG1								
Interval_2546	chr1	170531859	170532222	+	0	NA	promoter-TSS (GORAB)	NA	-82	GORAB								
Interval_1855	chr1	112956276	112956808	+	0	NA	promoter-TSS (SLC16A1)	NA	127	SLC16A1-AS1								
Interval_13171	chr16	83939505	83939721	+	0	NA	Intergenic	NA	-13609	OSGIN1								
Interval_5793	chr11	34427410	34427620	+	0	NA	Intergenic	NA	-11410	CAT								
Interval_10467	chr14	93955112	93955615	+	0	NA	intron (ASB2, intron 1 of 7)	NA	-7111	MIR4506								
Interval_25089	chr3	40312855	40313143	+	0	NA	TTS (EIF1B)	NA	-3301	EIF1B-AS1								
Interval_32995	chr7	134454514	134454670	+	0	NA	intron (AKR1B1, intron 1 of 9)	NA	4544	AKR1B1								
Interval_1898	chr1	116496522	116496659	+	0	NA	Intergenic	NA	-21637	RP4-655J12.4								
Interval_30099	chr6	27806937	27807280	+	0	NA	TTS (HIST1H2BL)	NA	823	HIST1H2BL								
Interval_20133	chr2	84201167	84201373	+	0	NA	Intergenic	NA	-89412	FUNDC2P2								
Interval_33995	chr8	40172723	40173251	+	0	NA	Intergenic	NA	19519	C8orf4								
Interval_9491	chr13	101034324	101034575	+	0	NA	intron (NALCN-AS1, intron 4 of 7)	NA	326124	NALCN-AS1								
Interval_9795	chr14	36293813	36294112	+	0	NA	Intergenic	NA	20651	LOC102723418								
Interval_9770	chr14	34496762	34497120	+	0	NA	intron (LOC102724963, intron 2 of 2)	NA	9355	LOC102724963								
Interval_3981	chr10	38490710	38490857	+	0	NA	Intergenic	NA	62637	LINC00999								
Interval_21490	chr2	219543759	219543904	+	0	NA	promoter-TSS (TMEM198)	NA	-102	TMEM198								
Interval_37071	chrX	1763307	1763617	+	0	NA	Intergenic	NA	148329	ASMT								
Interval_13833	chr17	14300251	14300831	+	0	NA	promoter-TSS (HS3ST3B1)	NA	-648	HS3ST3B1								
Interval_9740	chr14	24792147	24792489	+	0	NA	Intergenic	NA	-158092	GZMB								
Interval_25004	chr3	34957788	34957930	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	406310	LOC102724048								
Interval_25037	chr3	37902464	37902649	+	0	NA	intron (CTDSPL, intron 1 of 8)	NA	40378	CTDSPL								
Interval_4572	chr10	78960518	78960860	+	0	NA	intron (ZMIZ1-AS1, intron 6 of 7)	NA	106759	ZMIZ1-AS1								
Interval_28485	chr5	80122643	80122978	+	0	NA	intron (SERINC5, intron 11 of 12)	NA	-39145	CTD-2201I18.1								
Interval_21135	chr2	189685593	189685783	+	0	NA	intron (ANKAR, intron 1 of 18)	NA	9232	ANKAR								
Interval_26447	chr3	187738732	187739280	+	0	NA	exon (BCL6, exon 1 of 10)	NA	6719	BCL6								
Interval_30696	chr6	45423229	45423440	+	0	NA	intron (RUNX2, intron 1 of 6)	NA	760	RUNX2								
Interval_24768	chr3	12556522	12557107	+	0	NA	promoter-TSS (MKRN2)	NA	-200	MKRN2								
Interval_30486	chr6	37697993	37698592	+	0	NA	promoter-TSS (MDGA1)	NA	-1256	MDGA1								
Interval_14222	chr17	29342516	29342667	+	0	NA	Intergenic	NA	-48077	MIR4523								
Interval_22020	chr20	5947299	5947467	+	0	NA	intron (TRMT6, intron 1 of 10)	NA	3029	TRMT6								
Interval_31406	chr6	151681504	151681789	+	0	NA	Intergenic	NA	-124027	ESR1								
Interval_16530	chr18	79218297	79218615	+	0	NA	intron (ATP9B, intron 11 of 29)	NA	73698	LOC100996274								
Interval_4804	chr10	96831879	96832067	+	0	NA	promoter-TSS (LCOR)	NA	-982	LCOR								
Interval_30363	chr6	34392673	34392833	+	0	NA	promoter-TSS (NUDT3)	NA	-73	NUDT3								
Interval_4918	chr10	101694887	101695035	+	0	NA	promoter-TSS (FBXW4)	NA	627	FBXW4								
Interval_29358	chr5	172104086	172104226	+	0	NA	intron (STK10, intron 7 of 18)	NA	84186	STK10								
Interval_13659	chr17	7120552	7121013	+	0	NA	Intergenic	NA	-5971	ASGR2								
Interval_16248	chr18	58887594	58888019	+	0	NA	intron (ZNF532, intron 1 of 3)	NA	24977	ZNF532								
Interval_20587	chr2	118954719	118954982	+	0	NA	intron (MARCO, intron 1 of 16)	NA	12681	MARCO								
Interval_37351	chrX	65674206	65674535	+	0	NA	intron (MSN, intron 1 of 12)	NA	85993	MSN								
Interval_11062	chr15	51576873	51577069	+	0	NA	intron (DMXL2, intron 1 of 40)	NA	45799	DMXL2								
Interval_17233	chr19	10402518	10403007	+	0	NA	TTS (MIR1181)	NA	776	MIR1181								
Interval_18644	chr19	49453428	49454035	+	0	NA	intron (ALDH16A1, intron 1 of 16)	NA	515	ALDH16A1								
Interval_5931	chr11	45933110	45933303	+	0	NA	TTS (PHF21A)	NA	10511	GYLTL1B								
Interval_5321	chr10	132767542	132768496	+	0	NA	intron (INPP5A, intron 12 of 15)	NA	18014	NKX6-2								
Interval_14466	chr17	39630047	39630190	+	0	NA	intron (PPP1R1B, intron 4 of 6)	NA	3210	PPP1R1B								
Interval_35393	chr8	145033135	145033651	+	0	NA	Intergenic	NA	-19045	C8orf33								
Interval_17305	chr19	11324880	11325072	+	0	NA	exon (RAB3D, exon 5 of 5)	NA	14692	RAB3D								
Interval_13140	chr16	81514206	81514345	+	0	NA	intron (CMIP, intron 1 of 20)	NA	-3518	CMIP								
Interval_26320	chr3	179744005	179744215	+	0	NA	intron (USP13, intron 12 of 20)	NA	90965	USP13								
Interval_6164	chr11	62545469	62546170	+	0	NA	promoter-TSS (LOC101927617)	NA	-149	LOC101927617								
Interval_25480	chr3	57729847	57729984	+	0	NA	Intergenic	NA	-26306	SLMAP								
Interval_20028	chr2	70887642	70887822	+	0	NA	Intergenic	NA	-12868	VAX2								
Interval_20070	chr2	73828787	73829570	+	0	NA	promoter-TSS (STAMBP)	NA	-15635	STAMBP								
Interval_8107	chr12	54498171	54498524	+	0	NA	promoter-TSS (NCKAP1L)	NA	636	NCKAP1L								
Interval_22044	chr20	9259077	9259214	+	0	NA	intron (PLCB4, intron 2 of 37)	NA	190091	PLCB4								
Interval_11857	chr15	91263810	91264946	+	0	NA	intron (SV2B, intron 6 of 12)	NA	164426	SV2B								
Interval_16227	chr18	57831515	57831873	+	0	NA	Intergenic	NA	96138	LOC102724733								
Interval_10326	chr14	85421409	85421569	+	0	NA	Intergenic	NA	27610	LINC00911								
Interval_16379	chr18	68840843	68841082	+	0	NA	intron (CCDC102B, intron 6 of 10)	NA	-17972	RNU6-39P								
Interval_4535	chr10	75612950	75613225	+	0	NA	intron (C10orf11, intron 2 of 6)	NA	60569	MIR606								
Interval_21113	chr2	182713658	182713883	+	0	NA	Intergenic	NA	-2271	DNAJC10								
Interval_11980	chr16	76147	76517	+	0	NA	promoter-TSS (MPG)	NA	23	RHBDF1								
Interval_14081	chr17	21989715	21991445	+	0	NA	Intergenic	NA	-207145	LOC100996792-2								
Interval_28486	chr5	80126057	80126199	+	0	NA	intron (SERINC5, intron 11 of 12)	NA	-42463	CTD-2201I18.1								
Interval_16046	chr18	44507895	44508280	+	0	NA	intron (LOC101927921, intron 2 of 4)	NA	23610	LOC101927921								
Interval_7361	chr12	4133581	4133737	+	0	NA	Intergenic	NA	-140078	CCND2								
Interval_37176	chrX	20361426	20361714	+	0	NA	Intergenic	NA	-94934	RPS6KA3								
Interval_21102	chr2	181107213	181107380	+	0	NA	Intergenic	NA	-16541	AC104820.2								
Interval_26490	chr3	192835890	192836027	+	0	NA	intron (MB21D2, intron 1 of 1)	NA	82203	MB21D2								
Interval_5399	chr11	1548308	1549040	+	0	NA	Intergenic	NA	7783	LOC101927562								
Interval_17319	chr19	11529216	11529353	+	0	NA	promoter-TSS (ECSIT)	NA	-112	ECSIT								
Interval_20793	chr2	144522953	144523093	+	0	NA	intron (LOC101928455, intron 1 of 2)	NA	1124	LOC101928455								
Interval_16704	chr19	1768341	1768496	+	0	NA	intron (ONECUT3, intron 1 of 1)	NA	5892	LOC101928543								
Interval_37050	chrX	1330645	1330966	+	0	NA	Intergenic	NA	-5796	IL3RA								
Interval_8953	chr12	121839288	121839635	+	0	NA	TTS (HPD)	NA	19402	HPD								
Interval_10880	chr15	40941747	40942113	+	0	NA	Intergenic	NA	-11508	CHAC1								
Interval_31150	chr6	132130758	132130937	+	0	NA	Intergenic	NA	-3131	LINC01013								
Interval_13187	chr16	84479296	84479674	+	0	NA	exon (TLDC1, exon 9 of 9)	NA	25275	TLDC1								
Interval_22564	chr20	39521405	39521632	+	0	NA	Intergenic	NA	137039	LOC102724950								
Interval_20018	chr2	70687353	70687515	+	0	NA	intron (ADD2, intron 9 of 15)	NA	80809	ADD2								
Interval_20935	chr2	162233307	162233477	+	0	NA	intron (FAP, intron 2 of 25)	NA	10143	FAP								
Interval_10835	chr15	40104895	40105501	+	0	NA	intron (BMF, intron 4 of 5)	NA	3674	BMF								
Interval_3186	chr1	219783901	219784047	+	0	NA	Intergenic	NA	144626	SLC30A10								
Interval_4090	chr10	41903210	41903691	+	0	NA	Intergenic	NA	-339073	LOC101929373								
Interval_9925	chr14	59870791	59870985	+	0	NA	promoter-TSS (RTN1)	NA	-48825	LRRC9								
Interval_9856	chr14	50854648	50854785	+	0	NA	Intergenic	NA	-17444	ABHD12B								
Interval_26130	chr3	152406493	152406773	+	0	NA	intron (MBNL1, intron 1 of 9)	NA	-65643	TMEM14E								
Interval_10249	chr14	75661301	75661659	+	0	NA	promoter-TSS (C14orf1)	NA	272	TTLL5								
Interval_27013	chr4	47372927	47373333	+	0	NA	intron (GABRB1, intron 5 of 8)	NA	90535	COMMD8								
Interval_18823	chr19	51804229	51804375	+	0	NA	intron (FPR3, intron 1 of 1)	NA	9144	FPR3								
Interval_8593	chr12	104986052	104986475	+	0	NA	promoter-TSS (C12orf45)	NA	-57	C12orf45								
Interval_4653	chr10	86047945	86048114	+	0	NA	intron (GRID1, intron 4 of 15)	NA	216759	MIR346								
Interval_16207	chr18	57134656	57134946	+	0	NA	Intergenic	NA	12080	LOC102724717								
Interval_19676	chr2	46543325	46543510	+	0	NA	intron (RHOQ, intron 1 of 4)	NA	651	RHOQ								
Interval_19311	chr2	26033660	26033799	+	0	NA	promoter-TSS (RAB10)	NA	-131	RAB10								
Interval_18504	chr19	47305316	47305650	+	0	NA	Intergenic	NA	-2581	LOC102723962								
Interval_16055	chr18	45687183	45687339	+	0	NA	Intergenic	NA	-36892	SLC14A1								
Interval_12327	chr16	18926500	18926908	+	0	NA	promoter-TSS (SMG1)	NA	-278	SMG1								
Interval_1639	chr1	93848062	93848282	+	0	NA	TTS (TRNAR15)	NA	599	TRNAR15								
Interval_16566	chr18	80022849	80022997	+	0	NA	Intergenic	NA	-11423	RBFA								
Interval_23411	chr21	33405307	33405444	+	0	NA	intron (IFNGR2, intron 1 of 6)	NA	1938	IFNGR2								
Interval_35426	chr9	2583334	2583491	+	0	NA	intron (VLDLR-AS1, intron 1 of 3)	NA	-38381	VLDLR								
Interval_5132	chr10	118871006	118871167	+	0	NA	Intergenic	NA	-144706	CACUL1								
Interval_35174	chr8	134720200	134720380	+	0	NA	Intergenic	NA	-7241	ZFAT								
Interval_1967	chr1	144551061	144552411	+	0	NA	Intergenic	NA	15852	TRNAN15								
Interval_2692	chr1	182290023	182290160	+	0	NA	intron (GS1-122H1.2, intron 2 of 2)	NA	23970	GS1-122H1.2								
Interval_8406	chr12	89790022	89790163	+	0	NA	Intergenic	NA	81137	LINC00936								
Interval_29150	chr5	150449948	150450160	+	0	NA	promoter-TSS (RPS14)	NA	-298	RPS14								
Interval_30598	chr6	42929123	42929512	+	0	NA	promoter-TSS (CNPY3)	NA	129	CNPY3								
Interval_10371	chr14	90087464	90087818	+	0	NA	intron (KCNK13, intron 1 of 1)	NA	25876	KCNK13								
Interval_7347	chr12	2836702	2836839	+	0	NA	promoter-TSS (LOC100507424)	NA	-46	LOC100507424								
Interval_37430	chrX	103686999	103687281	+	0	NA	promoter-TSS (MORF4L2)	NA	-144	MORF4L2-AS1								
Interval_20185	chr2	85711831	85711970	+	0	NA	Intergenic	NA	17606	GNLY								
Interval_5816	chr11	35139848	35140108	+	0	NA	promoter-TSS (RP4-607I7.1)	NA	835	CD44								
Interval_29488	chr5	177554612	177554775	+	0	NA	promoter-TSS (FAM193B)	NA	-18303	FAM193B								
Interval_7512	chr12	8444787	8445145	+	0	NA	Intergenic	NA	-11029	CLEC6A								
Interval_4512	chr10	74039907	74040071	+	0	NA	intron (VCL, intron 1 of 21)	NA	41911	VCL								
Interval_454	chr1	19476871	19477132	+	0	NA	intron (CAPZB, intron 1 of 8)	NA	8640	CAPZB								
Interval_24011	chr22	35593526	35593842	+	0	NA	Intergenic	NA	23824	MB								
Interval_3856	chr10	29763420	29763715	+	0	NA	Intergenic	NA	-75155	LOC102724333								
Interval_13971	chr17	21099743	21099880	+	0	NA	Intergenic	NA	24227	HP08942								
Interval_29309	chr5	168786033	168786376	+	0	NA	intron (SLIT3, intron 11 of 36)	NA	-17949	MIR218-2								
Interval_17702	chr19	18408311	18408448	+	0	NA	Intergenic	NA	-10774	LRRC25								
Interval_32564	chr7	87517242	87517597	+	0	NA	intron (ABCB1, intron 24 of 28)	NA	-41716	ABCB4								
Interval_21599	chr2	230987198	230987406	+	0	NA	exon (SPATA3-AS1, exon 5 of 6)	NA	8730	SPATA3-AS1								
Interval_13857	chr17	15920755	15921136	+	0	NA	Intergenic	NA	-23972	ADORA2B								
Interval_22400	chr20	32743373	32743510	+	0	NA	exon (COMMD7, exon 1 of 8)	NA	564	COMMD7								
Interval_11901	chr15	96494850	96494987	+	0	NA	Intergenic	NA	102213	LOC101927263								
Interval_17816	chr19	30877567	30878253	+	0	NA	Intergenic	NA	-271967	DKFZp566F0947								
Interval_20962	chr2	169364136	169364282	+	0	NA	Intergenic	NA	-1596	LRP2								
Interval_8463	chr12	95073189	95073343	+	0	NA	intron (NR2C1, intron 1 of 12)	NA	349	NR2C1								
Interval_37181	chrX	21839492	21839670	+	0	NA	promoter-TSS (MBTPS2)	NA	43	MBTPS2								
Interval_12310	chr16	17345354	17345491	+	0	NA	intron (XYLT1, intron 2 of 11)	NA	125459	XYLT1								
Interval_9752	chr14	31200182	31200529	+	0	NA	intron (HECTD1, intron 2 of 42)	NA	7705	HECTD1								
Interval_9400	chr13	48505995	48506215	+	0	NA	intron (RCBTB2, intron 5 of 9)	NA	27151	RCBTB2								
Interval_28348	chr5	66143929	66144679	+	0	NA	promoter-TSS (SREK1)	NA	-18112	SREK1								
Interval_13962	chr17	20281241	20281448	+	0	NA	intron (SPECC1, intron 13 of 15)	NA	-39830	CCDC144CP								
Interval_23950	chr22	31221924	31222063	+	0	NA	intron (LIMK2, intron 1 of 15)	NA	-26369	LIMK2								
Interval_27457	chr4	106365697	106365834	+	0	NA	intron (GIMD1, intron 1 of 1)	NA	1670	GIMD1								
Interval_16332	chr18	63119763	63119961	+	0	NA	Intergenic	NA	199916	BCL2								
Interval_27000	chr4	40763178	40763831	+	0	NA	intron (NSUN7, intron 4 of 11)	NA	13607	NSUN7								
Interval_27509	chr4	118589813	118589969	+	0	NA	Intergenic	NA	-1853	RP11-384K6.6								
Interval_276	chr1	11979922	11980147	+	0	NA	promoter-TSS (MFN2)	NA	-280	MFN2								
Interval_3406	chr1	230714122	230714307	+	0	NA	exon (AGT, exon 1 of 5)	NA	376	AGT								
Interval_25510	chr3	59300682	59301194	+	0	NA	Intergenic	NA	-250888	C3orf67								
Interval_37859	chrY	11728165	11728343	+	0	NA	Intergenic	NA	693336	GYG2P1								
Interval_24683	chr3	8864543	8864859	+	0	NA	Intergenic	NA	-95087	OXTR								
Interval_34333	chr8	70402172	70402444	+	0	NA	exon (NCOA2, exon 1 of 23)	NA	1477	NCOA2								
Interval_12378	chr16	21632032	21632212	+	0	NA	intron (METTL9, intron 4 of 4)	NA	20544	IGSF6								
Interval_14464	chr17	39617704	39617950	+	0	NA	Intergenic	NA	-9081	PPP1R1B								
Interval_22908	chr20	53654958	53655375	+	0	NA	Intergenic	NA	-46379	ZNF217								
Interval_8819	chr12	116410721	116411236	+	0	NA	Intergenic	NA	17333	MIR4472-2								
Interval_325	chr1	14780265	14780594	+	0	NA	intron (KAZN, intron 3 of 9)	NA	-165490	KAZN								
Interval_29270	chr5	160169513	160169650	+	0	NA	Intergenic	NA	-17791	FABP6								
Interval_34621	chr8	101136801	101137944	+	0	NA	Intergenic	NA	68692	ZNF706								
Interval_19307	chr2	25960961	25961162	+	0	NA	intron (KIF3C, intron 1 of 7)	NA	21513	KIF3C								
Interval_5405	chr11	1750158	1750374	+	0	NA	intron (IFITM10, intron 1 of 2)	NA	328	IFITM10								
Interval_33466	chr8	16528619	16528756	+	0	NA	intron (LOC101929028, intron 2 of 2)	NA	169948	LOC101929028								
Interval_26033	chr3	138842185	138842859	+	0	NA	Intergenic	NA	-83163	PIK3CB								
Interval_9855	chr14	50835468	50835626	+	0	NA	Intergenic	NA	-4426	NIN								
Interval_12342	chr16	19190681	19190835	+	0	NA	intron (SYT17, intron 5 of 7)	NA	22539	SYT17								
Interval_6052	chr11	59060330	59060546	+	0	NA	Intergenic	NA	-1986	RP11-142C4.6								
Interval_31850	chr7	8186034	8186260	+	0	NA	intron (ICA1, intron 6 of 13)	NA	-50898	LOC100505938								
Interval_15650	chr17	82752010	82752234	+	0	NA	promoter-TSS (TBCD)	NA	36	TBCD								
Interval_22783	chr20	49287262	49287456	+	0	NA	intron (ZFAS1, intron 4 of 4)	NA	6676	SNORD12								
Interval_20835	chr2	149894958	149895195	+	0	NA	Intergenic	NA	-307260	MMADHC								
Interval_36522	chr9	129885487	129885721	+	0	NA	Intergenic	NA	15994	MIR6855								
Interval_36984	chrUn_KI270442v1	94608	94745	+	0	NA	Intergenic	NA	-150628	LOC102724902								
Interval_6595	chr11	73598062	73598896	+	0	NA	promoter-TSS (FAM168A)	NA	-290	FAM168A								
Interval_32433	chr7	74226626	74227003	+	0	NA	TTS (LAT2)	NA	16887	LAT2								
Interval_15878	chr18	10814540	10814817	+	0	NA	intron (PIEZO2, intron 7 of 51)	NA	152745	RP11-856M7.1								
Interval_26012	chr3	136391758	136391921	+	0	NA	intron (STAG1, intron 21 of 32)	NA	141514	PCCB								
Interval_14119	chr17	26843229	26843366	+	0	NA	Intergenic	NA	450645	MIR4522								
Interval_36599	chr9	133121547	133121793	+	0	NA	promoter-TSS (RALGDS)	NA	27550	RALGDS								
Interval_24230	chr22	40423527	40423753	+	0	NA	exon (MKL1, exon 9 of 15)	NA	53073	SGSM3								
Interval_5515	chr11	7307978	7308156	+	0	NA	intron (SYT9, intron 2 of 6)	NA	56095	SYT9								
Interval_2839	chr1	199859571	199859859	+	0	NA	Intergenic	NA	-167926	NR5A2								
Interval_34938	chr8	125342271	125342800	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	-90582	TRIB1								
Interval_3342	chr1	228083059	228083207	+	0	NA	promoter-TSS (ARF1)	NA	-17	ARF1								
Interval_16069	chr18	46917715	46917857	+	0	NA	promoter-TSS (PIAS2)	NA	144	KATNAL2								
Interval_21502	chr2	220210857	220211151	+	0	NA	Intergenic	NA	-304472	MIR4268								
Interval_27296	chr4	78775571	78775765	+	0	NA	promoter-TSS (BMP2K)	NA	-710	BMP2K								
Interval_9461	chr13	89107881	89108045	+	0	NA	Intergenic	NA	456450	LINC00353								
Interval_14238	chr17	29930271	29930510	+	0	NA	promoter-TSS (SSH2)	NA	-11242	EFCAB5								
Interval_335	chr1	15083677	15083864	+	0	NA	intron (KAZN, intron 8 of 14)	NA	68694	TMEM51-AS1								
Interval_6605	chr11	73965204	73965361	+	0	NA	intron (DNAJB13, intron 4 of 8)	NA	14963	DNAJB13								
Interval_20526	chr2	112787802	112787995	+	0	NA	Intergenic	NA	-2504	IL1A								
Interval_156	chr1	8224763	8225236	+	0	NA	Intergenic	NA	22235	LOC102724539								
Interval_31282	chr6	141803995	141804170	+	0	NA	Intergenic	NA	284717	NMBR								
Interval_14612	chr17	42979988	42980125	+	0	NA	promoter-TSS (RUNDC1)	NA	-53	PTGES3L-AARSD1								
Interval_31327	chr6	145814017	145814306	+	0	NA	promoter-TSS (RP11-545I5.3)	NA	632	FBXO30								
Interval_15127	chr17	64326530	64326934	+	0	NA	intron (PECAM1, intron 13 of 13)	NA	-63439	TEX2								
Interval_14038	chr17	21937927	21938092	+	0	NA	Intergenic	NA	-154574	LOC100996792-2								
Interval_24809	chr3	14410595	14410929	+	0	NA	intron (SLC6A6, intron 1 of 13)	NA	8186	SLC6A6								
Interval_3810	chr10	26412990	26413191	+	0	NA	Intergenic	NA	-25247	APBB1IP								
Interval_1168	chr1	44071405	44071561	+	0	NA	intron (KLF17, intron 2 of 4)	NA	-47367	KLF17								
Interval_19581	chr2	43014634	43014969	+	0	NA	Intergenic	NA	24746	LOC102723854								
Interval_22888	chr20	52103911	52104226	+	0	NA	intron (ZFP64, intron 5 of 8)	NA	71910	ZFP64								
Interval_19863	chr2	64273573	64273755	+	0	NA	Intergenic	NA	45210	AC074289.1								
Interval_30007	chr6	24951734	24951909	+	0	NA	intron (FAM65B, intron 1 of 21)	NA	-74456	FAM65B								
Interval_36634	chr9	134175321	134175458	+	0	NA	Intergenic	NA	-3418	LOC101928109								
Interval_10510	chr14	96204735	96205150	+	0	NA	exon (BDKRB2, exon 1 of 3)	NA	144	BDKRB2								
Interval_6921	chr11	112086654	112086983	+	0	NA	promoter-TSS (SDHD)	NA	-6	SDHD								
Interval_26795	chr4	13529913	13530199	+	0	NA	intron (LINC01097, intron 1 of 3)	NA	1361	LINC01097								
Interval_12099	chr16	4253655	4254173	+	0	NA	promoter-TSS (RP11-95P2.1)	NA	-125	RP11-95P2.1								
Interval_34181	chr8	56682304	56682502	+	0	NA	Intergenic	NA	-122580	LINC00968								
Interval_33701	chr8	26265745	26266321	+	0	NA	Intergenic	NA	-25490	PPP2R2A								
Interval_27417	chr4	99950124	99950819	+	0	NA	promoter-TSS (H2AFZ)	NA	-8	LOC256880								
Interval_7392	chr12	6167747	6167940	+	0	NA	Intergenic	NA	-32473	CD9								
Interval_30952	chr6	106086066	106086386	+	0	NA	promoter-TSS (PRDM1)	NA	-12636	PRDM1								
Interval_34442	chr8	86108656	86108841	+	0	NA	intron (ATP6V0D2, intron 1 of 7)	NA	9838	ATP6V0D2								
Interval_9565	chr13	113758970	113759170	+	0	NA	promoter-TSS (TMEM255B)	NA	-7981	LINC00552								
Interval_34396	chr8	80134808	80134980	+	0	NA	intron (TPD52, intron 1 of 6)	NA	36765	TPD52								
Interval_33591	chr8	22165467	22166179	+	0	NA	intron (BMP1, intron 1 of 19)	NA	683	BMP1								
Interval_28269	chr5	55896706	55896885	+	0	NA	intron (IL31RA, intron 9 of 17)	NA	43473	IL31RA								
Interval_1333	chr1	54810503	54810665	+	0	NA	intron (C1orf177, intron 4 of 9)	NA	4521	C1orf177								
Interval_36870	chrUn_KI270438v1	68621	68940	+	0	NA	NA	NA	NA	NA								
Interval_21153	chr2	191052079	191052267	+	0	NA	intron (STAT4, intron 14 of 23)	NA	-37976	STAT1								
Interval_13401	chr17	489382	489658	+	0	NA	Intergenic	NA	-43580	FAM101B								
Interval_35027	chr8	128973353	128973706	+	0	NA	Intergenic	NA	267711	LINC00977								
Interval_23157	chr21	7952296	7952618	+	0	NA	Intergenic	NA	-122825	LOC102723475								
Interval_13226	chr16	85535289	85535864	+	0	NA	intron (GSE1, intron 1 of 15)	NA	-19326	GSE1								
Interval_9075	chr12	124774801	124775054	+	0	NA	Intergenic	NA	89046	SCARB1								
Interval_21682	chr2	235940362	235940535	+	0	NA	intron (AGAP1, intron 12 of 18)	NA	227555	GBX2								
Interval_9644	chr14	22456979	22457457	+	0	NA	intron (LOC102724753, intron 1 of 2)	NA	21676	LOC102724753								
Interval_23776	chr22	22882756	22882893	+	0	NA	Intergenic	NA	-2722	LOC102724638								
Interval_7583	chr12	11863915	11864294	+	0	NA	intron (ETV6, intron 4 of 7)	NA	176588	LOC101928186								
Interval_6920	chr11	112082987	112083136	+	0	NA	exon (C11orf57, exon 6 of 6)	NA	3737	TIMM8B								
Interval_19039	chr1_KI270713v1_random	21021	21283	+	0	NA	Intergenic	NA	7676	TRNAN-GUU-7								
Interval_21618	chr2	231464801	231465191	+	0	NA	promoter-TSS (NCL)	NA	-502	NCL								
Interval_4389	chr10	70493126	70493613	+	0	NA	intron (PALD1, intron 1 of 19)	NA	10474	PALD1								
Interval_8838	chr12	117070215	117070520	+	0	NA	intron (TESC, intron 2 of 7)	NA	29079	TESC								
Interval_7484	chr12	7099390	7099553	+	0	NA	TTS (C1RL)	NA	-7024	C1R-2								
Interval_20753	chr2	137957056	137957363	+	0	NA	Intergenic	NA	-7082	HNMT								
Interval_6747	chr11	86068959	86069693	+	0	NA	promoter-TSS (PICALM)	NA	-245	PICALM								
